Date,IWF,IWM,MTUM,SPY,VLUE,VXX,ZM
2019-12-18,-1.532850630195763,-0.5483150084919997,-3.272369714847591,-2.1881648341825333,-0.3972468043264504,0.0,1.0
2019-12-19,-1.5358581788879935,-0.5522428149341928,-3.274599337451876,-2.189005282478288,-0.40155788342734355,0.0,1.0
2019-12-20,-1.5301905358261023,-0.5517488147419268,-3.2671974237409427,-2.191519813936846,-0.40459790678951607,0.0,1.0
2019-12-23,-1.5436614667383899,-0.5825712748789672,-3.254617177694101,-2.2132867132867133,-0.3711672942442173,0.0,1.0
2019-12-24,-1.5427239307809557,-0.5823545234466062,-3.2566125706088043,-2.2128575271227473,-0.37164888370841925,0.0,1.0
2019-12-26,-1.5427239307809557,-0.5836097910875997,-3.2560745987626643,-2.2117815834304673,-0.37200753160584593,0.0,1.0
2019-12-27,-1.5339605734767026,-0.5905017921146953,-3.257885304659498,-2.2052867383512544,-0.3728494623655914,0.0,1.0
2019-12-30,-1.5324489064180709,-0.5928648261025458,-3.259860164933668,-2.206973825743994,-0.3716385801362495,0.0,1.0
2019-12-31,-1.5142447590037629,-0.609209819028848,-3.268231499731231,-2.2054291345636985,-0.36185271456728185,0.0,1.0
2020-01-02,-1.5134892892354577,-0.6084969077709061,-3.270502823339607,-2.2073137940306533,-0.36309043649726624,0.0,1.0
2020-01-03,-1.4605192479856761,-0.64136078782453,-3.3037600716204123,-2.185586392121755,-0.3614145031333931,0.0,1.0
2020-01-06,-1.446201966041108,-0.6452189454870421,-3.323413762287757,-2.1803395889186774,-0.3414655942806077,0.0,1.0
2020-01-07,-1.4672167907435645,-0.6469638532603821,-3.3250515741322086,-2.2008251861153467,-0.32926719885191497,0.0,1.0
2020-01-08,-1.4685081878711534,-0.6375742307000181,-3.335432787475256,-2.1981284865934856,-0.3580169156019435,0.0,1.0
2020-01-09,-1.4517579354374608,-0.641489074723496,-3.336840212211132,-2.1942271378473155,-0.3676827623415161,0.0,1.0
2020-01-10,-1.4356622605880764,-0.6609117885082276,-3.326499415520187,-2.1830770614153403,-0.38602643647154034,0.0,1.0
2020-01-13,-1.436741300242784,-0.6601924287384228,-3.332344213649851,-2.179480262566316,-0.3832389173635464,0.0,1.0
2020-01-14,-1.424071082390953,-0.6540118470651589,-3.3174474959612277,-2.1768084724465986,-0.4028002154011847,0.0,1.0
2020-01-15,-1.4222900215362528,-0.655689160086145,-3.315954773869347,-2.174802584350323,-0.40470208183776024,0.0,1.0
2020-01-16,-1.4220563101556176,-0.6654673023297653,-3.335162363947108,-2.17900512728254,-0.3934514707205181,0.0,1.0
2020-01-17,-1.4200522475452662,-0.6294027565084227,-3.349247815512116,-2.1938564093324926,-0.415548148815422,0.0,1.0
2020-01-21,-1.4169146154539718,-0.6471914164637995,-3.3419890000901633,-2.193670543684068,-0.41646379947705353,0.0,1.0
2020-01-22,-1.4170124481327802,-0.6383727223525166,-3.3558542305610684,-2.1926754465091105,-0.41656142882915387,0.0,1.0
2020-01-23,-1.420278078728783,-0.6458107620079451,-3.35527266161069,-2.203593355001806,-0.4035752979414951,0.0,1.0
2020-01-24,-1.4194306371441483,-0.6497966561229102,-3.3574333483958427,-2.2062358788974246,-0.40469950293718937,0.0,1.0
2020-01-27,-1.399027640226884,-0.6231205546052039,-3.3788601782659584,-2.1916809219411184,-0.4105519042045557,0.0,1.0
2020-01-28,-1.337541114765757,-0.6626366788158946,-3.414081251666815,-2.148190950306694,-0.32731798382078403,0.0,1.0
2020-01-29,-1.3080942260007085,-0.6718030464045341,-3.421980162947219,-2.135317038611406,-0.3186326602904711,0.0,1.0
2020-01-30,-1.3543034605146407,-0.6702750665483584,-3.4067435669920143,-2.1694764862466727,-0.27231588287488906,0.0,1.0
2020-01-31,-1.3599929065437133,-0.6728143287816989,-3.394750842347934,-2.165543536087959,-0.2737187444582373,0.0,1.0
2020-02-03,-1.3734019886363635,-0.6340553977272727,-3.4152166193181817,-2.1728515625,-0.2822265625,0.0,1.0
2020-02-04,-1.4433918881633405,-0.7038535822680033,-3.5107146141819188,-2.2336061804469787,-0.3056194242619333,0.0,1.0
