Date,BOOT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7078524011721787,-1.8021649422881407,-0.2172118892410741,-1.0913820943723462,-1.1618922313258777,0.0
2018-09-25,1.0,-0.7211272683571686,-1.8050715058286262,-0.23038096382646314,-1.0935584665304652,-1.1588150462684772,0.0
2018-09-26,1.0,-0.7220552884615385,-1.8062500000000001,-0.23233173076923078,-1.0931490384615385,-1.1558894230769232,0.0
2018-09-27,1.0,-0.7250735338255597,-1.795365868299418,-0.2351881865658203,-1.0923824959481363,-1.154751185545351,0.0
2018-09-28,1.0,-0.7216532112302687,-1.8082299072177372,-0.2371370044583685,-1.0976623689601157,-1.1601397758766119,0.0
2018-10-01,1.0,-0.7214823742090992,-1.8086773124435072,-0.23778246459777044,-1.0975595058752636,-1.160349502862308,0.0
2018-10-02,1.0,-0.7357676651072362,-1.7742268667598275,-0.2560908925208093,-1.1235190473297285,-1.1860380339024243,0.0
2018-10-03,1.0,-0.734854922908826,-1.7655092873619036,-0.2553721014932621,-1.1249848245720528,-1.1895107442029864,0.0
2018-10-04,1.0,-0.7415614375910635,-1.7553423992229238,-0.256799417192812,-1.133499271491015,-1.1837056823700824,0.0
2018-10-05,1.0,-0.7675725756639902,-1.8014823965410747,-0.26077825818406425,-1.1512044471896232,-1.1956145768993207,0.0
2018-10-08,1.0,-0.7657618753855645,-1.7996298581122763,-0.25854410857495375,-1.1508328192473782,-1.1942628007402838,0.0
2018-10-09,1.0,-0.7629336955179651,-1.8022595382145945,-0.2498456599580195,-1.1565625385850105,-1.2020002469440672,0.0
2018-10-10,1.0,-0.7662425889328063,-1.8007040513833992,-0.2530879446640316,-1.1589056324110671,-1.196887351778656,0.0
2018-10-11,1.0,-0.6761367013372956,-1.791263001485884,-0.14210995542347696,-1.123447251114413,-1.2105794947994055,0.0
2018-10-12,1.0,-0.7249775650613222,-1.8244690397846248,-0.13419084654501945,-1.1109183368232127,-1.1881543523781035,0.0
2018-10-15,1.0,-0.7254056643314771,-1.829291659182085,-0.1296928327645051,-1.1132267528890487,-1.190048500089815,0.0
2018-10-16,1.0,-0.7221056418250495,-1.849031716529768,-0.11661370585766533,-1.115894238263685,-1.1918580250614546,0.0
2018-10-17,1.0,-0.6898938354155669,-1.7792832424189102,-0.0887442078714294,-1.1051674585019649,-1.2023579095548127,0.0
2018-10-18,1.0,-0.6892446633825944,-1.7784424114473374,-0.08884588318085855,-1.1056767534600047,-1.20220501993901,0.0
2018-10-19,1.0,-0.6683125181527737,-1.7638106302643046,-0.0673250072611095,-1.1078129538193435,-1.2015683996514668,0.0
2018-10-22,1.0,-0.6731551423590935,-1.7522370714700755,-0.05502614758861127,-1.1189424753050552,-1.211156304474143,0.0
2018-10-23,1.0,-0.6787459283387622,-1.7530828292228944,-0.06514657980456026,-1.1120870172173105,-1.2076547231270358,0.0
2018-10-24,1.0,-0.6779611763338371,-1.7532837382308497,-0.058409857026618626,-1.112983842845519,-1.209287457863536,0.0
2018-10-25,1.0,-0.6149547334302001,-1.6675421929138259,-0.040795797474013636,-1.1166312730524197,-1.1485414105286689,0.0
2018-10-26,1.0,-0.5961866975257618,-1.6424202347495453,-0.024191326390036922,-1.1164379787292666,-1.1314266820962142,0.0
2018-10-29,1.0,-0.6232649620679966,-1.6643439168305703,-0.025231806687271707,-1.1566170272548468,-1.1500421466704132,0.0
2018-10-30,1.0,-0.6667999543013824,-1.6881069347652236,-0.04215697475151377,-1.1774248828972924,-1.1378955786587455,0.0
2018-10-31,1.0,-0.6685336048879836,-1.6529757863770083,-0.045372256166553514,-1.166723240552161,-1.1238402353473635,0.0
2018-11-01,1.0,-0.6555404947475433,-1.667796227267593,-0.03140178470574946,-1.1677397492375465,-1.1253247486727664,0.0
2018-11-02,1.0,-0.664929095902696,-1.623227397567401,-0.023821534667339276,-1.1773443192646151,-1.1156885824785605,0.0
2018-11-05,1.0,-0.6584996636017044,-1.6443148688046647,-0.02304328324736488,-1.1798048889885626,-1.1010316214397848,0.0
2018-11-06,1.0,-0.662108389844757,-1.646079695118534,-0.02196939976461357,-1.1771002634086196,-1.0971809673261224,0.0
2018-11-07,1.0,-0.657508023196892,-1.6554811102978437,-0.03479533810033219,-1.1794943978379597,-1.1030347390349644,0.0
2018-11-08,1.0,-0.6203005418691693,-1.6691246299089435,-0.0,-1.1739567621920564,-1.1228981621138483,0.0
2018-11-09,1.0,-0.6187251664894511,-1.672225642173597,-0.0,-1.1800324584475907,-1.125244837427948,0.0
2018-11-12,1.0,-0.6160868355134984,-1.6513220150292234,-0.0,-1.1812413025327024,-1.1177289173392708,0.0
2018-11-13,1.0,-0.5684193066843589,-1.653286891137281,-0.0,-1.191242328744402,-1.115939625145132,0.0
2018-11-14,1.0,-0.5682056953276196,-1.653635609621233,-0.0,-1.1914293613491842,-1.1161736245507325,0.0
2018-11-15,1.0,-0.5759855211809287,-1.6877439058876762,-0.0,-1.2211978960466037,-1.1708048187319722,0.0
2018-11-16,1.0,-0.5671396140749149,-1.6749148694665152,-0.0,-1.2334846765039729,-1.1998297389330306,0.0
2018-11-19,1.0,-0.5856938483547925,-1.6845207439198857,-0.0,-1.2414878397711018,-1.2107010014306152,0.0
2018-11-20,1.0,-0.518200919984099,-1.67119086830598,-0.0,-1.246408086773809,-1.2431143165426772,0.0
2018-11-21,1.0,-0.5148760797154632,-1.6653870038954437,-0.0,-1.2390334782363235,-1.2262744876644271,0.0
2018-11-23,1.0,-0.5169065570025131,-1.7078478409869773,-0.0,-1.2471441626684943,-1.23983321909984,0.0
2018-11-26,1.0,-0.5159835597670966,-1.710526315789474,-0.0,-1.244605548578605,-1.2372987783993605,0.0
2018-11-27,1.0,-0.505877008687752,-1.7089319175515305,-0.0,-1.2351371302027143,-1.2283232070864802,0.0
2018-11-28,1.0,-0.5039813445569332,-1.7246615857126606,-0.0,-1.2318280059151405,-1.2271641451484472,0.0
2018-11-29,1.0,-0.46256025109292687,-1.6985203452527744,-0.0,-1.218080932630871,-1.2255913014236073,0.0
2018-11-30,1.0,-0.4633024950939164,-1.7004765909728061,-0.0,-1.2214185590131763,-1.2217549761704514,0.0
2018-12-03,1.0,-0.46140056022408965,-1.7,-0.0,-1.2202801120448181,-1.220560224089636,0.0
2018-12-04,1.0,-0.4629869034905289,-1.7045135180709348,-0.0,-1.2275307739868473,-1.2257883199370467,0.0
2018-12-06,1.0,-0.4463362889626285,-1.610237719632269,-0.0,-1.2095414241418703,-1.1736930860033727,0.0
2018-12-07,1.0,-0.43810977271488527,-1.6153049544884723,-0.0,-1.2143129666975527,-1.1827546737886303,0.0
2018-12-10,1.0,-0.41860968352718425,-1.6148228293210711,-0.0,-1.2076278063294565,-1.168677305923722,0.0
2018-12-11,1.0,-0.3890921002347546,-1.6408254626849375,-0.0,-1.2161926079598187,-1.213299121035104,0.0
2018-12-12,1.0,-0.38741396263520156,-1.6421391893368293,-0.0,-1.2165410248006119,-1.2165410248006119,0.0
2018-12-13,1.0,-0.38613263007527054,-1.639415416735344,-0.0,-1.2471292786110653,-1.2215812318004506,0.0
2018-12-14,1.0,-0.37688048766847493,-1.7130473687153964,-0.0,-1.2541244896817851,-1.2485319612997037,0.0
2018-12-17,1.0,-0.33650562615462126,-1.7253540838604935,-0.0,-1.2369702737502097,-1.2993338185075294,0.0
2018-12-18,1.0,-0.3210891914420672,-1.712697971658794,-0.0,-1.2270630730758545,-1.2962489580439012,0.0
2018-12-19,1.0,-0.3434196543430841,-1.717042340175625,-0.0,-1.2302701493372112,-1.302421835673136,0.0
2018-12-20,1.0,-0.3395061728395062,-1.6920809698587476,-0.0,-1.2376265154042931,-1.2919030141252363,0.0
2018-12-21,1.0,-0.3303813582775226,-1.6976808545967785,-0.0,-1.2450323794763936,-1.2618586372945149,0.0
2018-12-24,1.0,-0.3008781558726674,-1.668331503841932,-0.0,-1.2350164654226126,-1.2843029637760703,0.0
2018-12-26,1.0,-0.2999184561022017,-1.6868714324544714,-0.0,-1.1910301712421854,-1.2584397934221256,0.0
2018-12-27,1.0,-0.2409939179705775,-1.6194313042574204,-0.0,-1.0876436034724748,-1.2501949368404635,0.0
2018-12-28,1.0,-0.23312022454389522,-1.6289308176100628,-0.0,-1.0882582254794948,-1.2474660845158272,0.0
2018-12-31,1.0,-0.23018887559186224,-1.635881159269473,-0.0,-1.0894947707997293,-1.2477236068473907,0.0
2019-01-02,1.0,-0.22312415443854722,-1.6375273181392445,-0.0,-1.0886668748048705,-1.2540847122489334,0.0
2019-01-03,1.0,-0.22085697922632375,-1.6389857864320303,-0.0,-1.0877804966939137,-1.258759827146353,0.0
2019-01-04,1.0,-0.16333402403646916,-1.6630750103605472,-0.0,-1.0737670949026108,-1.2801491918773311,0.0
2019-01-07,1.0,-0.13180849984785475,-1.6211076174054164,-0.0,-1.067045339283903,-1.2515468100213003,0.0
2019-01-08,1.0,-0.13067546978161504,-1.6270187912646012,-0.0,-1.0667851701371254,-1.2542407313357036,0.0
2019-01-09,1.0,-0.12805434451992295,-1.6157355774105242,-0.0,-1.0660549528541012,-1.259606610564737,0.0
