Date,IWF,IWM,MD,MTUM,SPY,VLUE,VXX
2018-09-24,-0.3347441755936775,-1.035620645741254,1.0,-0.0,-0.6560416510600046,-0.719154992883362,0.0
2018-09-25,-0.3536737706779725,-1.0455767119657795,1.0,-0.0,-0.6646856191089071,-0.7215429458303365,0.0
2018-09-26,-0.3526559066454497,-1.0454648783814504,1.0,-0.0,-0.665643706903084,-0.7249753731908767,0.0
2018-09-27,-0.3558398304443267,-1.0381878737415788,1.0,-0.0,-0.6658844901975627,-0.7248126561199001,0.0
2018-09-28,-0.3543283243120482,-1.0398576781861542,1.0,-0.0,-0.6659601044702677,-0.725008516597903,0.0
2018-10-01,-0.354573055028463,-1.0451992409867172,1.0,-0.0,-0.6676660341555977,-0.7276280834914611,0.0
2018-10-02,-0.3571374364422858,-1.0356302648554299,1.0,-0.0,-0.6708659027092662,-0.7308567959323063,0.0
2018-10-03,-0.356436018957346,-1.0292701421800947,1.0,-0.0,-0.6721137440758295,-0.7336492890995261,0.0
2018-10-04,-0.35973022127917553,-1.023340406183692,1.0,-0.0,-0.6759245225826008,-0.7300697180963929,0.0
2018-10-05,-0.33666691825798173,-1.0133972375273606,1.0,-0.0,-0.6825420786474451,-0.7412634915842705,0.0
2018-10-08,-0.33271851238425054,-1.00854475645562,1.0,-0.0,-0.6837687269442144,-0.739177896559512,0.0
2018-10-09,-0.32853753154306803,-1.0089262174682685,1.0,-0.0,-0.6859252005574178,-0.7429475349327708,0.0
2018-10-10,-0.3303837029784991,-1.0078698648190685,1.0,-0.0,-0.6871258048725384,-0.7401061866927742,0.0
2018-10-11,-0.24438721845417283,-0.988901381886765,1.0,-0.0,-0.6503572594392658,-0.7433535236299009,0.0
2018-10-12,-0.24416696396717802,-0.9780592222618624,1.0,-0.0,-0.6262932572244024,-0.7191223688904745,0.0
2018-10-15,-0.21155970494957774,-1.010155721056195,1.0,-0.0,-0.6205680076969675,-0.7210918290988134,0.0
2018-10-16,-0.20423692483566733,-1.026864818519577,1.0,-0.0,-0.6205344384109746,-0.7208130894541298,0.0
2018-10-17,-0.17748492920229916,-0.9800224309547174,1.0,-0.0,-0.6150287396607318,-0.7323356231599607,0.0
2018-10-18,-0.17708077799193972,-0.9796390397757141,1.0,-0.0,-0.6153846153846154,-0.7323637637988435,0.0
2018-10-19,-0.15375766871165644,-0.9691160066926937,1.0,-0.0,-0.6239542665923034,-0.7389500836586725,0.0
2018-10-22,-0.16352916104283582,-1.0109753498614762,1.0,-0.0,-0.6313490090218086,-0.7460751580592455,0.0
2018-10-23,-0.16268078604171848,-1.0114068441064639,1.0,-0.0,-0.6325290501403645,-0.7468817739241677,0.0
2018-10-24,-0.15984101071758108,-1.0074526226133864,1.0,-0.0,-0.6326211938391654,-0.7489530839662148,0.0
2018-10-25,-0.12513237454309434,-0.9561712157961261,1.0,-0.0,-0.6229631400949681,-0.7118505107095277,0.0
2018-10-26,-0.1092859311228792,-0.9398252774311059,1.0,-0.0,-0.6236718723648261,-0.7002057543764968,0.0
2018-10-29,-0.0924180946313001,-0.944401596190604,1.0,-0.0,-0.6144998490996278,-0.7020220649877604,0.0
2018-10-30,-0.08293942136846694,-0.9446176539609106,1.0,-0.0,-0.6150055315297194,-0.7099131717456167,0.0
2018-10-31,-0.087089482781545,-0.9223839914904933,1.0,-0.0,-0.6111886717191863,-0.7033639143730888,0.0
2018-11-01,-0.07184813991305214,-0.9335612119603094,1.0,-0.0,-0.6100288720007966,-0.703182557329174,0.0
2018-11-02,-0.10795434714320618,-0.9144532477051412,1.0,-0.0,-0.7148790618128512,-0.7529929147324701,0.0
2018-11-05,-0.10109605350702106,-0.940680043421928,1.0,-0.0,-0.7209440767587633,-0.7390832370347026,0.0
2018-11-06,-0.10484492053490163,-0.9430791850451584,1.0,-0.0,-0.7179864174193096,-0.734754603374641,0.0
2018-11-07,-0.1043794599132503,-0.9425982929900656,1.0,-0.0,-0.7168742129564852,-0.7341192108577025,0.0
2018-11-08,-0.08333044952763263,-0.93854033290653,1.0,-0.0,-0.7050904938228881,-0.7336055645914801,0.0
2018-11-09,-0.08250527992244573,-0.9389952567254095,1.0,-0.0,-0.7070248935359901,-0.7337187965239068,0.0
2018-11-12,-0.08195024326282736,-0.9181532728339256,1.0,-0.0,-0.7185742382940546,-0.7318588040440288,0.0
2018-11-13,-0.0535080535080535,-0.9131517881517881,1.0,-0.0,-0.7186732186732187,-0.7271703521703521,0.0
2018-11-14,-0.05331421940064168,-0.9135435865929414,1.0,-0.0,-0.7188545293194074,-0.7274899310533142,0.0
2018-11-15,-0.052234989259777015,-0.915885301237683,1.0,-0.0,-0.7236864536806573,-0.7177878550240377,0.0
2018-11-16,-0.048365168921215416,-0.9052409761403033,1.0,-0.0,-0.7219427639181565,-0.7232683026306845,0.0
2018-11-19,-0.054219739799741165,-0.905898780737007,1.0,-0.0,-0.7213745657652748,-0.724303521558477,0.0
2018-11-20,-0.005143475906876015,-0.8981118029236599,1.0,-0.0,-0.7289523551705468,-0.7516580942068218,0.0
2018-11-21,-0.008164904296613573,-0.8897737919957168,1.0,-0.0,-0.7231963592557891,-0.7251371971623611,0.0
2018-11-23,-0.009154694286668893,-0.8812228533244236,1.0,-0.0,-0.7255262278650184,-0.7251921149348479,0.0
2018-11-26,-0.007839195979899499,-0.894070351758794,1.0,-0.0,-0.7246901172529314,-0.7234505862646566,0.0
2018-11-27,-0.0,-0.8959637671506594,1.0,-0.0,-0.7175636072998535,-0.7166977487678168,0.0
2018-11-28,-0.0,-0.8894443888944438,1.0,-0.0,-0.7231610172316101,-0.7203279672032796,0.0
2018-11-29,-0.0,-0.8672563461791397,1.0,-0.0,-0.7055109825069051,-0.7154083914244378,0.0
2018-11-30,-0.0,-0.8673898750821827,1.0,-0.0,-0.7059500328731098,-0.7139381985535831,0.0
2018-12-03,-0.0,-0.8669775996846876,1.0,-0.0,-0.7047231163371215,-0.71277015043027,0.0
2018-12-04,-0.0,-0.8670834287958629,1.0,-0.0,-0.69747651621772,-0.7084410696167316,0.0
2018-12-06,-0.0,-0.8000951022349025,1.0,-0.0,-0.6927563797749247,-0.6772230147408463,0.0
2018-12-07,-0.0,-0.8001585037248375,1.0,-0.0,-0.6926612775400222,-0.6772547154858138,0.0
2018-12-10,-0.0,-0.7985584456283297,1.0,-0.0,-0.6820745847696648,-0.6531808210592291,0.0
2018-12-11,-0.0,-0.79825111264339,1.0,-0.0,-0.6857330909546794,-0.6502225286779916,0.0
2018-12-12,-0.0,-0.8014023834229476,1.0,-0.0,-0.6869163286482407,-0.6560387384837909,0.0
2018-12-13,-0.0,-0.7964348591549296,1.0,-0.0,-0.6935676559356138,-0.6538606639839035,0.0
2018-12-14,-0.0,-0.8008559919436052,1.0,-0.0,-0.6917484894259819,-0.6544247230614301,0.0
2018-12-17,-0.0,-0.8015678126180582,1.0,-0.0,-0.6927339126054654,-0.6539478655081225,0.0
2018-12-18,-0.0,-0.7887653781302691,1.0,-0.0,-0.6828826578405046,-0.6508149628426904,0.0
2018-12-19,-0.0,-0.7888704993286075,1.0,-0.0,-0.6830403147737564,-0.6508447053680166,0.0
2018-12-20,-0.0,-0.7789581586059081,1.0,-0.0,-0.6820737427391048,-0.6452334358400894,0.0
2018-12-21,-0.0,-0.7784602022457969,1.0,-0.0,-0.6810285997890688,-0.6424405980519883,0.0
2018-12-24,-0.0,-0.7596417248915017,1.0,-0.0,-0.6692418972575334,-0.6490812274923821,0.0
2018-12-26,-0.0,-0.7648097950232997,1.0,-0.0,-0.6459659488928822,-0.6349099990862851,0.0
2018-12-27,-0.0,-0.7211102994886779,1.0,-0.0,-0.5682980277574873,-0.6324324324324324,0.0
2018-12-28,-0.0,-0.7261995207761088,1.0,-0.0,-0.5666238092455146,-0.6292443457425048,0.0
2018-12-31,-0.0,-0.7297028544688816,1.0,-0.0,-0.5663020589611605,-0.6286558259241928,0.0
2019-01-02,-0.0,-0.7287095737532503,1.0,-0.0,-0.5641707324198779,-0.6285897922813988,0.0
2019-01-03,-0.0,-0.7285342837944434,1.0,-0.0,-0.5755353647491893,-0.6174296649040287,0.0
2019-01-04,-0.0,-0.7277877854610959,1.0,-0.0,-0.561740949503167,-0.6159277122435936,0.0
2019-01-07,-0.0,-0.7043322020363346,1.0,-0.0,-0.5500099820323417,-0.5976385363488578,0.0
2019-01-08,-0.0,-0.7053754850490755,1.0,-0.0,-0.5497603286920794,-0.5980655101574982,0.0
2019-01-09,-0.0,-0.7063222491793921,1.0,-0.0,-0.5501070358213216,-0.5978592835735693,0.0
2019-01-10,-0.0,-0.7058471021316667,1.0,-0.0,-0.5502668150557886,-0.5975515794880575,0.0
2019-01-11,-0.0,-0.7019684027083393,1.0,-0.0,-0.5526954832442933,-0.6022055252406937,0.0
2019-01-14,-0.0,-0.7002828329000371,1.0,-0.0,-0.5541810701939834,-0.6024340770791075,0.0
2019-01-15,-0.0,-0.6954472752199247,1.0,-0.0,-0.5561236147606535,-0.6045927110704902,0.0
2019-01-16,-0.0,-0.6994390910398388,1.0,-0.0,-0.5815619157198332,-0.5954551991945922,0.0
2019-01-17,-0.0,-0.699124192390524,1.0,-0.0,-0.5800430725053841,-0.5923043790380474,0.0
2019-01-18,-0.0,-0.6938143733364194,1.0,-0.0,-0.5852331906029394,-0.6141071635227404,0.0
2019-01-22,-0.0,-0.7302437169021915,1.0,-0.0,-0.5946633898007548,-0.6008367711167676,0.0
2019-01-23,-0.0,-0.7165252620145026,1.0,-0.0,-0.5996535830666706,-0.6195578780494966,0.0
2019-01-24,-0.0,-0.7115882352941175,1.0,-0.0,-0.6114705882352941,-0.6180882352941176,0.0
2019-01-25,-0.0,-0.6215607071771456,1.0,-0.0,-0.6743355578972018,-0.6311321859267065,0.0
2019-01-28,-0.0,-0.6251718791141277,1.0,-0.0,-0.6687048360200111,-0.631725227465551,0.0
2019-01-29,-0.0,-0.617150077874754,1.0,-0.0,-0.6819477504481471,-0.6395721296541186,0.0
2019-01-30,-0.0,-0.61467943820885,1.0,-0.0,-0.6787330316742082,-0.6448257624728213,0.0
2019-01-31,-0.0,-0.6227064220183487,1.0,-0.0,-0.6522582921665491,-0.6655492825217596,0.0
2019-02-01,-0.0,-0.6197938023548708,1.0,-0.0,-0.6375432019213871,-0.6715775291429911,0.0
2019-02-04,-0.0,-0.6176668914362778,1.0,-0.0,-0.6351696033304993,-0.6789410419537366,0.0
2019-02-05,-0.0,-0.6170724552654737,1.0,-0.0,-0.6309181578175418,-0.685450278674098,0.0
2019-02-06,-0.0,-0.5937536519808344,1.0,-0.0,-0.6307409138716841,-0.6970901016711465,0.0
2019-02-07,-0.0,-0.5942558289020042,1.0,-0.0,-0.6328522176123414,-0.6946473441243498,0.0
2019-02-08,-0.0,-0.5895041854475209,1.0,-0.0,-0.6440028098109231,-0.6933501141485687,0.0
2019-02-11,-0.0,-0.5501818395119663,1.0,-0.0,-0.6310417644298452,-0.7516717503519476,0.0
2019-02-12,-0.0,-0.5404001652599894,1.0,-0.0,-0.6573806291683881,-0.7533199551437172,0.0
2019-02-13,-0.0,-0.5505985728607655,1.0,-0.0,-0.6536828448428378,-0.7443533643922864,0.0
2019-02-14,-0.0,-0.5376159293608699,1.0,-0.0,-0.6642863492251622,-0.7611484784734363,0.0
2019-02-15,-0.0,-0.5549375371802499,1.0,-0.0,-0.6613027959547888,-0.7582093991671625,0.0
2019-02-19,-0.0,-0.5523051231585853,1.0,-0.0,-0.669141766565277,-0.7606011808910359,0.0
2019-02-20,-0.0,-0.5344684138586795,1.0,-0.0,-0.6822368812028288,-0.7547096927556902,0.0
2019-02-21,-0.0,-0.5147093712930012,1.0,-0.0,-0.683896797153025,-0.7669928825622777,0.0
2019-02-22,-0.0,-0.5174130827825365,1.0,-0.0,-0.6800142268591244,-0.7665016746198761,0.0
2019-02-25,-0.0,-0.5114140301794696,1.0,-0.0,-0.6911515223667372,-0.7737135033780768,0.0
2019-02-26,-0.0,-0.5096022355669183,1.0,-0.0,-0.6996848801950175,-0.7635412331291991,0.0
2019-02-27,-0.0,-0.5267651888341544,1.0,-0.0,-0.6913569189431258,-0.767398119122257,0.0
2019-02-28,-0.0,-0.5181572629051621,1.0,-0.0,-0.6889255702280913,-0.7941176470588236,0.0
2019-03-01,-0.0,-0.521660812393047,1.0,-0.0,-0.6829385451379507,-0.7975622204209073,0.0
2019-03-04,-0.0,-0.5166576625247614,1.0,-0.0,-0.6769914160513837,-0.8077315565159975,0.0
2019-03-05,-0.0,-0.5061085700529611,1.0,-0.0,-0.6970389985556091,-0.8060303322099182,0.0
2019-03-06,-0.0,-0.5038197786333012,1.0,-0.0,-0.6958313282001924,-0.8080486044273341,0.0
2019-03-07,-0.0,-0.5344706778370145,1.0,-0.0,-0.6772886519421173,-0.8346991622239147,0.0
2019-03-08,-0.0,-0.5259678361673995,1.0,-0.0,-0.702161680145137,-0.8468066787614158,0.0
2019-03-11,-0.0,-0.5230167111884202,1.0,-0.0,-0.7043548487295769,-0.8787972914207617,0.0
2019-03-12,-0.0,-0.4812498035394336,1.0,-0.0,-0.7299845974915914,-0.9321346619306573,0.0
2019-03-13,-0.0,-0.49361082995951416,1.0,-0.0,-0.7417446862348178,-0.9275999493927125,0.0
2019-03-14,-0.0,-0.48871207097976066,1.0,-0.0,-0.7467083451738183,-0.9220738214770611,0.0
2019-03-15,-0.0,-0.477154461226044,1.0,-0.0,-0.760153572788425,-0.9356834623683208,0.0
2019-03-18,-0.0,-0.49877868483640797,1.0,-0.0,-0.7755029890081635,-0.9397055987658287,0.0
2019-03-19,-0.0,-0.5083387410772227,1.0,-0.0,-0.7772874756651525,-0.9590201168072681,0.0
2019-03-20,-0.0,-0.505340975705074,1.0,-0.0,-0.778414642089494,-0.9729368852992901,0.0
2019-03-21,-0.0,-0.505651649890876,1.0,-0.0,-0.7799928336427897,-0.9717906120720544,0.0
2019-03-22,-0.0,-0.5022142037067411,1.0,-0.0,-0.8150237821879612,-0.963063801869772,0.0
2019-03-25,-0.0,-0.4935171239604479,1.0,-0.0,-0.8204112369851352,-0.9602514570100189,0.0
2019-03-26,-0.0,-0.4955621301775147,1.0,-0.0,-0.8021367521367521,-0.9896120973044048,0.0
2019-03-27,-0.0,-0.48221291747716855,1.0,-0.0,-0.8234149879661072,-0.9912960337608386,0.0
2019-03-28,-0.0,-0.47737294035739153,1.0,-0.0,-0.8324105692404602,-1.005536584557239,0.0
2019-03-29,-0.0,-0.4766779301663022,1.0,-0.0,-0.8318757039687272,-1.004207248393295,0.0
2019-04-01,-0.0,-0.48730106100795756,1.0,-0.0,-0.8321949602122016,-0.9961206896551724,0.0
2019-04-02,-0.0,-0.4954271323480682,1.0,-0.0,-0.8427993902843132,-0.9754456889124529,0.0
2019-04-03,-0.0,-0.4943503760893336,1.0,-0.0,-0.8501938434010403,-0.9690513270817456,0.0
2019-04-04,-0.0,-0.49368347756888487,1.0,-0.0,-0.850757651115753,-0.971318677674989,0.0
2019-04-05,-0.0,-0.4926180285989184,1.0,-0.0,-0.8534886035632526,-0.9716665007796689,0.0
2019-04-08,-0.0,-0.48942167396206393,1.0,-0.0,-0.8548547552725827,-0.9718132378299509,0.0
2019-04-09,-0.0,-0.4736737202272198,1.0,-0.0,-0.893366109690064,-0.9548882171212171,0.0
2019-04-10,-0.0,-0.47670817684654415,1.0,-0.0,-0.904526586281874,-0.9132239573038151,0.0
2019-04-11,-0.0,-0.40597813308253,1.0,-0.0,-0.8454032447683988,-0.6877204326357865,0.0
2019-04-12,-0.0,-0.41063441619585694,1.0,-0.0,-0.8467808380414314,-0.6851459510357816,0.0
