Date,IWF,IWM,MTUM,PNC,SPY,VLUE,VXX
2018-09-24,-0.17905239627065048,-0.41382694509568724,-0.1813696090725697,1.0,-0.44956654489940573,-0.5023444741290006,0.0
2018-09-25,-0.17768595041322313,-0.4195172678014339,-0.17653658803568495,1.0,-0.45443599146187946,-0.50842865743528,0.0
2018-09-26,-0.1776087134999042,-0.4194740154894502,-0.17640458662871844,1.0,-0.4545031608330369,-0.508634136996798,0.0
2018-09-27,-0.1766899766899767,-0.4252845194021665,-0.17509941039352805,1.0,-0.45556012614836144,-0.5097216508981215,0.0
2018-09-28,-0.17405628002745366,-0.4291832532601235,-0.1755936856554564,1.0,-0.4561153054221002,-0.5104186684969114,0.0
2018-10-01,-0.17584349928563578,-0.42828882294757664,-0.17518408616331463,1.0,-0.4574953291570502,-0.5107154632377184,0.0
2018-10-02,-0.17622815694032312,-0.4272447521705682,-0.17573359709858227,1.0,-0.45757775579734034,-0.5107978898780086,0.0
2018-10-03,-0.17601494259188047,-0.4210844366313245,-0.17477888260176896,1.0,-0.4600065923199473,-0.514915123880679,0.0
2018-10-04,-0.17512243438067462,-0.42538381114840695,-0.17465470753315357,1.0,-0.45859241732240136,-0.517581026797997,0.0
2018-10-05,-0.16139223119608812,-0.4185759024229438,-0.1629306082083402,1.0,-0.471018075929894,-0.5331849898357234,0.0
2018-10-08,-0.1600329172952956,-0.41640378548895896,-0.16085584967768482,1.0,-0.4728843780002743,-0.5329310108352764,0.0
2018-10-09,-0.15762004175365346,-0.4183056806944292,-0.15341720690034064,1.0,-0.47796945390616413,-0.5396385012635975,0.0
2018-10-10,-0.15722527472527473,-0.41865384615384615,-0.1529120879120879,1.0,-0.4780769230769231,-0.5403571428571429,0.0
2018-10-11,-0.12348401323043,-0.4154946621131041,-0.11606206470002958,1.0,-0.4752736171242639,-0.5588512114448598,0.0
2018-10-12,-0.11932412498323723,-0.4141343703902373,-0.11315542443341825,1.0,-0.47541906933083006,-0.5600375486120424,0.0
2018-10-15,-0.08976223776223777,-0.5464055944055944,-0.03471328671328671,1.0,-0.5162237762237762,-0.6100979020979022,0.0
2018-10-16,-0.0873710183938986,-0.5626682368775235,-0.023749439210408254,1.0,-0.5186462539255271,-0.6114849708389412,0.0
2018-10-17,-0.075250048485856,-0.5354777934779598,-0.009752583603468817,1.0,-0.5230377081428532,-0.6270745019809936,0.0
2018-10-18,-0.07377916365053733,-0.5346901275126678,-0.011665460214934018,1.0,-0.5326298791692188,-0.6313547524917869,0.0
2018-10-19,-0.0673995114368199,-0.5327559404841217,-0.006967577170775039,1.0,-0.5348101265822784,-0.6339662447257384,0.0
2018-10-22,-0.07040649051151678,-0.5250201439248701,-0.0,1.0,-0.5425523047428523,-0.6404934566975077,0.0
2018-10-23,-0.06416393717981018,-0.5314800817446319,-0.0,1.0,-0.5546597239718932,-0.6491979507852523,0.0
2018-10-24,-0.06208382295338817,-0.5306362262884001,-0.0,1.0,-0.5549773375860333,-0.650103519668737,0.0
2018-10-25,-0.03933583171485625,-0.5029679678310583,-0.0,1.0,-0.5589900703011735,-0.6341603523265038,0.0
2018-10-26,-0.035007486048727374,-0.4979447393493943,-0.0,1.0,-0.5591397849462365,-0.6301075268817204,0.0
2018-10-29,-0.016567694351799125,-0.5054638140947423,-0.0,1.0,-0.5525366739879064,-0.6370020879091082,0.0
2018-10-30,-0.0,-0.5097745180903563,-0.0,1.0,-0.5558797066281321,-0.6608773890994356,0.0
2018-10-31,-0.0,-0.504213559506334,-0.0,1.0,-0.5549665633664981,-0.6592725493394226,0.0
2018-11-01,-0.009302834628433839,-0.4989602714238809,-0.0,1.0,-0.5630130239684797,-0.6648517018715114,0.0
2018-11-02,-0.012585126668482704,-0.4824026150912558,-0.0,1.0,-0.5674203214383002,-0.6616453282484337,0.0
2018-11-05,-0.009369722721577598,-0.49169254235441523,-0.0,1.0,-0.568339053222204,-0.6543825243776216,0.0
2018-11-06,-0.010349429419614892,-0.49208813356211023,-0.0,1.0,-0.5676662036658768,-0.6534030558052129,0.0
2018-11-07,-0.010349147557056484,-0.4921019663380358,-0.0,1.0,-0.5676235089057138,-0.6533852606351108,0.0
2018-11-08,-0.0,-0.4905022188548544,-0.0,1.0,-0.5598820218638381,-0.6555092542482952,0.0
