Date,IWF,IWM,MITK,MTUM,SPY,VLUE,VXX
2018-09-24,-0.9319755058572949,-2.048123003194888,1.0,-0.20121139510117145,-1.3554978700745473,-1.1192092651757186,0.0
2018-09-25,-0.9353293413173654,-2.0445109780439124,1.0,-0.20698602794411178,-1.3523619427811044,-1.1141716566866269,0.0
2018-09-26,-0.9356662896680193,-2.0448406626305635,1.0,-0.20783713658439226,-1.3520058545672278,-1.1126338899607477,0.0
2018-09-27,-0.9375539759516376,-2.0343453132265994,1.0,-0.2102570916096459,-1.3502956221351226,-1.1107420447751277,0.0
2018-09-28,-0.9338210841370136,-2.0407050216162284,1.0,-0.2118390422347855,-1.3517791819088791,-1.1129364815430662,0.0
2018-10-01,-0.9336836503924437,-2.040641213249967,1.0,-0.21251829187175733,-1.3515365172276175,-1.1131435413063722,0.0
2018-10-02,-0.9363763951079329,-2.0728463543407067,1.0,-0.2071108734879369,-1.3526699191338634,-1.1140814007886117,0.0
2018-10-03,-0.9357295563869588,-2.0574559059326565,1.0,-0.20517103153393906,-1.3584313201496525,-1.1241314804917155,0.0
2018-10-04,-0.9362301347817339,-2.0696037014685174,1.0,-0.20666532555488498,-1.359350901897673,-1.1337088446322,0.0
2018-10-05,-0.9174776696440476,-2.0629916011198506,1.0,-0.1839754699373417,-1.364018130915878,-1.137381682442341,0.0
2018-10-08,-0.9132052900910481,-2.0565561241443477,1.0,-0.17903901109855785,-1.3637269887685253,-1.1333156110852662,0.0
2018-10-09,-0.9125465178096757,-2.057283359914939,1.0,-0.17703349282296652,-1.3645002658160554,-1.1340377458798512,0.0
2018-10-10,-0.9197974953370637,-2.058286703970157,1.0,-0.1827204902744471,-1.3713695710098588,-1.1290967226219026,0.0
2018-10-11,-1.0613829964924002,-2.625688992817772,1.0,-0.026891598463337232,-1.868047436111575,-1.7694170703190246,0.0
2018-10-12,-1.0867912051578774,-2.629277566539924,1.0,-0.004215572821954042,-1.8288146801124152,-1.7168126963134402,0.0
2018-10-15,-1.0275236918005768,-2.6838071693448704,1.0,-0.0,-1.814668314791924,-1.7145447053976102,0.0
2018-10-16,-1.0185766182298546,-2.7073976221928664,1.0,-0.0,-1.8151420079260236,-1.7151585204755615,0.0
2018-10-17,-0.9442307692307693,-2.582692307692308,1.0,-0.0,-1.776842948717949,-1.7090544871794873,0.0
2018-10-18,-0.953819978935429,-2.6012314672283887,1.0,-0.0,-1.8117961597666694,-1.7349914931540145,0.0
2018-10-19,-0.947996303452911,-2.6793245400319248,1.0,-0.0,-1.931025791817189,-1.8428967487188104,0.0
2018-10-22,-0.9501889962200756,-2.6768584628307437,1.0,-0.0,-1.9301973960520789,-1.8425871482570348,0.0
2018-10-23,-0.9570660393211224,-2.678121324147202,1.0,-0.0,-1.926230885565451,-1.8405310031927407,0.0
2018-10-24,-0.9495474354676501,-2.670801206838753,1.0,-0.0,-1.922561180020114,-1.8379148508213208,0.0
2018-10-25,-0.8267678785457451,-2.521454254894127,1.0,-0.0,-1.9140231721933678,-1.7282461046743907,0.0
2018-10-26,-0.7947733768885259,-2.5677419354838706,1.0,-0.0,-2.024336463862801,-1.7798285014291546,0.0
2018-10-29,-0.7390041158905657,-2.571382455007667,1.0,-0.0,-1.9878944395125495,-1.772092647889597,0.0
2018-10-30,-0.7065649598312098,-2.5876004219751683,1.0,-0.0,-2.0039763044713137,-1.8166842489653494,0.0
2018-10-31,-0.715492277992278,-2.5283944658944657,1.0,-0.0,-1.9983912483912483,-1.801560489060489,0.0
2018-11-01,-0.8299182055822582,-2.591618180285016,1.0,-0.0,-2.106923012058352,-1.9038704781178852,0.0
2018-11-02,-0.8366122040680227,-2.5056685561853955,1.0,-0.0,-2.114288096032011,-1.8795431810603536,0.0
2018-11-05,-0.8287390029325513,-2.5571009635525765,1.0,-0.0,-2.1293674067867614,-1.8635106828655217,0.0
2018-11-06,-0.8398591431206506,-2.5672004695229313,1.0,-0.0,-2.123668986333529,-1.8536094575333277,0.0
2018-11-07,-0.8373418251906477,-2.5688427051034943,1.0,-0.0,-2.120925165507416,-1.8530964552082458,0.0
2018-11-08,-0.7563110063951531,-2.618646920228879,1.0,-0.0,-2.1311006395153145,-1.9085324806462471,0.0
2018-11-09,-0.7570535563439771,-2.6288224362223347,1.0,-0.0,-2.1444500760263554,-1.9171312721743539,0.0
2018-11-12,-0.7477229046544664,-2.575582852845325,1.0,-0.0,-2.138798362162614,-1.8942090749561293,0.0
2018-11-13,-0.672517552657974,-2.598127716482782,1.0,-0.0,-2.1771982614510197,-1.910481444332999,0.0
2018-11-14,-0.6746927514421871,-2.597274475378313,1.0,-0.0,-2.17824596605635,-1.9102917816236102,0.0
2018-11-15,-0.6711722987067167,-2.5990821860659157,1.0,-0.0,-2.183562786816854,-1.8898623279098874,0.0
2018-11-16,-0.6591549295774648,-2.5668599834299917,1.0,-0.0,-2.169096934548467,-1.8898094449047225,0.0
2018-11-19,-0.658354734487615,-2.5671443956590174,1.0,-0.0,-2.169165769198907,-1.8896528870847487,0.0
2018-11-20,-0.567578570265429,-2.525077348965967,1.0,-0.0,-2.14907995440482,-1.9002605438853606,0.0
2018-11-21,-0.5819181627041888,-2.519731521914928,1.0,-0.0,-2.153242762413068,-1.831715995471454,0.0
2018-11-23,-0.5901785714285713,-2.4918831168831166,1.0,-0.0,-2.185064935064935,-1.8497564935064936,0.0
2018-11-26,-0.5889096674526384,-2.510041466785917,1.0,-0.0,-2.183998699081226,-1.8477925034555653,0.0
2018-11-27,-0.5585440489611854,-2.5086165244000647,1.0,-0.0,-2.1614591721694314,-1.8242873248510227,0.0
2018-11-28,-0.5606829346863171,-2.50358379640815,1.0,-0.0,-2.163405009261496,-1.8258033341386808,0.0
2018-11-29,-0.46986607142857145,-2.4797512755102042,1.0,-0.0,-2.1684470663265305,-1.853874362244898,0.0
2018-11-30,-0.4686852589641434,-2.479521912350598,1.0,-0.0,-2.168605577689243,-1.8513147410358566,0.0
2018-12-03,-0.4634107540566338,-2.4778078269169583,1.0,-0.0,-2.1652879414572066,-1.8476773783009863,0.0
2018-12-04,-0.43864688048508055,-2.509095260890378,1.0,-0.0,-2.1721716929950534,-1.858464975267273,0.0
2018-12-06,-0.38751990294942756,-2.3142770490560314,1.0,-0.0,-2.133671999393434,-1.7466070210023503,0.0
2018-12-07,-0.39085601637728407,-2.3142770490560314,1.0,-0.0,-2.134126923951778,-1.7427401622564258,0.0
2018-12-10,-0.3154212563262876,-2.3143792795474845,1.0,-0.0,-2.122134563858291,-1.6908306043465315,0.0
2018-12-11,-0.3809851613890164,-2.3573504665748812,1.0,-0.0,-2.2061343123757076,-1.7042986079241242,0.0
2018-12-12,-0.39035087719298245,-2.3694213604185905,1.0,-0.0,-2.223684210526316,-1.71114188981225,0.0
2018-12-13,-0.38926019820235075,-2.357686102788661,1.0,-0.0,-2.2300069140354917,-1.7052316201889834,0.0
2018-12-14,-0.40923862581244197,-2.328303930671619,1.0,-0.0,-2.276462395543176,-1.7234602290312597,0.0
2018-12-17,-0.36600905811007906,-2.320795271359484,1.0,-0.0,-2.242112535503186,-1.7474476088124666,0.0
2018-12-18,-0.32671987837324207,-2.2894716837704294,1.0,-0.0,-2.2338274420372484,-1.7515773470163436,0.0
2018-12-19,-0.3214611872146119,-2.293759512937595,1.0,-0.0,-2.2394216133942164,-1.7557077625570776,0.0
2018-12-20,-0.31609367962768353,-2.245683831256568,1.0,-0.0,-2.220612520642546,-1.7239903918330581,0.0
2018-12-21,-0.3015753938484621,-2.264141035258815,1.0,-0.0,-2.2473368342085522,-1.6888222055513877,0.0
2018-12-24,-0.23767392619479735,-2.23805202661827,1.0,-0.0,-2.2900786448880823,-1.7962038717483364,0.0
2018-12-26,-0.22772057189421438,-2.233276539002889,1.0,-0.0,-2.2105341136380474,-1.7364249203644715,0.0
2018-12-27,-0.08809870381922784,-2.108199902959728,1.0,-0.0,-2.0159423303528103,-1.719207042351147,0.0
2018-12-28,-0.08717025548708718,-2.107387661843107,1.0,-0.0,-2.013085923977013,-1.716125458699716,0.0
2018-12-31,-0.08855500934708854,-2.1060029079831057,1.0,-0.0,-2.0128782108980126,-1.7163331717787162,0.0
2019-01-02,-0.080978373523112,-2.1035030746908037,1.0,-0.0,-2.007876735991156,-1.7169902577212741,0.0
2019-01-03,-0.0793222683264177,-2.105878284923928,1.0,-0.0,-2.0079529737206085,-1.7224757952973722,0.0
2019-01-04,-0.034294675121019975,-2.099475011931547,1.0,-0.0,-1.9726597122792664,-1.7116656439626372,0.0
2019-01-07,-0.0,-2.0176680783483323,1.0,-0.0,-1.9475913181577555,-1.6519322392800424,0.0
2019-01-08,-0.0,-1.9862986628021868,1.0,-0.0,-1.9584348857124039,-1.642381924774389,0.0
2019-01-09,-0.0,-1.9618507029238994,1.0,-0.0,-1.9680549138670713,-1.6703187908388886,0.0
