Date,GII,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.17709089442696993,-0.26957819178966047,-0.011936446487619969,-0.31032744576175497,-0.247378820872651,0.0
2018-09-25,1.0,-0.176924938490703,-0.26985439438551206,-0.011636348969467188,-0.31055136530472305,-0.24773121445569313,0.0
2018-09-26,1.0,-0.17661300084735507,-0.26964047936085217,-0.010470887301779447,-0.31114070128717264,-0.24964693539926563,0.0
2018-09-27,1.0,-0.17672335532288325,-0.2693215517763118,-0.01061147087897678,-0.3111016966249067,-0.24963182634307732,0.0
2018-09-28,1.0,-0.17573593204608276,-0.2702620906724775,-0.010915400601254968,-0.3110182999414886,-0.2497023989669713,0.0
2018-10-01,1.0,-0.17544001291781042,-0.27103181010818667,-0.011141611496851283,-0.31089536573550786,-0.24991926368480544,0.0
2018-10-02,1.0,-0.17662500252407973,-0.2616360075116612,-0.014579084465803768,-0.31353108656583806,-0.2528925953597318,0.0
2018-10-03,1.0,-0.17649790051679584,-0.2595889857881137,-0.014373385012919895,-0.31415536175710596,-0.2541182170542635,0.0
2018-10-04,1.0,-0.17885620849062317,-0.25599047176857703,-0.014716272685063689,-0.31725780729555686,-0.251852150917496,0.0
2018-10-05,1.0,-0.17547424111363683,-0.25282130715535794,-0.010882903180382611,-0.3191446561123293,-0.25328398141256464,0.0
2018-10-08,1.0,-0.1745246995458017,-0.25103500944571727,-0.007978616503878771,-0.3226415852727199,-0.2535471682945456,0.0
2018-10-09,1.0,-0.17456744971163313,-0.25096959588449247,-0.00805819584832104,-0.32256897695074654,-0.25334083556055703,0.0
2018-10-10,1.0,-0.17575903711294635,-0.2499045552273595,-0.009363634536942151,-0.32334679606968475,-0.25098961159000943,0.0
2018-10-11,1.0,-0.16285143343291847,-0.2439902657143422,-0.0,-0.3200245335654789,-0.25164711235977283,0.0
2018-10-12,1.0,-0.16312223858615613,-0.23952871870397646,-0.0,-0.31571919489445266,-0.24532155130093275,0.0
2018-10-15,1.0,-0.15508964436171255,-0.24555697070637797,-0.0,-0.31394141275595183,-0.2448319780542765,0.0
2018-10-16,1.0,-0.15343770205929033,-0.24817289417481433,-0.0,-0.31340008229323824,-0.2443325430569979,0.0
2018-10-17,1.0,-0.1511058189697242,-0.2436510570184856,-0.0,-0.3126354213433797,-0.24462706670050163,0.0
2018-10-18,1.0,-0.15167617410330547,-0.24529186528092523,-0.0,-0.311772290380558,-0.2448230053918887,0.0
2018-10-19,1.0,-0.14632819935129254,-0.2395944607376619,-0.0,-0.31260318138559245,-0.2437120049721289,0.0
2018-10-22,1.0,-0.1460976322712657,-0.230186105427263,-0.0,-0.32099775893988114,-0.2514664328169151,0.0
2018-10-23,1.0,-0.14422833063462026,-0.23074972200003901,-0.0,-0.3231042353537915,-0.2527946311867184,0.0
2018-10-24,1.0,-0.14365093291220682,-0.2301963307402858,-0.0,-0.3232535922481527,-0.2525589284669825,0.0
2018-10-25,1.0,-0.1294638596759109,-0.20998988414482853,-0.0,-0.329299715610864,-0.23989845971790125,0.0
2018-10-26,1.0,-0.12069161642589009,-0.20498236833124783,-0.0,-0.33361771508739996,-0.23656770181625145,0.0
2018-10-29,1.0,-0.11283561799025717,-0.20701635134624827,-0.0,-0.3301423662248405,-0.23815188248177938,0.0
2018-10-30,1.0,-0.11445407671822766,-0.20713165996184865,-0.0,-0.3301792358396132,-0.2369161614444633,0.0
2018-10-31,1.0,-0.11608570514870482,-0.20045523805940668,-0.0,-0.3293891909178126,-0.23521887168682634,0.0
2018-11-01,1.0,-0.10973913697188392,-0.20528867839422643,-0.0,-0.3290858517516163,-0.23528416779431663,0.0
2018-11-02,1.0,-0.11003005259203606,-0.20396318557475585,-0.0,-0.32930127723516156,-0.23497370398196843,0.0
2018-11-05,1.0,-0.11024908892812862,-0.20349776458654242,-0.0,-0.3293008227824323,-0.23546981252582933,0.0
2018-11-06,1.0,-0.1080867553281541,-0.20229115328906527,-0.0,-0.33176576813829683,-0.2389345572882376,0.0
2018-11-07,1.0,-0.10820066990327801,-0.20238229648865305,-0.0,-0.3320725603101125,-0.2390952542245305,0.0
2018-11-08,1.0,-0.10489471115949102,-0.20171915468638568,-0.0,-0.3309748132577606,-0.239217747081566,0.0
2018-11-09,1.0,-0.10621766531840844,-0.2031981939610573,-0.0,-0.33112595240334874,-0.24074875364500048,0.0
2018-11-12,1.0,-0.10603246083122243,-0.19759827375926445,-0.0,-0.3331269349845201,-0.23957219251336895,0.0
2018-11-13,1.0,-0.10137319009808501,-0.19495562821111628,-0.0,-0.33404950957496493,-0.23790751985053715,0.0
2018-11-14,1.0,-0.10191308896610994,-0.1945596532526249,-0.0,-0.33411799872958936,-0.23767888502783696,0.0
2018-11-15,1.0,-0.10167562322734737,-0.19463725929243172,-0.0,-0.33546051649499925,-0.23417674279743247,0.0
2018-11-16,1.0,-0.09995529394232919,-0.1906527084419939,-0.0,-0.3350719022427539,-0.23707249832352284,0.0
2018-11-19,1.0,-0.09769611043745918,-0.1922395298945994,-0.0,-0.33728196996548826,-0.23828001119298572,0.0
2018-11-20,1.0,-0.07854968067726124,-0.18776919649487597,-0.0,-0.3409884152680826,-0.24922025842863507,0.0
2018-11-21,1.0,-0.07860698358653614,-0.1857848670453915,-0.0,-0.34092633370959086,-0.24512869858070727,0.0
2018-11-23,1.0,-0.07890502173309905,-0.18370479977804496,-0.0,-0.3416998057893277,-0.245315823545732,0.0
2018-11-26,1.0,-0.07890502173309905,-0.1836863035235365,-0.0,-0.34171830204383613,-0.245315823545732,0.0
2018-11-27,1.0,-0.07784099305452934,-0.18350081276784397,-0.0,-0.3412886064725876,-0.24458770503916066,0.0
2018-11-28,1.0,-0.07878787878787878,-0.18032150776053213,-0.0,-0.342960088691796,-0.24569475240206948,0.0
2018-11-29,1.0,-0.07021862943229835,-0.17699797905566783,-0.0,-0.3422928532059526,-0.24771265846040788,0.0
2018-11-30,1.0,-0.07011646276498035,-0.17689849002534994,-0.0,-0.3424446158933098,-0.24747419082258718,0.0
2018-12-03,1.0,-0.06952018950035806,-0.177050625241007,-0.0,-0.34234929029177913,-0.24730531225325472,0.0
2018-12-04,1.0,-0.06821099739554674,-0.1772312094200506,-0.0,-0.341825318220168,-0.2468544807600601,0.0
2018-12-06,1.0,-0.0668193622853845,-0.1547215409031886,-0.0,-0.34428653873899867,-0.23766411773192905,0.0
2018-12-07,1.0,-0.06998556998556998,-0.15432900432900432,-0.0,-0.34435425685425686,-0.23510101010101012,0.0
2018-12-10,1.0,-0.061585049006432656,-0.1547062301779283,-0.0,-0.3458581949147987,-0.22969413535451272,0.0
2018-12-11,1.0,-0.059617487318288545,-0.1556579253974798,-0.0,-0.3453010450088727,-0.23189159153238095,0.0
2018-12-12,1.0,-0.06028826503173067,-0.15560575095909077,-0.0,-0.34554157255028506,-0.23125739485855654,0.0
2018-12-13,1.0,-0.06051743935696857,-0.15675685373905557,-0.0,-0.3449296684369169,-0.23196856609731592,0.0
2018-12-14,1.0,-0.06347668514631215,-0.1484830543445108,-0.0,-0.3500726626836751,-0.23210793548271347,0.0
2018-12-17,1.0,-0.05953318536550441,-0.147669506694351,-0.0,-0.3472112837402449,-0.23550153934273646,0.0
2018-12-18,1.0,-0.0586614666261159,-0.14710986278333363,-0.0,-0.3479614290570156,-0.2352720181762885,0.0
2018-12-19,1.0,-0.057029865969972976,-0.14771934219709035,-0.0,-0.34894332802462286,-0.23574253350750674,0.0
2018-12-20,1.0,-0.056445570342883646,-0.14300495950333605,-0.0,-0.35080458129660685,-0.2337567345773718,0.0
2018-12-21,1.0,-0.055082561632391884,-0.1425143527487958,-0.0,-0.35242885835658805,-0.22740441869145586,0.0
2018-12-24,1.0,-0.05131203600347278,-0.1379010967593331,-0.0,-0.3520260812558692,-0.23058523361505345,0.0
2018-12-26,1.0,-0.048903067134786406,-0.13712106360606655,-0.0,-0.36090962556361494,-0.23523016877261144,0.0
2018-12-27,1.0,-0.044802740790449616,-0.13334863843464131,-0.0,-0.35104015823120127,-0.2367816903895737,0.0
2018-12-28,1.0,-0.0427852793222134,-0.13552201923925514,-0.0,-0.3511075809725532,-0.23567205012796752,0.0
2018-12-31,1.0,-0.04119413531178237,-0.13850909733262673,-0.0,-0.35129835718071006,-0.23547076488252958,0.0
2019-01-02,1.0,-0.039700612543910746,-0.13843139331673993,-0.0,-0.3506328443573584,-0.23649137672333137,0.0
2019-01-03,1.0,-0.04059516035088338,-0.1381823958204635,-0.0,-0.3510598866865524,-0.23516952891963921,0.0
2019-01-04,1.0,-0.02706124386770058,-0.14299027623920801,-0.0,-0.3480684355822827,-0.2402454678131209,0.0
2019-01-07,1.0,-0.025662150081508878,-0.14052831776192395,-0.0,-0.3480867324580623,-0.23861943241774614,0.0
2019-01-08,1.0,-0.026835886214442013,-0.13542231947483588,-0.0,-0.3508796498905908,-0.23739168490153173,0.0
2019-01-09,1.0,-0.027493819150988058,-0.13890691027686697,-0.0,-0.3512124984657467,-0.23581911591941226,0.0
2019-01-10,1.0,-0.02763215569387218,-0.13872183746822125,-0.0,-0.35125799947400715,-0.23569737880248967,0.0
2019-01-11,1.0,-0.028368669746526378,-0.1374694795271303,-0.0,-0.35236874000948554,-0.23834952309016497,0.0
2019-01-14,1.0,-0.031349833245567844,-0.13826575390556434,-0.0,-0.3504651571002282,-0.23524662102861155,0.0
2019-01-15,1.0,-0.031683829473166274,-0.1397392190630162,-0.0,-0.35003338839489684,-0.23582750500825925,0.0
2019-01-16,1.0,-0.029318249688197164,-0.1421645264988494,-0.0,-0.3479719640943664,-0.23718095104256326,0.0
2019-01-17,1.0,-0.027441541785984083,-0.14458635652922472,-0.0,-0.34816675743574427,-0.23660863301769117,0.0
2019-01-18,1.0,-0.03216189674523008,-0.14551767676767677,-0.0,-0.3434343434343434,-0.23251613355780026,0.0
2019-01-22,1.0,-0.0,-0.09640983578544454,-0.0,-0.42130175492558225,-0.19105961962372484,0.0
2019-01-23,1.0,-0.0,-0.08573727551317388,-0.0,-0.42517676465049387,-0.20110938008251872,0.0
2019-01-24,1.0,-0.0,-0.0863766329378328,-0.0,-0.42378482031263376,-0.20196209358467307,0.0
2019-01-25,1.0,-0.0,-0.054302025282044315,-0.0,-0.471795568845997,-0.1729645235829822,0.0
2019-01-28,1.0,-0.0,-0.05106064726679359,-0.0,-0.4765093826488986,-0.17216820777807998,0.0
2019-01-29,1.0,-0.0,-0.05261907589975056,-0.0,-0.4739958936419323,-0.17024417558922844,0.0
2019-01-30,1.0,-0.0,-0.051317308345216264,-0.0,-0.47314456440551367,-0.17308345216269436,0.0
2019-01-31,1.0,-0.0,-0.05096449111853825,-0.0,-0.4710143698149059,-0.17459240282985256,0.0
2019-02-01,1.0,-0.0,-0.05119413372260791,-0.0,-0.4721878023526216,-0.1740362908016906,0.0
2019-02-04,1.0,-0.0,-0.051059206952743075,-0.0,-0.47424972840847374,-0.17213810429114612,0.0
2019-02-05,1.0,-0.0,-0.048535295314301216,-0.0,-0.473147080762189,-0.17357767681562353,0.0
2019-02-06,1.0,-0.0,-0.053588662569208106,-0.0,-0.4722574964866833,-0.16730160342696535,0.0
2019-02-07,1.0,-0.0,-0.05325453806556489,-0.0,-0.47659848279599026,-0.16345502573828233,0.0
2019-02-08,1.0,-0.0,-0.05660122554398285,-0.0,-0.47782710714225424,-0.15364877867620994,0.0
2019-02-11,1.0,-0.0,-0.053671313899450776,-0.0,-0.4763498098859316,-0.15986480777355302,0.0
2019-02-12,1.0,-0.0,-0.04935900675527703,-0.0,-0.4723134718080895,-0.16293526052458687,0.0
2019-02-13,1.0,-0.0,-0.04803456740307341,-0.0,-0.47081273748276675,-0.16244661891791923,0.0
