Date,FOLD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.8068337401035776,-1.8421334603250195,-0.28674325852729327,-1.0436335496160485,-0.9734508006428955,0.0
2018-09-25,1.0,-0.8213430691884126,-1.8454632511371798,-0.3011730907349772,-1.0463849652860906,-0.9707325831936796,0.0
2018-09-26,1.0,-0.8224759615384616,-1.8506009615384615,-0.2943509615384616,-1.0549879807692308,-0.987139423076923,0.0
2018-09-27,1.0,-0.8427109199927322,-1.8393192417176427,-0.30361577130397915,-1.0706801526255223,-1.0001816970504511,0.0
2018-09-28,1.0,-0.838650865998177,-1.8517775752051047,-0.3055606198723792,-1.0756608933454876,-1.0055302339714371,0.0
2018-10-01,1.0,-0.8417786970010341,-1.8505991848652592,-0.30543220390534703,-1.0784719265162115,-1.0067522355374414,0.0
2018-10-02,1.0,-0.8706035605731655,-1.8113020284101482,-0.3342224427765027,-1.1297065938837543,-1.0571924818559644,0.0
2018-10-03,1.0,-0.873678318198781,-1.8242318696355269,-0.33642244060206494,-1.1302400796118919,-1.055106356512004,0.0
2018-10-04,1.0,-0.8776307498424699,-1.8627599243856332,-0.33850031505986133,-1.1384373030875865,-1.0839319470699433,0.0
2018-10-05,1.0,-0.8539460413514877,-1.8590519415027735,-0.30944276348966215,-1.1654689863842662,-1.1156707009581444,0.0
2018-10-08,1.0,-0.8549560377000442,-1.86166107913214,-0.29869061926750584,-1.185970017078879,-1.1242330318173193,0.0
2018-10-09,1.0,-0.8558051249604555,-1.862828218918064,-0.29977855109142676,-1.185574185384372,-1.1231255931667194,0.0
2018-10-10,1.0,-0.8557210776545167,-1.8692234548335975,-0.29648177496038036,-1.1882091917591124,-1.1295087163232964,0.0
2018-10-11,1.0,-0.7753578857212774,-1.8595375015294262,-0.19607243362290472,-1.1531261470696195,-1.1336106692768873,0.0
2018-10-12,1.0,-0.7911530094271212,-1.8560551124002904,-0.18612521150592218,-1.118020304568528,-1.0916727096930143,0.0
2018-10-15,1.0,-0.7943348262922164,-1.8595811645079288,-0.18399709478271395,-1.1214743977726667,-1.0931485292337488,0.0
2018-10-16,1.0,-0.7958701707642,-1.856303742279278,-0.18711396390941018,-1.1221993460094466,-1.0939808647208429,0.0
2018-10-17,1.0,-0.7678974237207646,-1.7963908346194943,-0.16431200284934108,-1.1095809094146978,-1.0978867386916775,0.0
2018-10-18,1.0,-0.766239163994775,-1.7936705854411592,-0.16595416221351383,-1.1131100819380122,-1.0986224913905713,0.0
2018-10-19,1.0,-0.7495436075613923,-1.7838760968140865,-0.1470466992521053,-1.113479771509334,-1.0949885165773512,0.0
2018-10-22,1.0,-0.7497350135437522,-1.7824755623601463,-0.1488635025320928,-1.1128253444823932,-1.0946296078200448,0.0
2018-10-23,1.0,-0.7500147188695908,-1.782160730055932,-0.14983809243450102,-1.1116867824551073,-1.0938475125110392,0.0
2018-10-24,1.0,-0.7493520263901979,-1.78752356267672,-0.1460296889726673,-1.1132186616399624,-1.0945452403393026,0.0
2018-10-25,1.0,-0.7003866712157398,-1.7151142954622998,-0.1360741498919595,-1.0976344819742978,-1.0370749459797566,0.0
2018-10-26,1.0,-0.6839619989881388,-1.69453032773062,-0.12029906121760639,-1.099162403732644,-1.023441452583057,0.0
2018-10-29,1.0,-0.6537005163511187,-1.789443488238669,-0.06517498565691336,-1.1281124497991968,-1.1008032128514056,0.0
2018-10-30,1.0,-0.6612856896650773,-1.790831274774516,-0.06922502441546505,-1.1287413109668523,-1.0947894525191015,0.0
2018-10-31,1.0,-0.6792691335325213,-1.7554010572282235,-0.06814525396460584,-1.143530222937256,-1.0994024362215584,0.0
2018-11-01,1.0,-0.6694968733864953,-1.7658768860076874,-0.05788537662784694,-1.1437094831048134,-1.0999368940393552,0.0
2018-11-02,1.0,-0.6707637777269609,-1.7514863937800136,-0.05671163960667734,-1.143151154813629,-1.0947861879716443,0.0
2018-11-05,1.0,-0.6666666666666666,-1.7618557879099532,-0.056564964004113816,-1.143069363501314,-1.0854759456062164,0.0
2018-11-06,1.0,-0.6770321253001028,-1.7700926031782325,-0.051960672230479024,-1.139304904538699,-1.0778552646621697,0.0
2018-11-07,1.0,-0.674074929284766,-1.7888933787450212,-0.06759799111008485,-1.1498585695318364,-1.0922473012757605,0.0
2018-11-08,1.0,-0.6425996910578409,-1.7982150008581725,-0.03278219577779049,-1.1418273356599349,-1.105726872246696,0.0
2018-11-09,1.0,-0.6518258265176824,-1.8105057021080522,-0.027416196290749918,-1.1515378412625275,-1.1184195369197096,0.0
2018-11-12,1.0,-0.6507308684436801,-1.7843508168529665,-0.025107480653482374,-1.1596445973058183,-1.1125250788191459,0.0
2018-11-13,1.0,-0.6263561488213576,-1.7860266969610905,-0.0,-1.1614882135756885,-1.1062766259585344,0.0
2018-11-14,1.0,-0.6424693924693925,-1.8086740586740586,-0.0,-1.1935781935781935,-1.1303418803418803,0.0
2018-11-15,1.0,-0.6410968413745227,-1.812738632419299,-0.0,-1.1952447066990626,-1.135948166146014,0.0
2018-11-16,1.0,-0.6348748702571791,-1.7969669011648024,-0.0,-1.1921347018798294,-1.1424287856071964,0.0
2018-11-19,1.0,-0.6292225821378991,-1.8050092549745487,-0.0,-1.201353540027765,-1.1487737158722813,0.0
2018-11-20,1.0,-0.5774575103353239,-1.794728984841525,-0.0,-1.2011943040881947,-1.1684657785943957,0.0
2018-11-21,1.0,-0.584489424607687,-1.785251307709802,-0.0,-1.192915624289288,-1.1230384352967933,0.0
2018-11-23,1.0,-0.5845558967360401,-1.7859092459911294,-0.0,-1.1928238371431823,-1.1231092914818606,0.0
2018-11-26,1.0,-0.5830252005233517,-1.7968030035838214,-0.0,-1.1894874566243814,-1.1192900620058024,0.0
2018-11-27,1.0,-0.5745850093479122,-1.7968387060223217,-0.0,-1.1820860007931562,-1.1118916775253527,0.0
2018-11-28,1.0,-0.5701538637533604,-1.8479665961219467,-0.0,-1.1837785277126351,-1.1179431447692043,0.0
2018-11-29,1.0,-0.5239923224568138,-1.8248842723269731,-0.0,-1.1747770125324604,-1.1215987354634753,0.0
2018-11-30,1.0,-0.5231212240980182,-1.8258709276720684,-0.0,-1.1749760036135737,-1.1222968776466604,0.0
2018-12-03,1.0,-0.526110104213865,-1.8301427276846396,-0.0,-1.1803352967829635,-1.127208880833711,0.0
2018-12-04,1.0,-0.5086875318354179,-1.8449827381289263,-0.0,-1.1774859924160959,-1.128530194125304,0.0
2018-12-06,1.0,-0.4941157061152662,-1.7686977562692479,-0.0,-1.1565112186537614,-1.0800703915530137,0.0
2018-12-07,1.0,-0.5160486995019369,-1.7759269507470945,-0.0,-1.1675705589374654,-1.0744881018262313,0.0
2018-12-10,1.0,-0.47762337236021446,-1.7828537039063355,-0.0,-1.162599846810373,-1.0479811795601268,0.0
2018-12-11,1.0,-0.5266515059071496,-1.7887847357035886,-0.0,-1.2042265239336625,-1.026956569970603,0.0
2018-12-12,1.0,-0.5266515059071496,-1.7885628709301682,-0.0,-1.204060125353597,-1.0273448333240889,0.0
2018-12-13,1.0,-0.5273847178291993,-1.7894123522557015,-0.0,-1.2038732589756396,-1.0284112979301925,0.0
2018-12-14,1.0,-0.5262748583490723,-1.7971336518164645,-0.0,-1.2013665148316852,-1.0301633151872014,0.0
2018-12-17,1.0,-0.4928500166278683,-1.8029597605586964,-0.0,-1.1813546170047666,-1.0654029486753132,0.0
2018-12-18,1.0,-0.46649740589469035,-1.7887735953195716,-0.0,-1.184236670714207,-1.0798653272988188,0.0
2018-12-19,1.0,-0.4492150662894547,-1.8022965551672492,-0.0,-1.2031952071892162,-1.09258334720142,0.0
2018-12-20,1.0,-0.44917924059028347,-1.7910241529873432,-0.0,-1.2005195379428506,-1.0862764605095891,0.0
2018-12-21,1.0,-0.44175558244417557,-1.7917720822791772,-0.0,-1.1979430205697943,-1.0684743152568474,0.0
2018-12-24,1.0,-0.4205035774755585,-1.7725162488393684,-0.0,-1.1888688623081545,-1.0799606750778306,0.0
2018-12-26,1.0,-0.42426064614880005,-1.8217897556442355,-0.0,-1.154266659377904,-1.0662548515825725,0.0
2018-12-27,1.0,-0.34817261811126843,-1.7625190079177808,-0.0,-1.0557390802789577,-1.0771852550993657,0.0
2018-12-28,1.0,-0.34461441743503773,-1.7658214585079632,-0.0,-1.0543273260687345,-1.0741827326068734,0.0
2018-12-31,1.0,-0.3459422643684183,-1.764027872373867,-0.0,-1.0545397390894324,-1.0746581442866872,0.0
2019-01-02,1.0,-0.3450353680901232,-1.765051087241289,-0.0,-1.0549122347393243,-1.0747183652082788,0.0
2019-01-03,1.0,-0.33389429397843806,-1.774073100184065,-0.0,-1.0532211412043124,-1.0978175124901393,0.0
2019-01-04,1.0,-0.24720168954593452,-1.8279303062302006,-0.0,-1.0542238648363251,-1.1504223864836325,0.0
