Date,IWF,IWM,MTUM,SPY,VC,VLUE,VXX
2018-09-24,-0.47579737335834893,-0.8127954971857411,-0.07399624765478424,-0.6626266416510318,1.0,-0.7271294559099437,0.0
2018-09-25,-0.4748214956783164,-0.8158962795941376,-0.07128898910184142,-0.6653513716647877,1.0,-0.7306275836151823,0.0
2018-09-26,-0.4811975313374478,-0.8354736075439875,-0.05661823896960172,-0.690152183079695,1.0,-0.7699237167938053,0.0
2018-09-27,-0.4824957867320362,-0.8307032327256014,-0.05795158572085185,-0.6897119656810174,1.0,-0.7693810326336755,0.0
2018-09-28,-0.4791027607361964,-0.8355061349693252,-0.0588957055214724,-0.6905291411042945,1.0,-0.7703220858895706,0.0
2018-10-01,-0.4801917545541706,-0.834477468839885,-0.05894534995206137,-0.6911984659635667,1.0,-0.7702780441035475,0.0
2018-10-02,-0.4815354526977796,-0.8221804655443494,-0.06358093338957703,-0.6940982474977949,1.0,-0.7734018483721287,0.0
2018-10-03,-0.48124712379199264,-0.8113974535971775,-0.061972695198650105,-0.6989568952293297,1.0,-0.7813314925602086,0.0
2018-10-04,-0.48234888267085746,-0.8085016673693894,-0.06267009084288397,-0.7001418222239257,1.0,-0.7794089462992065,0.0
2018-10-05,-0.47552073380470095,-0.8048538123447353,-0.05247467991591821,-0.7038410089814637,1.0,-0.7852092489967514,0.0
2018-10-08,-0.4790306475151701,-0.8125048006759351,-0.05426684077118058,-0.7054305246178663,1.0,-0.7893079345571857,0.0
2018-10-09,-0.4757943385326401,-0.8171384556133257,-0.04190256113999615,-0.7150394762179857,1.0,-0.8014635085692279,0.0
2018-10-10,-0.4766881653586137,-0.8323879089284327,-0.03531742948170021,-0.7225503147097676,1.0,-0.8183619550858653,0.0
2018-10-11,-0.4296649992420797,-0.8221919054115506,-0.0,-0.7064195846596938,1.0,-0.8313248446263454,0.0
2018-10-12,-0.44671576732301216,-0.8191041635352472,-0.0,-0.6843905005260783,1.0,-0.8074928603637456,0.0
2018-10-15,-0.4093762923418174,-0.8591676378811234,-0.0,-0.6792736569043949,1.0,-0.8116846497988647,0.0
2018-10-16,-0.41243745532523235,-0.8557616342500283,-0.0,-0.6807870283285054,1.0,-0.8130995824084872,0.0
2018-10-17,-0.3855242624656313,-0.8108419409972506,-0.0,-0.6835847514304824,1.0,-0.8355502712343019,0.0
2018-10-18,-0.3911382448780853,-0.8272594479193978,-0.0,-0.6848196561668977,1.0,-0.8422787370313495,0.0
2018-10-19,-0.3786902944789844,-0.8180261345445069,-0.0,-0.6836305424220989,1.0,-0.8425226164327464,0.0
2018-10-22,-0.3798606428410879,-0.802202742189256,-0.0,-0.7036412677006069,1.0,-0.8604555330785945,0.0
2018-10-23,-0.389904983663199,-0.806174184098847,-0.0,-0.6998535321290419,1.0,-0.8596537349307094,0.0
2018-10-24,-0.38985862393967957,-0.8015457115928369,-0.0,-0.7073704052780396,1.0,-0.8712912346842602,0.0
2018-10-25,-0.37370255041518385,-0.7763567615658363,-0.0,-0.7021426453143534,1.0,-0.8547968564650059,0.0
2018-10-26,-0.34446293215012014,-0.7703826955074875,-0.0,-0.7300425217230542,1.0,-0.8526529857644666,0.0
2018-10-29,-0.3165480886201939,-0.7857116525970435,-0.0,-0.7190990526044162,1.0,-0.8650053452280015,0.0
2018-10-30,-0.2843944790739092,-0.7956737904422678,-0.0,-0.7295191451469278,1.0,-0.9006752745621847,0.0
2018-10-31,-0.28677338447919737,-0.7802080259663616,-0.0,-0.7258409560342283,1.0,-0.895581292416642,0.0
2018-11-01,-0.3106066244882769,-0.7726832899144027,-0.0,-0.7356159285448456,1.0,-0.9027167845180499,0.0
2018-11-02,-0.30928808948004843,-0.811139661426844,-0.0,-0.7407421402660218,1.0,-0.9175483675937123,0.0
2018-11-05,-0.3084624102757839,-0.8131469588213072,-0.0,-0.7406875708349075,1.0,-0.915564790328674,0.0
2018-11-06,-0.3331164357345173,-0.8476996095843221,-0.0,-0.7419428921381,1.0,-0.904845747531195,0.0
2018-11-07,-0.33279767370676466,-0.8474900520355066,-0.0,-0.741352923171105,1.0,-0.9045378022650751,0.0
2018-11-08,-0.30850377566121506,-0.8464311463590484,-0.0,-0.7309604219633439,1.0,-0.9087390429932076,0.0
2018-11-09,-0.30726002430133664,-0.8472812879708385,-0.0,-0.7336345686512759,1.0,-0.9089459295261241,0.0
2018-11-12,-0.30653552576614895,-0.8478335168799604,-0.0,-0.7337181483309915,1.0,-0.9094292332814339,0.0
2018-11-13,-0.28835489833641403,-0.8433739484703309,-0.0,-0.7320155418914331,1.0,-0.9085593571994418,0.0
2018-11-14,-0.2947436433430884,-0.8491125384820036,-0.0,-0.742427121736156,1.0,-0.9143704154156056,0.0
2018-11-15,-0.29561333180620775,-0.8608406826251289,-0.0,-0.7597067918909632,1.0,-0.9016531134272515,0.0
2018-11-16,-0.2888837973040058,-0.8490854240653759,-0.0,-0.7637377324626724,1.0,-0.9169817084813076,0.0
2018-11-19,-0.29196104640061105,-0.8483101012029787,-0.0,-0.7622684743173572,1.0,-0.9164789001336642,0.0
2018-11-20,-0.2573945400007594,-0.8401108706382656,-0.0,-0.764741618255686,1.0,-0.9347306071306527,0.0
2018-11-21,-0.2680672902836451,-0.8359233554616777,-0.0,-0.7664076644538322,1.0,-0.9014785757392878,0.0
2018-11-23,-0.26747847198512953,-0.8557338492469937,-0.0,-0.7658662417965933,1.0,-0.9044421683547664,0.0
2018-11-26,-0.26673239543437866,-0.859390997686853,-0.0,-0.7636797997800615,1.0,-0.9022031777331159,0.0
2018-11-27,-0.2578027701249198,-0.861305053402272,-0.0,-0.7578971204287278,1.0,-0.8970449484847343,0.0
2018-11-28,-0.25041427415314654,-0.931057073490308,-0.0,-0.7652703379706347,1.0,-0.9069713669120197,0.0
2018-11-29,-0.2092703600473445,-0.9199343285861555,-0.0,-0.7685464472528731,1.0,-0.9203543201863236,0.0
2018-11-30,-0.20804008567931456,-0.9218176254589963,-0.0,-0.769469094247246,1.0,-0.925642594859241,0.0
2018-12-03,-0.20591720499980887,-0.9222889033293834,-0.0,-0.7692366499751538,1.0,-0.9250793165398876,0.0
2018-12-04,-0.21426360188839874,-0.9299202848076775,-0.0,-0.7872842659236902,1.0,-0.9381626809070506,0.0
2018-12-06,-0.20600582428803751,-0.879959154343633,-0.0,-0.7797738360878939,1.0,-0.9162664044476383,0.0
2018-12-07,-0.1973609373222614,-0.8843514200128919,-0.0,-0.7842869601486367,1.0,-0.9257574034049975,0.0
2018-12-10,-0.18627302929628511,-0.8844759891271519,-0.0,-0.7827695560253699,1.0,-0.9217758985200845,0.0
2018-12-11,-0.15620348815021182,-0.9082166164179675,-0.0,-0.7891844445292524,1.0,-0.9627905201694463,0.0
2018-12-12,-0.162391195981441,-0.9124199547528662,-0.0,-0.7984585298516047,1.0,-0.9612715211472833,0.0
2018-12-13,-0.16050048123195382,-0.9081809432146295,-0.0,-0.8191337824831569,1.0,-0.9620404234841194,0.0
2018-12-14,-0.15909791827293754,-0.9166538164996144,-0.0,-0.8163454124903623,1.0,-0.9629144178874325,0.0
2018-12-17,-0.15139626125086544,-0.9159166089699208,-0.0,-0.8110623894145703,1.0,-0.9680744672667129,0.0
2018-12-18,-0.1329353690735851,-0.9036084643936785,-0.0,-0.8115409635326981,1.0,-0.9784563578617074,0.0
2018-12-19,-0.14067407123707393,-0.9024894676369207,-0.0,-0.809076981999234,1.0,-0.9777479892761395,0.0
2018-12-20,-0.13951450020959566,-0.8888380778171564,-0.0,-0.8115925460157769,1.0,-0.97088525589726,0.0
2018-12-21,-0.13135495744191397,-0.9102062725251131,-0.0,-0.8433018940265318,1.0,-0.9492370217007898,0.0
2018-12-24,-0.10096190548896863,-0.883846095121765,-0.0,-0.8446828002137567,1.0,-0.9875944728605238,0.0
2018-12-26,-0.10161986223601543,-0.896790553326773,-0.0,-0.81451063507683,1.0,-0.9718037998637499,0.0
2018-12-27,-0.07039367774037758,-0.8618103322113274,-0.0,-0.7549392653300161,1.0,-0.9715717839894629,0.0
2018-12-28,-0.06367329015259633,-0.8699454751710761,-0.0,-0.7560654297947085,1.0,-0.9697002964101438,0.0
2018-12-31,-0.06944699614183354,-0.8641557964357891,-0.0,-0.7632923020393165,1.0,-0.9775124012493109,0.0
2019-01-02,-0.0638250964541613,-0.8654418519198971,-0.0,-0.762630902076061,1.0,-0.9825463898585339,0.0
2019-01-03,-0.06535395466735242,-0.864773520443775,-0.0,-0.7631607949744682,1.0,-0.9803460563535505,0.0
2019-01-04,-0.05985760422783324,-0.8658984145625367,-0.0,-0.7621476805637111,1.0,-0.9820904286553142,0.0
2019-01-07,-0.04903449772184855,-0.8444348014753743,-0.0,-0.7555507340710204,1.0,-0.9671295291820352,0.0
2019-01-08,-0.049591556423046336,-0.8426227138003325,-0.0,-0.7559459264078652,1.0,-0.9664208776115086,0.0
2019-01-09,-0.05184457542021393,-0.8604380411846031,-0.0,-0.7621698319144292,1.0,-0.9637633704431348,0.0
