Date,IWF,IWM,KHC,MTUM,SPY,VLUE,VXX
2018-09-24,-0.34681559378986343,-0.6029370585856072,1.0,-0.0,-0.5961233315702685,-0.5654148906381258,0.0
2018-09-25,-0.3465177071015124,-0.6032551191883986,1.0,-0.0,-0.5963465488267878,-0.5658181365531836,0.0
2018-09-26,-0.34482651120740715,-0.6030800885369579,1.0,-0.0,-0.5979985659506811,-0.5715933534931571,0.0
2018-09-27,-0.3457032467127812,-0.6008599738268836,1.0,-0.0,-0.5978999189879728,-0.5714152177977192,0.0
2018-09-28,-0.34464385866517105,-0.6019505203464822,1.0,-0.0,-0.5978064435720072,-0.5714463762697077,0.0
2018-10-01,-0.3446556559675911,-0.6023060143346837,1.0,-0.0,-0.5977251480211904,-0.5715487690869429,0.0
2018-10-02,-0.3489474504911898,-0.5879931389365353,1.0,-0.0,-0.603898331514112,-0.5778262903477311,0.0
2018-10-03,-0.3483226712435637,-0.5773755656108597,1.0,-0.0,-0.6088625370572632,-0.58605086596973,0.0
2018-10-04,-0.35212805791313034,-0.571892161757364,1.0,-0.0,-0.6136420369445832,-0.5826572641038443,0.0
2018-10-05,-0.3359034945902251,-0.562119139410521,1.0,-0.0,-0.6198234050491233,-0.5912199975127472,0.0
2018-10-08,-0.3326596604688763,-0.5591070207076674,1.0,-0.0,-0.6258317268826564,-0.5916298737640694,0.0
2018-10-09,-0.3240216473238027,-0.5639878624831858,1.0,-0.0,-0.6353114148966121,-0.6049050583414145,0.0
2018-10-10,-0.32254121481852943,-0.5669466558014167,1.0,-0.0,-0.6358678618441672,-0.6088196577446249,0.0
2018-10-11,-0.25301867758994895,-0.5576682053006451,1.0,-0.0,-0.6196007703359522,-0.6265704765689483,0.0
2018-10-12,-0.24972674277386447,-0.5522528540199174,1.0,-0.0,-0.6140393490405636,-0.6202028175856207,0.0
2018-10-15,-0.23590706691303429,-0.5620816042165208,1.0,-0.0,-0.6111228909823404,-0.6199981825341533,0.0
2018-10-16,-0.2306293197526373,-0.5718443070207349,1.0,-0.0,-0.6100400145507457,-0.6188614041469626,0.0
2018-10-17,-0.2160796507803624,-0.5446092208335825,1.0,-0.0,-0.6058123542426598,-0.623392931890211,0.0
2018-10-18,-0.21523775216138327,-0.5439481268011527,1.0,-0.0,-0.6150936599423631,-0.6276416906820365,0.0
2018-10-19,-0.20292793464325112,-0.5339455559199737,1.0,-0.0,-0.6168341333969408,-0.6278958824055577,0.0
2018-10-22,-0.20596517789553367,-0.521544284632854,1.0,-0.0,-0.6458743376230128,-0.6546555639666919,0.0
2018-10-23,-0.20136207473168952,-0.5252804718616035,1.0,-0.0,-0.6536134504879755,-0.6601197896080996,0.0
2018-10-24,-0.1997567279914855,-0.5200243272008515,1.0,-0.0,-0.6562870609700472,-0.6648319902691197,0.0
2018-10-25,-0.1682729261514811,-0.4790989179920771,1.0,-0.0,-0.6679477325134512,-0.6410157866729734,0.0
2018-10-26,-0.15230255448793065,-0.4688012655261308,1.0,-0.0,-0.6745664401218655,-0.6337590813217717,0.0
2018-10-29,-0.1449694631951141,-0.46883492592267906,1.0,-0.0,-0.673300020455276,-0.6350778761579147,0.0
2018-10-30,-0.12338005043100922,-0.47352372016653965,1.0,-0.0,-0.6782091127660822,-0.6569811763326101,0.0
2018-10-31,-0.12721393614542065,-0.45659519925425307,1.0,-0.0,-0.6764448846422746,-0.6528198555115358,0.0
2018-11-01,-0.10051395864969045,-0.4827415021609625,1.0,-0.0,-0.6797395164116341,-0.6572246232916715,0.0
2018-11-02,-0.10160552463649873,-0.4765873131501501,1.0,-0.0,-0.6802354380955156,-0.6554095399050088,0.0
2018-11-05,-0.14349550003146833,-0.4835420731323557,1.0,-0.0,-0.746774498080433,-0.7730190697967148,0.0
2018-11-06,-0.13598578590012056,-0.4835649470144044,1.0,-0.0,-0.7620090107240307,-0.7912304080208135,0.0
2018-11-07,-0.13693750993798695,-0.4852599777389092,1.0,-0.0,-0.7648910796629035,-0.7930672602957545,0.0
2018-11-08,-0.1084466601457735,-0.48739469283437986,1.0,-0.0,-0.7575805382892121,-0.801880541444483,0.0
2018-11-09,-0.10846794548207975,-0.48734856133266025,1.0,-0.0,-0.7576350328117112,-0.8015522463402321,0.0
2018-11-12,-0.10893493550320119,-0.46712082505440433,1.0,-0.0,-0.7748762103005645,-0.8029457217649099,0.0
2018-11-13,-0.08207694713794182,-0.460431654676259,1.0,-0.0,-0.7812636847044104,-0.8041601501407569,0.0
2018-11-14,-0.08219692230701864,-0.460277743025147,1.0,-0.0,-0.7812460903290379,-0.8040472913799576,0.0
2018-11-15,-0.0810397075822425,-0.4596519728826268,1.0,-0.0,-0.7822487425411604,-0.80118091786685,0.0
2018-11-16,-0.0777525008569915,-0.45127613824051854,1.0,-0.0,-0.7810776278475489,-0.8062575960609555,0.0
