Date,CPA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4794416883881275,-0.9348776591272178,-0.06617337929874717,-0.8681577398469688,-0.8555032371983521,0.0
2018-09-25,1.0,-0.47982515131136516,-0.9340954942837929,-0.06708137188971082,-0.8674764626765299,-0.8546149966375253,0.0
2018-09-26,1.0,-0.4837567943369991,-0.9401676989845362,-0.07243079256731133,-0.8685796148822315,-0.848649559684827,0.0
2018-09-27,1.0,-0.4934922244759973,-0.9286257606490873,-0.07741717376605815,-0.8737745098039217,-0.8525185936443543,0.0
2018-09-28,1.0,-0.49638309573163,-0.9280849443715894,-0.0777105630525826,-0.8748255002326665,-0.8533355894919413,0.0
2018-10-01,1.0,-0.49915290131300294,-0.9273612875900042,-0.07742481999152902,-0.8772130453197797,-0.8542990258365099,0.0
2018-10-02,1.0,-0.5022013250694592,-0.9711904253045522,-0.06774951912801881,-0.8789057490916863,-0.854327847830733,0.0
2018-10-03,1.0,-0.5052419008335481,-0.9563031709203402,-0.06423476841110251,-0.8947752857265617,-0.8760419352066683,0.0
2018-10-04,1.0,-0.5115418502202643,-1.0093392070484581,-0.06462555066079295,-0.9070925110132159,-0.9126872246696035,0.0
2018-10-05,1.0,-0.4936981248078697,-1.0005269860787844,-0.044442492644152655,-0.9220499758464714,-0.9308330771595451,0.0
2018-10-08,1.0,-0.491062039957939,-0.9960567823343848,-0.04030844724851034,-0.9243778478794252,-0.9295478443743428,0.0
2018-10-09,1.0,-0.4890056517131756,-1.0086983398092546,-0.02145884846344048,-0.9437919463087249,-0.9524902861179796,0.0
2018-10-10,1.0,-0.4897824072030719,-1.0073266540142118,-0.022333053802356888,-0.944255638434038,-0.9499492430595401,0.0
2018-10-11,1.0,-0.4076680313886046,-0.9844336403957694,-0.0,-0.9145342886386899,-0.9580774479699761,0.0
2018-10-12,1.0,-0.4023618726275833,-0.9735132855335301,-0.0,-0.8994095318431041,-0.9423450021088148,0.0
2018-10-15,1.0,-0.3759357389183279,-0.9942383716040037,-0.0,-0.8933467911514846,-0.9420472705862563,0.0
2018-10-16,1.0,-0.37216148023549195,-1.0002102607232968,-0.0,-0.8920941968040369,-0.9407485281749368,0.0
2018-10-17,1.0,-0.3487863276089828,-0.9557050858652575,-0.0,-0.8810683619550859,-0.9425776089828269,0.0
2018-10-18,1.0,-0.34786557674841057,-0.9538436132441582,-0.0,-0.883659483114524,-0.9431921393774255,0.0
2018-10-19,1.0,-0.3312023604622572,-0.941971969510696,-0.0,-0.8830423735759365,-0.9418080485206131,0.0
2018-10-22,1.0,-0.33234944451277004,-0.9437543557577993,-0.0,-0.882302299840118,-0.9410896568687738,0.0
2018-10-23,1.0,-0.32742998352553543,-0.9495469522240528,-0.0,-0.8927924217462933,-0.948846787479407,0.0
2018-10-24,1.0,-0.3245844989303933,-0.9449152542372882,-0.0,-0.8933684383741978,-0.9510449234819812,0.0
2018-10-25,1.0,-0.2907959802201308,-0.8942813845908439,-0.0,-0.8861062370394003,-0.9166932525123624,0.0
2018-10-26,1.0,-0.2776111154969606,-0.8794505407752428,-0.0,-0.8847004026209836,-0.9055419594221205,0.0
2018-10-29,1.0,-0.24347448939358093,-0.9017033356990773,-0.0,-0.8750492863338852,-0.9226795994006781,0.0
2018-10-30,1.0,-0.26275115919629055,-0.9074228193239012,-0.0,-0.8798398922046526,-0.9130503705465066,0.0
2018-10-31,1.0,-0.26315162583872637,-0.91118434112836,-0.0,-0.8812879660142138,-0.9146782070115537,0.0
2018-11-01,1.0,-0.2509909624227049,-0.9192960202949103,-0.0,-0.8796575233867132,-0.9139448232123037,0.0
2018-11-02,1.0,-0.25270977956399954,-0.9762919660617871,-0.0,-0.8914870295944465,-0.9391060772134942,0.0
2018-11-05,1.0,-0.24247142213299464,-1.0278608595894618,-0.0,-0.9073626418650387,-0.9194903101569222,0.0
2018-11-06,1.0,-0.25394153391361474,-1.0396206273608146,-0.0,-0.9024470356380357,-0.9097552964361965,0.0
2018-11-07,1.0,-0.25293345368015097,-1.0398785591203743,-0.0,-0.9007138754410438,-0.9092475588742103,0.0
2018-11-08,1.0,-0.21835481641117388,-1.0417191883869392,-0.0,-0.8893587606229414,-0.9168055950880332,0.0
2018-11-09,1.0,-0.21808424134005527,-1.0414295007318262,-0.0,-0.8897381688079362,-0.9164091722231257,0.0
2018-11-12,1.0,-0.21703040855164596,-1.0201643924363284,-0.0,-0.8986921488439892,-0.9131878365793417,0.0
2018-11-13,1.0,-0.18212119995180917,-1.0172282237661139,-0.0,-0.904501827235854,-0.912051724830328,0.0
2018-11-14,1.0,-0.18609802263299907,-1.0185252305585761,-0.0,-0.9087028311384963,-0.9138979501429664,0.0
2018-11-15,1.0,-0.1867545384708689,-1.0297578134476206,-0.0,-0.9252011482634537,-0.9014676747665062,0.0
2018-11-16,1.0,-0.18747221660941604,-1.0281268943220854,-0.0,-0.9242675287936957,-0.9013538088502727,0.0
2018-11-19,1.0,-0.2398778021599759,-1.1010283550621747,-0.0,-0.9925562583365604,-0.9692354029516801,0.0
2018-11-20,1.0,-0.16238654450036563,-1.097603991912935,-0.0,-1.0164752441175204,-1.0251645373596592,0.0
2018-11-21,1.0,-0.1719824089492336,-1.092651893599761,-0.0,-1.0183595918193074,-0.9866786217497118,0.0
2018-11-23,1.0,-0.1724520729260066,-1.0923957132487938,-0.0,-1.0181888049186627,-0.9865932282993894,0.0
2018-11-26,1.0,-0.1737934046735095,-1.1508626337628305,-0.0,-1.0403581568027955,-1.002795370168159,0.0
2018-11-27,1.0,-0.1629684311086022,-1.1513309305658084,-0.0,-1.03274132615398,-0.9953102609752921,0.0
2018-11-28,1.0,-0.16063575005443065,-1.1700849118223384,-0.0,-1.029436098410625,-0.9943392118441107,0.0
2018-11-29,1.0,-0.1293940696175333,-1.151654490760636,-0.0,-1.020928233777396,-0.9954447786850023,0.0
2018-11-30,1.0,-0.12969092550401926,-1.1530327128917166,-0.0,-1.0235997076903236,-0.9923053776383097,0.0
2018-12-03,1.0,-0.1309062742060418,-1.1539289095447112,-0.0,-1.0249160857216628,-0.9935880884757725,0.0
2018-12-04,1.0,-0.12702505264062566,-1.154355206050449,-0.0,-1.0233767349920502,-0.992393966739719,0.0
2018-12-06,1.0,-0.11239889935795883,-1.0807554406737265,-0.0,-1.01851079796548,-0.957433502876678,0.0
2018-12-07,1.0,-0.1113983156841491,-1.081130659551405,-0.0,-1.0189277078295673,-0.9576419578087217,0.0
2018-12-10,1.0,-0.08804953560371516,-1.0808668730650155,-0.0,-1.0159339525283797,-0.9431578947368421,0.0
