Date,IWF,IWM,MTUM,PACW,SPY,VLUE,VXX
2018-09-24,-0.17407670641501485,-0.5939877332912158,-0.11790255073837164,1.0,-0.3450998973387033,-0.4012740530153465,0.0
2018-09-25,-0.17330698287220025,-0.5956785243741766,-0.11607378129117259,1.0,-0.3466403162055336,-0.4033465085638999,0.0
2018-09-26,-0.17359226370846617,-0.5960580748860372,-0.11680851624463123,1.0,-0.3463940344127954,-0.4020974414376433,0.0
2018-09-27,-0.17285416501754663,-0.6000158315522837,-0.11591334863716721,1.0,-0.34705401197920793,-0.4027810760178369,0.0
2018-09-28,-0.16925220373496236,-0.6228598987219677,-0.11609463333601265,1.0,-0.35809018567639256,-0.4130428958015165,0.0
2018-10-01,-0.1702891753544341,-0.6219280143649666,-0.11591134457159702,1.0,-0.35880256210972045,-0.4130999919599067,0.0
2018-10-02,-0.17076242797802493,-0.6192415918531422,-0.11695028808790031,1.0,-0.35931930858903927,-0.41361382821921483,0.0
2018-10-03,-0.17114894758010457,-0.6213701568574876,-0.11736157661884972,1.0,-0.3588684810296286,-0.4125754122536533,0.0
2018-10-04,-0.16961207481608168,-0.6432119879469013,-0.11597035589217364,1.0,-0.3583082227108614,-0.42755924749572444,0.0
2018-10-05,-0.15640157160276386,-0.6386668473106625,-0.10426771440184257,1.0,-0.3689472971142122,-0.4413765072483404,0.0
2018-10-08,-0.1554160125588697,-0.6374979700102852,-0.10298814486006604,1.0,-0.36970172684458397,-0.4410490986845667,0.0
2018-10-09,-0.1532146630903032,-0.6390582242813406,-0.09650762686607603,1.0,-0.37391964019615814,-0.4466932184562031,0.0
2018-10-10,-0.152333885464469,-0.6427621038911668,-0.09406142232601081,1.0,-0.3748336818095419,-0.4514350883862384,0.0
2018-10-11,-0.11763141801164616,-0.648435214975139,-0.052327900236645485,1.0,-0.3700709936451381,-0.47044590390598,0.0
2018-10-12,-0.11449451887941535,-0.6500556055711486,-0.04901233914102632,1.0,-0.3663083196525976,-0.4680135571678229,0.0
2018-10-15,-0.09193440874550059,-0.704679376083189,-0.01061191841087855,1.0,-0.3755765897880283,-0.4835355285961872,0.0
2018-10-16,-0.09090424255353191,-0.7091810885043066,-0.0072531399162689,1.0,-0.37580331191168237,-0.4834537745660115,0.0
2018-10-17,-0.07326764144945963,-0.6797520661157025,-0.0,1.0,-0.3862311930493748,-0.5096153846153846,0.0
2018-10-18,-0.0729420489458629,-0.679388706430766,-0.0,1.0,-0.3865875622417629,-0.5096673376416992,0.0
2018-10-19,-0.06145177852083937,-0.6743898264921935,-0.0,1.0,-0.3866933466733367,-0.5103604433795846,0.0
2018-10-22,-0.06586014357883542,-0.697926083488434,-0.0,1.0,-0.385668705131614,-0.5093858016484978,0.0
2018-10-23,-0.05709108610990914,-0.712083513630463,-0.0,1.0,-0.40867048896581565,-0.5266118563392471,0.0
2018-10-24,-0.055120237773574714,-0.7109700081059173,-0.0,1.0,-0.4084571737368279,-0.5274520399891921,0.0
2018-10-25,-0.04229558909808523,-0.6987305989652782,-0.0,1.0,-0.4073817270254414,-0.5184009813856739,0.0
2018-10-26,-0.03368733282131413,-0.691199449137954,-0.0,1.0,-0.4101803543526047,-0.5132816017373342,0.0
2018-10-29,-0.022458566452021538,-0.6957405257046342,-0.0,1.0,-0.4050459199831099,-0.5158344769344453,0.0
2018-10-30,-0.004178899203893253,-0.6986167314660531,-0.0,1.0,-0.4085270702742733,-0.5335502129122696,0.0
2018-10-31,-0.010030539174389216,-0.6810235888795283,-0.0,1.0,-0.4100410699241786,-0.531592249368155,0.0
2018-11-01,-0.0425891181988743,-0.6711873492361297,-0.0,1.0,-0.4242294291074779,-0.5422406861431252,0.0
2018-11-02,-0.04443553774215096,-0.6613760855043419,-0.0,1.0,-0.4262124248496994,-0.5400133600534401,0.0
2018-11-05,-0.04085722683910964,-0.6719129946824146,-0.0,1.0,-0.4274376720198808,-0.5319723164898592,0.0
2018-11-06,-0.041048665116651964,-0.6716374034581362,-0.0,1.0,-0.42761698602314335,-0.5321093562094124,0.0
2018-11-07,-0.040874118401367815,-0.6715644368454798,-0.0,1.0,-0.4271478948493268,-0.5319245565291729,0.0
2018-11-08,-0.013739403119934093,-0.6783597757049084,-0.0,1.0,-0.4223338382630418,-0.5430917643307024,0.0
2018-11-09,-0.013183074633212843,-0.6783701892409101,-0.0,1.0,-0.42339995747395276,-0.542924728896449,0.0
2018-11-12,-0.012377090456123611,-0.6708807081710001,-0.0,1.0,-0.4256711987490393,-0.5413850679812356,0.0
2018-11-13,-0.0,-0.6688162985970361,-0.0,1.0,-0.42402147877128793,-0.5393382643257614,0.0
2018-11-14,-0.0,-0.6705580940809804,-0.0,1.0,-0.4290166662264599,-0.541665566149864,0.0
2018-11-15,-0.0,-0.6740534077321643,-0.0,1.0,-0.4301846685266374,-0.5528895974491829,0.0
2018-11-16,-0.0,-0.6716041517347562,-0.0,1.0,-0.4294815640678506,-0.5534761487616469,0.0
2018-11-19,-0.001674329603741994,-0.672070587609961,-0.0,1.0,-0.4295319850107636,-0.5544157121216148,0.0
2018-11-20,-0.0,-0.6601952019467294,-0.0,1.0,-0.4210331420107387,-0.5637844843547491,0.0
2018-11-21,-0.0,-0.6579403879514272,-0.0,1.0,-0.4194396257162382,-0.5510171897177101,0.0
2018-11-23,-0.0,-0.6549504820448158,-0.0,1.0,-0.420731867496782,-0.5512648750886595,0.0
2018-11-26,-0.0,-0.6583412123122176,-0.0,1.0,-0.41871520117659417,-0.5492436180271038,0.0
2018-11-27,-0.0,-0.6581257041054258,-0.0,1.0,-0.41512745945662716,-0.5466740024627316,0.0
2018-11-28,-0.0,-0.6537030242675193,-0.0,1.0,-0.41839194926358825,-0.5485874521725458,0.0
2018-11-29,-0.0,-0.6402943164682023,-0.0,1.0,-0.40967708387499346,-0.5499974000311996,0.0
2018-11-30,-0.0,-0.6405973566448122,-0.0,1.0,-0.40925174315745655,-0.5518784472889999,0.0
2018-12-03,-0.0,-0.6423595710819484,-0.0,1.0,-0.4121944219781366,-0.5544365884839155,0.0
2018-12-04,-0.0,-0.6476952758368965,-0.0,1.0,-0.4066638857023673,-0.5527948691208676,0.0
2018-12-06,-0.0,-0.6409133319510678,-0.0,1.0,-0.4017727555463404,-0.5490358697905867,0.0
2018-12-07,-0.0,-0.6410282989530424,-0.0,1.0,-0.40170519332434956,-0.548745724059293,0.0
2018-12-10,-0.0,-0.6401699497875628,-0.0,1.0,-0.3951332560834299,-0.5396935753830308,0.0
2018-12-11,-0.0,-0.6470786458603348,-0.0,1.0,-0.3872155114313858,-0.55785680958059,0.0
2018-12-12,-0.0,-0.6478540661165603,-0.0,1.0,-0.3866832736519799,-0.560304115418548,0.0
2018-12-13,-0.0,-0.6479900345158695,-0.0,1.0,-0.3868113045960605,-0.5604027716502737,0.0
2018-12-14,-0.0,-0.6795224977043159,-0.0,1.0,-0.3785648694739604,-0.5655253837072018,0.0
