Date,BCEI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6615755154790578,-1.658403336662163,-0.07272513657992129,-1.2687540386535865,-1.212947189097104,0.0
2018-09-25,1.0,-0.6617128759398496,-1.658012218045113,-0.07313204887218044,-1.2685032894736843,-1.2126997180451127,0.0
2018-09-26,1.0,-0.6614571092831962,-1.6581081081081084,-0.07191539365452408,-1.269271445358402,-1.214747356051704,0.0
2018-09-27,1.0,-0.6749808361342061,-1.6446724453092754,-0.07854236688483991,-1.27737484521493,-1.2210625626510998,0.0
2018-09-28,1.0,-0.6715651558073654,-1.649787535410765,-0.07996931067044381,-1.2781515580736544,-1.222261567516525,0.0
2018-10-01,1.0,-0.671604792539692,-1.64976686537213,-0.08062326624564717,-1.27787286785103,-1.2222156642861357,0.0
2018-10-02,1.0,-0.6732357800330422,-1.634765164031154,-0.08638187396742979,-1.2805050743450554,-1.225395326882228,0.0
2018-10-03,1.0,-0.6722074860005894,-1.6241674034777485,-0.08552903035661656,-1.2825228411435308,-1.2300618921308577,0.0
2018-10-04,1.0,-0.6724005438316487,-1.6332091978483183,-0.0867766152391086,-1.2822604480699888,-1.2365667671572975,0.0
2018-10-05,1.0,-0.6526594181604467,-1.6238612988539525,-0.06547164266823392,-1.2895092565383486,-1.2456068175139583,0.0
2018-10-08,1.0,-0.6492379835873388,-1.6184642438452521,-0.06189917936694021,-1.2893317702227431,-1.2427315357561548,0.0
2018-10-09,1.0,-0.6474381521866572,-1.619474733262985,-0.057157931762223,-1.2920037519052643,-1.246277406495486,0.0
2018-10-10,1.0,-0.6502110694183866,-1.6176125703564728,-0.05992026266416511,-1.294031425891182,-1.2412054409005628,0.0
2018-10-11,1.0,-0.5213820447465307,-1.6088926649674313,-0.0,-1.2621353724157462,-1.2717077315208156,0.0
2018-10-12,1.0,-0.520598209818202,-1.5884249735920388,-0.0,-1.2226052148774114,-1.2279424028465002,0.0
2018-10-15,1.0,-0.4731904973357017,-1.6334924511545295,-0.0,-1.2141429840142097,-1.2297957371225579,0.0
2018-10-16,1.0,-0.46535918662147896,-1.6491471748430466,-0.0,-1.212845158064337,-1.2284571365075836,0.0
2018-10-17,1.0,-0.4252587094327355,-1.5737660508208267,-0.0,-1.1913637102454353,-1.2275559408354553,0.0
2018-10-18,1.0,-0.4245395449620802,-1.5728060671722643,-0.0,-1.1921451787648971,-1.227573131094258,0.0
2018-10-19,1.0,-0.39053190918361874,-1.5519832537169236,-0.0,-1.1967688261499652,-1.2281681069185766,0.0
2018-10-22,1.0,-0.3908120002146729,-1.5381849406966135,-0.0,-1.203563570010197,-1.2343154618150594,0.0
2018-10-23,1.0,-0.3908656684377181,-1.5381849406966135,-0.0,-1.2034562335641068,-1.2343154618150594,0.0
2018-10-24,1.0,-0.3872491145218418,-1.5399270151336266,-0.0,-1.204357625845229,-1.2350005366534291,0.0
2018-10-25,1.0,-0.3268865746678295,-1.4486225824655006,-0.0,-1.1855537885394758,-1.1689324372851795,0.0
2018-10-26,1.0,-0.31041466254873173,-1.424079793428181,-0.0,-1.17786441192851,-1.150675915143537,0.0
2018-10-29,1.0,-0.2765422159605515,-1.4357451947267785,-0.0,-1.1624735835765323,-1.1569387138975546,0.0
2018-10-30,1.0,-0.2822824335213538,-1.4368956486704272,-0.0,-1.1634266720386786,-1.153706688154714,0.0
2018-10-31,1.0,-0.30398216637957237,-1.4080453946701794,-0.0,-1.1880129699057655,-1.1663289087040227,0.0
2018-11-01,1.0,-0.2705482922874227,-1.4378737204824161,-0.0,-1.1893686024120809,-1.1696057565622784,0.0
2018-11-02,1.0,-0.27745112819739687,-1.3920800040203025,-0.0,-1.1971958389868838,-1.1586511885019346,0.0
2018-11-05,1.0,-0.2827193468729527,-1.3851736128609584,-0.0,-1.2005241142972332,-1.1710930806833644,0.0
2018-11-06,1.0,-0.27731347819480323,-1.3851998176568912,-0.0,-1.2145570581978424,-1.1880160056728968,0.0
2018-11-07,1.0,-0.27724684831232205,-1.3943167954453028,-0.0,-1.218025620170801,-1.193828792191948,0.0
2018-11-08,1.0,-0.3187702265372168,-1.4252531579496817,-0.0,-1.2588474788600061,-1.2168806764797995,0.0
2018-11-09,1.0,-0.32534930139720564,-1.4352873200966487,-0.0,-1.2654690618762474,-1.2265469061876249,0.0
2018-11-12,1.0,-0.3252437362406961,-1.40454974315966,-0.0,-1.2859838557500787,-1.2258622497117098,0.0
2018-11-13,1.0,-0.276929469201205,-1.3998649631245457,-0.0,-1.293964890412382,-1.2229666562792147,0.0
2018-11-14,1.0,-0.2761166865997608,-1.4027871665540013,-0.0,-1.2957724507305912,-1.2252612968644376,0.0
2018-11-15,1.0,-0.2753902185223725,-1.4095733610822059,-0.0,-1.3072320499479706,-1.2107180020811654,0.0
2018-11-16,1.0,-0.2688936148140464,-1.3932257897193838,-0.0,-1.3050469422687898,-1.2198765496135693,0.0
2018-11-19,1.0,-0.2686861351729862,-1.393277659629649,-0.0,-1.305098812179055,-1.2199284195238342,0.0
2018-11-20,1.0,-0.18936774193548386,-1.3828645161290323,-0.0,-1.3214451612903224,-1.2676129032258066,0.0
2018-11-21,1.0,-0.18962086033576567,-1.3686278512017145,-0.0,-1.3114762463642395,-1.2330458743685258,0.0
2018-11-23,1.0,-0.1901142623954295,-1.3666598653336055,-0.0,-1.3114670475413182,-1.2327586206896552,0.0
2018-11-26,1.0,-0.19334154098697034,-1.3664204370575561,-0.0,-1.3249204883553913,-1.245152354570637,0.0
2018-11-27,1.0,-0.1844818785094436,-1.36416539050536,-0.0,-1.3178662582950487,-1.2381316998468606,0.0
2018-11-28,1.0,-0.1834023199959119,-1.3754918493535695,-0.0,-1.3145791813582706,-1.2367009044917983,0.0
2018-11-29,1.0,-0.13248272731857383,-1.3544808109334812,-0.0,-1.3100509354985124,-1.2461041908316104,0.0
2018-11-30,1.0,-0.13253984264676216,-1.3555073633245915,-0.0,-1.312386524107323,-1.2428888440589065,0.0
2018-12-03,1.0,-0.12608541105976745,-1.371654902757325,-0.0,-1.3264611790991723,-1.253795764992637,0.0
2018-12-04,1.0,-0.11913083118067164,-1.371827989667224,-0.0,-1.3229499062959023,-1.2511269817150383,0.0
2018-12-06,1.0,-0.09978955611021385,-1.2744579846327018,-0.0,-1.3151274898448588,-1.204668917926883,0.0
2018-12-07,1.0,-0.08099009900990098,-1.2949009900990098,-0.0,-1.3376237623762375,-1.236930693069307,0.0
2018-12-10,1.0,-0.013014859878328513,-1.348708487084871,-0.0,-1.3901466041687442,-1.2346664007180612,0.0
2018-12-11,1.0,-0.004743596145203975,-1.3538722724322165,-0.0,-1.38907474908873,-1.2455684825485593,0.0
2018-12-12,1.0,-0.005043191691216857,-1.3537724072502124,-0.0,-1.3887252209517151,-1.2457182803215658,0.0
2018-12-13,1.0,-0.005235863169442505,-1.348708487084871,-0.0,-1.3899471427146703,-1.2425949935175027,0.0
2018-12-14,1.0,-0.01021374121867371,-1.3365054058093766,-0.0,-1.3941507647850133,-1.2413930546559713,0.0
2018-12-17,1.0,-0.011804131446006103,-1.3424698644525586,-0.0,-1.406392237283049,-1.2410843795328366,0.0
2018-12-18,1.0,-0.0,-1.3206311402203037,-0.0,-1.397638185968046,-1.243475240647018,0.0
2018-12-19,1.0,-0.0,-1.3411569583354273,-0.0,-1.4228275619440116,-1.2618987787103584,0.0
2018-12-20,1.0,-0.0,-1.3182113090782053,-0.0,-1.4228676947646854,-1.249688077057444,0.0
2018-12-21,1.0,-0.0,-1.316949152542373,-0.0,-1.4221834496510468,-1.245912263210369,0.0
2018-12-24,1.0,-0.0,-1.275724028862311,-0.0,-1.4015518434318475,-1.2649006622516556,0.0
2018-12-26,1.0,-0.0,-1.2873692443054061,-0.0,-1.3609345977123863,-1.2397595072832144,0.0
2018-12-27,1.0,-0.0,-1.209535349769306,-0.0,-1.2306007363564337,-1.2203476720883628,0.0
2018-12-28,1.0,-0.0,-1.215766668219727,-0.0,-1.227833946792154,-1.2155803009830874,0.0
2018-12-31,1.0,-0.0,-1.2229843225083987,-0.0,-1.2277902202314295,-1.2151455767077266,0.0
2019-01-02,1.0,-0.0,-1.2209692451071759,-0.0,-1.2239981360671015,-1.2148648648648648,0.0
2019-01-03,1.0,-0.0,-1.2322971450037565,-0.0,-1.2165664913598797,-1.2468538692712245,0.0
2019-01-04,1.0,-0.0,-1.2476922356028304,-0.0,-1.1767489808350127,-1.2613748184246287,0.0
2019-01-07,1.0,-0.0,-1.1997894062170948,-0.0,-1.1533672114636266,-1.2249690976514214,0.0
2019-01-08,1.0,-0.0,-1.1822208017532645,-0.0,-1.1627705232398868,-1.220801753264542,0.0
2019-01-09,1.0,-0.0,-1.1626750604443228,-0.0,-1.1641804662196067,-1.2349801560147804,0.0
2019-01-10,1.0,-0.0,-1.1592597657140253,-0.0,-1.1659145813391678,-1.2329641278089247,0.0
2019-01-11,1.0,-0.0,-1.1437114813969413,-0.0,-1.1721524766035152,-1.2493038119150879,0.0
2019-01-14,1.0,-0.0,-1.148153214774282,-0.0,-1.1846785225718193,-1.2271317829457364,0.0
2019-01-15,1.0,-0.0,-1.1408997488010961,-0.0,-1.1862525690796986,-1.2401004795615436,0.0
2019-01-16,1.0,-0.0,-1.1409472531483849,-0.0,-1.1668643913122834,-1.25506479284541,0.0
2019-01-17,1.0,-0.0,-1.1531988841633511,-0.0,-1.1660035670187954,-1.2538985686193806,0.0
2019-01-18,1.0,-0.0,-1.142007743362832,-0.0,-1.1748248525073748,-1.292311946902655,0.0
2019-01-22,1.0,-0.0,-1.1359393508647242,-0.0,-1.2471926083866383,-1.355081734186212,0.0
2019-01-23,1.0,-0.0,-1.0702228544333807,-0.0,-1.2597439544807967,-1.4116168800379325,0.0
2019-01-24,1.0,-0.0,-1.0765151515151516,-0.0,-1.2452651515151516,-1.4130208333333332,0.0
2019-01-25,1.0,-0.0,-0.9795858850976961,-0.0,-1.3682803538446582,-1.5126373092252356,0.0
2019-01-28,1.0,-0.0,-0.9417927823050057,-0.0,-1.4090512223515717,-1.4997574699262708,0.0
2019-01-29,1.0,-0.0,-0.9370438844020629,-0.0,-1.421183224676462,-1.5070059355843146,0.0
2019-01-30,1.0,-0.0,-0.9393112853733379,-0.0,-1.4233110905460036,-1.5080609809556282,0.0
2019-01-31,1.0,-0.0,-0.9650370081807558,-0.0,-1.3551324503311257,-1.5493280093494353,0.0
2019-02-01,1.0,-0.0,-0.9647173966234402,-0.0,-1.3670173721556154,-1.561830193295816,0.0
2019-02-04,1.0,-0.0,-0.9293811200617433,-0.0,-1.3441705658193046,-1.550142298972553,0.0
2019-02-05,1.0,-0.0,-0.9424477784746008,-0.0,-1.3344589705243861,-1.5473008828211685,0.0
2019-02-06,1.0,-0.0,-0.9314387725562095,-0.0,-1.333880150535559,-1.5595387436070636,0.0
2019-02-07,1.0,-0.0,-0.9338866904738925,-0.0,-1.33881864684876,-1.5530836791815463,0.0
2019-02-08,1.0,-0.0,-0.9230993867419449,-0.0,-1.3538888348096951,-1.590090528570038,0.0
2019-02-11,1.0,-0.0,-0.8945001222195061,-0.0,-1.353752138841359,-1.6405279882669273,0.0
2019-02-12,1.0,-0.0,-0.9164053312426499,-0.0,-1.3587318698549586,-1.6249019992159937,0.0
2019-02-13,1.0,-0.0,-0.9275369409922692,-0.0,-1.3532146002544279,-1.612095116939035,0.0
2019-02-14,1.0,-0.0,-0.9110739081195529,-0.0,-1.3722487567088484,-1.640602688463243,0.0
2019-02-15,1.0,-0.0,-0.953167365048065,-0.0,-1.3531180675375893,-1.6234656149864433,0.0
2019-02-19,1.0,-0.0,-0.935320197044335,-0.0,-1.3692610837438421,-1.6214778325123151,0.0
