Date,IWF,IWM,KN,MTUM,SPY,VLUE,VXX
2018-09-24,-0.5684564033255519,-0.9635499856657247,1.0,-0.1270835893025351,-0.7252324200352214,-0.7112257853135111,0.0
2018-09-25,-0.5690890481064483,-0.9624564994882293,1.0,-0.12839303991811668,-0.7243398157625384,-0.7098874104401228,0.0
2018-09-26,-0.5692528147389969,-0.9627021494370521,1.0,-0.12876151484135107,-0.7242169907881268,-0.7092323439099284,0.0
2018-09-27,-0.5696161087009904,-0.96087419170009,1.0,-0.12932798559384465,-0.7239093067037735,-0.7089301792584105,0.0
2018-09-28,-0.56965703527871,-0.960587705656053,1.0,-0.12973725137104034,-0.7237865269706147,-0.7088483261029712,0.0
2018-10-01,-0.5690150086114983,-0.965389977856147,1.0,-0.13064873287952103,-0.7246780939883539,-0.7109407036824408,0.0
2018-10-02,-0.5712925789495469,-1.011216423161293,1.0,-0.12023508960721825,-0.7257977732709738,-0.7103596705434378,0.0
2018-10-03,-0.5709084891610128,-1.0074052622869436,1.0,-0.12005626344530863,-0.7265431077279497,-0.7120635445970545,0.0
2018-10-04,-0.5719897452861397,-1.0043003638769434,1.0,-0.12069963612305656,-0.7277125372146874,-0.7102216341382732,0.0
2018-10-05,-0.5747007414157314,-1.011928923497494,1.0,-0.11572712587499481,-0.7293211282773474,-0.7103094064532163,0.0
2018-10-08,-0.5766723414856954,-1.0164016110949632,1.0,-0.11659676950546029,-0.7300585475231491,-0.7125358136444796,0.0
2018-10-09,-0.5790807845744681,-1.0174119015957446,1.0,-0.12071974734042554,-0.7285987367021277,-0.7097739361702128,0.0
2018-10-10,-0.5792338374605285,-1.017284360977231,1.0,-0.12057503739405019,-0.7286853913910587,-0.7090742895130464,0.0
2018-10-11,-0.5354107648725213,-1.0163496560097127,1.0,-0.05499797652772157,-0.7160663698907325,-0.7241197895588831,0.0
2018-10-12,-0.5482954545454546,-1.0114836747759284,1.0,-0.049175736235595395,-0.6938620358514725,-0.6984635083226632,0.0
2018-10-15,-0.5437832220934414,-1.0196634826745534,1.0,-0.0401662603413133,-0.6937772271292115,-0.6992526277926542,0.0
2018-10-16,-0.5404612664738027,-1.051711668273867,1.0,-0.020491803278688527,-0.7007794921247188,-0.7045965927354548,0.0
2018-10-17,-0.5257719714964371,-1.017102137767221,1.0,-0.007007125890736343,-0.6971100554235946,-0.7118368962787015,0.0
2018-10-18,-0.5284365828507972,-1.0226064884587929,1.0,-0.00464027920996272,-0.6967161100975648,-0.7136908066946935,0.0
2018-10-19,-0.5150250088614076,-1.012366586585798,1.0,-0.0,-0.6980819975581898,-0.7128903942341774,0.0
2018-10-22,-0.5149988189906306,-1.0078340288166285,1.0,-0.0,-0.6995905834186285,-0.7142744665774348,0.0
2018-10-23,-0.5191134207314673,-1.0082280225187985,1.0,-0.0,-0.6967048541396007,-0.7127672138892169,0.0
2018-10-24,-0.5180139386541719,-1.0029137299681066,1.0,-0.0,-0.6989408197818641,-0.7175650667401663,0.0
2018-10-25,-0.48713530898231105,-0.9587640707558006,1.0,-0.0,-0.6974117466881078,-0.6854276744007963,0.0
2018-10-26,-0.5509165390822196,-1.0539164977034798,1.0,-0.005048206231638184,-0.7593412504655108,-0.7686928456159225,0.0
2018-10-29,-0.5466826406676031,-1.0575890275138395,1.0,-0.0,-0.7574155168140131,-0.76951995373048,0.0
2018-10-30,-0.5383249359874452,-1.0576112992483686,1.0,-0.0,-0.7576608573552491,-0.776245147435368,0.0
2018-10-31,-0.5386390800807814,-1.0527964390223796,1.0,-0.0,-0.7559658739644726,-0.7741416972344722,0.0
2018-11-01,-0.5386200642980793,-1.0528810485532933,1.0,-0.0,-0.75599703239634,-0.7741736048141126,0.0
2018-11-02,-0.541591468416735,-1.032157506152584,1.0,-0.0,-0.759064807219032,-0.7689499589827727,0.0
2018-11-05,-0.5466622794389833,-1.0234853781927364,1.0,-0.0,-0.7615267552338255,-0.7813515403282194,0.0
2018-11-06,-0.550991035446994,-1.0267702936096719,1.0,-0.0,-0.7582449214573567,-0.7762151492721441,0.0
2018-11-07,-0.5501130059584959,-1.0268337785083212,1.0,-0.0,-0.7566878980891719,-0.7756728991164988,0.0
2018-11-08,-0.5092403303622537,-1.0376972769645925,1.0,-0.0,-0.7493662605282525,-0.7922969989369532,0.0
2018-11-09,-0.510123941587925,-1.0380823822963963,1.0,-0.0,-0.7493352967644291,-0.7929398290178754,0.0
2018-11-12,-0.5092717121082447,-1.0246566409911562,1.0,-0.0,-0.7521701919550067,-0.7893793047234788,0.0
2018-11-13,-0.5286494145101471,-1.0538817352169023,1.0,-0.0,-0.7730549652039839,-0.8116431220569238,0.0
2018-11-14,-0.5314612367520655,-1.053742802303263,1.0,-0.0,-0.7752232329132939,-0.8121505466076943,0.0
2018-11-15,-0.5321319563490404,-1.0619642931805828,1.0,-0.0,-0.7878496466948195,-0.7991386879625371,0.0
2018-11-16,-0.5312591355188975,-1.0584673209438296,1.0,-0.0,-0.7867195656713301,-0.7997911881394864,0.0
2018-11-19,-0.5309054460407618,-1.0586368192449047,1.0,-0.0,-0.7869612429001003,-0.7999081189442032,0.0
2018-11-20,-0.5066921606118547,-1.0531631889600133,1.0,-0.0,-0.7868484495801813,-0.8099176988943387,0.0
2018-11-21,-0.5171261142291185,-1.0483245295477055,1.0,-0.0,-0.7856140640475404,-0.7757510729613734,0.0
2018-11-23,-0.517286904860137,-1.0468272959815166,1.0,-0.0,-0.7859146794289957,-0.7757240696427097,0.0
2018-11-26,-0.5159772108000991,-1.0565188671455703,1.0,-0.0,-0.7833374618115763,-0.7726447031624144,0.0
2018-11-27,-0.49958684514956203,-1.0744505040489176,1.0,-0.0,-0.7850768468021814,-0.7723929928937365,0.0
2018-11-28,-0.49956616948312194,-1.0755691443209519,1.0,-0.0,-0.7844895260918069,-0.7720943684667191,0.0
2018-11-29,-0.46150384552446405,-1.0629193258059237,1.0,-0.0,-0.7846097201767305,-0.7819914907543773,0.0
