Date,INO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7941140404659718,-1.8541385652973636,-0.1587369711833231,-1.1827099938687922,-1.1415695892090743,0.0
2018-09-25,1.0,-0.8061419164256262,-1.8555603421749032,-0.17145670502800173,-1.1835805280324943,-1.137485383715921,0.0
2018-09-26,1.0,-0.8205478601155352,-1.8785638859556493,-0.18473197092987143,-1.1948568234051804,-1.1328653953661718,0.0
2018-09-27,1.0,-0.8464727683899743,-1.8712858847917582,-0.19523839437150575,-1.2171618820277654,-1.1516426911238142,0.0
2018-09-28,1.0,-0.8757581561642086,-1.891591649109366,-0.19683330141096853,-1.2445253144352935,-1.1758283853667881,0.0
2018-10-01,1.0,-0.8772030651340996,-1.8900383141762456,-0.19699872286079184,-1.2454022988505749,-1.1759897828863346,0.0
2018-10-02,1.0,-0.8791843016544825,-1.9208670001282544,-0.19122739515198153,-1.2457996665384123,-1.1755803514172118,0.0
2018-10-03,1.0,-0.9957283212302436,-2.036166880250605,-0.20404385590203616,-1.4698846646732167,-1.4136408942047556,0.0
2018-10-04,1.0,-1.0045590539962959,-2.0243624447927053,-0.20608348767630716,-1.4814076079213563,-1.4071092748254737,0.0
2018-10-05,1.0,-1.0000711794433768,-2.031746031746032,-0.1907609082496975,-1.4857997010463377,-1.4096376966332123,0.0
2018-10-08,1.0,-0.9960954138861279,-2.0259122533011498,-0.1861422689194945,-1.4850205878176912,-1.406005963367883,0.0
2018-10-09,1.0,-1.0004265605004976,-2.029290487700839,-0.19202331864069386,-1.4844305417318358,-1.4031707663870323,0.0
2018-10-10,1.0,-1.0002844141069398,-2.0305745164960185,-0.19069965870307168,-1.4850682593856657,-1.4037258248009103,0.0
2018-10-11,1.0,-0.8897189856065799,-2.0312542837559975,-0.03296778615490062,-1.4593557230980123,-1.4407128169979437,0.0
2018-10-12,1.0,-0.9378818038300503,-2.057382112705059,-0.020317111675475327,-1.439632095545336,-1.4086759557965545,0.0
2018-10-15,1.0,-0.9029478147869502,-2.094931947199234,-0.0,-1.4325285548184117,-1.4090691471171601,0.0
2018-10-16,1.0,-0.8947512488879764,-2.1103127352357487,-0.0,-1.430712379388216,-1.407376993088346,0.0
2018-10-17,1.0,-0.8430209305425944,-2.0158645513931477,-0.0,-1.4024796693774164,-1.4044127449673378,0.0
2018-10-18,1.0,-0.8423087176752865,-2.0149293521727536,-0.0,-1.403292455345241,-1.4043588376432952,0.0
2018-10-19,1.0,-0.8049248692659031,-1.9939101078970012,-0.0,-1.4124578010193949,-1.408088965380287,0.0
2018-10-22,1.0,-0.8051458429790331,-1.985581056948211,-0.0,-1.4139824062437993,-1.4094847542826907,0.0
2018-10-23,1.0,-0.8016715309100556,-1.9912443618997082,-0.0,-1.4233881666224462,-1.4168214380472275,0.0
2018-10-24,1.0,-0.7974297827239003,-1.984631690514043,-0.0,-1.4232909379968202,-1.4189189189189189,0.0
2018-10-25,1.0,-0.7237854889589905,-1.86788643533123,-0.0,-1.3874447949526814,-1.330031545741325,0.0
2018-10-26,1.0,-0.6918922274646138,-1.83213310156444,-0.0,-1.3803700024832382,-1.3037000248323813,0.0
2018-10-29,1.0,-0.6446178620091664,-1.8627523844915153,-0.0,-1.363681407159668,-1.3224328006936703,0.0
2018-10-30,1.0,-0.642578487832064,-1.862530187627717,-0.0,-1.3634899993807665,-1.3236732924639298,0.0
2018-10-31,1.0,-0.6523876836088747,-1.818204166922746,-0.0,-1.3611947636900008,-1.3140556818880216,0.0
2018-11-01,1.0,-0.6143822987092808,-1.8519360786724033,-0.0,-1.3622618315918869,-1.3177012907191148,0.0
2018-11-02,1.0,-0.6213515325086832,-1.7980013405642556,-0.0,-1.3699957345682774,-1.3040643470842728,0.0
2018-11-05,1.0,-0.6127555691180958,-1.8292950869697895,-0.0,-1.3754043332316144,-1.2856270979554472,0.0
2018-11-06,1.0,-0.6192190359975595,-1.8337400854179378,-0.0,-1.3702867602196462,-1.2780353874313606,0.0
2018-11-07,1.0,-0.6191787528303042,-1.8427268832996757,-0.0,-1.3736001468698367,-1.2840707423046325,0.0
2018-11-08,1.0,-0.574509211718514,-1.835336756266989,-0.0,-1.3490788281485957,-1.2816067653276955,0.0
2018-11-09,1.0,-0.5744655151588356,-1.8346418649595362,-0.0,-1.3491363691267062,-1.2811329870757338,0.0
2018-11-12,1.0,-0.5772908848807651,-1.802929427430093,-0.0,-1.3843360367994189,-1.2879796634789975,0.0
2018-11-13,1.0,-0.5487044145873321,-1.7963051823416507,-0.0,-1.3772792706333972,-1.2757917466410749,0.0
2018-11-14,1.0,-0.5482090358192836,-1.7973240535189294,-0.0,-1.377812443751125,-1.2765344693106138,0.0
2018-11-15,1.0,-0.5482940893801057,-1.8063431042767901,-0.0,-1.391458433445459,-1.2606919750120136,0.0
2018-11-16,1.0,-0.542593921990907,-1.7897224216319694,-0.0,-1.3858578607322325,-1.2641182100981097,0.0
2018-11-19,1.0,-0.5406715747890106,-1.7914646555336087,-0.0,-1.387921230621895,-1.2653977374753096,0.0
2018-11-20,1.0,-0.4673990498812352,-1.777019002375297,-0.0,-1.3940023752969122,-1.2998218527315915,0.0
2018-11-21,1.0,-0.4832389046270066,-1.7741383380547686,-0.0,-1.398725212464589,-1.2457507082152974,0.0
2018-11-23,1.0,-0.4844182621502209,-1.7588217967599409,-0.0,-1.4022974963181147,-1.2455375552282768,0.0
2018-11-26,1.0,-0.4828845813939787,-1.7687503682318977,-0.0,-1.3986331231956637,-1.2415012078006245,0.0
2018-11-27,1.0,-0.46641703721039085,-1.7695413058740932,-0.0,-1.3860870582728764,-1.2286449801076527,0.0
2018-11-28,1.0,-0.4668538997132994,-1.7708735591831957,-0.0,-1.3850564624656252,-1.2282487859107132,0.0
2018-11-29,1.0,-0.41410707082348874,-1.7431568028582953,-0.0,-1.3736529706678962,-1.2317754855068288,0.0
2018-11-30,1.0,-0.4131512217611803,-1.7437759336099585,-0.0,-1.374020285846012,-1.2320769940064547,0.0
2018-12-03,1.0,-0.40904377880184334,-1.7453917050691243,-0.0,-1.3742511520737326,-1.2316820276497695,0.0
2018-12-04,1.0,-0.3941446613088404,-1.7517221584385763,-0.0,-1.36699196326062,-1.2276693455797933,0.0
2018-12-06,1.0,-0.3755417268585398,-1.6389043227025226,-0.0,-1.3679853317035227,-1.1737415268363152,0.0
2018-12-07,1.0,-0.3810158941869512,-1.6388796265421808,-0.0,-1.3683450038901857,-1.1691675002778705,0.0
2018-12-10,1.0,-0.3310091138684529,-1.6491709673877237,-0.0,-1.3703195344240695,-1.139837487646865,0.0
2018-12-11,1.0,-0.3383846702904519,-1.6464613188381927,-0.0,-1.3720419480590789,-1.1336957118541702,0.0
2018-12-12,1.0,-0.3390249258811903,-1.6460964093554407,-0.0,-1.371856813440211,-1.1333589546502691,0.0
2018-12-13,1.0,-0.33914569282228435,-1.6412238855074848,-0.0,-1.3724845095136262,-1.130503920600976,0.0
