Date,ABBV,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5786316613057463,-0.8823785099539252,-0.21477005998435192,-0.8689472311570895,-0.8019647048596019,0.0
2018-09-25,1.0,-0.5844466686975065,-0.8807171765525045,-0.22220288089124854,-0.8670525262195918,-0.7973802167196136,0.0
2018-09-26,1.0,-0.5852628830083566,-0.8817896935933148,-0.22397284122562675,-0.8666434540389972,-0.7946552924791086,0.0
2018-09-27,1.0,-0.5895840584754611,-0.8720414201183432,-0.22702749738948833,-0.867386007657501,-0.7948572920292377,0.0
2018-09-28,1.0,-0.5879051555362192,-0.8733086795736349,-0.22762671307374374,-0.8670437241679356,-0.7947792038285839,0.0
2018-10-01,1.0,-0.5876952530130966,-0.8737327589957794,-0.22799460470782754,-0.8667710916764565,-0.794848366183701,0.0
2018-10-02,1.0,-0.5887931784564516,-0.8633951100669972,-0.23192377969198644,-0.868920212303141,-0.7973984164273906,0.0
2018-10-03,1.0,-0.5884245771187546,-0.859459929556029,-0.2316389094229682,-0.869678653737444,-0.7991911988520242,0.0
2018-10-04,1.0,-0.5877257889009794,-0.8628509249183896,-0.23199129488574535,-0.8685963003264416,-0.8013928182807399,0.0
2018-10-05,1.0,-0.5791140613475638,-0.8573473903423142,-0.22109419063733785,-0.8739641633042649,-0.8070198273243959,0.0
2018-10-08,1.0,-0.5774886141834743,-0.8546085447842117,-0.21453047061374972,-0.8823248752981999,-0.8085447842116678,0.0
2018-10-09,1.0,-0.5753341433778858,-0.8558843950703002,-0.20825377538621764,-0.8862176705433085,-0.8137910085054678,0.0
2018-10-10,1.0,-0.5761572166066549,-0.8546266973233266,-0.20918832154787212,-0.8866860439894148,-0.8115049238644745,0.0
2018-10-11,1.0,-0.5174650275540483,-0.8624841034336583,-0.11776176345909284,-0.8893175074183977,-0.8520559559135228,0.0
2018-10-12,1.0,-0.5237496858507162,-0.8518890843595543,-0.11129261958616067,-0.8715338862360728,-0.830191840495937,0.0
2018-10-15,1.0,-0.5078183794631658,-0.8776653566351701,-0.08750731666527302,-0.8728572623129025,-0.8351032695041392,0.0
2018-10-16,1.0,-0.5089928057553957,-0.874686297473649,-0.09022084657855112,-0.8731805253471642,-0.8355780491885562,0.0
2018-10-17,1.0,-0.4926891552370361,-0.8367725194612629,-0.07545615552535112,-0.8700934964372502,-0.8438156431483999,0.0
2018-10-18,1.0,-0.49137043292004773,-0.834658318573135,-0.07657453556864521,-0.8723483132182723,-0.8441734975491205,0.0
2018-10-19,1.0,-0.4811753151088558,-0.82407104272385,-0.06445408413815681,-0.8770256997871992,-0.8455966606645933,0.0
2018-10-22,1.0,-0.4804556256658199,-0.8296320576907318,-0.07010571171023519,-0.8739244448086536,-0.84323527001557,0.0
2018-10-23,1.0,-0.4799784892860097,-0.8444609911475137,-0.05423181931000248,-0.8969967733929014,-0.8610076942169272,0.0
2018-10-24,1.0,-0.4797188339880091,-0.8437461236303493,-0.05032044655778375,-0.8986148439115154,-0.8623940458962166,0.0
2018-10-25,1.0,-0.44593020921174154,-0.7932779183230936,-0.04172188089788379,-0.9043087178251616,-0.8303417258964783,0.0
2018-10-26,1.0,-0.4353863292750855,-0.7818492878172992,-0.03007877775125328,-0.9085700644545237,-0.8227898464231718,0.0
2018-10-29,1.0,-0.41904799651222707,-0.7940628591811661,-0.013634021640045976,-0.9038484404106061,-0.8328246997740876,0.0
2018-10-30,1.0,-0.4056027299420681,-0.7983493373541781,-0.0031346718514403617,-0.9093325926513769,-0.8515197206570907,0.0
2018-10-31,1.0,-0.41171366594360087,-0.7723525931768882,-0.004535594557286532,-0.9087753894695327,-0.846618024058371,0.0
2018-11-01,1.0,-0.3618795605805469,-0.8452008660091412,-0.0,-0.9315211290193248,-0.8707000240558095,0.0
2018-11-02,1.0,-0.3639557631652493,-0.8292410268694853,-0.0,-0.933045873757336,-0.8662514472791152,0.0
2018-11-05,1.0,-0.361546749670777,-0.8352687657129175,-0.0,-0.9330779360708729,-0.8607286803144579,0.0
2018-11-06,1.0,-0.3541959587032499,-0.8347326557666813,-0.0,-0.9484995781946731,-0.8797653958944281,0.0
2018-11-07,1.0,-0.3538270018472412,-0.8345112842341981,-0.0,-0.947915830053811,-0.879447433941049,0.0
2018-11-08,1.0,-0.3379219535551831,-0.8315776873354082,-0.0,-0.9409065517516558,-0.8797382491421275,0.0
2018-11-09,1.0,-0.33671391495308445,-0.8325414254342184,-0.0,-0.9435016969454981,-0.8800958275104811,0.0
2018-11-12,1.0,-0.3375633504928369,-0.8089708288439285,-0.0,-0.9627279620096573,-0.8813599904226027,0.0
2018-11-13,1.0,-0.2992241893773622,-0.8113387706385518,-0.0,-0.9804257012134474,-0.8875273522975929,0.0
2018-11-14,1.0,-0.2983434214718063,-0.8133163427843262,-0.0,-0.9814829563555272,-0.889057024530105,0.0
2018-11-15,1.0,-0.29751342749154563,-0.8153172866520787,-0.0,-0.9867515416749552,-0.8789735428685099,0.0
2018-11-16,1.0,-0.2958551691281563,-0.8093933619183739,-0.0,-0.9845164363982849,-0.8803398443703351,0.0
2018-11-19,1.0,-0.2933158480368781,-0.811436973454141,-0.0,-0.9872436814496902,-0.8819742489270387,0.0
2018-11-20,1.0,-0.25773318057914907,-0.8022755106071978,-0.0,-0.9916248567929522,-0.8989452060206218,0.0
2018-11-21,1.0,-0.26312490205296973,-0.7943895941075065,-0.0,-0.9903620122237893,-0.8700047014574518,0.0
2018-11-23,1.0,-0.26727694181432443,-0.7722075983184694,-0.0,-1.0099006011079246,-0.8794641103209838,0.0
2018-11-26,1.0,-0.2666116870876532,-0.7749371661954132,-0.0,-1.0080505812126923,-0.8775526233113415,0.0
2018-11-27,1.0,-0.2551511123274817,-0.7789811158462682,-0.0,-1.0034405911561168,-0.8721507604488408,0.0
2018-11-28,1.0,-0.2588184629839878,-0.7684297067689778,-0.0,-1.0106878596875857,-0.8770308890889872,0.0
2018-11-29,1.0,-0.22412924722017744,-0.755879276277556,-0.0,-1.0092596179923288,-0.8850490101119678,0.0
2018-11-30,1.0,-0.22494958895610362,-0.7579494338451993,-0.0,-1.0131456491391344,-0.8816891577477897,0.0
2018-12-03,1.0,-0.2307331194742195,-0.7663719583757139,-0.0,-1.0235114623268913,-0.891440419372506,0.0
2018-12-04,1.0,-0.21789259751426565,-0.7762448213866959,-0.0,-1.0218478855624171,-0.8924020948956461,0.0
2018-12-06,1.0,-0.20691756818528115,-0.7086698156330947,-0.0,-1.0276931281426176,-0.8659530702422673,0.0
2018-12-07,1.0,-0.20788421253094647,-0.7083222243382212,-0.0,-1.0279184917158637,-0.8647114835269473,0.0
2018-12-10,1.0,-0.1871318531943815,-0.7072949705482554,-0.0,-1.0286965715148768,-0.8527412777526053,0.0
2018-12-11,1.0,-0.1949920688873782,-0.7049626104690686,-0.0,-1.030893572022056,-0.8458720447163682,0.0
2018-12-12,1.0,-0.1966983983076458,-0.7048579631308552,-0.0,-1.0315049864007253,-0.8444771834391054,0.0
2018-12-13,1.0,-0.19646024378278426,-0.7007811615532662,-0.0,-1.0343031812521226,-0.8421827238763727,0.0
2018-12-14,1.0,-0.19827976459936625,-0.6971480307831598,-0.0,-1.0352723706051004,-0.8417458880338011,0.0
