Date,BHP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.36783790194151733,-0.541930674617965,-0.09273879307423846,-0.6832582251888998,-0.7025717480432352,0.0
2018-09-25,1.0,-0.36932664950548705,-0.5403739330713995,-0.09531228830781736,-0.6817843110689609,-0.7002777401436119,0.0
2018-09-26,1.0,-0.372962510187449,-0.5460812279271937,-0.10058408041293126,-0.6824572127139364,-0.693697364846509,0.0
2018-09-27,1.0,-0.3734003190875454,-0.5443837197460878,-0.10112359550561797,-0.6822023829729454,-0.6934383380291251,0.0
2018-09-28,1.0,-0.3716943341141325,-0.5460501748311097,-0.1017075737515701,-0.6819771191906848,-0.6933496282717181,0.0
2018-10-01,1.0,-0.3713538660056369,-0.5470134809331387,-0.10207477333695543,-0.681720941288329,-0.6935040239057354,0.0
2018-10-02,1.0,-0.373394931720905,-0.531591820096474,-0.1078537944153815,-0.6859841021808548,-0.6981452544330458,0.0
2018-10-03,1.0,-0.37304767078636425,-0.5257028385169088,-0.10719136221648784,-0.6878310471275295,-0.701616189053375,0.0
2018-10-04,1.0,-0.3783076870817623,-0.5187336526376576,-0.10791806786915317,-0.6947926220319984,-0.6971024831006489,0.0
2018-10-05,1.0,-0.3660064330455392,-0.5099373624513289,-0.09527679024885728,-0.7050956492297275,-0.7095310648383274,0.0
2018-10-08,1.0,-0.36561177864274835,-0.5093924521915721,-0.09449991538331359,-0.7055000846166863,-0.7095955322389575,0.0
2018-10-09,1.0,-0.3653963311446558,-0.5093752115345562,-0.09395518851959656,-0.7058146618831652,-0.7099776619508563,0.0
2018-10-10,1.0,-0.3668572975533823,-0.5078339142499408,-0.09559744171094041,-0.7067781124158234,-0.7069134716253257,0.0
2018-10-11,1.0,-0.33167940193840756,-0.49889186596539975,-0.048956369289801856,-0.703317786378221,-0.7250504449075451,0.0
2018-10-12,1.0,-0.34675145872943025,-0.4927555235035731,-0.04612207434603029,-0.6870779518783191,-0.7053038746476102,0.0
2018-10-15,1.0,-0.33047266533459985,-0.521504143601166,-0.02178256739493596,-0.6897376265190475,-0.7120770415015232,0.0
2018-10-16,1.0,-0.3280865715691097,-0.5344810624692572,-0.012756189539268731,-0.6911952779144122,-0.7127397934087555,0.0
2018-10-17,1.0,-0.3128276486958773,-0.5000647207300498,-0.0,-0.6942269108795547,-0.7289172221862662,0.0
2018-10-18,1.0,-0.31417736289381565,-0.5041812524309607,-0.0,-0.6930182808245818,-0.729936470893297,0.0
2018-10-19,1.0,-0.306802765036501,-0.4981264939595581,-0.0,-0.6942954971251372,-0.7309580722268879,0.0
2018-10-22,1.0,-0.30666881963507187,-0.49094138543516874,-0.0,-0.6977878249636688,-0.7340545777490716,0.0
2018-10-23,1.0,-0.3135467183963789,-0.4927901713546718,-0.0,-0.694115745231167,-0.7326543808600064,0.0
2018-10-24,1.0,-0.3128440961202151,-0.49646997862555864,-0.0,-0.6958028369713065,-0.7334671934710797,0.0
2018-10-25,1.0,-0.2929629277265087,-0.4658928741318619,-0.0,-0.6967621222211651,-0.7156629562680367,0.0
2018-10-26,1.0,-0.277068661971831,-0.45554577464788737,-0.0,-0.7030935613682093,-0.7081551810865192,0.0
2018-10-29,1.0,-0.254167711205816,-0.4664389571321133,-0.0,-0.6948483329155176,-0.7181624467285034,0.0
2018-10-30,1.0,-0.25140977443609025,-0.4663220551378447,-0.0,-0.6948308270676692,-0.7203007518796993,0.0
2018-10-31,1.0,-0.25313533412366634,-0.45660447994010106,-0.0,-0.6927684532351657,-0.7172271791352093,0.0
2018-11-01,1.0,-0.25201958766102117,-0.4573469324100933,-0.0,-0.6925548173793705,-0.7171017747418983,0.0
2018-11-02,1.0,-0.24981890334162704,-0.4813076753488079,-0.0,-0.6931750181096659,-0.725237000409436,0.0
2018-11-05,1.0,-0.248772040302267,-0.48384760705289676,-0.0,-0.693198992443325,-0.7227959697732997,0.0
2018-11-06,1.0,-0.2499055534567435,-0.4845107669059313,-0.0,-0.6922931620702684,-0.721540108298703,0.0
2018-11-07,1.0,-0.24906313966304516,-0.48647457093371127,-0.0,-0.6914186742245316,-0.7221225003936388,0.0
2018-11-08,1.0,-0.23000187628994934,-0.485896553880793,-0.0,-0.6847520170116955,-0.7264994683845143,0.0
2018-11-09,1.0,-0.2317088449010273,-0.487503132047106,-0.0,-0.6848534201954397,-0.727981708844901,0.0
2018-11-12,1.0,-0.23099287232712268,-0.4822433412529699,-0.0,-0.6860385144429161,-0.7268975865949732,0.0
2018-11-13,1.0,-0.2045108577464351,-0.478548572493709,-0.0,-0.6943365746062319,-0.7292553356736773,0.0
2018-11-14,1.0,-0.2038729329852045,-0.4795785154792988,-0.0,-0.6947967176426707,-0.7300136764888724,0.0
2018-11-15,1.0,-0.20311044887316076,-0.4795430558142423,-0.0,-0.6967157136648663,-0.7248711740237164,0.0
2018-11-16,1.0,-0.20226913419510836,-0.47617719086146504,-0.0,-0.6955578288229641,-0.7259059487274869,0.0
2018-11-19,1.0,-0.19941030415890754,-0.47827436374922405,-0.0,-0.6984481688392303,-0.7275294847920547,0.0
2018-11-20,1.0,-0.16156530870679806,-0.4704265373567656,-0.0,-0.7057479074651759,-0.7508725329709361,0.0
2018-11-21,1.0,-0.16076923076923075,-0.4665846153846154,-0.0,-0.7051999999999999,-0.7443692307692308,0.0
2018-11-23,1.0,-0.1610571006645336,-0.46597341865616543,-0.0,-0.7052670440561162,-0.7442776273689392,0.0
2018-11-26,1.0,-0.16334451068057626,-0.4637667660208644,-0.0,-0.7200695479384004,-0.7576068057625436,0.0
2018-11-27,1.0,-0.15177050094488675,-0.47244338424362586,-0.0,-0.7185786424610427,-0.7551658973326311,0.0
2018-11-28,1.0,-0.15062930125860252,-0.4796639593279187,-0.0,-0.7160084320168641,-0.753704507409015,0.0
2018-11-29,1.0,-0.13917462272867262,-0.4732060363412381,-0.0,-0.7129966122574685,-0.754388666461349,0.0
2018-11-30,1.0,-0.13841982004190806,-0.4734685073339086,-0.0,-0.7131147540983607,-0.7564710957722175,0.0
2018-12-03,1.0,-0.13416666666666666,-0.47787037037037033,-0.0,-0.7161728395061728,-0.758179012345679,0.0
2018-12-04,1.0,-0.13996511772766912,-0.48087703999003373,-0.0,-0.7276068269590134,-0.7660396162950045,0.0
2018-12-06,1.0,-0.13507007921998782,-0.423126142595978,-0.0,-0.7389396709323584,-0.7497867154174284,0.0
2018-12-07,1.0,-0.12645153404229312,-0.426934360102677,-0.0,-0.7433993399339934,-0.7590759075907592,0.0
2018-12-10,1.0,-0.09970594476611999,-0.4330493830903083,-0.0,-0.7505684057355928,-0.7481735229029618,0.0
2018-12-11,1.0,-0.10749590636181697,-0.4308023530838741,-0.0,-0.7529565164655224,-0.7410698041118321,0.0
2018-12-12,1.0,-0.11200024341264529,-0.43315280228807884,-0.0,-0.7585955090366945,-0.7388790847684537,0.0
2018-12-13,1.0,-0.11242621554189738,-0.43324408203006143,-0.0,-0.7583216698107467,-0.7386965252844885,0.0
2018-12-14,1.0,-0.12175319720416325,-0.40927265512926164,-0.0,-0.7792631932362726,-0.7419344992827275,0.0
2018-12-17,1.0,-0.12042748091603053,-0.4090076335877863,-0.0,-0.7818015267175572,-0.7421679389312976,0.0
2018-12-18,1.0,-0.10118393750762847,-0.4002807274502624,-0.0,-0.7907665079946296,-0.7591236421335286,0.0
2018-12-19,1.0,-0.10623034891174944,-0.3993711651759822,-0.0,-0.7886077108580849,-0.7583870081504319,0.0
2018-12-20,1.0,-0.10473845779763531,-0.38795173398984834,-0.0,-0.7933497462083218,-0.7533813561897814,0.0
2018-12-21,1.0,-0.10060818784229478,-0.3877273139883204,-0.0,-0.7979061393688159,-0.7395987775726951,0.0
2018-12-24,1.0,-0.07639453937257029,-0.3654280806437031,-0.0,-0.8003797125033902,-0.7713889642286712,0.0
2018-12-26,1.0,-0.07676435406698565,-0.36949760765550244,-0.0,-0.7827153110047846,-0.7614832535885168,0.0
2018-12-27,1.0,-0.052492293375210844,-0.3490955621473856,-0.0,-0.7400104693770722,-0.766561972895946,0.0
2018-12-28,1.0,-0.046688192686970935,-0.3559356546528202,-0.0,-0.7413095965325653,-0.7649882188672659,0.0
2018-12-31,1.0,-0.04709544171975448,-0.3557611193530558,-0.0,-0.7411641504494284,-0.7649009512173838,0.0
2019-01-02,1.0,-0.0454307638646669,-0.35530752238111846,-0.0,-0.7401755609812812,-0.7657539820951053,0.0
2019-01-03,1.0,-0.05610954443701486,-0.352763322382766,-0.0,-0.749396749716545,-0.7489606651742885,0.0
2019-01-04,1.0,-0.04768534632788026,-0.35372432996867387,-0.0,-0.7476505395057431,-0.7514792899408284,0.0
2019-01-07,1.0,-0.045602982400369904,-0.349160477415253,-0.0,-0.7465248677860301,-0.7486345114585441,0.0
2019-01-08,1.0,-0.048143767848386074,-0.3381602099979808,-0.0,-0.752386996278882,-0.7458966740704416,0.0
2019-01-09,1.0,-0.045013112014062995,-0.3277138987349068,-0.0,-0.7542433935621453,-0.7547621106019999,0.0
2019-01-10,1.0,-0.04585385523776606,-0.32593104640110604,-0.0,-0.7549180563956335,-0.7535643307698954,0.0
2019-01-11,1.0,-0.04483801295896329,-0.3249820014398848,-0.0,-0.7556803455723541,-0.7542692584593232,0.0
2019-01-14,1.0,-0.05352307426398571,-0.3279080486259146,-0.0,-0.7552572449155961,-0.7439937777265656,0.0
2019-01-15,1.0,-0.05186829662092031,-0.3251066774305155,-0.0,-0.7553627032637528,-0.750864952139315,0.0
2019-01-16,1.0,-0.04564709950721881,-0.32679173510849835,-0.0,-0.7520820725627504,-0.7572404253479728,0.0
2019-01-17,1.0,-0.05043783846065215,-0.31947805046664357,-0.0,-0.7521603871413758,-0.7584399124323078,0.0
2019-01-18,1.0,-0.05598913169152503,-0.3216845878136201,-0.0,-0.7494218984853741,-0.7634119551393225,0.0
2019-01-22,1.0,-0.0,-0.2038826448693621,-0.0,-0.8843380528390015,-0.831061158954897,0.0
2019-01-23,1.0,-0.0,-0.192052591418677,-0.0,-0.8904149791629983,-0.8523214180900394,0.0
