Date,CSV,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.1479014351475765,-0.7278906038451123,-0.0,-0.4263200649878148,-0.4057135120498239,0.0
2018-09-25,1.0,-0.14531101129712806,-0.7339322172315231,-0.0,-0.4310330747243773,-0.41192323397305025,0.0
2018-09-26,1.0,-0.1452293453110113,-0.7339594392268954,-0.0,-0.4310330747243773,-0.41195045596842245,0.0
2018-09-27,1.0,-0.1476364031986074,-0.7289343415111789,-0.0,-0.4313224174509057,-0.41198389816678455,0.0
2018-09-28,1.0,-0.14523206061101573,-0.7338184394843703,-0.0,-0.4327255879868095,-0.4135121140271987,0.0
2018-10-01,1.0,-0.14543075958681964,-0.7337221661987954,-0.0,-0.4327491755471369,-0.4135619089149928,0.0
2018-10-02,1.0,-0.1510160603080957,-0.7175243089697366,-0.0,-0.4410029498525074,-0.42180159510542997,0.0
2018-10-03,1.0,-0.15155489971033503,-0.7189976498879598,-0.0,-0.4408372957315407,-0.4212712466524567,0.0
2018-10-04,1.0,-0.1591962058283302,-0.7128327439208267,-0.0,-0.45146256545220276,-0.4179345889190449,0.0
2018-10-05,1.0,-0.15371778738304973,-0.713465010669147,-0.0,-0.4511954916014663,-0.4173004322372381,0.0
2018-10-08,1.0,-0.15084241282324348,-0.7103301384451544,-0.0,-0.45329182709374405,-0.41620927882908715,0.0
2018-10-09,1.0,-0.1480267649870272,-0.7103372934589649,-0.0,-0.4544312440256726,-0.4182985115389868,0.0
2018-10-10,1.0,-0.14875784875784875,-0.7096915096915097,-0.0,-0.45487305487305485,-0.41668031668031663,0.0
2018-10-11,1.0,-0.08934862652644963,-0.702762840719451,-0.0,-0.43476993986914253,-0.42208153426399303,0.0
2018-10-12,1.0,-0.08767890316334807,-0.6984484157094639,-0.0,-0.4223553729820247,-0.40799078992124344,0.0
2018-10-15,1.0,-0.08492169320469581,-0.7000549062671583,-0.0,-0.42204617355609597,-0.4075613773629304,0.0
2018-10-16,1.0,-0.08452508562315354,-0.7006719129911894,-0.0,-0.42184109388480745,-0.4073831995607728,0.0
2018-10-17,1.0,-0.07115448996935438,-0.6759547783987021,-0.0,-0.4173212124333651,-0.4108573047307563,0.0
2018-10-18,1.0,-0.07060459367597074,-0.675043773818107,-0.0,-0.4183232052734576,-0.410958904109589,0.0
2018-10-19,1.0,-0.0623847099815536,-0.6728581676573068,-0.0,-0.4176060668169707,-0.40917708546833365,0.0
2018-10-22,1.0,-0.06295318865459018,-0.6722437162110225,-0.0,-0.4176894104383919,-0.4093110251351559,0.0
2018-10-23,1.0,-0.06090771480616774,-0.67319188239218,-0.0,-0.4204017754060087,-0.41111424686353487,0.0
2018-10-24,1.0,-0.05988793502287565,-0.6777103788618722,-0.0,-0.42150311006014496,-0.41119621652187327,0.0
2018-10-25,1.0,-0.03459464856230032,-0.6465654952076677,-0.0,-0.42594349041533547,-0.3889027555910543,0.0
2018-10-26,1.0,-0.024957949935688138,-0.6375779162956366,-0.0,-0.428069654694766,-0.38292767388938365,0.0
2018-10-29,1.0,-0.012776328098074934,-0.6419920240263897,-0.0,-0.4224804293240116,-0.38447146866230125,0.0
2018-10-30,1.0,-0.019952154290083114,-0.6431055318519249,-0.0,-0.4233605445532345,-0.3798554763607665,0.0
2018-10-31,1.0,-0.024359759833353752,-0.6269329739002573,-0.0,-0.42276681779193725,-0.3766205121921333,0.0
2018-11-01,1.0,-0.026064142801098474,-0.625980776775206,-0.0,-0.42308258140447236,-0.3768389564535112,0.0
2018-11-02,1.0,-0.25364667747163694,-1.0208137848673549,-0.0,-1.0972020813784866,-0.8934999573488015,0.0
2018-11-05,1.0,-0.24606316151794166,-1.064925565786077,-0.0,-1.1116943464417866,-0.8798296187935635,0.0
2018-11-06,1.0,-0.24310657792376178,-1.0657792376177717,-0.0,-1.121272365805169,-0.8917797562451378,0.0
2018-11-07,1.0,-0.24454167388667478,-1.0684023566106393,-0.0,-1.1246750996361117,-0.8943857217120084,0.0
2018-11-08,1.0,-0.20366650997820607,-1.0647408230417503,-0.0,-1.1076449724370754,-0.8972266142472545,0.0
2018-11-09,1.0,-0.20758273065965374,-1.1007232084155163,-0.0,-1.1475783475783476,-0.9272408503177734,0.0
2018-11-12,1.0,-0.20909090909090908,-1.076899429073342,-0.0,-1.1738252086078174,-0.9319279754062362,0.0
2018-11-13,1.0,-0.1682486022623846,-1.0661379101113855,-0.0,-1.1768300611103888,-0.9228535517704677,0.0
2018-11-14,1.0,-0.16843610521298263,-1.0657364475451747,-0.0,-1.1766260779130735,-0.9225202582658057,0.0
2018-11-15,1.0,-0.1679050971190197,-1.0691348368313562,-0.0,-1.1797245035414765,-0.9286055707643506,0.0
2018-11-16,1.0,-0.1641300588031823,-1.0558630231753718,-0.0,-1.1738152888273954,-0.9299550328606018,0.0
2018-11-19,1.0,-0.16335092120058817,-1.056483003200415,-0.0,-1.1746821209237956,-0.9304125940662572,0.0
2018-11-20,1.0,-0.12555631633002398,-1.0414241698048614,-0.0,-1.172458062307429,-0.9398750427935638,0.0
2018-11-21,1.0,-0.12659188664923676,-1.0246689719153244,-0.0,-1.1609597705996457,-0.9047398161423632,0.0
