Date,AVXL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-11-01,1.0,-2.685840707964602,-4.644424778761062,-1.2527433628318583,-4.070442477876106,-4.045840707964602,0.0
2018-11-02,1.0,-2.6557120500782476,-4.5152147452616935,-1.2037906451051992,-4.0339071465832035,-3.979655712050078,0.0
2018-11-05,1.0,-2.6485734168406396,-4.546102992345163,-1.2018093249826025,-4.03705636743215,-3.9636395267919275,0.0
2018-11-06,1.0,-2.683426769446391,-4.5930273300630695,-1.2028731604765242,-4.060441485634198,-3.9795024526979677,0.0
2018-11-07,1.0,-2.6715009610344223,-4.583784728289358,-1.2018172287261923,-4.047702254062554,-3.9683732308229946,0.0
2018-11-08,1.0,-2.5677806341045413,-4.549100257069409,-1.0954584404455872,-3.9826906598114826,-3.943101970865467,0.0
2018-11-09,1.0,-2.5686341798215513,-4.554735758407688,-1.0976321207961566,-3.9897048730267675,-3.9478380233356214,0.0
2018-11-12,1.0,-2.576949501889385,-4.522329096530402,-1.0924081071796634,-4.025936104431467,-3.958605290278255,0.0
2018-11-13,1.0,-2.480006720430107,-4.45497311827957,-0.9966397849462365,-3.9732862903225805,-3.8960013440860215,0.0
2018-11-14,1.0,-2.479758105157064,-4.4542247606248955,-0.9964723668738451,-3.9726188476398456,-3.895346883924072,0.0
2018-11-15,1.0,-2.4755279919544084,-4.4518940663761315,-0.9879316124706672,-3.9731813610459272,-3.873114314448542,0.0
2018-11-16,1.0,-2.474903474903475,-4.441329528286051,-0.9756588887023669,-3.9894242068155115,-3.905489340271949,0.0
2018-11-19,1.0,-2.4742319959711265,-4.442672486150747,-0.9738123216384086,-3.9902635554809467,-3.9059929494712105,0.0
2018-11-20,1.0,-2.3494747209455022,-4.3640840446487195,-0.8504596191726855,-3.946323046618516,-3.90446487196323,0.0
2018-11-21,1.0,-2.2921258584890594,-4.256668263855614,-0.8196773678326146,-3.8447532343076185,-3.75866475003993,0.0
2018-11-23,1.0,-2.2788736875596562,-4.235443843461661,-0.8055997454661151,-3.8394845688832326,-3.7491250397709193,0.0
2018-11-26,1.0,-2.282321058504703,-4.25904670811414,-0.8013709548860195,-3.844890801849195,-3.7537063605930183,0.0
2018-11-27,1.0,-2.240125885129819,-4.23808025177026,-0.7430369787568843,-3.803147128245476,-3.711250983477577,0.0
2018-11-28,1.0,-2.251266624445852,-4.284357188093731,-0.7411336288790374,-3.823147561747942,-3.732900569981001,0.0
2018-11-29,1.0,-2.131724561942822,-4.181678450660928,-0.6335690132185674,-3.746695358130956,-3.676759913925607,0.0
2018-11-30,1.0,-2.1313364055299537,-4.180337941628264,-0.6311827956989247,-3.7460829493087555,-3.672196620583717,0.0
2018-12-03,1.0,-2.1336923076923076,-4.1932307692307695,-0.6189230769230769,-3.756923076923077,-3.6818461538461538,0.0
2018-12-04,1.0,-2.1083985874405036,-4.2052817442039006,-0.6159987716873946,-3.7469676032550288,-3.6772608628896055,0.0
2018-12-06,1.0,-1.9873343151693668,-3.942857142857143,-0.6375552282768778,-3.646244477172312,-3.51340206185567,0.0
2018-12-07,1.0,-1.9893961708394698,-3.9424153166421205,-0.6391752577319587,-3.64580265095729,-3.5107511045655375,0.0
2018-12-10,1.0,-1.8984566565700272,-3.912880426943603,-0.5792586182027982,-3.6001730852444824,-3.4331458243184767,0.0
2018-12-11,1.0,-1.896377543657093,-3.916871121373935,-0.5778611632270169,-3.60109683937076,-3.439890316062924,0.0
2018-12-12,1.0,-1.897228637413395,-3.9171478060046194,-0.5785219399538106,-3.6019053117782915,-3.439376443418014,0.0
2018-12-13,1.0,-1.8932948810382122,-3.904253785147801,-0.5828406633020908,-3.6064888248017306,-3.432732516222062,0.0
2018-12-14,1.0,-1.8921836764070823,-3.8851302720598815,-0.5893191305599539,-3.602850151144379,-3.425075572189434,0.0
2018-12-17,1.0,-1.8496143958868894,-3.873750357040845,-0.546558126249643,-3.5664095972579264,-3.44515852613539,0.0
2018-12-18,1.0,-1.7927801874912548,-3.7976773471386593,-0.4965719882468168,-3.506786064082832,-3.3980691199104514,0.0
2018-12-19,1.0,-1.7904561403508772,-3.8122105263157895,-0.49782456140350884,-3.5225263157894737,-3.411929824561404,0.0
2018-12-20,1.0,-1.7500000000000002,-3.733960176991151,-0.5160398230088495,-3.4762168141592924,-3.3513550884955756,0.0
2018-12-21,1.0,-1.7076651263930416,-3.6905409078553952,-0.47675998912748024,-3.4297363413971182,-3.286083174775754,0.0
2018-12-24,1.0,-1.631508856039419,-3.595951524836862,-0.4603808762817951,-3.365960846983619,-3.2635504061792515,0.0
2018-12-26,1.0,-1.6031870428422152,-3.573798328108673,-0.4178422152560083,-3.277037617554859,-3.18978578892372,0.0
2018-12-27,1.0,-1.4371053296286942,-3.497979287698914,-0.3210406668350594,-3.1542056074766354,-3.2192472846678455,0.0
2018-12-28,1.0,-1.442926455566905,-3.5569458631256383,-0.3128192032686415,-3.197650663942799,-3.2577885597548515,0.0
2018-12-31,1.0,-1.506288032454361,-3.8086544962812714,-0.3091277890466531,-3.421501014198783,-3.4770791075050713,0.0
2019-01-02,1.0,-1.4964959568733154,-3.8026954177897574,-0.29137466307277626,-3.4130727762803232,-3.4733153638814014,0.0
2019-01-03,1.0,-1.4915620359119752,-3.819360064803564,-0.2724449844741461,-3.426488456865128,-3.4908869987849336,0.0
2019-01-04,1.0,-1.413508391987006,-3.891716296697347,-0.23700595560368165,-3.437060097455333,-3.5561721710882512,0.0
2019-01-07,1.0,-1.2805400493314294,-3.7250421913540177,-0.23990652992340647,-3.3236401402051152,-3.4129559911722707,0.0
2019-01-08,1.0,-1.2623692029453557,-3.712181888644878,-0.21586358351634152,-3.322955690479266,-3.4047280713086163,0.0
2019-01-09,1.0,-1.2569435473453041,-3.689058261206562,-0.21160056840201522,-3.332385996641261,-3.4282392455755066,0.0
2019-01-10,1.0,-1.256062951496388,-3.6798245614035086,-0.2101393188854489,-3.331785345717234,-3.421955624355005,0.0
2019-01-11,1.0,-1.2553548387096773,-3.641806451612903,-0.22825806451612904,-3.3353548387096774,-3.442451612903226,0.0
2019-01-14,1.0,-1.2688033083484105,-3.641897131041613,-0.24088911863530627,-3.3378133884724734,-3.4335745670715943,0.0
2019-01-15,1.0,-1.2588037286380114,-3.6323148627654063,-0.2591921284308648,-3.338555152770585,-3.4576644225789743,0.0
2019-01-16,1.0,-1.244639121338912,-3.6808315899581583,-0.23470188284518828,-3.3713389121338913,-3.543671548117154,0.0
2019-01-17,1.0,-1.2364442127215851,-3.670359749739312,-0.2373566214807091,-3.3598800834202294,-3.5303701772679874,0.0
2019-01-18,1.0,-1.2545286262065318,-3.6779055930186435,-0.2830887214068491,-3.398783551500727,-3.607827581647494,0.0
2019-01-22,1.0,-1.0080456786919283,-3.767973008045679,-0.020503503763301324,-3.543602387749805,-3.6369063067739424,0.0
2019-01-23,1.0,-0.9914330218068537,-3.702881619937695,-0.05490654205607477,-3.5536085150571135,-3.6773104880581515,0.0
2019-01-24,1.0,-0.9858936197748155,-3.692118545360424,-0.06600232949398215,-3.534489452568914,-3.663129286916009,0.0
2019-01-25,1.0,-1.027142096860032,-3.6748270356572643,-0.10564129856306544,-3.696248004257584,-3.8012240553485896,0.0
2019-01-28,1.0,-1.018186645426789,-3.6244524093986463,-0.14987388822514272,-3.70131421744325,-3.7810965086950756,0.0
2019-01-29,1.0,-1.0090054297444047,-3.5857502317573835,-0.16170043702820822,-3.694080254270958,-3.7926102502979746,0.0
2019-01-30,1.0,-1.0096688741721855,-3.584238410596027,-0.16384105960264903,-3.6928476821192056,-3.7943046357615895,0.0
2019-01-31,1.0,-0.9591755846214824,-3.616197648302286,-0.15655965120887833,-3.659664420663232,-3.820187607345753,0.0
2019-02-01,1.0,-0.9615944907959211,-3.6200503244603364,-0.15891934843067146,-3.675672096411072,-3.8269103430009275,0.0
2019-02-04,1.0,-0.9479027518033663,-3.659898477157361,-0.1409297355062784,-3.7242853326208922,-3.8851188885920385,0.0
2019-02-05,1.0,-0.9305462802190462,-3.6564712167757443,-0.13743822625884866,-3.7285962334713503,-3.9034326165353277,0.0
2019-02-06,1.0,-0.9176739188826216,-3.6723072790760143,-0.14705882352941177,-3.7512758528068764,-3.941579371474617,0.0
2019-02-07,1.0,-0.9086745689655173,-3.6825161637931036,-0.1419719827586207,-3.7672413793103448,-3.9694234913793105,0.0
2019-02-08,1.0,-0.9037995149555377,-3.670708703853409,-0.16963082727027756,-3.771624898949071,-3.9576933441120996,0.0
2019-02-11,1.0,-0.9034759728569451,-3.7626367539122008,-0.15496468633153304,-3.9349120620412688,-4.092507962886027,0.0
2019-02-12,1.0,-0.9298270089285715,-3.785295758928572,-0.1611328125,-3.962890625,-4.1118861607142865,0.0
2019-02-13,1.0,-0.8952684006640842,-3.7959324847814058,-0.15882678472606532,-3.92169341449917,-4.0633646928610965,0.0
2019-02-14,1.0,-0.9032927504150526,-3.728555617044826,-0.20268400664084119,-3.9355285002767015,-4.0650249031544,0.0
2019-02-15,1.0,-0.921038023868998,-3.744934776575076,-0.2218984179850125,-3.9289480988065497,-4.060505134610048,0.0
2019-02-19,1.0,-0.949778024417314,-3.7039400665926743,-0.2308546059933407,-3.937014428412874,-4.051748057713651,0.0
2019-02-20,1.0,-0.9794415891095987,-3.680650090290318,-0.26364772885122933,-3.932351715516044,-4.034727045422976,0.0
2019-02-21,1.0,-0.9815277777777778,-3.6852777777777783,-0.2693055555555556,-3.9273611111111117,-4.025555555555556,0.0
2019-02-22,1.0,-0.9793714523051363,-3.6753426554063404,-0.2929530665928285,-3.899487747473349,-3.9976464073099818,0.0
2019-02-25,1.0,-0.9539944903581268,-3.643801652892562,-0.3077134986225895,-3.8870523415977964,-3.9814049586776856,0.0
2019-02-26,1.0,-0.9544892066547503,-3.639626014024474,-0.3126632751271827,-3.873229753884229,-3.9696136394885193,0.0
2019-02-27,1.0,-0.9593999449490778,-3.640242224057253,-0.3177814478392513,-3.8762730525736306,-3.969033856317093,0.0
2019-02-28,1.0,-0.9512463847954828,-3.637377771656797,-0.32034155075058535,-3.8785291282192538,-3.9845751273929215,0.0
2019-03-01,1.0,-0.9484919432585044,-3.639719046963229,-0.31731166505990915,-3.880732681448836,-3.9858146260845615,0.0
2019-03-04,1.0,-0.9375086028905713,-3.6418444597384716,-0.3062629043358568,-3.886166551961459,-3.9928423950447347,0.0
2019-03-05,1.0,-0.9984233911423248,-3.7500358320194924,-0.2759065500931632,-4.124982083990254,-4.183459939802207,0.0
2019-03-06,1.0,-1.0114942528735633,-3.8436486884762746,-0.26436781609195403,-4.295755968169761,-4.320954907161803,0.0
2019-03-07,1.0,-1.0466558393621732,-3.765391997637679,-0.2976524435257641,-4.340321866233575,-4.314483980510852,0.0
2019-03-08,1.0,-1.0469476526173693,-3.771711414429279,-0.40467976601169947,-4.412329383530824,-4.363281835908205,0.0
2019-03-11,1.0,-1.058968058968059,-3.8358415233415237,-0.46084152334152334,-4.504146191646192,-4.496468058968059,0.0
2019-03-12,1.0,-1.0772613065326633,-3.8087311557788945,-0.5727072864321608,-4.602386934673367,-4.642430904522613,0.0
2019-03-13,1.0,-1.1211017888238086,-3.832832040525566,-0.6533164476808612,-4.591261674845654,-4.63178724077885,0.0
2019-03-14,1.0,-1.1191791633780583,-3.8202052091554854,-0.6561957379636938,-4.576164167324388,-4.613575374901341,0.0
2019-03-15,1.0,-1.1362126245847175,-3.7960765701629486,-0.6791646891314665,-4.575541844644834,-4.63328587248853,0.0
2019-03-18,1.0,-1.1795332136445242,-3.9043577607311897,-0.8100212175616126,-4.677656275501877,-4.749632772972091,0.0
2019-03-19,1.0,-1.1528589993502276,-3.893437296946069,-0.8018193632228721,-4.650909681611436,-4.745289148797921,0.0
2019-03-20,1.0,-1.1616834579135522,-3.90412739681508,-0.7941176470588235,-4.639909002274943,-4.749431264218394,0.0
2019-03-21,1.0,-1.1863717677671166,-3.8990079687754102,-0.8069604813790859,-4.65978207838673,-4.710847292242641,0.0
2019-03-22,1.0,-1.1913072110635494,-3.9094501152453076,-0.8827790582811985,-4.739051695752387,-4.74119196575568,0.0
2019-03-25,1.0,-1.15780919876483,-3.6317243620997886,-1.0498943604745654,-4.726312367950594,-4.686494392979035,0.0
2019-03-26,1.0,-1.1075268817204302,-3.6808406647116323,-1.091723688497882,-4.715542521994135,-4.696318018898665,0.0
2019-03-27,1.0,-1.1404165310771233,-3.6259355678490075,-1.1166612430849332,-4.708428246013668,-4.679303612105435,0.0
2019-03-28,1.0,-1.1051099611901682,-3.5871604139715396,-1.153298835705045,-4.661869340232859,-4.663324708926262,0.0
2019-03-29,1.0,-1.1010413276928082,-3.586072242108689,-1.1809306866254474,-4.69622518711357,-4.70631304913765,0.0
2019-04-01,1.0,-1.1042723850057294,-3.6277623178916354,-1.192175478801768,-4.723031592732035,-4.722213128171551,0.0
2019-04-02,1.0,-1.1157399902739504,-3.5910196142000324,-1.2914572864321607,-4.649700113470578,-4.562165667044902,0.0
2019-04-03,1.0,-1.1252227442086504,-3.5859387655920947,-1.2922404017495543,-4.645067228252065,-4.5512716669366595,0.0
2019-04-04,1.0,-1.1422114608555287,-3.5664245359160613,-1.2716707021791769,-4.62227602905569,-4.539467312348669,0.0
2019-04-05,1.0,-1.1727816389203167,-3.5437207047034103,-1.273315015354776,-4.627929529658962,-4.5450137384839175,0.0
2019-04-08,1.0,-1.171474358974359,-3.508974358974359,-1.2770833333333333,-4.5777243589743595,-4.490544871794873,0.0
2019-04-09,1.0,-1.2255675414587022,-3.47303171791982,-1.3150861374979874,-4.613749798744164,-4.47303171791982,0.0
2019-04-10,1.0,-1.2204988807163415,-3.4173329069395586,-1.3281100095938598,-4.585385353373841,-4.4384393987847774,0.0
2019-04-11,1.0,-1.25712,-3.36432,-1.36576,-4.60048,-4.41232,0.0
2019-04-12,1.0,-1.2527313624678664,-3.377249357326478,-1.3581298200514138,-4.633676092544987,-4.4447300771208225,0.0
2019-04-15,1.0,-1.2528642891721802,-3.3959980635791513,-1.3693722769081815,-4.647571405518799,-4.471034371470066,0.0
2019-04-16,1.0,-1.2567284448025784,-3.3953263497179695,-1.3745366639806609,-4.6336825141015305,-4.455761482675262,0.0
2019-04-17,1.0,-1.25890124053488,-3.359110681488642,-1.404543257612373,-4.6425004027710655,-4.445948123086837,0.0
2019-04-18,1.0,-1.2793476505732277,-3.342321976424996,-1.3980300339092524,-4.654610043597611,-4.472953334409818,0.0
2019-04-22,1.0,-1.3082303188028628,-3.369063109954457,-1.3950878334417696,-4.687052700065062,-4.506018217306441,0.0
2019-04-23,1.0,-1.3044892648015614,-3.3830513988288877,-1.4035458685751465,-4.68103448275862,-4.493331164606376,0.0
2019-04-24,1.0,-1.2708366919232628,-3.342898597452845,-1.4023859422859906,-4.63856198613574,-4.466387231984524,0.0
2019-04-25,1.0,-1.2836086815678651,-3.3521218011013927,-1.4361839974084871,-4.651279559442824,-4.473598963394881,0.0
2019-04-26,1.0,-1.2800963081861958,-3.2906902086677365,-1.4292134831460672,-4.621348314606742,-4.430016051364366,0.0
2019-04-29,1.0,-1.2711374939836353,-3.2884646237766724,-1.4213059521899567,-4.627627145836675,-4.435103481469597,0.0
2019-04-30,1.0,-1.2742453436095054,-3.2848426461143223,-1.4290301862556196,-4.632947976878613,-4.435613359023764,0.0
2019-05-01,1.0,-1.301056338028169,-3.257522407170294,-1.4145326504481435,-4.62932138284251,-4.402848911651729,0.0
2019-05-02,1.0,-1.3197552729029143,-3.269360811463532,-1.4268233778779587,-4.640315569151506,-4.444211882144582,0.0
2019-05-03,1.0,-1.3249236702555036,-3.2583962718945845,-1.4330708661417322,-4.623975574481761,-4.429053511168246,0.0
2019-05-06,1.0,-1.3157305168827014,-3.1843494959193475,-1.4535125620099216,-4.61913906224996,-4.429988798207714,0.0
2019-05-07,1.0,-1.3008623442989462,-3.1806132226125845,-1.4663046949856278,-4.601564995209199,-4.419993612264453,0.0
2019-05-08,1.0,-1.2849496221662469,-3.1264168765743077,-1.483627204030227,-4.506612090680101,-4.341309823677582,0.0
2019-05-09,1.0,-1.289490245437382,-3.1217747010698553,-1.4869414726242918,-4.502674638137193,-4.332127123977344,0.0
2019-05-10,1.0,-1.2893536719610001,-3.1188866173926724,-1.4914294700424595,-4.502122975310583,-4.323950306651989,0.0
2019-05-13,1.0,-1.292740414833438,-3.1176932746700188,-1.4820867379006915,-4.496385920804525,-4.3244814582023885,0.0
2019-05-14,1.0,-1.1912474692415511,-2.9760161968540726,-1.672636660956237,-4.466126771530915,-4.267871048123345,0.0
2019-05-15,1.0,-1.1721605999062648,-2.9923449461021714,-1.7127011404468053,-4.490392126230277,-4.254960162474613,0.0
2019-05-16,1.0,-1.1426337191116673,-2.9967156709415077,-1.7169221144823272,-4.514701282452299,-4.268532999687207,0.0
2019-05-17,1.0,-1.1530837004405285,-2.9979546884833224,-1.7443360604153553,-4.519509125235997,-4.318281938325991,0.0
2019-05-20,1.0,-0.9548136422506837,-2.7426967909051667,-1.5477047057130524,-4.179162469420061,-3.966182184486977,0.0
2019-05-21,1.0,-0.9266978590670637,-2.7262157946972922,-1.5438820360130443,-4.08762228838792,-3.8936622713738833,0.0
2019-05-22,1.0,-0.9157701019252549,-2.7117780294450737,-1.5502548131370328,-4.089609286523216,-3.8888731596828996,0.0
2019-05-23,1.0,-0.918560338743825,-2.7026111503175727,-1.5712067748764997,-4.071841919548342,-3.8501058574453073,0.0
2019-05-24,1.0,-0.8988890451413303,-2.642666291660807,-1.6093376459007172,-4.063844747574181,-3.847981999718745,0.0
2019-05-28,1.0,-0.9276649746192894,-2.6137901861252115,-1.6390298928369995,-4.068668922729836,-3.851240834743373,0.0
2019-05-29,1.0,-0.931010355443605,-2.60901203470473,-1.6238455079764904,-4.0334452840750075,-3.7966694654352087,0.0
2019-05-30,1.0,-0.9294675216057988,-2.5984109283523837,-1.6085865625871203,-4.017005854474491,-3.7856147198215777,0.0
2019-05-31,1.0,-0.9325153374233127,-2.6061070831009476,-1.6055493586168432,-4.014779698828778,-3.784300055772448,0.0
2019-06-03,1.0,-0.9133608815426997,-2.579338842975207,-1.6199724517906338,-3.9661157024793385,-3.695316804407714,0.0
2019-06-04,1.0,-0.9247830279652843,-2.5737704918032787,-1.622675299628048,-3.9679019148643064,-3.6870092299214767,0.0
2019-06-05,1.0,-0.8983993488876831,-2.509902333152469,-1.6573521432447098,-3.944791101465003,-3.554259359739555,0.0
2019-06-06,1.0,-0.8942438229704045,-2.5371979364648385,-1.6288351887048602,-3.934564213956014,-3.581183817540049,0.0
2019-06-07,1.0,-0.8951305767138192,-2.5522306855277477,-1.6357453754080522,-3.9344396082698587,-3.5841947769314473,0.0
2019-06-10,1.0,-0.8696123610734616,-2.5550284629981026,-1.6112767687720249,-3.9269449715370017,-3.5908105177554894,0.0
2019-06-11,1.0,-0.8954408954408954,-2.5690690690690685,-1.6528801528801529,-3.934343434343434,-3.598280098280098,0.0
2019-06-12,1.0,-0.8932345272402908,-2.5796624125154386,-1.6536297516124603,-3.9655550981199394,-3.630986688623576,0.0
2019-06-13,1.0,-0.9222084538069668,-2.5978245903896457,-1.6800220294644086,-3.950158336775437,-3.6180641608150905,0.0
2019-06-14,1.0,-0.930871212121212,-2.533414502164502,-1.6889880952380953,-3.8682359307359313,-3.5066287878787876,0.0
2019-06-17,1.0,-0.9232435359415188,-2.537565994314336,-1.6875592256667118,-3.8782997157167998,-3.5107621497224852,0.0
2019-06-18,1.0,-0.924390243902439,-2.546612466124661,-1.6871273712737125,-3.8804878048780487,-3.5115176151761514,0.0
2019-06-19,1.0,-0.0,-1.3927121290994275,-0.27277459656428943,-4.590525767829256,-3.1553357626236336,0.0
2019-06-20,1.0,-0.0,-1.4224582701062218,-0.2050581689428427,-4.434597875569045,-3.054122407688417,0.0
2019-06-21,1.0,-0.0,-1.4398465886152605,-0.19882922890593457,-4.40643924101736,-3.047840129188535,0.0
2019-06-24,1.0,-0.0,-1.358366935483871,-0.19909274193548387,-4.389415322580645,-3.1337701612903226,0.0
2019-06-25,1.0,-0.0,-1.3277125363846232,-0.19411823747867107,-4.384121248619894,-3.1311853859279335,0.0
2019-06-26,1.0,-0.0,-1.312065195786126,-0.13168356191612005,-4.259789306300934,-3.2347445835817927,0.0
2019-06-27,1.0,-0.0,-1.2981162164855975,-0.18249775740057808,-4.2738961427289945,-3.2125984251968505,0.0
2019-06-28,1.0,-0.0,-1.2158015343230049,-0.20324798246487996,-4.324798246487995,-3.219288632061373,0.0
2019-07-01,1.0,-0.0,-1.1939069167410936,-0.20631140220303662,-4.324104396149648,-3.1991664185769575,0.0
2019-07-02,1.0,-0.0,-1.1836776022681248,-0.2381530984204131,-4.445727014985824,-3.257897934386391,0.0
2019-07-03,1.0,-0.0,-1.1750101337657073,-0.24665585731657882,-4.453486015403324,-3.258613700851236,0.0
2019-07-05,1.0,-0.0,-1.1343753171622855,-0.25413579620420174,-4.4699076423424335,-3.290774383436516,0.0
2019-07-08,1.0,-0.0,-1.1093476244460476,-0.28197464701638664,-4.569205400391631,-3.34556322786767,0.0
2019-07-09,1.0,-0.0,-1.0970164609053499,-0.2774691358024692,-4.566255144032922,-3.3474279835390948,0.0
2019-07-10,1.0,-0.0,-1.0428219346888479,-0.26391456151160403,-4.604333538714315,-3.3580817416307256,0.0
2019-07-11,1.0,-0.0,-1.026272577996716,-0.30008210180623973,-4.600677339901478,-3.3357963875205257,0.0
2019-07-12,1.0,-0.0,-1.0544427324088341,-0.2968669748330765,-4.594966615305598,-3.3259373394966616,0.0
2019-07-15,1.0,-0.0,-1.0976136597407942,-0.34396214770623323,-4.585064801481177,-3.2592059247068503,0.0
2019-07-16,1.0,-0.0,-1.1205241977092149,-0.3715818800949335,-4.592405324527912,-3.2342379527396554,0.0
2019-07-17,1.0,-0.0,-1.1744932260364673,-0.33849444840582665,-4.5159417337272085,-3.1574819191198946,0.0
2019-07-18,1.0,-0.0,-1.175835370823146,-0.3505501222493888,-4.5209861450692745,-3.140179299103505,0.0
2019-07-19,1.0,-0.0,-1.1961046990931574,-0.3672712283594394,-4.587077493816983,-3.154472382522671,0.0
2019-07-22,1.0,-0.0,-1.1821406217400376,-0.3759649488837889,-4.683392447319007,-3.1902774880033378,0.0
2019-07-23,1.0,-0.0,-1.186058645518105,-0.379108838568298,-4.680893248460817,-3.1891891891891895,0.0
2019-07-24,1.0,-0.0,-1.1923680083638264,-0.42728698379508623,-4.672660742289597,-3.162467328802927,0.0
2019-07-25,1.0,-0.0,-1.1674288089794223,-0.428185408438994,-4.672313448347537,-3.1248181251299108,0.0
2019-07-26,1.0,-0.0,-1.155449548895572,-0.4288084620968578,-4.6698122990770505,-3.116250129627709,0.0
2019-07-29,1.0,-0.0,-1.1149568651907287,-0.43935141877143746,-4.672591206735267,-3.1670304542147387,0.0
2019-07-30,1.0,-0.0,-1.1155564792684194,-0.4455990855242648,-4.659877377117323,-3.1707367764730336,0.0
2019-07-31,1.0,-0.0,-1.1346514047866805,-0.4460978147762747,-4.65327783558793,-3.1718002081165455,0.0
2019-08-01,1.0,-0.0,-1.1998328632612556,-0.42202026532957276,-4.6708450851352765,-3.153347957797974,0.0
2019-08-02,1.0,-0.0,-1.1677096370463078,-0.45014601585314973,-4.6559240717563615,-3.1559240717563624,0.0
2019-08-05,1.0,-0.0,-1.1580863234529382,-0.42423296931877275,-4.660218408736349,-3.157982319292772,0.0
2019-08-06,1.0,-0.0,-1.1540694764240664,-0.41565722294523977,-4.3744118530383425,-3.0667734507958753,0.0
2019-08-07,1.0,-0.0,-1.1490102456978017,-0.3836665671938725,-4.355316820849498,-3.05928578533771,0.0
2019-08-08,1.0,-0.0,-1.1395673412421494,-0.381317914465158,-4.374937693151232,-3.073372545110159,0.0
2019-08-09,1.0,-0.0,-1.0833828480887304,-0.35511982570806105,-4.332343038225391,-3.132105367399485,0.0
2019-08-12,1.0,-0.0,-1.0680855256675534,-0.3833875258646172,-4.317666765198542,-3.0840476894275297,0.0
2019-08-13,1.0,-0.0,-1.0307601301390121,-0.3804594301488711,-4.3393473331361525,-3.10854776693286,0.0
2019-08-14,1.0,-0.0,-1.0493404982901808,-0.3655105031753786,-4.279726428920371,-3.0759159745969713,0.0
