Date,DOOR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3133869207105289,-0.9198504846018987,-0.0,-0.5518176706030233,-0.5227746353081274,0.0
2018-09-25,1.0,-0.31195972576425,-0.9217368264167192,-0.0,-0.5533070579273341,-0.5250223561752725,0.0
2018-09-26,1.0,-0.3118934852449244,-0.921769946676382,-0.0,-0.5533070579273341,-0.5250223561752725,0.0
2018-09-27,1.0,-0.31034138218151536,-0.9349208992506245,-0.0,-0.5567360532889258,-0.5285595337218985,0.0
2018-09-28,1.0,-0.30959834809831477,-0.9355225471258242,-0.0,-0.5566842070205821,-0.5286418437354293,0.0
2018-10-01,1.0,-0.30929519237180775,-0.9379542575181704,-0.0,-0.5570114022804561,-0.5297059411882377,0.0
2018-10-02,1.0,-0.3077980882106322,-0.9652859299010564,-0.0,-0.5544189166526916,-0.5265470400804964,0.0
2018-10-03,1.0,-0.3071785750243313,-0.9540222170017116,-0.0,-0.5596536564083632,-0.5351545457596402,0.0
2018-10-04,1.0,-0.30753482127873805,-0.9537170666219166,-0.0,-0.5596912233596241,-0.5352911562342675,0.0
2018-10-05,1.0,-0.28670415746133765,-0.9463747740510143,-0.0,-0.5677846957220325,-0.5465287541005557,0.0
2018-10-08,1.0,-0.2835711183133416,-0.9428981923886531,-0.0,-0.5696147549199773,-0.5451234588526178,0.0
2018-10-09,1.0,-0.28465445796016575,-0.9435570110947734,-0.0,-0.5693089159203315,-0.5442788397273092,0.0
2018-10-10,1.0,-0.28319239969005827,-0.9549236936967288,-0.0,-0.5738301384630934,-0.5569854799043223,0.0
2018-10-11,1.0,-0.2006381998815712,-0.958517007697875,-0.0,-0.5534903612079743,-0.5770116455029937,0.0
2018-10-12,1.0,-0.2008187400500341,-0.9543844829266708,-0.0,-0.5358848565580429,-0.5578803729815783,0.0
2018-10-15,1.0,-0.17186435177673212,-0.9833198117799774,-0.0,-0.5307804640597112,-0.5592081778354698,0.0
2018-10-16,1.0,-0.16387306753458095,-1.0012693246541904,-0.0,-0.5306753458096013,-0.558893409275834,0.0
2018-10-17,1.0,-0.13823576842444768,-0.9627479438800194,-0.0,-0.53849379132398,-0.5858409933881632,0.0
2018-10-18,1.0,-0.14768998556240978,-0.9894671216695105,-0.0,-0.5448877805486285,-0.5992584328652054,0.0
2018-10-19,1.0,-0.13072916666666667,-0.9814127604166667,-0.0,-0.5449869791666667,-0.5980794270833334,0.0
2018-10-22,1.0,-0.13167062807280303,-0.9815713215902061,-0.0,-0.5448181551785889,-0.597890144238596,0.0
2018-10-23,1.0,-0.13043619897709874,-0.9820177867544059,-0.0,-0.5463400332280027,-0.5988858846141316,0.0
2018-10-24,1.0,-0.12825357526794148,-0.9780434570153435,-0.0,-0.548262045150992,-0.6030882496660911,0.0
2018-10-25,1.0,-0.09071369871673304,-0.9361843352930022,-0.0,-0.5597066818382956,-0.5741513369998104,0.0
2018-10-26,1.0,-0.08227808425275827,-0.925651955867603,-0.0,-0.5594282848545638,-0.5670448846539619,0.0
2018-10-29,1.0,-0.08233815210559398,-0.9287869264613452,-0.0,-0.5640163419233186,-0.5675361407919548,0.0
2018-10-30,1.0,-0.06074648508921253,-0.9331694092427968,-0.0,-0.5690057373431687,-0.5895277725238005,0.0
2018-10-31,1.0,-0.06160228808498601,-0.9271772951566771,-0.0,-0.5670553477700601,-0.5871389508753182,0.0
2018-11-01,1.0,-0.039235412474849095,-0.9469630281690141,-0.0,-0.5682532696177063,-0.589442907444668,0.0
2018-11-02,1.0,-0.03997360233807863,-0.9453191288771566,-0.0,-0.5682410986455486,-0.5890135445146287,0.0
2018-11-05,1.0,-0.0420638666037439,-0.9412301400031461,-0.0,-0.5688532326569136,-0.5940223375806197,0.0
2018-11-06,1.0,-0.04450665240776271,-0.9424716132481994,-0.0,-0.5670116063284372,-0.5913565879281604,0.0
2018-11-07,1.0,-0.044134288947566956,-0.9422859298377971,-0.0,-0.5661385640638753,-0.5909405255878284,0.0
2018-11-08,1.0,-0.0,-0.9851172338582931,-0.0,-0.5829617987619078,-0.6393815954068705,0.0
2018-11-09,1.0,-0.0,-0.9853332905420585,-0.0,-0.5847106774928592,-0.6393016463943002,0.0
2018-11-12,1.0,-0.0,-0.9655659317736914,-0.0,-0.6026764224511408,-0.6408972754404544,0.0
2018-11-13,1.0,-0.0,-0.958097359210945,-0.0,-0.5931275851097677,-0.6304804327076041,0.0
2018-11-14,1.0,-0.0,-0.9577684424925211,-0.0,-0.5941696900260964,-0.63054547769079,0.0
2018-11-15,1.0,-0.0,-0.9577930333079075,-0.0,-0.5942346809051615,-0.6262077294685992,0.0
2018-11-16,1.0,-0.0,-0.9479840243438571,-0.0,-0.5916381387092685,-0.6301508811969063,0.0
2018-11-19,1.0,-0.0,-0.9478905829027862,-0.0,-0.5913975086373577,-0.6303844812830834,0.0
2018-11-20,1.0,-0.0,-0.9303000662606885,-0.0,-0.5795601552393274,-0.6454106585050328,0.0
2018-11-21,1.0,-0.0,-0.9260962031650715,-0.0,-0.5761243510352161,-0.6252892975542628,0.0
2018-11-23,1.0,-0.0,-0.9190303636136449,-0.0,-0.5789079095339248,-0.6258590528551793,0.0
2018-11-26,1.0,-0.0,-0.9211890339099482,-0.0,-0.5771248360706925,-0.6241179042028352,0.0
2018-11-27,1.0,-0.0,-0.9244285492147412,-0.0,-0.5685896439122998,-0.6168869538174467,0.0
2018-11-28,1.0,-0.0,-0.9277337066417793,-0.0,-0.5670866386685333,-0.6160522631824545,0.0
2018-11-29,1.0,-0.0,-0.9129805322819122,-0.0,-0.5553228191227205,-0.6120317890586496,0.0
2018-11-30,1.0,-0.0,-0.9137224703526876,-0.0,-0.5566918219621131,-0.6098259664253811,0.0
2018-12-03,1.0,-0.0,-0.9151952174047023,-0.0,-0.5567779113124403,-0.609565190595051,0.0
2018-12-04,1.0,-0.0,-0.9152724812400048,-0.0,-0.5528970353056957,-0.6072395128552097,0.0
2018-12-06,1.0,-0.0,-0.8788598574821853,-0.0,-0.542319372200006,-0.5855557894103852,0.0
2018-12-07,1.0,-0.0,-0.8790848690737456,-0.0,-0.5423443465712654,-0.5849141688963714,0.0
2018-12-10,1.0,-0.0,-0.8820847487931343,-0.0,-0.5345968174503845,-0.5632338041599619,0.0
2018-12-11,1.0,-0.0,-0.8880901030433741,-0.0,-0.5281871555236041,-0.5791996165827942,0.0
2018-12-12,1.0,-0.0,-0.8907348434777383,-0.0,-0.528870996815478,-0.5846902601694406,0.0
