Date,IWF,IWM,MTUM,NGHC,SPY,VLUE,VXX
2018-09-24,-0.3320978502594515,-1.0011489992587104,-0.07998517420311342,1.0,-0.646997776130467,-0.6462564862861379,0.0
2018-09-25,-0.3371803911381601,-0.9997402308234682,-0.08628047649088953,1.0,-0.6454892937989387,-0.6423349537981965,0.0
2018-09-26,-0.3394151090632084,-1.0030842406450893,-0.0897402549143473,1.0,-0.6457210805990116,-0.6379547396975214,0.0
2018-09-27,-0.3392478518022542,-1.0060261131570138,-0.08938734516237026,1.0,-0.6464680281218613,-0.6387307964140907,0.0
2018-09-28,-0.33964510248874674,-1.005580149548008,-0.08972880473196682,1.0,-0.6464417246382204,-0.6387411182619694,0.0
2018-10-01,-0.3393275996872557,-1.007446293607357,-0.09024907852116609,1.0,-0.6465989053948397,-0.6395249264678506,0.0
2018-10-02,-0.33959661484546844,-1.0162174253439211,-0.08828244417104722,1.0,-0.6456772173134996,-0.6383700555493419,0.0
2018-10-03,-0.33924512835798654,-1.0120719847982413,-0.08808077797235367,1.0,-0.6464100748910168,-0.6401132680055144,0.0
2018-10-04,-0.3394074902179989,-1.0119992547046768,-0.08854108440469537,1.0,-0.6462083100428546,-0.6402832122228433,0.0
2018-10-05,-0.3273624091381101,-1.0075656430796618,-0.07706571725263314,1.0,-0.6505340453938585,-0.6461207535973892,0.0
2018-10-08,-0.3262335160764558,-1.0062231441695066,-0.07582604830345237,1.0,-0.650614905911987,-0.6453178248629428,0.0
2018-10-09,-0.32498610853861826,-1.0068531209483236,-0.07279125764030375,1.0,-0.6521948508983144,-0.6475643637710686,0.0
2018-10-10,-0.32590261062766157,-1.0056656174782448,-0.07398629883354935,1.0,-0.6526569153860395,-0.644806517311609,0.0
2018-10-11,-0.2868197523754679,-0.9984883386121509,-0.03203282464727901,1.0,-0.6359775410308092,-0.6458753239274403,0.0
2018-10-12,-0.29594229675952244,-0.9947057987492892,-0.028069926094371804,1.0,-0.6140562819783968,-0.6203453666856168,0.0
2018-10-15,-0.2653994569101043,-1.0528440760325852,-0.0,1.0,-0.6202658282120909,-0.6344862083750178,0.0
2018-10-16,-0.2597267915891861,-1.0636175082248607,-0.0,1.0,-0.6192604777571162,-0.6334215419825491,0.0
2018-10-17,-0.2357897693360952,-1.0213811747358073,-0.0,1.0,-0.6126110311413825,-0.6410841554611523,0.0
2018-10-18,-0.2349078138718174,-1.0197366110623354,-0.0,1.0,-0.6154170324846356,-0.6418261633011414,0.0
2018-10-19,-0.2150818530128875,-1.0087774294670846,-0.0,1.0,-0.6176245210727969,-0.6416579588993382,0.0
2018-10-22,-0.2163848701411888,-1.0115391319504967,-0.0,1.0,-0.6170123758061705,-0.6412062053337982,0.0
2018-10-23,-0.22064925555284357,-1.0121691830259074,-0.0,1.0,-0.6142124899752432,-0.63984099864012,0.0
2018-10-24,-0.21869334820806025,-1.0135964300655418,-0.0,1.0,-0.6142100125505509,-0.6397643285455307,0.0
2018-10-25,-0.19172474456999797,-0.9752689627173693,-0.0,1.0,-0.6059949928953244,-0.6101563028621693,0.0
2018-10-26,-0.1862145449657212,-0.9661580857642157,-0.0,1.0,-0.6041806694448179,-0.6041134561096921,0.0
2018-10-29,-0.1609426256945839,-0.9804847024168173,-0.0,1.0,-0.593693512753565,-0.6123050143937873,0.0
2018-10-30,-0.15034976737958966,-0.98092177929511,-0.0,1.0,-0.5944706630518459,-0.6213140542892526,0.0
2018-10-31,-0.1521037751538334,-0.9673041742890406,-0.0,1.0,-0.5905538000997839,-0.6161649758855813,0.0
2018-11-01,-0.257215929850201,-1.0036536353671903,-0.0,1.0,-0.691304347826087,-0.7014614541468761,0.0
2018-11-02,-0.26902590295512585,-0.9631521342575703,-0.0,1.0,-0.7151769427216345,-0.7009485589201021,0.0
2018-11-05,-0.27608599941297324,-0.9540284707954211,-0.0,1.0,-0.7202817728206633,-0.7184840035221602,0.0
2018-11-06,-0.27536338276317723,-0.9532374100719423,-0.0,1.0,-0.7215900748788723,-0.7203053883423872,0.0
2018-11-07,-0.27460759865043277,-0.9529485110752532,-0.0,1.0,-0.7201114859909051,-0.7196347366876925,0.0
2018-11-08,-0.24142067762105568,-0.9563036207648685,-0.0,1.0,-0.7097571615530027,-0.7278246328340846,0.0
2018-11-09,-0.24096692111959286,-0.9560886950199926,-0.0,1.0,-0.7104689203925846,-0.7275536168665939,0.0
2018-11-12,-0.24219034442583556,-0.9345372460496614,-0.0,1.0,-0.7330153644505935,-0.7311221146144323,0.0
2018-11-13,-0.21559649565562244,-0.9300933770775498,-0.0,1.0,-0.7332083498575909,-0.7264303998269459,0.0
2018-11-14,-0.21637405818522654,-0.9294134611918237,-0.0,1.0,-0.733263636035906,-0.7259814701323046,0.0
2018-11-15,-0.23399781965425945,-1.0112521414109952,-0.0,1.0,-0.80921974770285,-0.8390048279084253,0.0
2018-11-16,-0.23785136244575625,-1.018648109777552,-0.0,1.0,-0.8133234293756597,-0.8396731693967707,0.0
2018-11-19,-0.23868344930028929,-1.0182550230630913,-0.0,1.0,-0.8126807911812994,-0.8393792510358846,0.0
2018-11-20,-0.1837052009640053,-1.0101065070356836,-0.0,1.0,-0.8217756355438078,-0.8715307471040971,0.0
2018-11-21,-0.1854189922629816,-1.0015397051464643,-0.0,1.0,-0.815004426652296,-0.8473382347280495,0.0
2018-11-23,-0.1863468634686347,-0.992389298892989,-0.0,1.0,-0.8175738007380073,-0.8474784747847479,0.0
2018-11-26,-0.1855693868142001,-0.9959658828953435,-0.0,1.0,-0.8153142769325342,-0.8451667435069925,0.0
2018-11-27,-0.17886365374321328,-0.995258851418521,-0.0,1.0,-0.8095511202875277,-0.8398332950982642,0.0
2018-11-28,-0.18038240917782025,-0.9909751434034416,-0.0,1.0,-0.8115869980879541,-0.8411089866156788,0.0
2018-11-29,-0.15325077399380807,-0.9753077097334442,-0.0,1.0,-0.8046892698029148,-0.842369553726497,0.0
2018-11-30,-0.1519948373381923,-0.9811335079527769,-0.0,1.0,-0.8092092776069544,-0.8537751964468739,0.0
2018-12-03,-0.15086681081901293,-0.9809187815333256,-0.0,1.0,-0.808618792913774,-0.8530784112894048,0.0
2018-12-04,-0.14046835395150004,-0.9863806605379639,-0.0,1.0,-0.8046003102182877,-0.8517005258578292,0.0
2018-12-06,-0.1293841125270851,-0.9237944838223953,-0.0,1.0,-0.7975320430423446,-0.821881082669213,0.0
2018-12-07,-0.12853942487788758,-0.9240882882221162,-0.0,1.0,-0.7977891218921004,-0.8221381615189688,0.0
2018-12-10,-0.09514287791754525,-0.9325601686904675,-0.0,1.0,-0.8018614120555515,-0.8060423180397003,0.0
2018-12-11,-0.09493164630599185,-0.9327006980802791,-0.0,1.0,-0.8015197789412449,-0.8066826643397325,0.0
2018-12-12,-0.09307319914097478,-0.9344447275506862,-0.0,1.0,-0.8021694026862738,-0.8102500636989044,0.0
2018-12-13,-0.09242076920277989,-0.9291562056544044,-0.0,1.0,-0.809045591820398,-0.8079903940617836,0.0
2018-12-14,-0.09445010183299389,-0.9247163223741636,-0.0,1.0,-0.8102996799534479,-0.8074265347686937,0.0
2018-12-17,-0.08089806264711207,-0.9233749773673727,-0.0,1.0,-0.7994568169473112,-0.8174542820930654,0.0
2018-12-18,-0.07014200970699262,-0.9133201509976631,-0.0,1.0,-0.7942836598957397,-0.8174725867337768,0.0
2018-12-19,-0.06892708183517907,-0.9137422695239467,-0.0,1.0,-0.7950524953257587,-0.8178484107579462,0.0
2018-12-20,-0.06681689737811639,-0.8979146546482097,-0.0,1.0,-0.8008727688950888,-0.8113173802625461,0.0
2018-12-21,-0.05935238913962319,-0.9110967834372089,-0.0,1.0,-0.820689161114693,-0.7907801418439716,0.0
2018-12-24,-0.047644482427091114,-0.8991560730691165,-0.0,1.0,-0.8160809030374246,-0.7979916675568849,0.0
2018-12-26,-0.046243998870375606,-0.9011578650098843,-0.0,1.0,-0.7969853148828016,-0.7856890708839311,0.0
2018-12-27,-0.014685885232526518,-0.8644275224367692,-0.0,1.0,-0.7362319825945065,-0.7841650802284471,0.0
2018-12-28,-0.011108091582308582,-0.8680277192744073,-0.0,1.0,-0.7357497112575584,-0.7821183504314152,0.0
2018-12-31,-0.01005844773684926,-0.8704635041457116,-0.0,1.0,-0.7357958406959358,-0.7818064428435504,0.0
2019-01-02,-0.008829722203355294,-0.8701691231406643,-0.0,1.0,-0.7350404129593153,-0.7820077429871629,0.0
2019-01-03,-0.014219778728025522,-0.8678816262811377,-0.0,1.0,-0.7382067467589765,-0.7733998506753548,0.0
2019-01-04,-0.0,-0.8711954869438908,-0.0,1.0,-0.7308718710941459,-0.7759686518258284,0.0
2019-01-07,-0.0,-0.8421070078896771,-0.0,1.0,-0.7185241662799178,-0.7543260624544189,0.0
2019-01-08,-0.0,-0.8222502154743752,-0.0,1.0,-0.7386793078300073,-0.7540608632234967,0.0
2019-01-09,-0.0,-0.804030461241728,-0.0,1.0,-0.7458681121346148,-0.775564497356257,0.0
2019-01-10,-0.0,-0.8015021102655279,-0.0,1.0,-0.7475989498521152,-0.774184972250839,0.0
2019-01-11,-0.0,-0.7834773936170212,-0.0,1.0,-0.7518617021276596,-0.7891289893617021,0.0
2019-01-14,-0.0,-0.7855717421672321,-0.0,1.0,-0.7559701988957627,-0.78444089669394,0.0
2019-01-15,-0.0,-0.7810043958971626,-0.0,1.0,-0.7547622219262022,-0.7944585053949647,0.0
2019-01-16,-0.0,-0.7768726934202215,-0.0,1.0,-0.7491771120789973,-0.7987498753200121,0.0
2019-01-17,-0.0,-0.7726259770497257,-0.0,1.0,-0.7525029103608848,-0.8009978380176286,0.0
2019-01-18,-0.0,-0.7681901891846643,-0.0,1.0,-0.7579775657123722,-0.8221998995479658,0.0
2019-01-22,-0.0,-0.7770127479719137,-0.0,1.0,-0.7901015747494717,-0.8414343172677075,0.0
2019-01-23,-0.0,-0.7233817971330314,-0.0,1.0,-0.7961796452041268,-0.885389356123804,0.0
2019-01-24,-0.0,-0.7201389598446919,-0.0,1.0,-0.8023568679540889,-0.8833827185722557,0.0
2019-01-25,-0.0,-0.6728650377115846,-0.0,1.0,-0.8654200410135204,-0.937437002537277,0.0
2019-01-28,-0.0,-0.6576977966514672,-0.0,1.0,-0.8873263949319502,-0.9357791778342442,0.0
2019-01-29,-0.0,-0.6406031834683049,-0.0,1.0,-0.8984571348785255,-0.951584752862329,0.0
2019-01-30,-0.0,-0.6410980884610019,-0.0,1.0,-0.8985628575415097,-0.948548904702107,0.0
2019-01-31,-0.0,-0.6358874744181207,-0.0,1.0,-0.8729057546220819,-0.9599361753789587,0.0
2019-02-01,-0.0,-0.6346968539481909,-0.0,1.0,-0.8783596083061324,-0.9594069032571705,0.0
2019-02-04,-0.0,-0.6313671061762665,-0.0,1.0,-0.8807772380291464,-0.9577029840388618,0.0
2019-02-05,-0.0,-0.6325092020279186,-0.0,1.0,-0.8791235502465449,-0.9608306132370303,0.0
2019-02-06,-0.0,-0.621283689913865,-0.0,1.0,-0.8846901917199221,-0.9672131147540983,0.0
2019-02-07,-0.0,-0.6142966095819178,-0.0,1.0,-0.8839353809886986,-0.9684531650835472,0.0
2019-02-08,-0.0,-0.6110184799221897,-0.0,1.0,-0.8962067528136723,-0.9664443518132555,0.0
2019-02-11,-0.0,-0.5971177944862156,-0.0,1.0,-0.9057017543859649,-0.9781397939292678,0.0
2019-02-12,-0.0,-0.5549636947982383,-0.0,1.0,-0.6953338888227591,-0.7255683847161052,0.0
2019-02-13,-0.0,-0.5658704899015438,-0.0,1.0,-0.692197864302924,-0.7164103631874833,0.0
