Date,IWF,IWM,MTUM,NIU,SPY,VLUE,VXX
2019-07-19,-0.0,-1.7377784422185676,-2.488563312901779,1.0,-5.5063537150545665,-4.21722230527732,0.0
2019-07-22,-0.0,-1.7379531895364848,-2.504818724185406,1.0,-5.659629799602264,-4.395135383203304,0.0
2019-07-23,-0.0,-1.7722602739726028,-2.528953922789539,1.0,-5.774283935242838,-4.49112702366127,0.0
2019-07-24,-0.0,-1.7595662277304416,-2.532765298218435,1.0,-5.747327652982184,-4.452207591014718,0.0
2019-07-25,-0.0,-1.6889061287820017,-2.5902249806051207,1.0,-5.809619860356866,-4.427152831652444,0.0
2019-07-26,-0.0,-1.6329393223010242,-2.6611505122143417,1.0,-5.949724192277383,-4.516784869976359,0.0
2019-07-29,-0.0,-1.608195429472025,-2.6472813238770683,1.0,-5.977935382190701,-4.527029156816391,0.0
2019-07-30,-0.0,-1.5848249643592585,-2.664026611753524,1.0,-6.0213844447964515,-4.5700934579439245,0.0
2019-07-31,-0.0,-1.6146047837795026,-2.657690479961983,1.0,-6.011563440519563,-4.5566291778869,0.0
2019-08-01,-0.0,-1.650282663316583,-2.5695665829145726,1.0,-5.985709798994975,-4.497958542713568,0.0
2019-08-02,-0.0,-1.5948399426660298,-2.726867335562988,1.0,-6.092371396719223,-4.512183468705208,0.0
2019-08-05,-0.0,-1.5807388288433617,-2.7404420067752864,1.0,-6.231166317147927,-4.579286981771253,0.0
2019-08-06,-0.0,-1.571610439210694,-2.6648631444939532,1.0,-6.087364735837046,-4.589592616168046,0.0
2019-08-07,-0.0,-1.560412113643459,-2.5471433031532937,1.0,-5.9740867936309705,-4.528723072119887,0.0
2019-08-08,-0.0,-1.5566200722475263,-2.5677713208732524,1.0,-6.025600753887231,-4.55599183288833,0.0
2019-08-09,-0.0,-1.4656582805988578,-2.4874208982867727,1.0,-5.911714770797963,-4.569686680043216,0.0
2019-08-12,-0.0,-1.4292286459132035,-2.5098911209937125,1.0,-5.899095230792823,-4.496702959668762,0.0
2019-08-13,-0.0,-1.4068054078687529,-2.4728847030229377,1.0,-5.858423211301838,-4.452529241986936,0.0
2019-08-14,-0.0,-1.4938769183072391,-2.526740040303829,1.0,-5.944504727949155,-4.536350953340568,0.0
2019-08-15,-0.0,-1.5256260920209668,-2.4139487478159576,1.0,-5.550232964472917,-4.070617355853232,0.0
2019-08-16,-0.0,-1.5279557367501455,-2.4136575422248105,1.0,-5.547612114152591,-4.071054164239953,0.0
2019-08-19,-0.0,-1.4298220436280136,-2.4126004592422503,1.0,-5.516360505166475,-3.9925373134328357,0.0
2019-08-20,-0.0,-1.42238933030647,-2.3942962542565267,1.0,-5.454171396140748,-3.9175652667423386,0.0
2019-08-21,-0.0,-1.45907576416051,-2.475880052151239,1.0,-5.58800521512386,-3.9633492684340146,0.0
2019-08-22,-0.0,-1.443469505178366,-2.4469217491369393,1.0,-5.568901035673187,-3.924913693901036,0.0
2019-08-23,-0.0,-1.4380581964851629,-2.447421492365313,1.0,-5.58038029386344,-3.9392106021319506,0.0
2019-08-26,-0.0,-1.3147454570675545,-2.3659314745457065,1.0,-5.420030517408795,-3.770842003051741,0.0
2019-08-27,-0.0,-1.3099063853569932,-2.3625820874668158,1.0,-5.461645941036748,-3.8382003632807047,0.0
2019-08-28,-0.0,-1.291352859135286,-2.3633193863319386,1.0,-5.464435146443514,-3.8278940027894,0.0
2019-08-29,-0.0,-1.2659485170677112,-2.4145215444879686,1.0,-5.5037772803581415,-3.8058198097369895,0.0
2019-08-30,-0.0,-1.2122133185962973,-2.4016302846090083,1.0,-5.46490743299254,-3.7370820668693012,0.0
2019-09-03,-0.0,-1.2186592950932964,-2.406910850034554,1.0,-5.468970283344851,-3.7271596406357985,0.0
2019-09-04,-0.0,-1.1798015982364287,-2.3992835491871034,1.0,-5.466795260402314,-3.7320198401763567,0.0
2019-09-05,-0.0,-1.205236601663712,-2.364243829264966,1.0,-5.427383062866493,-3.640120005454793,0.0
2019-09-06,-0.0,-1.1547154580922914,-2.379658280640388,1.0,-5.39297726355442,-3.52630162787569,0.0
2019-09-09,-0.0,-1.1684394775817961,-2.384946815672546,1.0,-5.3930254476908575,-3.517974956240743,0.0
2019-09-10,-0.0,-1.158298559698479,-2.4174182258715846,1.0,-5.392919639251582,-3.4921254543007136,0.0
2019-09-11,-0.0,-1.1631883667698935,-2.4071630537229027,1.0,-5.393564023158745,-3.5006058974013734,0.0
2019-09-12,-0.0,-1.0718813216453136,-2.45515846257586,1.0,-5.433041132838841,-3.52609575185435,0.0
2019-09-13,-0.0,-1.0745483957940147,-2.4427069290913996,1.0,-5.428417363170666,-3.5350498786734974,0.0
2019-09-16,-0.0,-1.081613381896668,-2.4315391879131254,1.0,-5.43545123431809,-3.541346283555915,0.0
2019-09-17,-0.0,-1.1039083557951481,-2.421563342318059,1.0,-5.427897574123989,-3.5235849056603774,0.0
2019-09-18,-0.0,-1.1106319902978035,-2.4103220590216954,1.0,-5.424605848268428,-3.529712976687778,0.0
2019-09-19,-0.0,-1.1104674659841034,-2.4122322511114103,1.0,-5.421931833490502,-3.5268759261754004,0.0
2019-09-20,-0.0,-1.1124730603448276,-2.4127155172413794,1.0,-5.418507543103448,-3.5261314655172415,0.0
2019-09-23,-0.0,-1.1146170442286947,-2.4123516720604097,1.0,-5.419633225458468,-3.537891046386192,0.0
2019-09-24,-0.0,-1.1164864864864865,-2.417027027027027,1.0,-5.433378378378379,-3.5467567567567575,0.0
2019-09-25,-0.0,-1.0664057227696044,-2.4316371980024294,1.0,-5.461600755837495,-3.5373194763125926,0.0
2019-09-26,-0.0,-1.046085433230023,-2.448052823069667,1.0,-5.457081255895432,-3.524188114809325,0.0
2019-09-27,-0.0,-1.0264115348335805,-2.4624713650451424,1.0,-5.460854332300229,-3.5255356420967523,0.0
2019-09-30,-0.0,-1.0119946091644205,-2.4328840970350405,1.0,-5.485175202156333,-3.5470350404312665,0.0
2019-10-01,-0.0,-1.0158794240344502,-2.423361593325259,1.0,-5.479477863006324,-3.5384201318799624,0.0
2019-10-02,-0.0,-0.9488210075026795,-2.441586280814577,1.0,-5.508708467309753,-3.498526259378349,0.0
2019-10-03,-0.0,-1.1203358208955225,-2.3959221748400856,1.0,-5.45815565031983,-3.3518123667377404,0.0
2019-10-04,-0.0,-1.1404255319148937,-2.3670212765957444,1.0,-5.440159574468085,-3.3502659574468083,0.0
2019-10-07,-0.0,-1.1628953288341934,-2.314410480349345,1.0,-5.404525605398968,-3.3509329098848752,0.0
2019-10-08,-0.0,-1.182715390770872,-2.325020005334756,1.0,-5.4483862363296875,-3.3807682048546277,0.0
2019-10-09,-0.0,-1.1907346128391791,-2.2694904037061545,1.0,-5.444870946393117,-3.331171409662475,0.0
2019-10-10,-0.0,-1.3716951788491445,-2.5892831895942314,1.0,-5.598331683868231,-3.579103633535982,0.0
2019-10-11,-0.0,-1.3640410035068788,-2.6669813865659564,1.0,-5.089964931211222,-3.367008362557324,0.0
2019-10-14,-0.0,-1.1295536491358946,-2.5846077334327986,1.0,-4.746611960711177,-2.9723983588213354,0.0
2019-10-15,-0.0,-1.1383483033932136,-2.6198852295409183,1.0,-4.7562375249501,-2.9604540918163673,0.0
2019-10-16,-0.0,-1.2021171836533726,-2.6110290497291975,1.0,-4.632939438700147,-2.8631216149679957,0.0
2019-10-17,-0.0,-1.210441667697637,-2.6410986020042064,1.0,-4.6453049610293204,-2.874922677223803,0.0
2019-10-18,-0.0,-1.300464765732948,-2.718628313026002,1.0,-4.641376711468409,-2.9008918477578196,0.0
2019-10-21,-0.0,-1.1075036075036075,-2.595839345839346,1.0,-4.418350168350168,-2.9031986531986536,0.0
2019-10-22,-0.0,-1.0332225913621265,-2.571309919316564,1.0,-4.362244897959184,-2.8984337921214998,0.0
2019-10-23,-0.0,-1.0449571836346336,-2.5361560418648907,1.0,-4.364890580399619,-2.947431018078021,0.0
2019-10-24,-0.0,-1.000715905023267,-2.7118482281350675,1.0,-4.328481088175636,-2.890705166447918,0.0
2019-10-25,-0.0,-1.0030937648738696,-2.6906235126130413,1.0,-4.315801999048072,-2.889576392194193,0.0
2019-10-28,-0.0,-1.0763855421686748,-2.7648192771084337,1.0,-4.357469879518072,-2.8495180722891567,0.0
2019-10-29,-0.0,-1.096922313229089,-2.9753040456689006,1.0,-4.42553983618764,-2.912261106974435,0.0
2019-10-30,-0.0,-1.0978422619047619,-2.9716021825396823,1.0,-4.420138888888888,-2.911210317460317,0.0
2019-10-31,-0.0,-1.0852173913043477,-2.9889440993788816,1.0,-4.394906832298137,-2.9532919254658383,0.0
2019-11-01,-0.0,-1.1207705606322549,-3.0007409236848606,1.0,-4.3489750555692765,-2.8781180538404545,0.0
2019-11-04,-0.0,-1.0763151395406274,-3.044949370214868,1.0,-4.393553963941714,-2.833909607310447,0.0
2019-11-05,-0.0,-1.147510060362173,-3.385311871227364,1.0,-4.333626760563381,-2.7088782696177063,0.0
2019-11-06,-0.0,-1.1245435083742603,-3.34932628132477,1.0,-4.297443646895857,-2.8214330688830125,0.0
2019-11-07,-0.0,-1.126010101010101,-3.36780303030303,1.0,-4.304040404040404,-2.8284090909090907,0.0
2019-11-08,-0.0,-1.0897679726131608,-3.3883605933815137,1.0,-4.339292506656523,-2.861671104348929,0.0
2019-11-11,-0.0,-1.0510752688172045,-3.497951868919611,1.0,-4.354582693292371,-2.89720942140297,0.0
2019-11-12,-0.0,-1.0086668366046394,-3.487127198572521,1.0,-4.350242161611012,-2.899184297731328,0.0
2019-11-13,-0.05105934991446243,-1.0426371891038293,-3.813396499539413,1.0,-4.353467561521253,-2.8990656665350705,0.0
2019-11-14,-0.049908064092461256,-1.037037037037037,-3.808773312319411,1.0,-4.3305752561071715,-2.9074074074074074,0.0
2019-11-15,-0.05137614678899082,-1.025557011795544,-3.833158584534731,1.0,-4.298689384010484,-2.897509829619921,0.0
2019-11-18,-0.06665765278528936,-1.053001622498648,-4.005949161709032,1.0,-4.442266089778259,-2.953082747431044,0.0
2019-11-19,-0.14810090702947845,-1.3127834467120183,-4.075113378684808,1.0,-4.549319727891157,-3.0870181405895694,0.0
2019-11-20,-0.15259280249362425,-1.3138282799659962,-4.072400113346557,1.0,-4.544630206857466,-3.0848682346273733,0.0
2019-11-21,-0.3117302052785924,-1.2444281524926688,-4.309237536656892,1.0,-4.567448680351906,-3.2299120234604106,0.0
2019-11-22,-0.3553203827196289,-1.2061467091910698,-4.255436358364744,1.0,-4.514931864308495,-3.1651203247318063,0.0
2019-11-25,-0.356231884057971,-1.2053623188405795,-4.25463768115942,1.0,-4.514202898550724,-3.16231884057971,0.0
2019-11-26,-0.359458291312491,-1.1266388128511742,-4.247802910243481,1.0,-4.49963982135139,-3.1737501800893244,0.0
2019-11-27,-0.3548573075814356,-1.1539348515422314,-4.2242721245315655,1.0,-4.491784375900836,-3.1885269530123956,0.0
2019-11-29,-0.4414793328498912,-1.1240029006526469,-4.332559825960841,1.0,-4.528788977519942,-3.07643219724438,0.0
2019-12-02,-0.5059052175213036,-1.1747645387950365,-4.572880849155329,1.0,-4.5999402003288985,-3.0964269696516666,0.0
2019-12-03,-0.4681858538029003,-1.1500443918319028,-4.511689849067771,1.0,-4.575170168688961,-3.092335010358094,0.0
2019-12-04,-0.49712295578437304,-1.2300121138703815,-4.615687462144154,1.0,-4.65687462144155,-3.142792247122956,0.0
2019-12-05,-0.5287162162162162,-1.193642506142506,-4.72972972972973,1.0,-4.6369778869778875,-3.26735257985258,0.0
2019-12-06,-0.7078822991309651,-1.3296234182039945,-4.625552675712761,1.0,-4.546119835340754,-3.037200792803781,0.0
2019-12-09,-0.6951768488745981,-1.2258842443729903,-5.02266881028939,1.0,-4.870900321543409,-3.262540192926045,0.0
2019-12-10,-1.0754126846220677,-1.2109470026064293,-5.748045178105995,1.0,-5.251781059947872,-3.0900086880973068,0.0
2019-12-11,-1.0946339790845192,-1.1578947368421053,-5.672552717298132,1.0,-5.158923367049546,-3.0596605520315445,0.0
2019-12-12,-1.1145505710975006,-1.1013077305081942,-5.419963582188379,1.0,-4.957788445621586,-2.9599404072173483,0.0
2019-12-13,-1.1430959545302575,-1.11283851554664,-5.565529923102641,1.0,-4.980274155800736,-2.9149114008692747,0.0
2019-12-16,-1.1438127090301005,-1.1130434782608696,-5.572909698996655,1.0,-4.982107023411371,-2.9107023411371236,0.0
2019-12-17,-1.4825039563917708,-1.0052751890276068,-5.950940742043257,1.0,-5.224371373307544,-2.920696324951644,0.0
2019-12-18,-1.8238139534883722,-1.1367441860465117,-6.210046511627906,1.0,-5.3791627906976744,-3.0548837209302326,0.0
2019-12-19,-1.8232984293193717,-1.2208302169035155,-6.241398653702318,1.0,-5.346110695587135,-3.066940912490651,0.0
2019-12-20,-1.84346190028222,-1.2995296331138289,-6.295954844778927,1.0,-5.3529633113828785,-3.0225776105362177,0.0
2019-12-23,-1.850799623706491,-1.3412982126058326,-6.279209783631232,1.0,-5.35032925682032,-2.9932267168391347,0.0
2019-12-24,-1.8607714016933208,-1.34656632173095,-6.265098777046096,1.0,-5.350141110065851,-2.992285983066792,0.0
2019-12-26,-1.8774289985052317,-1.354073243647235,-6.202914798206278,1.0,-5.304932735426009,-2.9450672645739915,0.0
2019-12-27,-1.8576208178438662,-1.4018587360594796,-6.191263940520446,1.0,-5.233457249070631,-2.903159851301115,0.0
2019-12-30,-1.937069447030348,-1.3900577173710669,-6.257493948985291,1.0,-5.245950474771924,-2.788121392664308,0.0
2019-12-31,-1.9066046511627908,-1.4154418604651162,-6.263255813953489,1.0,-5.241860465116279,-2.7774883720930235,0.0
2020-01-02,-1.9099888184867686,-1.4301155423033918,-6.274506149832277,1.0,-5.245620573984346,-2.775624301155423,0.0
2020-01-03,-1.8654633420171194,-1.4170078154075174,-6.2672125046520275,1.0,-5.234648306661704,-2.823781168589505,0.0
2020-01-06,-1.9455296769346355,-1.4718256949661908,-6.2958302028549955,1.0,-5.234785875281743,-2.8347107438016526,0.0
2020-01-07,-1.931993236896487,-1.468157054292692,-6.3079090738305466,1.0,-5.233514935186925,-2.8450122111591205,0.0
2020-01-08,-1.930995687230452,-1.4629664354022127,-6.284455278454903,1.0,-5.210013125820363,-2.862928933058316,0.0
2020-01-09,-1.9551221359590985,-1.5169475478129142,-6.319447074417724,1.0,-5.2366975951524335,-2.907782616928612,0.0
2020-01-10,-2.004977029096478,-1.542113323124043,-6.386294027565085,1.0,-5.27124808575804,-2.9377871362940273,0.0
2020-01-13,-2.022770761576732,-1.5413318025258322,-6.399349406812093,1.0,-5.254496747034061,-2.9171450440107156,0.0
2020-01-14,-2.1840337747073497,-1.4705430819420457,-6.486854730378047,1.0,-5.258875455766648,-2.789867587795049,0.0
2020-01-15,-2.211032096867192,-1.4854891408802613,-6.489525273880454,1.0,-5.252162214107246,-2.7814722275610224,0.0
2020-01-16,-2.2156411730879815,-1.4696185547249376,-6.439141268928503,1.0,-5.242668200115008,-2.801226758673567,0.0
2020-01-17,-2.2380952380952377,-1.4520940906483073,-6.403136354943584,1.0,-5.2432587492828455,-2.7877223178427997,0.0
2020-01-21,-2.2451600536706917,-1.4445083381253594,-6.423615104466168,1.0,-5.265286563158903,-2.78953421506613,0.0
2020-01-22,-2.2358454475899006,-1.4303749043611322,-6.424636572302984,1.0,-5.245983167559296,-2.790933435348126,0.0
2020-01-23,-2.2911759026839156,-1.413400270322456,-6.426916393126086,1.0,-5.300057926240587,-2.8770032824869665,0.0
2020-01-24,-2.2911759026839156,-1.415524232477312,-6.429040355280941,1.0,-5.300637188646457,-2.8723691832400076,0.0
2020-01-27,-2.24711093990755,-1.3694144838212634,-6.4716872110939905,1.0,-5.275231124807396,-2.896956856702619,0.0
2020-01-28,-2.1299413656137696,-1.4338944581047854,-6.447701910346132,1.0,-5.165121997351995,-2.7374692642330243,0.0
2020-01-29,-2.074604370761115,-1.444800301431801,-6.447437829691031,1.0,-5.143745290128108,-2.728899773926149,0.0
2020-01-30,-2.104511278195489,-1.4394736842105262,-6.416729323308271,1.0,-5.146052631578948,-2.6900375939849623,0.0
2020-01-31,-2.078345406023637,-1.5348837209302324,-6.49123141441098,1.0,-5.213114754098361,-2.7445672893633244,0.0
2020-02-03,-2.0669328769728086,-1.4700513405590419,-6.51625784369652,1.0,-5.216390948849591,-2.7451987069785133,0.0
2020-02-04,-2.0181852623602956,-1.4252699374881608,-6.490244364462966,1.0,-5.22220117446486,-2.787270316347793,0.0
2020-02-05,-1.8894924143097958,-1.4352875070237874,-6.489792095898109,1.0,-5.197789848286195,-2.717737404008241,0.0
2020-02-06,-1.980873804612788,-1.4284642790174384,-6.5859741233827105,1.0,-5.157322332645791,-2.5983498968685543,0.0
2020-02-07,-1.9735666418466122,-1.404132539091586,-6.56608339538347,1.0,-5.112620997766196,-2.5586373790022336,0.0
2020-02-10,-1.9766536964980546,-1.3637205855104688,-6.546044098573281,1.0,-5.098387993329628,-2.5440059292199373,0.0
2020-02-11,-1.9503479405679893,-1.3723904457400788,-6.642655632875681,1.0,-5.18299793116419,-2.6590182433703218,0.0
2020-02-12,-1.9546651617757713,-1.3686982693754703,-6.640707298720843,1.0,-5.187358916478556,-2.659706546275395,0.0
2020-02-13,-1.9367633302151546,-1.391393826005613,-6.613844714686623,1.0,-5.1633302151543505,-2.6035547240411603,0.0
2020-02-14,-1.9422389463781748,-1.4158043273753527,-6.665475070555032,1.0,-5.159360301034807,-2.631608654750705,0.0
2020-02-18,-1.9241172051089406,-1.4350112697220134,-6.621337340345605,1.0,-5.134485349361382,-2.6679188580015025,0.0
2020-02-19,-1.9172348484848485,-1.556439393939394,-6.6632575757575765,1.0,-5.122159090909092,-2.6801136363636364,0.0
2020-02-20,-1.967766692248657,-1.5809669992325404,-6.737336914811973,1.0,-5.183806600153492,-2.7168073676132005,0.0
2020-02-21,-1.9384198295894655,-1.6431061192873742,-6.813710302091402,1.0,-5.225019364833463,-2.7449651432997673,0.0
2020-02-24,-1.8630240940997913,-1.6740656421931321,-6.653955606146841,1.0,-5.11307152343009,-2.667615253272624,0.0
2020-02-25,-1.5441836382464618,-1.7117707973765965,-6.19313082499137,1.0,-4.495512599240594,-2.3148084225060406,0.0
2020-02-26,-1.4961720149861542,-1.530868219579736,-5.90763968072976,1.0,-4.298745724059294,-2.0560351848835317,0.0
2020-02-27,-1.5444301352221506,-1.4961365099806825,-5.792820347714102,1.0,-4.256117192530586,-2.008370895041854,0.0
2020-02-28,-1.2753795772551355,-1.7479904733551652,-5.273593331348615,1.0,-3.744269127716582,-1.8441500446561476,0.0
2020-03-02,-1.3419881305637982,-1.6652818991097924,-5.2204747774480715,1.0,-3.7646884272997037,-1.844213649851632,0.0
2020-03-03,-1.1278023895824942,-1.853671633776346,-4.450396026312257,1.0,-3.3305141629748958,-1.6622365418176936,0.0
2020-03-04,-0.8879989495798318,-2.008534663865546,-4.549501050420168,1.0,-3.160845588235294,-1.523503151260504,0.0
2020-03-05,-0.8006988643454386,-2.3031324098340193,-4.098464994384125,1.0,-2.8824410333208537,-1.394858355172844,0.0
2020-03-06,-0.7934438215939558,-2.5191323421886427,-3.9159151840116992,1.0,-2.7043626614672194,-1.2533512064343164,0.0
2020-03-09,-0.7763110088409834,-2.47801865084171,-3.9417463969964874,1.0,-2.6939566428484922,-1.2209034758386823,0.0
2020-03-10,-1.3224669603524228,-1.4338717572197748,-3.187567302985805,1.0,-2.158198727361723,-0.6874204601076848,0.0
2020-03-11,-1.046653707303527,-1.7238729982412293,-3.1193187077663613,1.0,-1.8938257891326482,-0.47301675460520226,0.0
2020-03-12,-1.0936480686695278,-1.390214592274678,-2.845665236051502,1.0,-1.8363948497854075,-0.4177682403433476,0.0
2020-03-13,-1.1751164893247097,-0.9266986577647959,-2.193615689547256,1.0,-1.4958620210028515,-0.1632936921899993,0.0
2020-03-16,-0.8989790094489187,-1.1944955292028665,-1.9919462236032723,1.0,-1.2561988712029932,-0.0,0.0
2020-03-17,-0.8390757169383123,-0.8012172477821333,-1.2276665978956056,1.0,-1.1445739632762533,-0.14529605941819682,0.0
2020-03-18,-0.8054099915156959,-0.7991216249937616,-1.1320057892898139,1.0,-1.102759894195738,-0.15141987323451614,0.0
2020-03-19,-0.8149514563106797,-0.678495145631068,-1.0959708737864078,1.0,-1.0905825242718448,-0.17436893203883497,0.0
2020-03-20,-0.8089985066718051,-0.611156606772966,-1.1097355363938533,1.0,-1.0880581916277277,-0.1992388843393227,0.0
2020-03-23,-0.6781715244286014,-0.6288530090165654,-0.8466764520863912,1.0,-0.9048018452505766,-0.13524847976514992,0.0
2020-03-24,-0.6764864752565755,-0.6188556945194664,-0.8320106369717871,1.0,-0.8867744214069058,-0.14089832550795697,0.0
2020-03-25,-0.6862398995842158,-0.6313250176512121,-0.6451321879657959,1.0,-0.8726366988310975,-0.08719698752647682,0.0
2020-03-26,-0.6790965351413141,-0.633056092080886,-0.6604517324293429,1.0,-0.8787102369033071,-0.09046474043123497,0.0
2020-03-27,-0.6713647566235366,-0.6157963647566235,-0.6188385705483672,1.0,-0.8725739371534196,-0.07231977818853974,0.0
2020-03-30,-0.6533232054690468,-0.6006456513482721,-0.6297759210026586,1.0,-0.8619825294341056,-0.05222180022787695,0.0
2020-03-31,-0.6326253442486891,-0.6183272343154639,-0.614177387105293,1.0,-0.8450975214094391,-0.06236088580374996,0.0
2020-04-01,-0.6186431247449832,-0.6492080566786602,-0.5907118216551059,1.0,-0.8192811306057347,-0.03149226603360659,0.0
2020-04-02,-0.5994272109312998,-0.5198923432593768,-0.5303474690314344,1.0,-0.7745419412718677,-0.02636209930644215,0.0
2020-04-03,-0.5983734210070947,-0.5400934417719329,-0.5399204014535387,1.0,-0.7502336044298322,-0.03218549922131857,0.0
2020-04-06,-0.5892465001372496,-0.5172934394729619,-0.5364054350809773,1.0,-0.7450933296733462,-0.04319928630249795,0.0
2020-04-07,-0.5624729931859731,-0.4718298155226857,-0.5047698188466012,1.0,-0.7358484294498919,-0.04896127638357985,0.0
2020-04-08,-0.5602768762005697,-0.46350268265218253,-0.5085778631516196,1.0,-0.7340862422997947,-0.04547261045240776,0.0
2020-04-09,-0.5714756258234519,-0.44130434782608696,-0.5283596837944664,1.0,-0.7307971014492755,-0.021903820816864296,0.0
2020-04-13,-0.5814487806479142,-0.40758853841861686,-0.5318541372632685,1.0,-0.7299373092198116,-0.03141103489020908,0.0
2020-04-14,-0.5488113635616348,-0.43497846315720246,-0.5191201131095254,1.0,-0.7346529444645381,-0.05050471837700983,0.0
2020-04-15,-0.5346301208370174,-0.44267609784851164,-0.5079084389429217,1.0,-0.7337001015161936,-0.05583390640861905,0.0
2020-04-16,-0.5604816281124235,-0.4103327552923469,-0.5258318882308674,1.0,-0.7433170827471125,-0.03196675719006642,0.0
2020-04-17,-0.5713347561976687,-0.40879986865867673,-0.5362009522245937,1.0,-0.7442784436053194,-0.022919060909538665,0.0
2020-04-20,-0.5889249107639912,-0.3812751743786227,-0.5478599731473295,1.0,-0.741723155516259,-0.014932704587877002,0.0
2020-04-21,-0.6030997526793075,-0.3996042868920033,-0.5624732069249794,1.0,-0.7323990107172299,-0.0,0.0
2020-04-22,-0.5896959624596736,-0.39746472447616255,-0.5480822498126243,1.0,-0.7234659627855444,-0.0,0.0
2020-04-23,-0.5944181491757794,-0.39347151950383547,-0.5500244818018606,1.0,-0.7262934551983026,-0.0,0.0
2020-04-24,-0.5934642236717035,-0.40994460650955455,-0.5463633681864368,1.0,-0.7279491297649875,-0.0,0.0
2020-04-27,-0.615636137723572,-0.42209724356668743,-0.5080927312559265,1.0,-0.7239642938887617,-0.0,0.0
2020-04-28,-0.6139875216411328,-0.437167216541992,-0.49563910756867996,1.0,-0.7197922451246201,-0.0,0.0
2020-04-29,-0.5848939641109299,-0.46476345840130506,-0.48404567699836865,1.0,-0.7143882544861337,-0.014551386623164766,0.0
2020-04-30,-0.5889640371984133,-0.4251154321389088,-0.5020485140144372,1.0,-0.7354815633738702,-0.0,0.0
2020-05-01,-0.580394830833171,-0.427722579388272,-0.5051626729008377,1.0,-0.7330995519189558,-0.0005844535359438925,0.0
2020-05-04,-0.5892122899601775,-0.40470100689610516,-0.5048726001230291,1.0,-0.7388221581895296,-0.0,0.0
2020-05-05,-0.5897909577053962,-0.40871819802301085,-0.4942148760330578,1.0,-0.7482093663911846,-0.0,0.0
2020-05-06,-0.586282756389518,-0.40491750242639923,-0.4981882885797476,1.0,-0.7458104173406666,-0.0,0.0
2020-05-07,-0.5836076153597934,-0.39967731526298805,-0.5037431429493385,1.0,-0.7397870280735721,-0.0,0.0
2020-05-08,-0.5844961240310078,-0.40310077519379844,-0.5011304909560724,1.0,-0.7412144702842377,-0.0,0.0
2020-05-11,-0.5919842524766853,-0.38190970989706025,-0.5086320952596083,1.0,-0.7444254412856175,-0.0,0.0
2020-05-12,-0.5912861061804099,-0.3848636436985638,-0.5045667258350814,1.0,-0.7466516056156204,-0.0,0.0
2020-05-13,-0.5990291262135922,-0.3517152103559871,-0.5205501618122977,1.0,-0.7649514563106796,-0.0,0.0
2020-05-14,-0.6014626411675241,-0.34676245024754876,-0.518687506067372,1.0,-0.7690191890754943,-0.0,0.0
2020-05-15,-0.5801573482943186,-0.36151415489778804,-0.5181853356548655,1.0,-0.7644612110659701,-0.0,0.0
