Date,AVRO,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-04-08,1.0,-1.7993024730500953,-3.1494927076727968,-1.8638237159162967,-4.052473050095118,-3.9876347495244135,0.0
2019-04-09,1.0,-1.8002536461636018,-3.1490171211160436,-1.86429930247305,-4.051997463538364,-3.9873176918199116,0.0
2019-04-10,1.0,-1.7800316957210776,-3.1470681458003167,-1.8488114104595879,-4.071632329635499,-4.000316957210776,0.0
2019-04-11,1.0,-1.813927125506073,-3.159676113360324,-1.897165991902834,-4.211659919028341,-4.111902834008098,0.0
2019-04-12,1.0,-1.8142510121457491,-3.159676113360324,-1.897165991902834,-4.211336032388664,-4.111902834008098,0.0
2019-04-15,1.0,-1.813614262560778,-3.1640194489465157,-1.9037277147487843,-4.2079416531604545,-4.117990275526742,0.0
2019-04-16,1.0,-1.8114248620577733,-3.1699123661148976,-1.9003570269393053,-4.218273287893541,-4.12836741317754,0.0
2019-04-17,1.0,-1.8124290118448807,-3.1677754340418627,-1.9067012818432583,-4.217588836605549,-4.121531721564174,0.0
2019-04-18,1.0,-1.8101183719798928,-3.161342630128101,-1.8986541268039565,-4.219231392897681,-4.125993189557321,0.0
2019-04-22,1.0,-1.8101491569390402,-3.16147859922179,-1.8986705577172505,-4.217736705577172,-4.124513618677043,0.0
2019-04-23,1.0,-1.8077858880778588,-3.1638280616382803,-1.8981346309813463,-4.2212489862124905,-4.129602595296025,0.0
2019-04-24,1.0,-1.795539033457249,-3.1284952319379347,-1.9007596573460481,-4.209956360109907,-4.128010344270244,0.0
2019-04-25,1.0,-1.7942792501616032,-3.131544925662573,-1.9031997414350357,-4.207659987071752,-4.123626373626374,0.0
2019-04-26,1.0,-1.7977382875605818,-3.1211631663974155,-1.9163166397415188,-4.209693053311793,-4.110016155088854,0.0
2019-04-29,1.0,-1.7987075928917609,-3.1085621970920845,-1.9108239095315025,-4.212924071082392,-4.124071082390953,0.0
2019-04-30,1.0,-1.8016502184112604,-3.1062934800194144,-1.9187833683869924,-4.2226176994013915,-4.1292671088820585,0.0
2019-05-01,1.0,-1.8066396761133605,-3.1136842105263156,-1.9123886639676113,-4.22914979757085,-4.132307692307693,0.0
2019-05-02,1.0,-1.80164755289937,-3.0999838475205945,-1.9045388467129705,-4.217250848005168,-4.129381360038765,0.0
2019-05-03,1.0,-1.801615508885299,-3.103231017770598,-1.9053311793214864,-4.216155088852989,-4.12875605815832,0.0
2019-05-06,1.0,-1.79456678990516,-3.047098537212667,-1.9167336441086642,-4.203022022182928,-4.113165085999035,0.0
2019-05-07,1.0,-1.7937580437580438,-3.0583976833976836,-1.9248712998713,-4.19980694980695,-4.110682110682111,0.0
2019-05-08,1.0,-1.765602667937113,-3.0025408924884864,-1.9244084484675241,-4.13133238049865,-4.056534857868827,0.0
2019-05-09,1.0,-1.7978844589096827,-3.061513425549227,-1.971358828315704,-4.273718470301058,-4.168755085435314,0.0
2019-05-10,1.0,-1.7907090464547677,-3.065851670741646,-1.9662591687041564,-4.2917685411572934,-4.185493072534637,0.0
2019-05-13,1.0,-1.7998696219035202,-3.0677966101694913,-1.957627118644068,-4.286668839634941,-4.185136897001303,0.0
2019-05-14,1.0,-1.7100496874499118,-2.948870011219747,-2.0751723032537264,-4.209168135919218,-4.084949511139605,0.0
2019-05-15,1.0,-1.7148166101147198,-2.9513653255776378,-2.1265147842947165,-4.258684763289708,-4.106317660365163,0.0
2019-05-16,1.0,-1.7031476997578694,-2.952542372881356,-2.128490718321227,-4.252945924132365,-4.104923325262309,0.0
2019-05-17,1.0,-1.6892000643811365,-2.945758892644455,-2.11395461129889,-4.242716883953002,-4.103653629486561,0.0
2019-05-20,1.0,-1.6690763052208837,-2.931726907630522,-2.10570281124498,-4.250441767068273,-4.10714859437751,0.0
2019-05-21,1.0,-1.6515735388567756,-2.9315992292870905,-2.118818240205523,-4.247752087347463,-4.106615285806037,0.0
2019-05-22,1.0,-1.6738380686483822,-2.9594350468057153,-2.20183938249302,-4.379865330924618,-4.208080144522911,0.0
2019-05-23,1.0,-1.672843555264021,-2.948343719252214,-2.21449655624795,-4.376680878976714,-4.186618563463431,0.0
2019-05-24,1.0,-1.6606645932231134,-2.891798985103945,-2.2560157145195614,-4.371746603372074,-4.18890162055983,0.0
2019-05-28,1.0,-1.666393711103832,-2.878480183426138,-2.2612184736324923,-4.377333770062234,-4.193907631837536,0.0
2019-05-29,1.0,-1.6799672935404741,-2.88323793949305,-2.259689288634505,-4.367620605069501,-4.162714636140637,0.0
2019-05-30,1.0,-1.6718877467776148,-2.873062489802578,-2.2528960678740417,-4.359438733888073,-4.158427149616577,0.0
2019-05-31,1.0,-1.6689531275518537,-2.8822472644128694,-2.2464478196962276,-4.364200555283358,-4.170014698677119,0.0
2019-06-03,1.0,-1.6512795594428247,-2.8620019436345965,-2.2638483965014577,-4.328798185941043,-4.091026886945254,0.0
2019-06-04,1.0,-1.6458772071926129,-2.865381500080998,-2.2627571683136236,-4.3280414709217565,-4.097359468653814,0.0
2019-06-05,1.0,-1.6143039591315453,-2.803959131545338,-2.286079182630907,-4.297733077905492,-3.962005108556833,0.0
2019-06-06,1.0,-1.6064578005115089,-2.829923273657289,-2.2535166240409206,-4.2971547314578,-3.997602301790281,0.0
2019-06-07,1.0,-1.60288,-2.85344,-2.24736,-4.29664,-3.99968,0.0
2019-06-10,1.0,-1.5782671134514121,-2.857667145364608,-2.234083293441838,-4.283708313387585,-4.003031753630125,0.0
2019-06-11,1.0,-1.5831727681438663,-2.8656069364161847,-2.3078034682080926,-4.294637122671804,-4.005138086062941,0.0
2019-06-12,1.0,-1.5811636129861781,-2.872227579556413,-2.311796849887496,-4.299903567984571,-4.007232401157184,0.0
2019-06-13,1.0,-1.5892396907216493,-2.905283505154639,-2.335534793814433,-4.28930412371134,-3.9888853092783503,0.0
2019-06-14,1.0,-1.5961538461538463,-2.8479020979020975,-2.3421805467260013,-4.2163064208518755,-3.8906547997457084,0.0
2019-06-17,1.0,-1.5935862835370693,-2.8383870455627878,-2.339736466105731,-4.216701063660898,-3.8871249404667405,0.0
2019-06-18,1.0,-1.5958557418538437,-2.836285985447643,-2.333438785194559,-4.1877570389117365,-3.86459981018665,0.0
2019-06-19,1.0,-1.6044078008561915,-2.8249563976534007,-2.369589345172031,-4.204058982083399,-3.852544791501506,0.0
2019-06-20,1.0,-1.6059247397918335,-2.8616493194555646,-2.3876701361088872,-4.257005604483586,-3.900400320256205,0.0
2019-06-21,1.0,-1.6118157007545353,-2.8808797559800934,-2.3875421415957616,-4.259271151067587,-3.914432493177075,0.0
2019-06-24,1.0,-1.6163987138263667,-2.8522508038585213,-2.391800643086817,-4.264147909967846,-3.9525723472668814,0.0
2019-06-25,1.0,-1.6148160051422142,-2.835609834484975,-2.398682307568697,-4.268359312228829,-3.951952434517114,0.0
2019-06-26,1.0,-1.5835225429776192,-2.8767434317223484,-2.4022056438533896,-4.3003567953292245,-4.055141096334738,0.0
2019-06-27,1.0,-1.5961979678793838,-2.8983939691904292,-2.4531301212717143,-4.357915437561455,-4.0825958702064895,0.0
2019-06-28,1.0,-1.5968373002934464,-2.860939028366482,-2.4431040104336486,-4.342354091946527,-4.059178350179328,0.0
2019-07-01,1.0,-1.6015574302401039,-2.84085009733939,-2.427644386761843,-4.324464633354965,-4.028715120051914,0.0
2019-07-02,1.0,-1.588578844905905,-2.859344581440623,-2.4226151849448407,-4.319273199221285,-4.033419857235561,0.0
2019-07-03,1.0,-1.585214626391097,-2.8201907790143084,-2.3670906200317967,-4.196820349761526,-3.928934817170111,0.0
2019-07-05,1.0,-1.5783304292729288,-2.7955013464280056,-2.3602090923491206,-4.1859654680817355,-3.9203231427213683,0.0
2019-07-08,1.0,-1.5654425612052731,-2.7762084118016324,-2.3319209039548023,-4.136691776522285,-3.8833961079723793,0.0
2019-07-09,1.0,-1.561510734994515,-2.7644569816643156,-2.3303557436138536,-4.132894530637831,-3.882150133207961,0.0
2019-07-10,1.0,-1.5553291536050158,-2.7708463949843263,-2.330094043887147,-4.132131661442006,-3.8854231974921634,0.0
2019-07-11,1.0,-1.5699026076028906,-2.7654728243795166,-2.3490417844800504,-4.14043355325165,-3.883600377002828,0.0
2019-07-12,1.0,-1.5243808644823873,-2.753422550376865,-2.3039532379633902,-4.006152899553915,-3.7943393324103987,0.0
2019-07-15,1.0,-1.5475085112968123,-2.7896935933147637,-2.346177653977097,-4.017022593624265,-3.7746827607551845,0.0
2019-07-16,1.0,-1.5939480354879596,-2.815747782002535,-2.446451204055767,-4.13735741444867,-3.8491761723700892,0.0
2019-07-17,1.0,-1.611311475409836,-2.938688524590164,-2.510327868852459,-4.319836065573771,-4.01327868852459,0.0
2019-07-18,1.0,-1.685121107266436,-3.0816608996539796,-2.6716262975778546,-4.611072664359861,-4.251557093425605,0.0
2019-07-19,1.0,-1.7013167013167012,-3.0854123354123355,-2.679140679140679,-4.608974358974359,-4.2503465003465,0.0
2019-07-22,1.0,-1.6909656244601832,-3.081706685092417,-2.6697184315080325,-4.5950941440663335,-4.236655726377613,0.0
2019-07-23,1.0,-1.6968701366072971,-3.0842123465329414,-2.674390454781255,-4.597786615943282,-4.238803389244337,0.0
2019-07-24,1.0,-1.7013324104516352,-3.0834054334659973,-2.6959681605814154,-4.596989098459941,-4.226336736459595,0.0
2019-07-25,1.0,-1.7108620689655172,-3.0358620689655167,-2.706896551724138,-4.598103448275862,-4.18948275862069,0.0
2019-07-26,1.0,-1.7097552568079972,-3.016546018614271,-2.7188900379179595,-4.602206135815235,-4.187866253016201,0.0
2019-07-29,1.0,-1.691111111111111,-2.947521367521367,-2.697094017094017,-4.569572649572649,-4.188717948717948,0.0
2019-07-30,1.0,-1.6807383353272944,-2.9442830285421295,-2.700905828063579,-4.570329858143907,-4.194667578191762,0.0
2019-07-31,1.0,-1.6735042735042733,-2.965470085470085,-2.6988034188034185,-4.563760683760683,-4.1924786324786325,0.0
2019-08-01,1.0,-1.6443500424808835,-2.9751911639762105,-2.681733220050977,-4.533899745114699,-4.157179269328802,0.0
2019-08-02,1.0,-1.6271588215374195,-2.9480189637656617,-2.6950558753809686,-4.515408059600405,-4.146291906535726,0.0
2019-08-05,1.0,-1.6007406160579027,-2.9299781181619258,-2.6660494866184146,-4.501430735566403,-4.133815855916513,0.0
2019-08-06,1.0,-1.5126064178127046,-2.8655861165684344,-2.5910281597904388,-4.354125736738704,-4.0487884741322855,0.0
2019-08-07,1.0,-1.497858319604613,-2.928006589785832,-2.5686985172981878,-4.374299835255354,-4.105601317957166,0.0
2019-08-08,1.0,-1.4962108731466228,-2.928830313014827,-2.5686985172981878,-4.3746293245469525,-4.106095551894564,0.0
2019-08-09,1.0,-1.4292864061995478,-2.8571197933484016,-2.5037132709073293,-4.2965773329028085,-4.057797868905392,0.0
2019-08-12,1.0,-1.425350297954582,-2.8366886777258817,-2.525849573200193,-4.293444999194717,-4.024480592688033,0.0
2019-08-13,1.0,-1.4125517680790058,-2.778751194647977,-2.4980885632366996,-4.248008920038228,-3.9913985345651484,0.0
2019-08-14,1.0,-1.3826142131979695,-2.7966370558375635,-2.4919098984771577,-4.217163705583756,-3.9744606598984773,0.0
2019-08-15,1.0,-1.376501794351693,-2.7912310812919334,-2.4933687002652523,-4.1327820252769545,-3.8091745982212517,0.0
2019-08-16,1.0,-1.377947836951429,-2.7947836951429017,-2.4947680774636884,-4.134312041230673,-3.815711385288146,0.0
2019-08-19,1.0,-1.3829951990088276,-2.7340870373238344,-2.4920241598265447,-4.111197150379432,-3.7667647514325537,0.0
2019-08-20,1.0,-1.3692780337941626,-2.715668202764977,-2.484331797235023,-4.070199692780338,-3.721658986175115,0.0
2019-08-21,1.0,-1.3816254416961131,-2.7156245198955293,-2.5094484559840224,-4.058841603933016,-3.6978030419419268,0.0
2019-08-22,1.0,-1.371616455115461,-2.7124942651781616,-2.483101391650099,-4.040831931487995,-3.68466126319009,0.0
2019-08-23,1.0,-1.3698714023270055,-2.7120330679730555,-2.4872933251684017,-4.049755052051439,-3.6904470300061236,0.0
2019-08-26,1.0,-1.3389246667665118,-2.623034296839898,-2.4455593829564175,-3.9757376067096,-3.593679796315711,0.0
2019-08-27,1.0,-1.3294152655854783,-2.607350096711799,-2.421217080791549,-3.9428656449933044,-3.577890194911471,0.0
2019-08-28,1.0,-1.3329376854599406,-2.5836795252225517,-2.427893175074184,-3.936350148367952,-3.55593471810089,0.0
2019-08-29,1.0,-1.3235425011125945,-2.567126539089156,-2.42649458537309,-3.9506008010680906,-3.5669781931464177,0.0
2019-08-30,1.0,-1.3403940157013776,-2.528958672789216,-2.442897348540957,-3.957191527181158,-3.54303066212413,0.0
2019-09-03,1.0,-1.350773765659543,-2.5296978629329403,-2.449963154016212,-3.9137803979366255,-3.4941783345615334,0.0
2019-09-04,1.0,-1.3406949352179036,-2.505447585394582,-2.464369846878681,-3.9134275618374557,-3.499116607773852,0.0
2019-09-05,1.0,-1.3358035454809647,-2.5,-2.4396977622784073,-3.8445219412961342,-3.410636442894507,0.0
2019-09-06,1.0,-1.327075812274368,-2.4700361010830325,-2.4516967509025265,-3.8319133574007216,-3.35971119133574,0.0
2019-09-09,1.0,-1.3282354638580292,-2.4699177607848797,-2.4475544654451022,-3.826287692973597,-3.3559370942143993,0.0
2019-09-10,1.0,-1.3390050468637347,-2.4527757750540737,-2.4687815428983417,-3.828406633020909,-3.330497476568133,0.0
2019-09-11,1.0,-1.3486595560680312,-2.426347650619775,-2.4945229172672243,-3.832516575381955,-3.311473046987605,0.0
2019-09-12,1.0,-1.3506904487917146,-2.3870828538550057,-2.50517836593786,-3.835155350978136,-3.306098964326812,0.0
2019-09-13,1.0,-1.3539147956246402,-2.3883131836499714,-2.496257915947035,-3.8369314910765686,-3.3172135866436383,0.0
2019-09-16,1.0,-1.3524248093250828,-2.3892646423945894,-2.4973377464383364,-3.835371995970643,-3.316304504245215,0.0
2019-09-17,1.0,-0.0,-0.700281425891182,-1.6695590994371483,-5.094863977485929,-3.2613742964352723,0.0
2019-09-18,1.0,-0.0,-0.5266493153785221,-1.557428991739278,-4.990607672286975,-3.2414846667421067,0.0
2019-09-19,1.0,-0.0,-0.4755786908849264,-1.5278546904419095,-4.9366485768080635,-3.1353416768191384,0.0
2019-09-20,1.0,-0.0,-0.5265260821309656,-1.576914539400666,-4.894672586015538,-3.100554938956715,0.0
2019-09-23,1.0,-0.0,-0.5469916556873079,-1.6013394817742646,-4.767127799736496,-3.064009661835749,0.0
2019-09-24,1.0,-0.0,-0.553009538427804,-1.6275627672404342,-4.738515513649819,-3.0445126630851878,0.0
2019-09-25,1.0,-0.0,-0.5296748854462142,-1.6299367226707397,-4.731835042548549,-3.018437704560332,0.0
2019-09-26,1.0,-0.0,-0.3982852689010133,-1.9959915376906803,-4.824852466317782,-2.9155995991537695,0.0
2019-09-27,1.0,-0.0,-0.3510506798516687,-1.9660636026519833,-4.921227104169008,-2.99876390605686,0.0
2019-09-30,1.0,-0.0,-0.25900339750849377,-2.0652321630804074,-4.956738391845979,-3.0440543601359,0.0
2019-10-01,1.0,-0.0,-0.19107122571850507,-2.1388163126206976,-4.9591048506191076,-3.070884925593548,0.0
2019-10-02,1.0,-0.0,-0.23112338858195214,-2.2602440147329648,-5.0014963167587485,-3.0171500920810312,0.0
2019-10-03,1.0,-0.0,-0.4455366327580295,-2.2207109383929593,-4.91519030746371,-2.848325522916905,0.0
2019-10-04,1.0,-0.0,-0.4858919728204537,-2.275020154324542,-4.90429575031671,-2.8515490038005296,0.0
2019-10-07,1.0,-0.0,-0.5190954194069459,-2.233298719280028,-4.903196030921888,-2.882427598938502,0.0
2019-10-08,1.0,-0.0,-0.5232223118589374,-2.2014521147862163,-4.916791517805693,-2.8833698282816647,0.0
2019-10-09,1.0,-0.0,-0.5683956851044296,-2.193022722056461,-4.905439522607299,-2.808698645857241,0.0
2019-10-10,1.0,-0.0,-0.7092005003980439,-2.3419765722733996,-4.525190492437166,-2.7963152507676563,0.0
2019-10-11,1.0,-0.0,-0.7546842470506593,-2.5041637751561416,-4.48588942863752,-2.8211889891279207,0.0
2019-10-14,1.0,-0.0,-0.6901260504201681,-2.619514472455649,-4.576447245564893,-2.7852474323062557,0.0
2019-10-15,1.0,-0.0,-0.6988191277914182,-2.652519583771776,-4.5752367590319185,-2.7651116567286333,0.0
2019-10-16,1.0,-0.0,-0.7714319084326091,-2.6957486568558746,-4.5131978509694,-2.6991357159542164,0.0
2019-10-17,1.0,-0.0,-0.7292915051110327,-2.779226882857478,-4.519210433556574,-2.7217718246974503,0.0
2019-10-18,1.0,-0.0,-0.8399999999999999,-2.832258064516129,-4.362111436950146,-2.6958357771260997,0.0
2019-10-21,1.0,-0.0,-0.7637110980622431,-2.840751614797416,-4.363123899001762,-2.7763945977686437,0.0
2019-10-22,1.0,-0.0,-0.7309543373635403,-2.8482216222561334,-4.3685878624251675,-2.7908205188402393,0.0
2019-10-23,1.0,-0.0,-0.7324721080446271,-2.8024662360540225,-4.381796829125073,-2.8272460364063416,0.0
2019-10-24,1.0,-0.0,-0.6808284023668638,-3.0002366863905325,-4.373136094674556,-2.7802366863905323,0.0
2019-10-25,1.0,-0.0,-0.6893410623447298,-2.9640364367680117,-4.380338341417248,-2.7964036436768014,0.0
2019-10-28,1.0,-0.0,-0.7542796005706135,-3.0076081787922018,-4.371849738468853,-2.754041844983357,0.0
2019-10-29,1.0,-0.0,-0.7425659472422063,-3.1926858513189447,-4.310551558752997,-2.7446043165467624,0.0
2019-10-30,1.0,-0.0,-0.7527982853060252,-3.1671826625387,-4.263753274589188,-2.723981900452489,0.0
2019-10-31,1.0,-0.0,-0.7450137346231935,-3.183088498745969,-4.239818464110832,-2.775110474143079,0.0
2019-11-01,1.0,-0.0,-0.7998104714522625,-3.19983416252073,-4.17330016583748,-2.6725894337834637,0.0
2019-11-04,1.0,-0.0,-0.7675624705327675,-3.2026166902404527,-4.187765205091938,-2.628948609146629,0.0
2019-11-05,1.0,-0.0,-0.8298334540188269,-3.5104996379435196,-4.185010861694424,-2.543326092203717,0.0
2019-11-06,1.0,-0.0,-0.8232397833579517,-3.5598227474150663,-4.246676514032496,-2.6794682422451994,0.0
2019-11-07,1.0,-0.0,-0.7992414974308785,-3.5385368240763397,-4.222779544898459,-2.6733545387815023,0.0
2019-11-08,1.0,-0.0,-0.7479268292682927,-3.5390243902439025,-4.220731707317073,-2.687439024390244,0.0
2019-11-11,1.0,-0.0,-0.714657738095238,-3.6827876984126986,-4.259052579365079,-2.744419642857143,0.0
2019-11-12,1.0,-0.0,-0.6583239945212301,-3.694932137965384,-4.31664798904246,-2.7817208317768642,0.0
2019-11-13,1.0,-0.0,-0.6932385229540918,-3.988023952095809,-4.12063373253493,-2.6730289421157685,0.0
2019-11-14,1.0,-0.0,-0.686255103303229,-3.95274031918842,-4.0507237411852035,-2.6820487442781147,0.0
2019-11-15,1.0,-0.0,-0.6899590418269828,-3.9843614248479584,-4.046543378428695,-2.6908278515576516,0.0
2019-11-18,1.0,-0.0,-0.667370512979754,-4.000496832691591,-4.069059744131164,-2.6838901999751585,0.0
2019-11-19,1.0,-0.0,-0.9142533366910097,-3.9293628808864267,-4.037773860488542,-2.7098967514479977,0.0
2019-11-20,1.0,-0.0,-0.9259818731117825,-3.926737160120846,-4.036883182275932,-2.6986404833836857,0.0
2019-11-21,1.0,-0.0,-0.893194832867226,-4.314822213343987,-4.227327207351178,-2.882008256758556,0.0
2019-11-22,1.0,-0.0,-0.8346049046321525,-4.404223433242507,-4.401634877384195,-2.9836512261580377,0.0
2019-11-25,1.0,-0.0,-0.8385430823593367,-4.387197608045664,-4.385838543082359,-2.979070399565099,0.0
2019-11-26,1.0,-0.0,-0.7279923570356216,-4.439879896274054,-4.4379691551794735,-3.042309267094309,0.0
2019-11-27,1.0,-0.0,-0.775671621437338,-4.392063275603436,-4.411564162007363,-3.057684440201827,0.0
2019-11-29,1.0,-0.0,-0.7717166137273856,-4.553790912857339,-4.514293605855545,-2.970584173456705,0.0
2019-12-02,1.0,-0.0,-0.8189987163029524,-4.803166452717158,-4.621452003993724,-3.019683354728284,0.0
2019-12-03,1.0,-0.0,-0.7953349452424975,-4.755653534347888,-4.623097710140805,-3.0487839567629074,0.0
2019-12-04,1.0,-0.0,-0.9129229871645276,-4.930425904317387,-4.6938448074679116,-3.0484247374562425,0.0
2019-12-05,1.0,-0.0,-0.8895209580838324,-5.116467065868263,-4.754341317365269,-3.2097305389221558,0.0
2019-12-06,1.0,-0.0,-1.0239204721963342,-5.331469400434917,-4.959925442684063,-3.2173035104069583,0.0
2019-12-09,1.0,-0.0,-0.8235953257563631,-5.607811749639827,-5.193853049463743,-3.3824235633103887,0.0
2019-12-10,1.0,-0.0,-0.874885677702579,-6.919151271263947,-6.079568319004938,-3.417779403694896,0.0
2019-12-11,1.0,-0.0,-0.8616154131159689,-7.030752130418674,-6.160244535012968,-3.4729529455353836,0.0
2019-12-12,1.0,-0.0,-0.8462395543175487,-7.053481894150417,-6.184586815227483,-3.4856081708449396,0.0
2019-12-13,1.0,-0.0,-0.8250555967383246,-7.13639733135656,-6.1471460340993325,-3.4238324684951813,0.0
2019-12-16,1.0,-0.0,-0.8262876130699649,-7.081410374746169,-6.119069595717186,-3.4338194572641685,0.0
2019-12-17,1.0,-0.33035548110924995,-0.6231155778894473,-7.233761399590546,-6.15466219988833,-3.2694956262795456,0.0
2019-12-18,1.0,-0.7052046086611043,-0.709574890742948,-7.622963845848232,-6.384187524831148,-3.4429876837504967,0.0
2019-12-19,1.0,-0.6773374975600235,-0.8442318953738044,-7.483115362092524,-6.145227405816904,-3.36990044895569,0.0
2019-12-20,1.0,-0.5475638051044083,-0.9596644654649295,-6.891486703551668,-5.545779046939139,-2.9029091558093874,0.0
2019-12-23,1.0,-0.5987511150758251,-1.0110615521855486,-6.8362176628010705,-5.543264942016056,-2.8520963425512935,0.0
2019-12-24,1.0,-0.6174161313347609,-1.0198072805139187,-6.80638829407566,-5.555674518201285,-2.8449321912919343,0.0
2019-12-26,1.0,-0.6060660124888492,-1.0158786797502228,-6.809634255129349,-5.553791257805531,-2.8560214094558427,0.0
2019-12-27,1.0,-0.5798890678117731,-1.0885668276972624,-6.872785829307569,-5.514403292181069,-2.8366434066917154,0.0
2019-12-30,1.0,-0.6706349206349206,-1.0865800865800865,-6.984307359307359,-5.566017316017316,-2.73015873015873,0.0
2019-12-31,1.0,-0.6252252252252253,-1.1497297297297298,-6.975495495495495,-5.558738738738739,-2.7088288288288287,0.0
2020-01-02,1.0,-0.6261862917398946,-1.1662565905096662,-6.7722319859402464,-5.382425307557117,-2.6275922671353253,0.0
2020-01-03,1.0,-0.6013513513513514,-1.1801209103840682,-6.862731152204837,-5.430654338549076,-2.706081081081081,0.0
2020-01-06,1.0,-0.6777461784571631,-1.2262708851759687,-6.822964806256666,-5.366868112335585,-2.680767863490935,0.0
2020-01-07,1.0,-0.6906194690265486,-1.2394690265486725,-6.773451327433627,-5.318938053097345,-2.6768141592920354,0.0
2020-01-08,1.0,-0.7003850192509625,-1.2427371368568427,-6.651382569128456,-5.2203360168008395,-2.686209310465523,0.0
2020-01-09,1.0,-0.7297577854671281,-1.2858131487889273,-6.5143598615916956,-5.115051903114187,-2.6562283737024224,0.0
2020-01-10,1.0,-0.7736832956718235,-1.2961932904571527,-6.538154006605249,-5.112289240396315,-2.6619155223361726,0.0
