Date,IWF,IWM,LX,MTUM,SPY,VLUE,VXX
2018-09-24,-1.742433095711114,-3.37524833469674,1.0,-0.4020100502512563,-2.6875073039616693,-2.4792567488605823,0.0
2018-09-25,-1.7504383401519579,-3.3705435417884275,1.0,-0.41367621274108707,-2.683343074225599,-2.4710695499707773,0.0
2018-09-26,-1.7509363295880152,-3.3741807116104865,1.0,-0.40859082397003743,-2.6890215355805243,-2.481507490636704,0.0
2018-09-27,-1.7582134923418686,-3.3509879574418333,1.0,-0.4149421255699755,-2.6880626680696835,-2.4797147199812932,0.0
2018-09-28,-1.75377060680463,-3.354144744534082,1.0,-0.4171635683385947,-2.6871273237460542,-2.4795978019408396,0.0
2018-10-01,-1.755846585594013,-3.351730589335828,1.0,-0.41791393826005613,-2.6881431244153418,-2.479536950420954,0.0
2018-10-02,-1.7573632538569426,-3.332632071061244,1.0,-0.4256661991584853,-2.689925198690977,-2.4822346891070595,0.0
2018-10-03,-1.755049620548745,-3.3215411558669,1.0,-0.4242848803269118,-2.6899007589025103,-2.4846468184471684,0.0
2018-10-04,-1.7608163265306123,-3.304489795918367,1.0,-0.4263556851311953,-2.695976676384839,-2.4741690962099123,0.0
2018-10-05,-1.7176511546942093,-3.280143901589881,1.0,-0.37878612045955673,-2.72206104212603,-2.5063247069745853,0.0
2018-10-08,-1.7290813341135167,-3.3029842012873023,1.0,-0.36114686951433583,-2.77366881217086,-2.5359859566998244,0.0
2018-10-09,-1.725196204755769,-3.3078364765139976,1.0,-0.34742883917066886,-2.7837647885674124,-2.5493733161532153,0.0
2018-10-10,-1.7369348209042865,-3.311450381679389,1.0,-0.3559600704638872,-2.7955372871403403,-2.5440986494421605,0.0
2018-10-11,-1.5506522972206467,-3.3131026659103795,1.0,-0.09188882586500283,-2.7653998865570046,-2.6233692569483833,0.0
2018-10-12,-1.5727039392924897,-3.283673697132017,1.0,-0.06874232786519362,-2.6957928802589,-2.5385559647360787,0.0
2018-10-15,-1.510549943883277,-3.421997755331089,1.0,-0.0,-2.7139169472502807,-2.5768799102132434,0.0
2018-10-16,-1.4984829756152376,-3.449938195302843,1.0,-0.0,-2.7127767164849983,-2.5760197775030904,0.0
2018-10-17,-1.3986906710310967,-3.2801963993453356,1.0,-0.0,-2.6627386797599564,-2.569448990725587,0.0
2018-10-18,-1.3970764699465472,-3.2766444856550674,1.0,-0.0,-2.665430347987346,-2.5695429257117923,0.0
2018-10-19,-1.3322219832221984,-3.221015272101527,1.0,-0.0,-2.652613465261347,-2.5491503549150356,0.0
2018-10-22,-1.3337280654537624,-3.197545483905695,1.0,-0.0,-2.6692862525567875,-2.5648616643341584,0.0
2018-10-23,-1.3939094107299914,-3.274076517150396,1.0,-0.0,-2.711301671064204,-2.6145558487247142,0.0
2018-10-24,-1.3849533223503567,-3.273036792970895,1.0,-0.0,-2.711037891268534,-2.613948380010983,0.0
2018-10-25,-1.2428419936373278,-3.1072110286320256,1.0,-0.0,-2.7477200424178156,-2.5067868504772006,0.0
2018-10-26,-1.1695232159551263,-3.0344863405006754,1.0,-0.0,-2.7322114885218656,-2.451230913057027,0.0
2018-10-29,-1.1043379934210527,-3.038240131578947,1.0,-0.0,-2.6921258223684212,-2.4449013157894735,0.0
2018-10-30,-1.0881084411583488,-3.0359416718011913,1.0,-0.0,-2.6902854795645923,-2.45481618402136,0.0
2018-10-31,-1.1001526717557253,-2.9606106870229008,1.0,-0.0,-2.6821374045801525,-2.4352162849872774,0.0
2018-11-01,-1.0706824865632287,-2.970591217929216,1.0,-0.0,-2.6724470134874756,-2.427238616773147,0.0
2018-11-02,-1.0643028846153846,-2.8964342948717947,1.0,-0.0,-2.6607572115384617,-2.39443108974359,0.0
2018-11-05,-1.0658712652897535,-2.8945257669941853,1.0,-0.0,-2.6641267294966915,-2.4016442751153,0.0
2018-11-06,-1.0690449944884257,-2.895580719510973,1.0,-0.0,-2.6600861809800582,-2.3964325082673614,0.0
2018-11-07,-1.0782547074306539,-2.933387325369508,1.0,-0.0,-2.6860700546669367,-2.4258959303502734,0.0
2018-11-08,-0.9864555323174983,-2.915048301961956,1.0,-0.0,-2.6378846728413503,-2.419778906483418,0.0
2018-11-09,-0.9898254364089775,-2.9199002493765582,1.0,-0.0,-2.6408977556109723,-2.424438902743142,0.0
2018-11-12,-0.9930167597765364,-2.870810055865922,1.0,-0.0,-2.6828611332801278,-2.4293695131683957,0.0
2018-11-13,-0.9099900099900101,-2.893906093906094,1.0,-0.0,-2.7320679320679324,-2.453946053946054,0.0
2018-11-14,-0.917434869739479,-2.899799599198397,1.0,-0.0,-2.7422845691382762,-2.4604208416833666,0.0
2018-11-15,-0.9178535606820462,-2.9122367101303914,1.0,-0.0,-2.761283851554664,-2.438716148445336,0.0
2018-11-16,-0.9066492304597124,-2.8936726687455994,1.0,-0.0,-2.7783925158434766,-2.48063575093049,0.0
2018-11-19,-0.9111848722591029,-2.891872862603098,1.0,-0.0,-2.775799637899819,-2.479480989740495,0.0
2018-11-20,-0.7752270685697176,-2.8639584788901087,1.0,-0.0,-2.7920950194630203,-2.5497554646172276,0.0
2018-11-21,-0.7811977578916314,-2.828596715507916,1.0,-0.0,-2.7686104828400038,-2.455403677844429,0.0
2018-11-23,-0.7837307428122853,-2.793935825728584,1.0,-0.0,-2.7785300755568643,-2.4563830831125504,0.0
2018-11-26,-0.782258064516129,-2.820121951219512,1.0,-0.0,-2.7780291109362705,-2.4543666404405977,0.0
2018-11-27,-0.7519968444926536,-2.862340992012622,1.0,-0.0,-2.7869046445123753,-2.459717976530914,0.0
2018-11-28,-0.7533773789567103,-2.8628340400354997,1.0,-0.0,-2.7855241100483186,-2.459126318903461,0.0
2018-11-29,-0.6451707032389845,-2.822682618422333,1.0,-0.0,-2.778523489932886,-2.4803034724248616,0.0
2018-11-30,-0.642697285199961,-2.824559696409458,1.0,-0.0,-2.780577989685706,-2.4825338133696606,0.0
2018-12-03,-0.6369729939770741,-2.8223236836992425,1.0,-0.0,-2.776763163007577,-2.478336895278803,0.0
2018-12-04,-0.6099235902891963,-2.8300609343263377,1.0,-0.0,-2.7624528484379534,-2.4696779185607896,0.0
2018-12-06,-0.5698183511877037,-2.6129482999534237,1.0,-0.0,-2.759571495109455,-2.3728924080111784,0.0
2018-12-07,-0.5597349262647004,-2.620683218219152,1.0,-0.0,-2.7684338249019973,-2.3848235952958747,0.0
2018-12-10,-0.48693825356229453,-2.594263792473511,1.0,-0.0,-2.733375959079284,-2.3195104128607964,0.0
