Date,HY,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-11-12,1.0,-0.0,-1.1443333333333334,-0.0,-0.7046666666666667,-0.8547407407407407,0.0
2018-11-13,1.0,-0.0,-1.1388367729831144,-0.0,-0.6934848986498915,-0.8464481477393958,0.0
2018-11-14,1.0,-0.0,-1.1384903994703157,-0.0,-0.6936290737879791,-0.8462443904951078,0.0
2018-11-15,1.0,-0.0,-1.1387429746905189,-0.0,-0.694008742607354,-0.840612717187672,0.0
2018-11-16,1.0,-0.0,-1.1401367546503935,-0.0,-0.6953900448496434,-0.8406734798911845,0.0
2018-11-19,1.0,-0.0,-1.140419899253594,-0.0,-0.695664963047395,-0.8407912637423246,0.0
2018-11-20,1.0,-0.0,-1.12051150520299,-0.0,-0.6828374615271875,-0.8607284185842006,0.0
2018-11-21,1.0,-0.0,-1.129997071313516,-0.0,-0.7008346756479719,-0.8300263581783569,0.0
2018-11-23,1.0,-0.0,-1.1202603385864198,-0.0,-0.7051080478262459,-0.8310724340926542,0.0
2018-11-26,1.0,-0.0,-1.1215366620366987,-0.0,-0.7038160684260546,-0.8298486731486221,0.0
2018-11-27,1.0,-0.0,-1.121871362048894,-0.0,-0.6940846915017461,-0.821995052386496,0.0
2018-11-28,1.0,-0.0,-1.1418973197984372,-0.0,-0.6895128897977069,-0.8200540422113489,0.0
2018-11-29,1.0,-0.0,-1.1262982665653385,-0.0,-0.6771613650345601,-0.8154018745702601,0.0
2018-11-30,1.0,-0.0,-1.1275639631804015,-0.0,-0.6771761977241428,-0.8192360658114083,0.0
2018-12-03,1.0,-0.0,-1.1278277262180976,-0.0,-0.6777479698375871,-0.8197143271461718,0.0
2018-12-04,1.0,-0.0,-1.128116067875104,-0.0,-0.6728897572271065,-0.8170339013712506,0.0
2018-12-06,1.0,-0.0,-1.0780560166707873,-0.0,-0.6627344329459965,-0.791120686610391,0.0
2018-12-07,1.0,-0.0,-1.078306018649336,-0.0,-0.662333992653292,-0.7914665159649619,0.0
2018-12-10,1.0,-0.0,-1.0765724703737467,-0.0,-0.6518126358600379,-0.7776453264146975,0.0
2018-12-11,1.0,-0.0,-1.0761460488934096,-0.0,-0.658728210164498,-0.7725439304128232,0.0
2018-12-12,1.0,-0.0,-1.0760785689231849,-0.0,-0.6594177481585408,-0.7720799719396703,0.0
2018-12-13,1.0,-0.0,-1.087209712712642,-0.0,-0.6615726688783794,-0.7805816333733324,0.0
2018-12-14,1.0,-0.0,-1.0813489963664586,-0.0,-0.6655377994144,-0.780823367552122,0.0
2018-12-17,1.0,-0.0,-1.0781749797883933,-0.0,-0.6497943688706105,-0.7871278428064254,0.0
2018-12-18,1.0,-0.0,-1.0649250864387247,-0.0,-0.6400307337687284,-0.7875178989278107,0.0
2018-12-19,1.0,-0.0,-1.0648924280525285,-0.0,-0.6401927912824811,-0.7875104777870914,0.0
2018-12-20,1.0,-0.0,-1.061092126368645,-0.0,-0.6402817490759468,-0.785619638747472,0.0
2018-12-21,1.0,-0.0,-1.0632116078866982,-0.0,-0.641731463482366,-0.7662801999444598,0.0
2018-12-24,1.0,-0.0,-1.0321676870395353,-0.0,-0.6305212548856837,-0.796167548683892,0.0
2018-12-26,1.0,-0.0,-1.0395815469044762,-0.0,-0.607099982850283,-0.7832961756131024,0.0
2018-12-27,1.0,-0.0,-0.999137187230371,-0.0,-0.5383619831419659,-0.7810114820468574,0.0
2018-12-28,1.0,-0.0,-1.000530591941635,-0.0,-0.5366937489636877,-0.7789752943127176,0.0
2018-12-31,1.0,-0.0,-1.015309185511307,-0.0,-0.5396571276098994,-0.780334867587219,0.0
2019-01-02,1.0,-0.0,-1.0142942822870853,-0.0,-0.5367519658803146,-0.7809542849526856,0.0
2019-01-03,1.0,-0.0,-1.0141947952417447,-0.0,-0.5369031355169771,-0.7810136283362766,0.0
2019-01-04,1.0,-0.0,-1.0165374163186849,-0.0,-0.5154437595280705,-0.7821303108636574,0.0
2019-01-07,1.0,-0.0,-0.9933759707629053,-0.0,-0.5048293415127585,-0.7648632774260915,0.0
2019-01-08,1.0,-0.0,-1.0112710304942167,-0.0,-0.5021687697160884,-0.7725420609884333,0.0
2019-01-09,1.0,-0.0,-1.0036424493010434,-0.0,-0.501509483494126,-0.7763339240007876,0.0
2019-01-10,1.0,-0.0,-1.0,-0.0,-0.5062344139650873,-0.775003281270508,0.0
2019-01-11,1.0,-0.0,-0.9933940250435468,-0.0,-0.5096789036053505,-0.7835146416012095,0.0
2019-01-14,1.0,-0.0,-0.9949680984016314,-0.0,-0.5174965467341972,-0.7763599289613892,0.0
2019-01-15,1.0,-0.0,-0.987946252140693,-0.0,-0.5191345013832169,-0.7862929785272031,0.0
2019-01-16,1.0,-0.0,-0.9842664823409367,-0.0,-0.5080477930285375,-0.799249530956848,0.0
2019-01-17,1.0,-0.0,-0.9797315082916557,-0.0,-0.5096077915240852,-0.8010331666227954,0.0
2019-01-18,1.0,-0.0,-0.9744071146245059,-0.0,-0.5167984189723321,-0.8026021080368907,0.0
2019-01-22,1.0,-0.0,-1.0818944089086269,-0.0,-0.3654260431511616,-0.8669008716402082,0.0
2019-01-23,1.0,-0.0,-1.083844580777096,-0.0,-0.35790619433999604,-0.8566198298040768,0.0
2019-01-24,1.0,-0.0,-1.0904390211770905,-0.0,-0.3434113888614432,-0.8595988538681948,0.0
2019-01-25,1.0,-0.0,-1.1026292901585604,-0.0,-0.3088245132802569,-0.9336990700475012,0.0
2019-01-28,1.0,-0.0,-1.0888211858448558,-0.0,-0.32860156014597075,-0.9305634604439385,0.0
2019-01-29,1.0,-0.0,-1.0788951984140318,-0.0,-0.3397399280938141,-0.9415006216188972,0.0
2019-01-30,1.0,-0.0,-1.0780656652216285,-0.0,-0.3387102194441644,-0.9437779346036226,0.0
2019-01-31,1.0,-0.0,-1.0858425600864166,-0.0,-0.34627329192546585,-0.9435255198487712,0.0
2019-02-01,1.0,-0.0,-1.0849863143310916,-0.0,-0.3546108877099314,-0.939614097928564,0.0
2019-02-04,1.0,-0.0,-1.0884985644316838,-0.0,-0.35291335922985984,-0.936429657152508,0.0
2019-02-05,1.0,-0.0,-1.0847835636806002,-0.0,-0.35011658162403264,-0.9442773628898726,0.0
2019-02-06,1.0,-0.0,-1.068415359653867,-0.0,-0.3605327203893997,-0.9512574364521363,0.0
2019-02-07,1.0,-0.0,-1.0707138994050838,-0.0,-0.36340589507842075,-0.9461195240670632,0.0
2019-02-08,1.0,-0.0,-1.0517410911063643,-0.0,-0.36605296171973006,-0.9728410131217576,0.0
2019-02-11,1.0,-0.0,-1.0348809564242774,-0.0,-0.37778079679380494,-0.9837312773834187,0.0
2019-02-12,1.0,-0.0,-1.034313725490196,-0.0,-0.39055691721132896,-0.9792687908496731,0.0
2019-02-13,1.0,-0.0,-0.9848044397463003,-0.0,-0.36046511627906974,-0.9581131078224102,0.0
2019-02-14,1.0,-0.0,-0.961953642384106,-0.0,-0.3843377483443709,-0.9649668874172186,0.0
2019-02-15,1.0,-0.0,-1.026234160506864,-0.0,-0.3434860084477297,-0.9301412354804647,0.0
2019-02-19,1.0,-0.0,-1.0022280471821754,-0.0,-0.35442332896461337,-0.9198885976408911,0.0
2019-02-20,1.0,-0.0,-1.0030808560846907,-0.0,-0.35285634689128514,-0.9216020451640392,0.0
2019-02-21,1.0,-0.0,-0.9934458463050958,-0.0,-0.3537932164509258,-0.9298377846960512,0.0
2019-02-22,1.0,-0.0,-0.9964562278514242,-0.0,-0.34804436277726736,-0.9367699173119833,0.0
2019-02-25,1.0,-0.0,-0.9896234805810852,-0.0,-0.35856639325361533,-0.9459432750271767,0.0
2019-02-26,1.0,-0.0,-0.9880121196153339,-0.0,-0.3617771044658148,-0.9435845079699643,0.0
2019-02-27,1.0,-0.0,-0.9761213720316622,-0.0,-0.38162928759894454,-0.9404023746701846,0.0
2019-02-28,1.0,-0.0,-0.9611968209443664,-0.0,-0.3856942496493689,-0.9924530822146531,0.0
2019-03-01,1.0,-0.0,-0.9696856794472293,-0.0,-0.37809917355371897,-1.0392900690963285,0.0
2019-03-04,1.0,-0.0,-0.9406693020719739,-0.0,-0.3959242093784079,-1.0712241003271539,0.0
2019-03-05,1.0,-0.0,-0.9247462492737775,-0.0,-0.425173439048563,-1.0675985099620655,0.0
2019-03-06,1.0,-0.0,-0.9207093703995344,-0.0,-0.4407887979732274,-1.0621041459824025,0.0
2019-03-07,1.0,-0.0,-0.8984521816380224,-0.0,-0.45498342843475587,-1.0634161342125945,0.0
2019-03-08,1.0,-0.0,-0.8962423075600783,-0.0,-0.46034310860521876,-1.0813765599752465,0.0
2019-03-11,1.0,-0.0,-0.8927580466148723,-0.0,-0.4640677025527192,-1.111542730299667,0.0
2019-03-12,1.0,-0.0,-0.8489158230286895,-0.0,-0.488282481521701,-1.1657967562265736,0.0
2019-03-13,1.0,-0.0,-0.8608049579210535,-0.0,-0.4995598436564667,-1.1608859466882635,0.0
2019-03-14,1.0,-0.0,-0.8640619500175994,-0.0,-0.4967265047518479,-1.159098908834917,0.0
2019-03-15,1.0,-0.0,-0.8589207204651822,-0.0,-0.49592256417529423,-1.1907530846688414,0.0
2019-03-18,1.0,-0.0,-0.878103595890411,-0.0,-0.4965396689497717,-1.1927083333333333,0.0
2019-03-19,1.0,-0.0,-0.8832992941345085,-0.0,-0.49668565695653727,-1.2031244401447563,0.0
2019-03-20,1.0,-0.0,-0.8844551397169743,-0.0,-0.49547446304144815,-1.2117663960922347,0.0
2019-03-21,1.0,-0.0,-0.8840907459257664,-0.0,-0.5101227654533707,-1.1954196281140068,0.0
2019-03-22,1.0,-0.0,-0.8781210478771455,-0.0,-0.5556639566395664,-1.179584462511292,0.0
2019-03-25,1.0,-0.0,-0.8262771105932963,-0.0,-0.5789209535759097,-1.179637927944076,0.0
2019-03-26,1.0,-0.0,-0.835848852707035,-0.0,-0.5767083318324268,-1.1896185295918733,0.0
2019-03-27,1.0,-0.0,-0.8343604714023137,-0.0,-0.5772515947670018,-1.1923811583234223,0.0
2019-03-28,1.0,-0.0,-0.8291301367391852,-0.0,-0.5726810260850741,-1.2060829094057797,0.0
2019-03-29,1.0,-0.0,-0.8231304786984596,-0.0,-0.5713358103964503,-1.2129071822805813,0.0
2019-04-01,1.0,-0.0,-0.8264864864864864,-0.0,-0.5718558558558557,-1.205261261261261,0.0
2019-04-02,1.0,-0.0,-0.8292356641839612,-0.0,-0.5827608648492298,-1.203593896883361,0.0
2019-04-03,1.0,-0.0,-0.8249540490863877,-0.0,-0.5874148556600713,-1.1916243197462788,0.0
2019-04-04,1.0,-0.0,-0.8223007828000433,-0.0,-0.590815627141878,-1.1942209876988565,0.0
2019-04-05,1.0,-0.0,-0.8192227118399191,-0.0,-0.5946326663295528,-1.1981145705410676,0.0
2019-04-08,1.0,-0.0,-0.8257452280053605,-0.0,-0.5916548951428882,-1.2046071933065303,0.0
2019-04-09,1.0,-0.0,-0.8355394378966455,-0.0,-0.5847325475974614,-1.2062375339981868,0.0
2019-04-10,1.0,-0.0,-0.8269662921348315,-0.0,-0.586045668720551,-1.2114896701703517,0.0
2019-04-11,1.0,-0.0,-0.8096706326175276,-0.0,-0.6154962275101568,-1.2022272199651771,0.0
2019-04-12,1.0,-0.0,-0.8078880407124682,-0.0,-0.6166848418756815,-1.2104689203925845,0.0
2019-04-15,1.0,-0.0,-0.8094666812084197,-0.0,-0.6112989420874687,-1.2146726287854002,0.0
2019-04-16,1.0,-0.0,-0.8095411242818704,-0.0,-0.6149734564758927,-1.2115482510362883,0.0
2019-04-17,1.0,-0.0,-0.8339959520023132,-0.0,-0.5808876680641897,-1.1994000289142692,0.0
2019-04-18,1.0,-0.0,-0.8251755807671529,-0.0,-0.5857734557896632,-1.1907077255537548,0.0
2019-04-22,1.0,-0.0,-0.8270717433711436,-0.0,-0.5921537461166101,-1.1932302579293403,0.0
2019-04-23,1.0,-0.0,-0.8434814012278802,-0.0,-0.584687612856627,-1.1832430480317804,0.0
2019-04-24,1.0,-0.0,-0.8378612403939819,-0.0,-0.5831439188945412,-1.1868889129415159,0.0
2019-04-25,1.0,-0.0,-0.8336404031646255,-0.0,-0.5898630829811062,-1.189082764350999,0.0
2019-04-26,1.0,-0.0,-0.8281561491898944,-0.0,-0.5832034506506215,-1.2132734060676356,0.0
2019-04-29,1.0,-0.0,-0.8124977346043712,-0.0,-0.5805937148863677,-1.2315053100873536,0.0
2019-04-30,1.0,-0.0,-0.8136418116442087,-0.0,-0.5776341117931209,-1.2407293066502016,0.0
2019-05-01,1.0,-0.0,-0.8098819255222526,-0.0,-0.5774386920980926,-1.2457765667574932,0.0
2019-05-02,1.0,-0.0,-0.8452814120925911,-0.0,-0.7394905937911279,-1.2860958426879305,0.0
2019-05-03,1.0,-0.0,-0.8190312365612415,-0.0,-0.779506626529575,-1.3109191133351576,0.0
2019-05-06,1.0,-0.0,-0.8055403610221146,-0.0,-0.7777213409392827,-1.3239040400093771,0.0
2019-05-07,1.0,-0.0,-0.7965863923310731,-0.0,-0.7772582027901176,-1.3229678123295145,0.0
2019-05-08,1.0,-0.0,-0.788293174246533,-0.0,-0.775935538854885,-1.3096381808321067,0.0
2019-05-09,1.0,-0.0,-0.7884548375856595,-0.0,-0.7809826164388866,-1.3021797204692398,0.0
2019-05-10,1.0,-0.0,-0.7928182134436241,-0.0,-0.7766997796760853,-1.2958138456186463,0.0
2019-05-13,1.0,-0.0,-0.7974959172563962,-0.0,-0.7790652461311144,-1.311766078233144,0.0
2019-05-14,1.0,-0.0,-0.7562483099625295,-0.0,-0.7987793100784177,-1.3079537992042338,0.0
2019-05-15,1.0,-0.0,-0.757123473541384,-0.0,-0.8325644504748982,-1.2870323706144602,0.0
2019-05-16,1.0,-0.0,-0.757287190802462,-0.0,-0.8270816397630937,-1.2866875701621956,0.0
2019-05-17,1.0,-0.0,-0.7526877547059965,-0.0,-0.8110615175625849,-1.3174461478750243,0.0
2019-05-20,1.0,-0.0,-0.7597654733245321,-0.0,-0.8053506251456085,-1.3177758794750332,0.0
2019-05-21,1.0,-0.0,-0.758759846338908,-0.0,-0.8038104846532925,-1.3177602731752747,0.0
2019-05-22,1.0,-0.0,-0.752897399123997,-0.0,-0.8042559789139114,-1.319004612581883,0.0
2019-05-23,1.0,-0.0,-0.7810560196183616,-0.0,-0.7858073415587402,-1.2648095639512607,0.0
2019-05-24,1.0,-0.0,-0.7772519083969465,-0.0,-0.7783206106870229,-1.2612213740458016,0.0
2019-05-28,1.0,-0.0,-0.7613562683550098,-0.0,-0.7893130935581067,-1.2633586330523667,0.0
2019-05-29,1.0,-0.0,-0.7801905774268252,-0.0,-0.7830378497399492,-1.2331346569985955,0.0
2019-05-30,1.0,-0.0,-0.7745250464525425,-0.0,-0.7776724432141368,-1.2398468014106403,0.0
2019-05-31,1.0,-0.0,-0.7737467268794352,-0.0,-0.7871048537057417,-1.2340708132518687,0.0
2019-06-03,1.0,-0.0,-0.7817124735729386,-0.0,-0.7961340984596799,-1.197447900936273,0.0
2019-06-04,1.0,-0.0,-0.7862417262884034,-0.0,-0.7523434212036577,-1.287446914335999,0.0
2019-06-05,1.0,-0.0,-0.7880438895194855,-0.0,-0.7646235338630345,-1.2309496783957625,0.0
2019-06-06,1.0,-0.0,-0.7899413877859708,-0.0,-0.7502741539043297,-1.2412176214785402,0.0
2019-06-07,1.0,-0.0,-0.7866525743620716,-0.0,-0.7511701645779859,-1.2369394534199003,0.0
2019-06-10,1.0,-0.0,-0.7907528826588288,-0.0,-0.7381113874444193,-1.2393172055166177,0.0
2019-06-11,1.0,-0.0,-0.8005195000752899,-0.0,-0.7296340912513176,-1.23433970787532,0.0
2019-06-12,1.0,-0.0,-0.8036823675590196,-0.0,-0.7305997966790918,-1.2309198388493543,0.0
2019-06-13,1.0,-0.0,-0.8149474239626125,-0.0,-0.7329740323370896,-1.220932423774168,0.0
2019-06-14,1.0,-0.0,-0.8155098349536514,-0.0,-0.7410505689954028,-1.2116210716708116,0.0
2019-06-17,1.0,-0.0,-0.8052413273001509,-0.0,-0.7543363499245853,-1.2111613876319758,0.0
2019-06-18,1.0,-0.0,-0.8121982498491248,-0.0,-0.7536210018105008,-1.206057634278817,0.0
2019-06-19,1.0,-0.0,-0.8108791665093806,-0.0,-0.7546336491638671,-1.2093541202672606,0.0
2019-06-20,1.0,-0.0,-0.8120232610829998,-0.0,-0.7551922060267351,-1.208934370515822,0.0
2019-06-21,1.0,-0.0,-0.8166691820102626,-0.0,-0.7522638092363417,-1.204082402656203,0.0
2019-06-24,1.0,-0.0,-0.8005445881552077,-0.0,-0.7595492020270781,-1.2217683987595493,0.0
2019-06-25,1.0,-0.0,-0.7973831492966268,-0.0,-0.7618741491453638,-1.2223188625018908,0.0
2019-06-26,1.0,-0.0,-0.7978485663421839,-0.0,-0.7325101321919624,-1.257376614522177,0.0
2019-06-27,1.0,-0.0,-0.789037048261232,-0.0,-0.7424426092885825,-1.2566861125842868,0.0
2019-06-28,1.0,-0.0,-0.7557442936225071,-0.0,-0.7749677712899068,-1.260900887237431,0.0
2019-07-01,1.0,-0.0,-0.7513259584785574,-0.0,-0.7814441582057888,-1.2556826791938174,0.0
2019-07-02,1.0,-0.0,-0.7583087288969641,-0.0,-0.7679612385494737,-1.2590279354985237,0.0
2019-07-03,1.0,-0.0,-0.7751658767772512,-0.0,-0.7512417061611375,-1.2650236966824646,0.0
2019-07-05,1.0,-0.0,-0.7585227272727273,-0.0,-0.7576136363636363,-1.271742424242424,0.0
2019-07-08,1.0,-0.0,-0.7651566886713712,-0.0,-0.7536611275514076,-1.2750967448213066,0.0
2019-07-09,1.0,-0.0,-0.7616868381240545,-0.0,-0.7433434190620272,-1.2771180030257185,0.0
2019-07-10,1.0,-0.0,-0.7659180278281912,-0.0,-0.73914851784634,-1.2759376890502117,0.0
2019-07-11,1.0,-0.0,-0.7609706315908833,-0.0,-0.7505764070000377,-1.2681709944438142,0.0
2019-07-12,1.0,-0.0,-0.7614890400604686,-0.0,-0.7532501889644746,-1.2645124716553289,0.0
2019-07-15,1.0,-0.0,-0.7734422262552934,-0.0,-0.7533272837265578,-1.2542347247428918,0.0
2019-07-16,1.0,-0.0,-0.7908244378832613,-0.0,-0.7629646453175863,-1.2315088197441137,0.0
2019-07-17,1.0,-0.0,-0.7917439176661999,-0.0,-0.7591282303530212,-1.2328881153278595,0.0
2019-07-18,1.0,-0.0,-0.8017003422766921,-0.0,-0.6776710463361671,-1.201023149681646,0.0
2019-07-19,1.0,-0.0,-0.805598526703499,-0.0,-0.6814364640883978,-1.1962062615101288,0.0
2019-07-22,1.0,-0.0,-0.8099727480297562,-0.0,-0.6674891360388893,-1.2052367975252265,0.0
2019-07-23,1.0,-0.0,-0.8121314858490566,-0.0,-0.6719487028301887,-1.2010244693396226,0.0
2019-07-24,1.0,-0.0,-0.8129578501748573,-0.0,-0.6699429412847414,-1.198306644579422,0.0
2019-07-25,1.0,-0.0,-0.7926811381636844,-0.0,-0.6867483132883544,-1.1873349955998826,0.0
2019-07-26,1.0,-0.0,-0.789292388874638,-0.0,-0.6874564842977022,-1.1876946755102789,0.0
2019-07-29,1.0,-0.0,-0.7904497663551402,-0.0,-0.6776431074766356,-1.1826080607476637,0.0
2019-07-30,1.0,-0.0,-0.7895409560676332,-0.0,-0.6793996275061169,-1.1829237117919875,0.0
2019-07-31,1.0,-0.0,-0.8044788660358748,-0.0,-0.6716472436342382,-1.1771453622182444,0.0
2019-08-01,1.0,-0.0,-0.863036368651247,-0.0,-0.8610662358642972,-1.2161629693841363,0.0
2019-08-02,1.0,-0.0,-0.8793103448275862,-0.0,-0.9071996068474076,-1.3088295519698583,0.0
2019-08-05,1.0,-0.0,-0.8723421655217534,-0.0,-0.9202240758913968,-1.2964098789663068,0.0
2019-08-06,1.0,-0.0,-0.8692044310171199,-0.0,-0.8619939577039275,-1.2969989929506545,0.0
2019-08-07,1.0,-0.0,-0.870516888228443,-0.0,-0.8392706534398972,-1.306478171814129,0.0
2019-08-08,1.0,-0.0,-0.8726954539904765,-0.0,-0.880713035692483,-1.316429937731472,0.0
2019-08-09,1.0,-0.0,-0.8488334413480234,-0.0,-0.8566915100453661,-1.3450259235255997,0.0
2019-08-12,1.0,-0.0,-0.844007763221737,-0.0,-0.8694808345463367,-1.3298560569302929,0.0
2019-08-13,1.0,-0.0,-0.8277421177990392,-0.0,-0.867304509305236,-1.3419320980178433,0.0
2019-08-14,1.0,-0.0,-0.8397861134563583,-0.0,-0.8448518473847143,-1.335785791822458,0.0
2019-08-15,1.0,-0.0,-0.871269910280226,-0.0,-0.8221414173352831,-1.2590016204893086,0.0
2019-08-16,1.0,-0.0,-0.8690598560923539,-0.0,-0.8245433699691627,-1.259903534435044,0.0
2019-08-19,1.0,-0.0,-0.8592076244486453,-0.0,-0.826520163831128,-1.2525204788909894,0.0
2019-08-20,1.0,-0.0,-0.867510117480649,-0.0,-0.8232289497465718,-1.2383403402616793,0.0
2019-08-21,1.0,-0.0,-0.871605713388793,-0.0,-0.8238502589860304,-1.2285747920263694,0.0
2019-08-22,1.0,-0.0,-0.8751079023777761,-0.0,-0.8232755238169976,-1.225339402024641,0.0
2019-08-23,1.0,-0.0,-0.8697047999373582,-0.0,-0.8180252133740505,-1.227429332080495,0.0
2019-08-26,1.0,-0.0,-0.8569548217258334,-0.0,-0.803608067825481,-1.2107158065889825,0.0
2019-08-27,1.0,-0.0,-0.8518547140649151,-0.0,-0.7964451313755797,-1.2156877897990728,0.0
2019-08-28,1.0,-0.0,-0.8421255889395227,-0.0,-0.808372595968178,-1.2114003243994749,0.0
2019-08-29,1.0,-0.0,-0.8460147715033081,-0.0,-0.8110478535159255,-1.189683028158178,0.0
2019-08-30,1.0,-0.0,-0.8348993288590605,-0.0,-0.8197123681687442,-1.1804793863854266,0.0
2019-09-03,1.0,-0.0,-0.8442066505580486,-0.0,-0.8178191999386338,-1.1733977678057759,0.0
2019-09-04,1.0,-0.0,-0.8600970425138631,-0.0,-0.8219346888478126,-1.1689001848428833,0.0
2019-09-05,1.0,-0.0,-0.8773997849792659,-0.0,-0.820534480110582,-1.1417217017355246,0.0
2019-09-06,1.0,-0.0,-0.8794072363356429,-0.0,-0.8202848344880678,-1.1494226327944574,0.0
2019-09-09,1.0,-0.0,-0.8814837617361859,-0.0,-0.8206095120824997,-1.1458365399415114,0.0
2019-09-10,1.0,-0.0,-0.8855194204685574,-0.0,-0.8027127003699138,-1.1650354500616524,0.0
2019-09-11,1.0,-0.0,-0.9033579350052164,-0.0,-0.7706248309440086,-1.190154179064106,0.0
2019-09-12,1.0,-0.0,-0.870468117896359,-0.0,-0.7841649007898285,-1.1981891735696397,0.0
2019-09-13,1.0,-0.0,-0.8651408315031018,-0.0,-0.7757869995761569,-1.2121912688321197,0.0
2019-09-16,1.0,-0.0,-0.8664560376049935,-0.0,-0.7744470987131079,-1.2120289743392156,0.0
2019-09-17,1.0,-0.0,-0.8342699895352893,-0.0,-0.7995814115731948,-1.241928607418317,0.0
2019-09-18,1.0,-0.0,-0.8510060869228085,-0.0,-0.7866475400302407,-1.2393672701895864,0.0
2019-09-19,1.0,-0.0,-0.8403757683535005,-0.0,-0.7964201492248811,-1.229094985889357,0.0
2019-09-20,1.0,-0.0,-0.8397939821089726,-0.0,-0.8067614142431165,-1.2259613522828485,0.0
2019-09-23,1.0,-0.0,-0.8329574616999765,-0.0,-0.8292246675480208,-1.2261451123726572,0.0
2019-09-24,1.0,-0.0,-0.8464775139934375,-0.0,-0.8125458405713183,-1.201196680177572,0.0
