Date,BJRI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6787726358148893,-1.412374245472837,-0.07117706237424547,-1.0351609657947687,-0.8326961770623742,0.0
2018-09-25,1.0,-0.6799215765131711,-1.410164890408204,-0.07374824049869294,-1.0332294389704402,-0.830082445204102,0.0
2018-09-26,1.0,-0.6835742708910492,-1.4157054349468592,-0.0788293960610487,-1.034251750365184,-0.8246108900418072,0.0
2018-09-27,1.0,-0.6899939540507859,-1.4032648125755744,-0.08298065296251511,-1.036174929463926,-0.8257758968158001,0.0
2018-09-28,1.0,-0.6879439770265505,-1.4045543856113658,-0.08388331905889466,-1.0357700639830723,-0.8258350546627035,0.0
2018-10-01,1.0,-0.6880604534005038,-1.4040302267002518,-0.08428211586901763,-1.035617128463476,-0.8257934508816122,0.0
2018-10-02,1.0,-0.6881145681004488,-1.411930815390046,-0.08310221370581414,-1.034491452775957,-0.824971004992184,0.0
2018-10-03,1.0,-0.6935721170919791,-1.4328040180609811,-0.08660139008675358,-1.036730759474405,-0.8236517680482979,0.0
2018-10-04,1.0,-0.7054989816700611,-1.424439918533605,-0.08834012219959268,-1.0534114052953156,-0.819959266802444,0.0
2018-10-05,1.0,-0.6921791105257825,-1.4182453652112248,-0.07147198865363184,-1.0592138587782391,-0.824232600547057,0.0
2018-10-08,1.0,-0.6926360725720384,-1.4202876454744118,-0.06149311378767088,-1.076688519591401,-0.8309701682166997,0.0
2018-10-09,1.0,-0.6907787718584791,-1.4215128100854004,-0.05596787311915413,-1.0799613664091094,-0.8351464009760065,0.0
2018-10-10,1.0,-0.6961902821635938,-1.4216664968931445,-0.06015075888764388,-1.08500560252623,-0.8302943872873587,0.0
2018-10-11,1.0,-0.6227533179881483,-1.3992360056809834,-0.0,-1.051912434497282,-0.8234977227092414,0.0
2018-10-12,1.0,-0.6337790220591785,-1.3898247815803448,-0.0,-1.0209489790992905,-0.7824491963122073,0.0
2018-10-15,1.0,-0.6099860503150705,-1.4077637211987108,-0.0,-1.014093992015008,-0.7783924190677762,0.0
2018-10-16,1.0,-0.6046858462426633,-1.4166265755797172,-0.0,-1.0126046377369384,-0.7769652650822669,0.0
2018-10-17,1.0,-0.5712738913473308,-1.355286696167969,-0.0,-0.9996233876282836,-0.7814706713115527,0.0
2018-10-18,1.0,-0.5723845428840716,-1.3586710650329878,-0.0,-0.9991046182846371,-0.7823751178133836,0.0
2018-10-19,1.0,-0.5482560582714666,-1.341831255544661,-0.0,-1.0015408320493067,-0.7775598823364618,0.0
2018-10-22,1.0,-0.5520911477869467,-1.3569954988747188,-0.0,-1.0011721680420105,-0.7784133533383346,0.0
2018-10-23,1.0,-0.5623648839176615,-1.3613121533978756,-0.0,-0.997838142682583,-0.7781746404737288,0.0
2018-10-24,1.0,-0.5606844034972266,-1.363683369371063,-0.0,-0.9986838394284102,-0.7774748519319357,0.0
2018-10-25,1.0,-0.5081293469424623,-1.2898112184987807,-0.0,-0.9970192394544305,-0.7213440520278204,0.0
2018-10-26,1.0,-0.47989647016823594,-1.2692221875139453,-0.0,-1.005354991298139,-0.7080190994689634,0.0
2018-10-29,1.0,-0.44542825361512794,-1.2909899888765295,-0.0,-0.9932814238042269,-0.7196885428253615,0.0
2018-10-30,1.0,-0.4705644980495897,-1.3005425279110432,-0.0,-1.0018831547325473,-0.7107564004842397,0.0
2018-10-31,1.0,-0.4776902887139108,-1.2685172827972775,-0.0,-0.9994216824591842,-0.7030116998087104,0.0
2018-11-01,1.0,-0.43683715935024836,-1.314494115541236,-0.0,-1.0088155009620978,-0.7147268089676466,0.0
2018-11-02,1.0,-0.4454125177809388,-1.270403627311522,-0.0,-1.0221817211948792,-0.7072368421052632,0.0
2018-11-05,1.0,-0.44401492935217274,-1.2734381942593087,-0.0,-1.021860837110104,-0.7039456145027991,0.0
2018-11-06,1.0,-0.4456536223515302,-1.2739306178652334,-0.0,-1.0202105450184338,-0.7020832407942078,0.0
2018-11-07,1.0,-0.4508976660682226,-1.2864452423698383,-0.0,-1.0363554757630162,-0.7146768402154399,0.0
2018-11-08,1.0,-0.40515858873841765,-1.2952601568068425,-0.0,-1.0261493228795437,-0.7282163221667854,0.0
2018-11-09,1.0,-0.4035800374966521,-1.29814302294438,-0.0,-1.0316489599142935,-0.7305151325774484,0.0
2018-11-12,1.0,-0.4022911948847742,-1.2750321921761911,-0.0,-1.0383197904178323,-0.7246569868123086,0.0
2018-11-13,1.0,-0.37574133462197423,-1.2689012871765584,-0.0,-1.0364626806659931,-0.7120326846197778,0.0
2018-11-14,1.0,-0.3747083938553633,-1.2727232712707426,-0.0,-1.0389541793212729,-0.715216338747304,0.0
2018-11-15,1.0,-0.37443847441204964,-1.2787809389588654,-0.0,-1.0488857570686163,-0.7020170879943626,0.0
2018-11-16,1.0,-0.3671410318544301,-1.2657179362911397,-0.0,-1.053311010265674,-0.7196986385865973,0.0
2018-11-19,1.0,-0.3976947860416572,-1.2999954621772474,-0.0,-1.0845850161092707,-0.7555474883151064,0.0
2018-11-20,1.0,-0.34054054054054056,-1.289279279279279,-0.0,-1.0918918918918918,-0.7827927927927928,0.0
2018-11-21,1.0,-0.3482309954549505,-1.279654219766509,-0.0,-1.0870688886908475,-0.7409767400409945,0.0
2018-11-23,1.0,-0.35259934736936216,-1.256045773546109,-0.0,-1.1091591792946225,-0.7522685619775602,0.0
