Date,ENIA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.29512731635781897,-0.6981402479669377,-0.005732568990801227,-0.6873083588854819,-0.6465804559392082,0.0
2018-09-25,1.0,-0.295113659089394,-0.6982201186587561,-0.005699620025331644,-0.6873875074995,-0.6467235517632158,0.0
2018-09-26,1.0,-0.2948119498532942,-0.6981194985329421,-0.0044678580954921315,-0.6880834889303814,-0.6487730061349692,0.0
2018-09-27,1.0,-0.2959792131649955,-0.6937939305106766,-0.005663080049302108,-0.6875978546920284,-0.6481894799960025,0.0
2018-09-28,1.0,-0.2967047612701163,-0.6934328457668344,-0.0060307200213240925,-0.687535401326092,-0.6481857861593309,0.0
2018-10-01,1.0,-0.300591360128295,-0.6936286792957134,-0.005379038455113428,-0.6913233771006648,-0.6500618088269686,0.0
2018-10-02,1.0,-0.3028783472069,-0.6783004045064018,-0.011232574465951259,-0.695717580984856,-0.6549326379834854,0.0
2018-10-03,1.0,-0.3033042080948077,-0.6667670985236518,-0.00907234441431489,-0.7028221351812796,-0.6657627799538014,0.0
2018-10-04,1.0,-0.3052423806496939,-0.6626074738215517,-0.00976882673714496,-0.7048609949483121,-0.6630089324545849,0.0
2018-10-05,1.0,-0.30310629618483964,-0.6638579596749925,-0.004246497475507406,-0.707827598889892,-0.6646938843748955,0.0
2018-10-08,1.0,-0.30127798725349525,-0.6607494410891254,-0.001568287230137809,-0.7094330808502118,-0.6637859121091795,0.0
2018-10-09,1.0,-0.29251101321585904,-0.6760420196543545,-0.0,-0.7304303625889529,-0.6896984073195527,0.0
2018-10-10,1.0,-0.29140802550795425,-0.6777924765102947,-0.0,-0.7308096740273397,-0.6920389403344527,0.0
2018-10-11,1.0,-0.228225859462302,-0.6563465457174785,-0.0,-0.7078156839545127,-0.6942746335371065,0.0
2018-10-12,1.0,-0.23194606508492155,-0.645760404511863,-0.0,-0.6900687151562297,-0.6735057694800985,0.0
2018-10-15,1.0,-0.22278652993886067,-0.6507294665674636,-0.0,-0.688318830265584,-0.6730501730663474,0.0
2018-10-16,1.0,-0.21733359233359234,-0.661001036001036,-0.0,-0.6872571872571873,-0.671943796943797,0.0
2018-10-17,1.0,-0.2225120646928394,-0.6725251076040172,-0.0,-0.6917634015912352,-0.673927220555628,0.0
2018-10-18,1.0,-0.22234177834295216,-0.6725031791059375,-0.0,-0.6918386644494441,-0.6739704587694414,0.0
2018-10-19,1.0,-0.2098121761658031,-0.6632124352331606,-0.0,-0.6925518134715025,-0.6727979274611399,0.0
2018-10-22,1.0,-0.20980379459949489,-0.6553454639642556,-0.0,-0.6963025318914718,-0.6762610891666127,0.0
2018-10-23,1.0,-0.22012415093113197,-0.6603399525496441,-0.0,-0.6932951997139979,-0.6762975722317917,0.0
2018-10-24,1.0,-0.21798409349131637,-0.6573283557863984,-0.0,-0.6936536276578478,-0.6772601850348969,0.0
2018-10-25,1.0,-0.18415673448850595,-0.6114343218340199,-0.0,-0.7009654391647536,-0.6481964841661687,0.0
2018-10-26,1.0,-0.18253918495297805,-0.6076489028213167,-0.0,-0.6994670846394984,-0.6451410658307211,0.0
2018-10-29,1.0,-0.1550472495149884,-0.6243820013768071,-0.0,-0.6915326365855186,-0.6581763564678641,0.0
2018-10-30,1.0,-0.20833602584814215,-0.6563166397415185,-0.0,-0.7195153473344104,-0.6468497576736671,0.0
2018-10-31,1.0,-0.207855813497894,-0.674209031246939,-0.0,-0.7273973944558724,-0.6556306526920691,0.0
2018-11-01,1.0,-0.19454225352112678,-0.6839462702138759,-0.0,-0.7263628064684402,-0.655451225873761,0.0
2018-11-02,1.0,-0.19340469383684597,-0.7251180107705605,-0.0,-0.7328302639452164,-0.6728940894887309,0.0
2018-11-05,1.0,-0.18852050147983107,-0.7399820424994181,-0.0,-0.734761065478368,-0.6621994612749826,0.0
2018-11-06,1.0,-0.1939539060161628,-0.7443879078120323,-0.0,-0.7309854002461006,-0.6563570454621038,0.0
2018-11-07,1.0,-0.1931291859651461,-0.7486921462130552,-0.0,-0.7315650927993069,-0.6587251341174903,0.0
2018-11-08,1.0,-0.16018791146987793,-0.7541601879114699,-0.0,-0.7242200681509908,-0.6697323584874451,0.0
2018-11-09,1.0,-0.16198840099420048,-0.7558574979287489,-0.0,-0.7246064623032311,-0.6715161557580779,0.0
2018-11-12,1.0,-0.16102841677943167,-0.7435888973233441,-0.0,-0.7274827552064426,-0.6683388890722467,0.0
2018-11-13,1.0,-0.13665063630712862,-0.7391304347826086,-0.0,-0.7304609546242681,-0.6652599208296529,0.0
2018-11-14,1.0,-0.13674430777283433,-0.7390081130594085,-0.0,-0.7304370583616854,-0.6652054436011515,0.0
