Date,IWF,IWM,MTUM,SPY,TPB,VLUE,VXX
2018-12-11,-0.1335419926969223,-1.6529299252303948,-0.0,-1.6942560714078714,1.0,-1.3153654436909523,0.0
2018-12-12,-0.1347012113835275,-1.6525821596244132,-0.0,-1.6941401495392105,1.0,-1.3146699124789891,0.0
2018-12-13,-0.13556378791386894,-1.6481824496411206,-0.0,-1.69281083584163,1.0,-1.311819865709655,0.0
2018-12-14,-0.14327028746601886,-1.627450980392157,-0.0,-1.7021227370004048,1.0,-1.3111805194054025,0.0
2018-12-17,-0.12361422252857718,-1.6200241254523522,-0.0,-1.6834396002067897,1.0,-1.3170199322189673,0.0
2018-12-18,-0.10170164492342598,-1.5937039137833238,-0.0,-1.6678389109472491,1.0,-1.3089052750992625,0.0
2018-12-19,-0.09800805856648317,-1.5957096646047328,-0.0,-1.6706770330855227,1.0,-1.31070881334771,0.0
2018-12-20,-0.09388744784030677,-1.5669335739257924,-0.0,-1.6791474004736664,1.0,-1.2989173339348146,0.0
2018-12-21,-0.08197463768115942,-1.5913156702898552,-0.0,-1.7150135869565217,1.0,-1.2728713768115942,0.0
2018-12-24,-0.033973744999718294,-1.5525945123668938,-0.0,-1.7204349540819202,1.0,-1.3271170206772211,0.0
2018-12-26,-0.029985589180800354,-1.5524886376233236,-0.0,-1.6697705354173593,1.0,-1.2903225806451613,0.0
2018-12-27,-0.0,-1.450676275523526,-0.0,-1.5036294323463368,1.0,-1.2678991070029768,0.0
2018-12-28,-0.0,-1.4639175257731958,-0.0,-1.5042650060181064,1.0,-1.2650060181066511,0.0
2018-12-31,-0.0,-1.4625529910504003,-0.0,-1.5051028418904067,1.0,-1.266028157219867,0.0
2019-01-02,-0.0,-1.469583048530417,-0.0,-1.5079657184920343,1.0,-1.2803512277196487,0.0
2019-01-03,-0.0,-1.4678012396260114,-0.0,-1.5157579577686733,1.0,-1.2690933921630423,0.0
2019-01-04,-0.0,-1.4703522300958731,-0.0,-1.4714464360150061,1.0,-1.268705710712797,0.0
2019-01-07,-0.0,-1.4053317176613145,-0.0,-1.429869736443502,1.0,-1.2137736039583964,0.0
2019-01-08,-0.0,-1.3774072572471112,-0.0,-1.4702513683356984,1.0,-1.2202513683356984,0.0
2019-01-09,-0.0,-1.3781427412814273,-0.0,-1.470397404703974,1.0,-1.220346715328467,0.0
2019-01-10,-0.0,-1.3733265720081138,-0.0,-1.478296146044625,1.0,-1.219371196754564,0.0
2019-01-11,-0.0,-1.3461401816982186,-0.0,-1.486423387301426,1.0,-1.2428056641120642,0.0
2019-01-14,-0.0,-1.3427892394822007,-0.0,-1.4869538834951457,1.0,-1.2268406148867315,0.0
2019-01-15,-0.0,-1.3342954073623983,-0.0,-1.4830624335409388,1.0,-1.2461896804901513,0.0
2019-01-16,-0.0,-1.351113836092377,-0.0,-1.5108318005313714,1.0,-1.247445330063356,0.0
2019-01-17,-0.0,-1.3599385245901636,-0.0,-1.5127561475409834,1.0,-1.2502561475409835,0.0
2019-01-18,-0.0,-1.3497748563738938,-0.0,-1.5228507841209047,1.0,-1.303141659334403,0.0
2019-01-22,-0.0,-1.3669729700682465,-0.0,-1.7437798914503735,1.0,-1.2630447632865818,0.0
2019-01-23,-0.0,-1.2806970509383377,-0.0,-1.7599999999999998,1.0,-1.3211796246648795,0.0
2019-01-24,-0.0,-1.2774560274560274,-0.0,-1.765122265122265,1.0,-1.3199270699270698,0.0
2019-01-25,-0.0,-1.1916838526280586,-0.0,-2.0252494286829053,1.0,-1.3569477732567863,0.0
2019-01-28,-0.0,-1.1614924204284833,-0.0,-2.072551322928903,1.0,-1.3597359735973595,0.0
2019-01-29,-0.0,-1.1334193258931076,-0.0,-2.082328528966407,1.0,-1.3924625651954463,0.0
2019-01-30,-0.0,-1.1311475409836065,-0.0,-2.077994740670285,1.0,-1.3859452805908354,0.0
2019-01-31,-0.0,-1.157399677185952,-0.0,-2.0206489675516224,1.0,-1.3876551455446096,0.0
2019-02-01,-0.0,-1.1583765980014513,-0.0,-2.046055937028973,1.0,-1.378105286663317,0.0
2019-02-04,-0.0,-1.158410299468234,-0.0,-2.045172124265323,1.0,-1.3939546599496222,0.0
2019-02-05,-0.0,-1.1379793675712044,-0.0,-2.0380130074007625,1.0,-1.4306458847275174,0.0
2019-02-06,-0.0,-1.144165402550705,-0.0,-2.02949603910332,1.0,-1.4446317208831958,0.0
2019-02-07,-0.0,-1.1455742501828823,-0.0,-2.0493500647121716,1.0,-1.4322210342693154,0.0
2019-02-08,-0.0,-1.152537599278995,-0.0,-2.064383484481496,1.0,-1.4159297020221935,0.0
2019-02-11,-0.0,-1.1749422632794457,-0.0,-2.160392609699769,1.0,-1.438337182448037,0.0
2019-02-12,-0.0,-1.1895042041171355,-0.0,-2.1681066975935055,1.0,-1.4411713540156568,0.0
2019-02-13,-0.0,-1.2081209453197406,-0.0,-2.1570319740500463,1.0,-1.4272474513438371,0.0
2019-02-14,-0.0,-1.1857192696825212,-0.0,-2.1825212233980698,1.0,-1.4463891150133736,0.0
2019-02-15,-0.0,-1.2199522728595542,-0.0,-2.1672778068796927,1.0,-1.4331529014609163,0.0
2019-02-19,-0.0,-1.1886156171870457,-0.0,-2.1948369091226234,1.0,-1.430780859352288,0.0
2019-02-20,-0.0,-1.2025021821355832,-0.0,-2.1932499272621473,1.0,-1.4233343031713703,0.0
2019-02-21,-0.0,-1.2046011911713186,-0.0,-2.2003970571061546,1.0,-1.434076842228191,0.0
2019-02-22,-0.0,-1.2059957924263676,-0.0,-2.2117227676484337,1.0,-1.4261337073398785,0.0
2019-02-25,-0.0,-1.1983422491329139,-0.0,-2.234377755569925,1.0,-1.4458291693610017,0.0
2019-02-26,-0.0,-1.2082596912925652,-0.0,-2.2396017438435254,1.0,-1.443501826322611,0.0
2019-02-27,-0.0,-1.2121712466092698,-0.0,-2.2469630852694893,1.0,-1.4377874749380823,0.0
2019-02-28,-0.0,-1.2147662889518414,-0.0,-2.247698300283286,1.0,-1.4393295561850803,0.0
2019-03-01,-0.0,-1.2225180452017512,-0.0,-2.267423973494261,1.0,-1.4265175718849838,0.0
2019-03-04,-0.0,-1.2105937882407785,-0.0,-2.187401666569547,1.0,-1.429112522580269,0.0
2019-03-05,-0.0,-1.1872124847143772,-0.0,-2.2026436848541313,1.0,-1.4332382227915914,0.0
2019-03-06,-0.0,-1.236069836552749,-0.0,-2.4058940069341257,1.0,-1.549219910846954,0.0
2019-03-07,-0.0,-1.2562233615417875,-0.0,-2.3865587744764962,1.0,-1.5343134226944222,0.0
2019-03-08,-0.0,-1.243894743484571,-0.0,-2.495866725563198,1.0,-1.570644285984729,0.0
2019-03-11,-0.0,-1.2463239994885564,-0.0,-2.495908451604654,1.0,-1.6507479861910241,0.0
2019-03-12,-0.0,-1.145972293483838,-0.0,-2.5153925089789633,1.0,-1.7521806054386864,0.0
2019-03-13,-0.0,-1.1844182735861266,-0.0,-2.526530348129934,1.0,-1.759867995341012,0.0
2019-03-14,-0.0,-1.1873465167377537,-0.0,-2.518934987721339,1.0,-1.7561070182241179,0.0
2019-03-15,-0.0,-1.1616855753646678,-0.0,-2.533679092382496,1.0,-1.7876175040518638,0.0
2019-03-18,-0.0,-1.2136982696230016,-0.0,-2.5526021448779526,1.0,-1.813014014079874,0.0
2019-03-19,-0.0,-1.2260800424065732,-0.0,-2.5543334216803606,1.0,-1.8455473098330242,0.0
2019-03-20,-0.0,-1.245006657789614,-0.0,-2.5541278295605863,1.0,-1.8586551264980025,0.0
2019-03-21,-0.0,-1.2486522462562397,-0.0,-2.5687188019966722,1.0,-1.8382029950083194,0.0
2019-03-22,-0.0,-1.2430303030303032,-0.0,-2.65979797979798,1.0,-1.8311784511784512,0.0
2019-03-25,-0.0,-1.1102232201822746,-0.0,-2.682274468366134,1.0,-1.8116497160216616,0.0
2019-03-26,-0.0,-1.140404782579654,-0.0,-2.7016899338721525,1.0,-1.8374858058913899,0.0
2019-03-27,-0.0,-1.1240392969324333,-0.0,-2.722916527434338,1.0,-1.8362627815277683,0.0
2019-03-28,-0.0,-1.1111482422136079,-0.0,-2.7129394465980483,1.0,-1.8595107605935037,0.0
2019-03-29,-0.0,-1.1141315210873477,-0.0,-2.697981211273236,1.0,-1.8506229595575987,0.0
2019-04-01,-0.0,-1.1272666666666666,-0.0,-2.6932666666666667,1.0,-1.8461333333333334,0.0
2019-04-02,-0.0,-1.1575633037253084,-0.0,-2.7141057934508814,1.0,-1.7569932387644176,0.0
2019-04-03,-0.0,-1.1603068580120361,-0.0,-2.6956550492692277,1.0,-1.7574234508299713,0.0
2019-04-04,-0.0,-1.1570457272363686,-0.0,-2.7415011331822425,1.0,-1.7672310358618855,0.0
2019-04-05,-0.0,-1.153267512929008,-0.0,-2.784270266639801,1.0,-1.7787628450533952,0.0
2019-04-08,-0.0,-1.1397192181097602,-0.0,-2.7966682340296902,1.0,-1.7808826492913281,0.0
2019-04-09,-0.0,-1.1184361307718234,-0.0,-2.853319851702056,1.0,-1.7690596562184024,0.0
2019-04-10,-0.0,-1.093550339632793,-0.0,-2.866904297531778,1.0,-1.765014459613962,0.0
2019-04-11,-0.0,-1.0727027936721643,-0.0,-2.9003029283069677,1.0,-1.7588017502524405,0.0
2019-04-12,-0.0,-1.0713420379593486,-0.0,-2.9007941849508683,1.0,-1.7582447166509627,0.0
2019-04-15,-0.0,-1.07272115708039,-0.0,-2.8922300706357214,1.0,-1.7622603430877903,0.0
2019-04-16,-0.0,-1.0705969446126926,-0.0,-2.8969648024766137,1.0,-1.7623662426812032,0.0
2019-04-17,-0.0,-1.0437651494748181,-0.0,-2.927551844869378,1.0,-1.7617829248586048,0.0
2019-04-18,-0.0,-1.0594179466451092,-0.0,-2.9114120183239023,1.0,-1.7658986796011855,0.0
2019-04-22,-0.0,-1.0791737216390112,-0.0,-2.917710802573654,1.0,-1.775888926515408,0.0
2019-04-23,-0.0,-1.0847986964491818,-0.0,-2.93909973521624,1.0,-1.76542874601127,0.0
2019-04-24,-0.0,-1.0569259962049335,-0.0,-2.93046896177826,1.0,-1.7895093521279481,0.0
2019-04-25,-0.0,-1.037348335931675,-0.0,-2.94889175083034,1.0,-1.7920422964820715,0.0
2019-04-26,-0.0,-1.0483203257550051,-0.0,-2.931862911435358,1.0,-1.8063115032236172,0.0
2019-04-29,-0.0,-1.0348876671417906,-0.0,-2.9325324102355257,1.0,-1.8200638023484697,0.0
2019-04-30,-0.0,-1.028978622327791,-0.0,-2.9363420427553444,1.0,-1.8212419409569052,0.0
2019-05-01,-0.0,-1.0034002040122407,-0.0,-2.963005780346821,1.0,-1.8340020401224073,0.0
2019-05-02,-0.0,-1.115783012353257,-0.0,-3.2762218982582674,1.0,-2.2809023248676437,0.0
2019-05-03,-0.0,-1.1245969599263015,-0.0,-3.2742207891908492,1.0,-2.278136035621066,0.0
2019-05-06,-0.0,-1.0699241786015163,-0.0,-3.299915754001685,1.0,-2.2889637742207247,0.0
2019-05-07,-0.0,-1.0837877275170877,-0.0,-3.302280930804086,1.0,-2.2938330389371018,0.0
2019-05-08,-0.0,-1.0871278127130843,-0.0,-3.2272141828926437,1.0,-2.2619895446624745,0.0
2019-05-09,-0.0,-1.0864066641423704,-0.0,-3.228246876183264,1.0,-2.258235516849678,0.0
2019-05-10,-0.0,-1.0778907721280602,-0.0,-3.220866290018832,1.0,-2.2341996233521657,0.0
2019-05-13,-0.0,-1.1259559856407053,-0.0,-3.317621351646636,1.0,-2.36046511627907,0.0
2019-05-14,-0.0,-1.0088248954946586,-0.0,-3.371419724415545,1.0,-2.3609691902771326,0.0
2019-05-15,-0.0,-1.0197873826336619,-0.0,-3.393885310778303,1.0,-2.346085202141693,0.0
2019-05-16,-0.0,-1.0282455187398152,-0.0,-3.3860479553037943,1.0,-2.3454644215100484,0.0
2019-05-17,-0.0,-1.0094757281553397,-0.0,-3.3777864077669904,1.0,-2.379650485436893,0.0
2019-05-20,-0.0,-0.9885315769081751,-0.0,-3.381092599767532,1.0,-2.3793103448275863,0.0
2019-05-21,-0.0,-0.9941936982271425,-0.005883719129828908,-3.365487342262135,1.0,-2.3761709375241926,0.0
2019-05-22,-0.0,-0.9617809605355336,-0.046158636257492024,-3.394411146571184,1.0,-2.3815676811707016,0.0
2019-05-23,-0.0,-0.9551775033014837,-0.07791501592480385,-3.3906626272042253,1.0,-2.344519537015459,0.0
2019-05-24,-0.0,-0.8877629950495048,-0.10914294554455445,-3.3890779702970293,1.0,-2.349241955445544,0.0
2019-05-28,-0.0,-0.8852877475247524,-0.10713180693069306,-3.3911664603960396,1.0,-2.3515625,0.0
2019-05-29,-0.0,-0.8789994629018645,-0.10266247218598941,-3.3717486380725847,1.0,-2.3194199340136574,0.0
2019-05-30,-0.0,-0.8717751842751843,-0.09774262899262899,-3.3756142506142504,1.0,-2.332923832923833,0.0
2019-05-31,-0.0,-0.8593450417976838,-0.10637318812792391,-3.3721911189508393,1.0,-2.3313137510545285,0.0
2019-06-03,-0.0,-0.853473748011213,-0.14743541177361924,-3.337525570118949,1.0,-2.237972573679824,0.0
2019-06-04,-0.0,-0.861138408042936,-0.1628996900748356,-3.336306599138257,1.0,-2.1987300627409483,0.0
2019-06-05,-0.0,-0.8302165718087073,-0.20600192179761992,-3.3016483110355535,1.0,-2.0536625027718234,0.0
2019-06-06,-0.0,-0.8307873957641503,-0.19386023171721647,-3.293926647479891,1.0,-2.0609549110766734,0.0
2019-06-07,-0.0,-0.8608900677866195,-0.20527556734453284,-3.254347185381668,1.0,-2.047524314765694,0.0
2019-06-10,-0.0,-0.8633791430881165,-0.18365547144851913,-3.246564268391269,1.0,-2.055633130006614,0.0
2019-06-11,-0.0,-0.8669870609981515,-0.24029574861367836,-3.231423290203327,1.0,-2.054935304990758,0.0
2019-06-12,-0.0,-0.8785233409780275,-0.24916771472959975,-3.2257897462454683,1.0,-2.044536509580528,0.0
2019-06-13,-0.0,-0.9295193158360365,-0.29040106163373636,-3.164258330875848,1.0,-1.988204069595989,0.0
2019-06-14,-0.0,-0.9033523273884407,-0.32553837045807743,-3.1991415673795607,1.0,-1.9722489454599277,0.0
2019-06-17,-0.0,-0.9076569905213271,-0.3264958530805687,-3.196830568720379,1.0,-1.9742298578199053,0.0
2019-06-18,-0.0,-0.9105992148729724,-0.327901636915784,-3.1945041108066072,1.0,-1.9737797200207392,0.0
2019-06-19,-0.0,-0.8909931404712198,-0.37757232329257384,-3.231583656427081,1.0,-1.9558604235013421,0.0
2019-06-20,-0.0,-0.9065790456276603,-0.3683070719139721,-3.2322455380479425,1.0,-1.960570532447166,0.0
2019-06-21,-0.0,-0.9272931486334707,-0.36585548483713964,-3.2193934855859228,1.0,-1.9752901535005614,0.0
2019-06-24,-0.0,-0.9147286821705427,-0.38646797621735535,-3.205765033491383,1.0,-2.019191691126665,0.0
2019-06-25,-0.0,-0.8889725254045916,-0.3942792623259315,-3.218592397440723,1.0,-2.0254422280767783,0.0
2019-06-26,-0.0,-0.8864098891987637,-0.36149845481269316,-3.1820306022461744,1.0,-2.107484736564408,0.0
2019-06-27,-0.0,-0.8743957703927493,-0.4097432024169185,-3.1895015105740185,1.0,-2.0793051359516617,0.0
2019-06-28,-0.0,-0.8451734539969834,-0.4156108597285068,-3.2030165912518855,1.0,-2.077752639517345,0.0
2019-07-01,-0.0,-0.8285864582550537,-0.4225595551213647,-3.203201322612159,1.0,-2.060419328173142,0.0
2019-07-02,-0.0,-0.8381923105748332,-0.41242599115641165,-3.1914861725249195,1.0,-2.0524619650753206,0.0
2019-07-03,-0.0,-0.8175802691931724,-0.43138581848259266,-3.2172343785247013,1.0,-2.0531618918715693,0.0
2019-07-05,-0.0,-0.802583164376361,-0.43215438912668014,-3.2141623488773745,1.0,-2.060298866110986,0.0
2019-07-08,-0.0,-0.8043201080027,-0.42661066526663166,-3.2073051826295655,1.0,-2.0619515487887194,0.0
2019-07-09,-0.0,-0.7896551724137931,-0.4269865067466267,-3.20952023988006,1.0,-2.070014992503748,0.0
2019-07-10,-0.0,-0.7764864662217891,-0.42400839769063514,-3.222538801829497,1.0,-2.074904401289645,0.0
2019-07-11,-0.0,-0.763849271881099,-0.4426512535655307,-3.232697793124155,1.0,-2.0671070409848373,0.0
2019-07-12,-0.0,-0.7832382953181272,-0.4376500600240096,-3.2199879951980788,1.0,-2.0621248499399756,0.0
2019-07-15,-0.0,-0.8242847488173012,-0.47878651347901174,-3.2034992866261165,1.0,-2.0026282195689715,0.0
2019-07-16,-0.0,-0.8399007369529253,-0.5083471198676492,-3.1976989020905404,1.0,-1.9739810497819223,0.0
2019-07-17,-0.0,-0.8645078502415461,-0.49833937198067635,-3.206521739130435,1.0,-1.9789402173913047,0.0
2019-07-18,-0.0,-0.8622610266445883,-0.49631190727081137,-3.2048020472678007,1.0,-1.9633448743037785,0.0
2019-07-19,-0.0,-0.8637153433557454,-0.5110674624159554,-3.203822618418071,1.0,-1.9760519755231551,0.0
2019-07-22,-0.0,-0.8391993957703928,-0.4982628398791541,-3.2128398791540786,1.0,-2.0025679758308157,0.0
2019-07-23,-0.0,-0.8869578832002506,-0.5001565680288086,-3.3308282448723974,1.0,-2.1105370283388134,0.0
2019-07-24,-0.0,-0.8885747938751473,-0.5367883784844917,-3.334354142127994,1.0,-2.092658029053789,0.0
2019-07-25,-0.0,-0.7729447265768751,-0.5098991683226614,-3.1725914477073673,1.0,-1.9045411054684627,0.0
2019-07-26,-0.0,-0.7193909917530134,-0.4330725311905266,-3.07520969902023,1.0,-1.82103334038204,0.0
2019-07-29,-0.0,-0.6865356161488058,-0.435003170577045,-3.0720777848235046,1.0,-1.8521101951666314,0.0
2019-07-30,-0.0,-0.6818309859154931,-0.4432394366197183,-3.0568309859154934,1.0,-1.8602816901408452,0.0
2019-07-31,-0.0,-0.6551529278802006,-0.4482588118951755,-3.072684890866709,1.0,-1.887476160203433,0.0
2019-08-01,-0.0,-0.6567142958697662,-0.4664818369232957,-3.0813961754460797,1.0,-1.9041728868984147,0.0
2019-08-02,-0.0,-0.625630819532305,-0.49925367829980805,-3.0769777525055084,1.0,-1.9058923875186577,0.0
2019-08-05,-0.0,-0.6147151898734178,-0.48158803222094365,-3.155854430379747,1.0,-1.9400172612197928,0.0
2019-08-06,-0.0,-0.6057219176156333,-0.4611978068325601,-3.038872486995642,1.0,-1.9235203149163502,0.0
2019-08-07,-0.0,-0.6282598056351815,-0.4340348178703769,-3.0126546878277285,1.0,-1.9165909249807733,0.0
2019-08-08,-0.0,-0.6209260036368723,-0.4212477269548189,-3.0202126171492516,1.0,-1.931598825010491,0.0
2019-08-09,-0.0,-0.5767166260020913,-0.3977692575810387,-3.003973509933775,1.0,-1.9926106657371907,0.0
2019-08-12,-0.0,-0.5642916782632899,-0.4153910381296967,-3.0136376287225164,1.0,-1.964653492902867,0.0
2019-08-13,-0.0,-0.5234266703631828,-0.40573884114222347,-3.0247435542001666,1.0,-1.9771278070418632,0.0
2019-08-14,-0.0,-0.5447266703478741,-0.3979845389287686,-2.997377139701822,1.0,-1.9621755935946987,0.0
2019-08-15,-0.0,-0.5872003223423545,-0.42515613457793305,-2.9101470686992146,1.0,-1.7930293465851859,0.0
2019-08-16,-0.0,-0.5790780379789304,-0.430584446084681,-2.9049184727907136,1.0,-1.7954103200697844,0.0
2019-08-19,-0.0,-0.5312562679681754,-0.4488868088520425,-2.930534198034365,1.0,-1.7752223039379553,0.0
2019-08-20,-0.0,-0.5356667553899388,-0.4454351876497205,-2.922877295714666,1.0,-1.750199627362257,0.0
2019-08-21,-0.0,-0.5375033130135171,-0.5053008216273522,-2.8814603763583353,1.0,-1.7017625231910947,0.0
2019-08-22,-0.0,-0.5481279958543853,-0.4465604352895453,-2.8024355486461983,1.0,-1.6803342401865526,0.0
2019-08-23,-0.0,-0.5206975852817171,-0.4457007793535198,-2.7475405647118945,1.0,-1.6741407946850646,0.0
2019-08-26,-0.0,-0.48372698530779246,-0.42625999628045375,-2.6770813960696795,1.0,-1.6121753146116173,0.0
2019-08-27,-0.0,-0.4779220779220779,-0.4122448979591836,-2.6670995670995667,1.0,-1.6269016697588126,0.0
2019-08-28,-0.0,-0.4781967817221472,-0.3968799901731974,-2.637206731359784,1.0,-1.6295295418253286,0.0
2019-08-29,-0.0,-0.4325047103871634,-0.40156810308150487,-2.619461496383638,1.0,-1.6244453898984987,0.0
2019-08-30,-0.0,-0.4054822703618541,-0.4104441486143048,-2.6311872201379645,1.0,-1.6039574004598813,0.0
2019-09-03,-0.0,-0.421186286958099,-0.43376262168208474,-2.6046314771146983,1.0,-1.586673922244392,0.0
2019-09-04,-0.0,-0.42051437216338877,-0.4283207261724659,-2.616217851739788,1.0,-1.5863842662632375,0.0
2019-09-05,-0.0,-0.49084407176767986,-0.4518157716258709,-2.689869905666194,1.0,-1.5330168321104878,0.0
2019-09-06,-0.0,-0.4705809794005181,-0.48581472801282843,-2.7285679042802515,1.0,-1.4825459479462193,0.0
2019-09-09,-0.0,-0.4654980866559684,-0.4850635723984693,-2.7317615109245774,1.0,-1.4897543513146525,0.0
2019-09-10,-0.0,-0.41708291708291706,-0.641983016983017,-2.795392107892108,1.0,-1.3892982017982018,0.0
