Date,BHVN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-11-09,1.0,-0.7424130769746097,-1.888591143565351,-0.0,-1.5575802237556107,-1.5107523279962483,0.0
2018-11-12,1.0,-0.7389188828900887,-1.869892688129041,-0.0,-1.5544891021795642,-1.5020329267479837,0.0
2018-11-13,1.0,-0.7012636567065947,-1.8536922469395816,-0.0,-1.5421218902198237,-1.4845333684349087,0.0
2018-11-14,1.0,-0.7040964172813489,-1.8532007376185455,-0.0,-1.5438619599578502,-1.4847207586933615,0.0
2018-11-15,1.0,-0.7089950620579207,-1.8771520085413054,-0.0,-1.5643267049245964,-1.5224209261977846,0.0
2018-11-16,1.0,-0.7009768090903049,-1.8562695195694063,-0.0,-1.55877466941325,-1.5290052495182402,0.0
2018-11-19,1.0,-0.6991356382978723,-1.8582446808510638,-0.0,-1.5610372340425531,-1.5304521276595744,0.0
2018-11-20,1.0,-0.6526294978252274,-1.8412415974693555,-0.0,-1.5548965335442204,-1.5414524845129827,0.0
2018-11-21,1.0,-0.6652310101801097,-1.8288305925345865,-0.0,-1.5495954058992432,-1.481989036805012,0.0
2018-11-23,1.0,-0.6654270242056501,-1.8278201865988128,-0.0,-1.5494225875905265,-1.4817642069550467,0.0
2018-11-26,1.0,-0.6666448787502451,-1.8272436106935097,-0.0,-1.555330413752533,-1.4872213870187596,0.0
2018-11-27,1.0,-0.6442332725852643,-1.839169487112731,-0.0,-1.5472533194480604,-1.4780656079146055,0.0
2018-11-28,1.0,-0.6412021713226532,-1.9197669800079438,-0.0,-1.5620283331126705,-1.4968886535151595,0.0
2018-11-29,1.0,-0.5803112181782668,-1.8858649651670032,-0.0,-1.5463246305097986,-1.4982746272543785,0.0
2018-11-30,1.0,-0.5811999218291968,-1.888411178424858,-0.0,-1.5505830239072371,-1.4941046185916227,0.0
2018-12-03,1.0,-0.5899578836535929,-1.9059620952882337,-0.0,-1.5715977888918136,-1.5132929718346932,0.0
2018-12-04,1.0,-0.784710344314717,-2.0809846062318735,-0.0,-1.8251654644158548,-1.7455938127463373,0.0
2018-12-06,1.0,-0.757534345105373,-1.9341149392217507,-0.0,-1.8215493059052004,-1.6794936344673814,0.0
2018-12-07,1.0,-0.7756827048114434,-1.94148244473342,-0.0,-1.831382748157781,-1.6758416413813035,0.0
2018-12-10,1.0,-0.7236159476938383,-1.933977684599531,-0.0,-1.8145831852746783,-1.6345675502807193,0.0
2018-12-11,1.0,-0.7232606069220382,-1.934119820908251,-0.0,-1.8138725037310781,-1.6356335725961195,0.0
2018-12-12,1.0,-0.7202817515067896,-1.984460097305933,-0.0,-1.8621741340498148,-1.694720790066081,0.0
2018-12-13,1.0,-0.7192257503262288,-1.9775264607800493,-0.0,-1.8626939248948817,-1.6901551399159054,0.0
2018-12-14,1.0,-0.7211392129864483,-1.9741285600405825,-0.0,-1.862308862961084,-1.6893253134285093,0.0
2018-12-17,1.0,-0.6727140255009106,-1.9988342440801454,-0.0,-1.8529690346083787,-1.7614571948998177,0.0
2018-12-18,1.0,-0.6408272470894497,-1.9734615662737724,-0.0,-1.847349772217803,-1.769542266252079,0.0
2018-12-19,1.0,-0.6335794960903562,-1.9783521575441645,-0.0,-1.8540399652476107,-1.7741094700260645,0.0
2018-12-20,1.0,-0.6315600287562904,-1.9555715312724657,-0.0,-1.843781452192667,-1.7582314881380303,0.0
2018-12-21,1.0,-0.6195365418894829,-1.9479500891265595,-0.0,-1.8362923351158642,-1.7263458110516932,0.0
2018-12-24,1.0,-0.592545531554426,-1.9152195397430465,-0.0,-1.8186502894253849,-1.7327403642524355,0.0
2018-12-26,1.0,-0.5960025515628322,-1.979658374087462,-0.0,-1.7879367779431568,-1.7240059536466088,0.0
2018-12-27,1.0,-0.5081846729471504,-1.866773568517405,-0.0,-1.6267120999532305,-1.679695329725396,0.0
2018-12-28,1.0,-0.5,-1.8763692225487578,-0.0,-1.6265695965802833,-1.676262356398611,0.0
2018-12-31,1.0,-0.4988642437199358,-1.8793425975414215,-0.0,-1.6266702298236237,-1.676042223409941,0.0
2019-01-02,1.0,-0.49815794761872867,-1.885524817469355,-0.0,-1.634134905218032,-1.68055462522607,0.0
2019-01-03,1.0,-0.5143010248509612,-1.8806350056936165,-0.0,-1.6461249916270346,-1.6573112733605733,0.0
2019-01-04,1.0,-0.46958427413999204,-1.8869703811927216,-0.0,-1.6240536591844867,-1.6603798645238415,0.0
2019-01-07,1.0,-0.4266580394694274,-1.8247169200905855,-0.0,-1.604270462633452,-1.6147525072791977,0.0
2019-01-08,1.0,-0.4309488486099464,-1.7980390892085403,-0.0,-1.614139198864736,-1.6072373089079532,0.0
2019-01-09,1.0,-0.4243654168277284,-1.7765107589228193,-0.0,-1.6178327535111456,-1.62375982476485,0.0
2019-01-10,1.0,-0.42681434735011914,-1.7700431450833922,-0.0,-1.6219975529654194,-1.620709640028334,0.0
2019-01-11,1.0,-0.42943795573336774,-1.7513712331418985,-0.0,-1.6309608311286055,-1.6410918242240433,0.0
2019-01-14,1.0,-0.4473344520459533,-1.75080676390861,-0.0,-1.6341164321672907,-1.621853620756422,0.0
2019-01-15,1.0,-0.44161812297734626,-1.7508737864077668,-0.0,-1.6347572815533982,-1.645242718446602,0.0
2019-01-16,1.0,-0.40184325857179687,-1.762245424078371,-0.0,-1.6037638566640888,-1.6771719515339008,0.0
2019-01-17,1.0,-0.3900845503458878,-1.764988470407379,-0.0,-1.590635408660005,-1.6596208045093517,0.0
2019-01-18,1.0,-0.3944372574385511,-1.7589909443725746,-0.0,-1.6045924967658476,-1.7102199223803367,0.0
2019-01-22,1.0,-0.0,-1.9384154460719043,-0.0,-1.899334221038615,-1.820039946737683,0.0
2019-01-23,1.0,-0.0,-1.8676078849227493,-0.0,-1.914824187533298,-1.877131060202451,0.0
2019-01-24,1.0,-0.0,-1.8693768743752086,-0.0,-1.9162945684771746,-1.8787737420859714,0.0
2019-01-25,1.0,-0.0,-1.8293169925640318,-0.0,-2.088474249518039,-1.967433213990636,0.0
2019-01-28,1.0,-0.0,-1.7840043898758486,-0.0,-2.1227107483366487,-1.9524658755744564,0.0
2019-01-29,1.0,-0.0,-1.7692254733218589,-0.0,-2.138106712564544,-1.9773493975903618,0.0
2019-01-30,1.0,-0.0,-1.7703270223752152,-0.0,-2.138519793459553,-1.975834767641997,0.0
2019-01-31,1.0,-0.0,-1.8032775597328377,-0.0,-2.1252496040762927,-1.9571025270260964,0.0
2019-02-01,1.0,-0.0,-1.7934894581416112,-0.0,-2.134743492891972,-1.939495913742188,0.0
2019-02-04,1.0,-0.0,-1.8064561109949104,-0.0,-2.1600780868716445,-2.005507913267796,0.0
2019-02-05,1.0,-0.0,-1.7970721505751135,-0.0,-2.150156849076333,-2.023841059602649,0.0
2019-02-06,1.0,-0.0,-1.7994285316049896,-0.0,-2.1453062931214717,-2.0243919436894555,0.0
2019-02-07,1.0,-0.0,-1.803920215335772,-0.0,-2.1155359238042655,-1.982400441714404,0.0
2019-02-08,1.0,-0.0,-1.8132559264634733,-0.0,-2.1309696592715457,-1.9671711935862877,0.0
2019-02-11,1.0,-0.0,-1.8050694444444446,-0.0,-2.1596527777777776,-1.9797916666666668,0.0
2019-02-12,1.0,-0.0,-1.8135534438510095,-0.0,-2.163695637095096,-1.9589373656100437,0.0
2019-02-13,1.0,-0.0,-1.8410476718403546,-0.0,-2.1499445676274944,-1.9380543237250554,0.0
2019-02-14,1.0,-0.0,-1.831401402096203,-0.0,-2.1656139376691885,-1.9441243839800098,0.0
2019-02-15,1.0,-0.0,-1.8335647826690737,-0.0,-2.165185390917928,-1.944799333425913,0.0
2019-02-19,1.0,-0.0,-1.7962860693082978,-0.0,-2.1766533204473286,-1.9302775093193427,0.0
2019-02-20,1.0,-0.0,-1.8403806934058464,-0.0,-2.095921142080217,-1.8617946974847042,0.0
2019-02-21,1.0,-0.0,-1.8559788144224894,-0.0,-2.0894954844842806,-1.8447749032389487,0.0
2019-02-22,1.0,-0.0,-1.8374220656004336,-0.0,-2.1012469503930604,-1.8383030631607482,0.0
2019-02-25,1.0,-0.0,-1.839686327991817,-0.0,-2.1244459597681553,-1.8548244118649844,0.0
2019-02-26,1.0,-0.0,-1.8410934624037085,-0.0,-2.121480673529211,-1.8545913150180655,0.0
2019-02-27,1.0,-0.0,-1.8454050374404356,-0.0,-2.106126616746086,-1.8558202859087813,0.0
2019-02-28,1.0,-0.0,-1.8542888313105141,-0.0,-2.113936997136233,-1.850265921178235,0.0
2019-03-01,1.0,-0.0,-1.8425705542332542,-0.0,-2.11200272016321,-1.8458347500850052,0.0
2019-03-04,1.0,-0.0,-1.8760460968582797,-0.0,-2.1300589930031557,-1.8535464398408563,0.0
2019-03-05,1.0,-0.0,-1.842508901670775,-0.0,-2.1542043275814846,-1.8507943029307037,0.0
2019-03-06,1.0,-0.0,-1.8407708603840636,-0.0,-2.1536937060069707,-1.8394040866534547,0.0
2019-03-07,1.0,-0.0,-1.8277225023851709,-0.0,-2.161169415292354,-1.8258825132888101,0.0
2019-03-08,1.0,-0.0,-1.8301677526687923,-0.0,-2.2379037848329406,-1.8637876057119092,0.0
2019-03-11,1.0,-0.0,-1.8417513134851138,-0.0,-2.2562521891418563,-1.9072504378283714,0.0
2019-03-12,1.0,-0.0,-1.671418826739427,-0.0,-2.200818553888131,-1.949045020463847,0.0
2019-03-13,1.0,-0.0,-1.6990457884258943,-0.0,-2.2141827418136883,-1.9516029381478686,0.0
2019-03-14,1.0,-0.0,-1.67442332408848,-0.0,-2.1857539065142397,-1.9042819454779139,0.0
2019-03-15,1.0,-0.0,-1.6703058249135418,-0.0,-2.1965823557333697,-1.9141520309215434,0.0
2019-03-18,1.0,-0.0,-1.707595110561736,-0.0,-2.2204367531932427,-1.939156709243236,0.0
2019-03-19,1.0,-0.0,-1.709806629834254,-0.0,-2.2325966850828727,-1.9636740331491709,0.0
2019-03-20,1.0,-0.0,-1.7123979521239796,-0.0,-2.227480282274803,-1.9785526497855266,0.0
2019-03-21,1.0,-0.005092210294522433,-1.7114643545279382,-0.0,-2.23589320121112,-1.9289843104872006,0.0
2019-03-22,1.0,-0.012261390553155916,-1.7121359899679531,-0.0,-2.286679671171799,-1.95555245924481,0.0
2019-03-25,1.0,-0.0444932710793738,-1.5682504806371875,-0.0,-2.307745124965669,-1.945756660258171,0.0
2019-03-26,1.0,-0.03465209572554987,-1.5914372665652234,-0.01217319131276802,-2.3149813252178726,-1.9634112602019647,0.0
2019-03-27,1.0,-0.043703396851698426,-1.5806407069870203,-0.00980392156862745,-2.3143468655067663,-1.955675227837614,0.0
2019-03-28,1.0,-0.06414835164835164,-1.5789835164835164,-0.0,-2.2957417582417583,-1.9291895604395601,0.0
2019-03-29,1.0,-0.06066012488849242,-1.5709188224799286,-0.0,-2.29870308104028,-1.9316544294242777,0.0
2019-04-01,1.0,-0.04584763212079616,-1.5925875085792724,-0.0,-2.3008236101578583,-1.9242278654770075,0.0
2019-04-02,1.0,-0.060072607712857044,-1.6007945749708883,-0.08938968422494692,-2.2802931707651206,-1.819165696280567,0.0
2019-04-03,1.0,-0.06661661320046412,-1.5927240461401952,-0.08838987099856664,-2.271449047846563,-1.8062930857961912,0.0
2019-04-04,1.0,-0.07070983640221781,-1.5882675063317133,-0.08843863371894038,-2.289889793962626,-1.8078581696214664,0.0
2019-04-05,1.0,-0.09879336349924585,-1.5671191553544497,-0.0904291786644728,-2.2912381735911147,-1.808377896613191,0.0
2019-04-08,1.0,-0.10377487053693105,-1.559007904061052,-0.1039111474516217,-2.2671708912510224,-1.7799809212319435,0.0
2019-04-09,1.0,-0.09440369464819341,-1.5664900842162455,-0.10024449877750612,-2.2511545775604453,-1.7793398533007334,0.0
2019-04-10,1.0,-0.09437669376693766,-1.5579268292682924,-0.10901084010840108,-2.2533197831978318,-1.7604336043360433,0.0
2019-04-11,1.0,-0.12576188541243397,-1.5113097656779086,-0.1347690640660978,-2.2641879994582146,-1.7363537857239604,0.0
2019-04-12,1.0,-0.1347160692710431,-1.5108068197073432,-0.1408913948180964,-2.2168076251845883,-1.7091555913545444,0.0
2019-04-15,1.0,-0.15634260932417782,-1.5720997470184315,-0.14015178894109145,-2.472135887242501,-1.8873147813516444,0.0
2019-04-16,1.0,-0.16196673897324657,-1.5704266088214027,-0.15900216919739696,-2.465075921908894,-1.8741142443962397,0.0
2019-04-17,1.0,-0.1576850644647255,-1.549543676662321,-0.15978560046356657,-2.4816746342170073,-1.8945386064030134,0.0
2019-04-18,1.0,-0.1631811274332441,-1.5497503437296474,-0.17244373688400028,-2.468991967580867,-1.8821188219118603,0.0
2019-04-22,1.0,-0.18734158881888624,-1.5513795350858137,-0.14852632341226737,-2.4694040118763128,-1.8850749511188356,0.0
2019-04-23,1.0,-0.19196299508528475,-1.564324949407343,-0.16023417172593232,-2.458224920497253,-1.8527753686036428,0.0
2019-04-24,1.0,-0.17779861511829195,-1.5637622619734561,-0.16950375072129253,-2.4503750721292556,-1.851485862665897,0.0
2019-04-25,1.0,-0.17092720970537262,-1.5462160600808783,-0.189052570768342,-2.459416522241479,-1.8557192374350087,0.0
2019-04-26,1.0,-0.18211944384410347,-1.500972552409769,-0.2053886607593113,-2.478063540090772,-1.837475686189756,0.0
2019-04-29,1.0,-0.18584198385236447,-1.483275663206459,-0.198457324106113,-2.480752595155709,-1.8604382929642442,0.0
2019-04-30,1.0,-0.19599684338905232,-1.4871942033144416,-0.21099074539063062,-2.459215151732549,-1.8207188464021813,0.0
2019-05-01,1.0,-0.2584907015150427,-1.4792848423924752,-0.16830616787535002,-2.4839520356142746,-1.790191713936957,0.0
2019-05-02,1.0,-0.25071797817346353,-1.4921022400919013,-0.1593193566915566,-2.473506605399196,-1.8040637564618036,0.0
2019-05-03,1.0,-0.25387931034482764,-1.4829741379310346,-0.1598419540229885,-2.479094827586207,-1.8081178160919544,0.0
2019-05-06,1.0,-0.24315215832496775,-1.4035565753621109,-0.19260002868205936,-2.488670586548114,-1.8425354940484728,0.0
2019-05-07,1.0,-0.2258855782411081,-1.435033547363105,-0.21845465695115793,-2.4876271553278984,-1.847413606521896,0.0
2019-05-08,1.0,-0.2352521068418797,-1.4192258248821596,-0.2536780459934295,-2.4182973860877017,-1.8154549350092841,0.0
2019-05-09,1.0,-0.2373566120770507,-1.4145444051655722,-0.2630401846908592,-2.4761561214919556,-1.82338936584662,0.0
2019-05-10,1.0,-0.23443355433842608,-1.40998846929951,-0.26981839146728165,-2.481334678581724,-1.8110406457192276,0.0
2019-05-13,1.0,-0.24969338431570592,-1.4133179424283961,-0.2517134405887021,-2.4800519443041624,-1.819782122501984,0.0
2019-05-14,1.0,-0.14355836949562495,-1.3047591947072632,-0.4231343814469659,-2.4527281781318915,-1.7896421711602761,0.0
2019-05-15,1.0,-0.10980475986888985,-1.324782670656976,-0.43964657260937723,-2.4758443779392905,-1.7754738492233149,0.0
2019-05-16,1.0,-0.06684300829282243,-1.3410065770660566,-0.47133257077494994,-2.4799828424363737,-1.7898913354303687,0.0
2019-05-17,1.0,-0.061936775854670285,-1.3169074524388498,-0.4974967815763124,-2.4646688599628095,-1.8109712487483907,0.0
2019-05-20,1.0,-0.06815427390033507,-1.3045555001069367,-0.5077350823411991,-2.447066371996863,-1.801525629143794,0.0
2019-05-21,1.0,-0.05291607396870555,-1.2970128022759602,-0.520697012802276,-2.443100995732575,-1.7986486486486486,0.0
2019-05-22,1.0,-0.04224150192006827,-1.2714407623382165,-0.5540463660930166,-2.4505760204807285,-1.793130422415019,0.0
2019-05-23,1.0,-0.04438309619876832,-1.2469030933673109,-0.555602746513768,-2.455086005521342,-1.776668790259786,0.0
2019-05-24,1.0,-0.029836042502286962,-1.2037857997326016,-0.5850397579339949,-2.4409260432059674,-1.7772148335796216,0.0
2019-05-28,1.0,-0.0305354253148526,-1.1995356363892211,-0.5855202983184409,-2.4422711602054457,-1.7779497643002882,0.0
2019-05-29,1.0,-0.02652445442425093,-1.1915655041751456,-0.5826257806469722,-2.440460318574135,-1.775805206652165,0.0
2019-05-30,1.0,-0.036394176931690926,-1.1858902575587906,-0.5685890257558791,-2.431131019036954,-1.7769456886898096,0.0
2019-05-31,1.0,-0.027522291652039597,-1.2012216527416977,-0.5516394018114161,-2.435020711928667,-1.8055887102436285,0.0
2019-06-03,1.0,-0.018424174750505968,-1.2016190941447413,-0.6028334147532975,-2.4229883453136996,-1.7329890431991068,0.0
2019-06-04,1.0,-0.05349421118705537,-1.1812665643743896,-0.6004324173524899,-2.4282326684335334,-1.7109778211745013,0.0
2019-06-05,1.0,-0.0387826927058174,-1.1447795183217169,-0.6572355254985853,-2.449313366917397,-1.6106548892415982,0.0
2019-06-06,1.0,-0.03145649779735683,-1.1788959251101323,-0.637045704845815,-2.41795154185022,-1.617910242290749,0.0
2019-06-07,1.0,-0.033156407251671606,-1.2113462466395533,-0.6335562142414007,-2.400909905562832,-1.6141862549114219,0.0
2019-06-10,1.0,-0.12440749653613359,-1.2286881061766206,-0.710201998103989,-2.5183402610661414,-1.7107124626267045,0.0
2019-06-11,1.0,-0.09658125969135346,-1.2345861330576682,-0.7924388983238574,-2.548401388171011,-1.7118806763641734,0.0
2019-06-12,1.0,-0.09469948990907075,-1.2434390478302653,-0.8014341686996378,-2.5476454498410583,-1.7054040068012124,0.0
2019-06-13,1.0,-0.1007992895204263,-1.258806986382475,-0.8161634103019539,-2.533007696862049,-1.6920515097690942,0.0
2019-06-14,1.0,-0.1084078976558456,-1.240183391259336,-0.8395326480810472,-2.5386378762109003,-1.6681209790726912,0.0
2019-06-17,1.0,-0.11643684094093354,-1.2303664921465969,-0.836737703709166,-2.5230440233021163,-1.6675023965784233,0.0
2019-06-18,1.0,-0.08359574149047834,-1.1865347128505024,-0.8768181136602189,-2.6000149947518367,-1.7504873294346979,0.0
2019-06-19,1.0,-0.1568461928076988,-1.2816984636164106,-1.1256120209353369,-2.9045247340874556,-1.9729866621644438,0.0
2019-06-20,1.0,-0.1675200546168288,-1.3032940774876258,-1.0930192865676736,-2.955623826591568,-2.01442225635774,0.0
2019-06-21,1.0,-0.16896345116836428,-1.3245741675939398,-1.0893606094325088,-2.944278010784901,-2.032269108961739,0.0
2019-06-24,1.0,-0.17329448063078504,-1.2748543023654437,-1.0893040795337674,-2.9449777168323616,-2.088018512170038,0.0
2019-06-25,1.0,-0.17451618427812982,-1.2597191299880117,-1.0888850830621681,-2.9493063880801507,-2.0906833361877033,0.0
2019-06-26,1.0,-0.13070717473395127,-1.26956745623069,-1.0802437349811191,-2.943614830072091,-2.1580844490216275,0.0
2019-06-27,1.0,-0.14698253501642747,-1.2482275635483313,-1.0770361404115512,-2.960228255230849,-2.213470517032682,0.0
2019-06-28,1.0,-0.15487604733523366,-1.2079986179493825,-1.0870691889090438,-2.975986870519133,-2.2118856353113934,0.0
2019-07-01,1.0,-0.15945098703719393,-1.1642802677285435,-1.0869270524442938,-2.9088367364229435,-2.1529272218927393,0.0
2019-07-02,1.0,-0.143268416596105,-1.1864521591871295,-1.0831498729889926,-2.8999153259949195,-2.154614733276884,0.0
2019-07-03,1.0,-0.14050986702803422,-1.1920894384687049,-1.0807995257050902,-2.8982806809519777,-2.157872448547472,0.0
2019-07-05,1.0,-0.13896642138205192,-1.19081451408272,-1.0757844878626406,-2.895204262877442,-2.157320477036285,0.0
2019-07-08,1.0,-0.13686440677966102,-1.1863559322033899,-1.0808474576271185,-2.905254237288136,-2.1653389830508476,0.0
2019-07-09,1.0,-0.13063710973855655,-1.1769185210254673,-1.0826635079109908,-2.9023606058042133,-2.1682883492681273,0.0
2019-07-10,1.0,-0.13424750296258675,-1.16979854410022,-1.0816827492805146,-2.910106653123413,-2.1687828000677163,0.0
2019-07-11,1.0,-0.15621831699898614,-1.148783372761068,-1.0974991551199729,-2.9008110848259543,-2.1455728286583304,0.0
2019-07-12,1.0,-0.1344708167919588,-1.1734943829715347,-1.0989103809443366,-2.8939099586113697,-2.14595827350283,0.0
2019-07-15,1.0,-0.14395799813701415,-1.1992548056567025,-1.1299856042001863,-2.8928783131509865,-2.102125497501905,0.0
2019-07-16,1.0,-0.1568409343715239,-1.1778043980491144,-1.167622144262856,-2.9338581329682554,-2.120390177119877,0.0
2019-07-17,1.0,-0.16023611942852256,-1.1830781076225512,-1.1657969030712636,-2.9276242621267863,-2.1182308152964326,0.0
2019-07-18,1.0,-0.15577546493772393,-1.1813683671728372,-1.1645623613717795,-2.923989080361713,-2.105272137860433,0.0
2019-07-19,1.0,-0.1796116504854369,-1.1804632941577244,-1.1664111735649805,-2.900017032873446,-2.0899335717935617,0.0
2019-07-22,1.0,-0.1760047683923706,-1.1653610354223434,-1.156590599455041,-2.9042915531335147,-2.1127384196185286,0.0
2019-07-23,1.0,-0.179307993863985,-1.1654167376853588,-1.1593659451167546,-2.9065109936935403,-2.111641384012272,0.0
2019-07-24,1.0,-0.18112659201641168,-1.1665099581160785,-1.199247798957176,-2.908026327036499,-2.092742969484571,0.0
2019-07-25,1.0,-0.18686006825938567,-1.1371160409556313,-1.2109215017064845,-2.922098976109215,-2.0755119453924915,0.0
2019-07-26,1.0,-0.18251533742331288,-1.1313905930470347,-1.2133605998636672,-2.922205180640763,-2.071233810497614,0.0
2019-07-29,1.0,-0.18119031377899047,-1.117837653478854,-1.2136766712141882,-2.9281207366984994,-2.0857776261937246,0.0
2019-07-30,1.0,-0.17501493301476234,-1.1150268794265723,-1.220325966379384,-2.928492192166567,-2.0943766532980628,0.0
2019-07-31,1.0,-0.17320010248526774,-1.0985566658126227,-1.222990861730293,-2.935946707660774,-2.109744640874541,0.0
2019-08-01,1.0,-0.16801498765221834,-1.1377842118709018,-1.2196201992676485,-2.9118623861023587,-2.078344545686792,0.0
2019-08-02,1.0,-0.18237443698478797,-1.1194017166652503,-1.2450922070196313,-2.894535565564715,-2.057023880343333,0.0
2019-08-05,1.0,-0.17068000678311004,-1.1153128709513311,-1.2318127861624555,-2.899101237917585,-2.06206545701204,0.0
2019-08-06,1.0,-0.1260566882148185,-1.1005304160450853,-1.2172219459638653,-2.8026686557268357,-2.0412729985082048,0.0
2019-08-07,1.0,-0.10999585234342596,-1.131065947739527,-1.1850684363334714,-2.798257984238905,-2.0710078805474907,0.0
2019-08-08,1.0,-0.11415070877891072,-1.1246787697919258,-1.178396750393766,-2.797314100969908,-2.0753543894553594,0.0
2019-08-09,1.0,-0.08657331136738057,-1.0928336079077432,-1.1661449752883033,-2.7823723228995063,-2.1093904448105434,0.0
2019-08-12,1.0,-0.08487388053569962,-1.081094404732561,-1.192013803302933,-2.77914715306877,-2.079122504313532,0.0
2019-08-13,1.0,-0.07917383820998279,-1.0549954921727729,-1.1890828620604867,-2.7859191869518893,-2.0868781247438735,0.0
2019-08-14,1.0,-0.056051990251827784,-1.0677497969130787,-1.1852152721364744,-2.7574329813160032,-2.0570268074735987,0.0
2019-08-15,1.0,-0.07348141071570735,-1.091314385797309,-1.2042034869835205,-2.688639439535069,-1.9035108669691905,0.0
2019-08-16,1.0,-0.07236005089058524,-1.0842875318066159,-1.2053117048346054,-2.6820133587786255,-1.9076812977099236,0.0
2019-08-19,1.0,-0.07850880657136086,-1.0490482584314034,-1.2074085775215229,-2.681146828844483,-1.8821578074401706,0.0
2019-08-20,1.0,-0.06852892300387749,-1.0616443776212707,-1.2368441877027774,-2.682282187227981,-1.8639708791643586,0.0
2019-08-21,1.0,-0.07629729089329437,-1.05828923465761,-1.2660137429902851,-2.661638101255825,-1.8361108917147146,0.0
