Date,BEAT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6431252132378029,-1.4132183067699957,-0.25661646439537944,-0.8134230150606815,-0.7476239216259687,0.0
2018-09-25,1.0,-0.6476696567862714,-1.4105401716068642,-0.2630655226209048,-0.8109886895475819,-0.7429309672386896,0.0
2018-09-26,1.0,-0.6476696567862714,-1.4106864274570983,-0.26311427457098285,-0.8109399375975038,-0.7427847113884555,0.0
2018-09-27,1.0,-0.6504480810442237,-1.4018605104227546,-0.2654393142411845,-0.8105883498928501,-0.7421098772647575,0.0
2018-09-28,1.0,-0.6582767215678609,-1.4022775035433264,-0.2652363032109868,-0.8153560432041446,-0.7461512145056449,0.0
2018-10-01,1.0,-0.6577145093435084,-1.4050484297035515,-0.2659720183935036,-0.8157225320418746,-0.7474317581449956,0.0
2018-10-02,1.0,-0.6577788649706457,-1.4056262230919765,-0.26634050880626225,-0.8153620352250489,-0.7472602739726026,0.0
2018-10-03,1.0,-0.6620784583620096,-1.4245403598466226,-0.2690492576934422,-0.8161439386491004,-0.7440762953495231,0.0
2018-10-04,1.0,-0.6767946247715033,-1.4153944963193519,-0.2705893977570278,-0.8373104095647448,-0.7403784398004051,0.0
2018-10-05,1.0,-0.6802198890649762,-1.4280408082408875,-0.2661945324881141,-0.8389956418383518,-0.7390055467511886,0.0
2018-10-08,1.0,-0.6788346441113915,-1.4263243804718801,-0.26423307117772177,-0.8392442004253846,-0.7376959984171737,0.0
2018-10-09,1.0,-0.6894956729334527,-1.4341987466427932,-0.27917039689644885,-0.8385556550283498,-0.7322192380383965,0.0
2018-10-10,1.0,-0.6895917250982146,-1.43433288577254,-0.27902929036749713,-0.8385797404147397,-0.7313640658411658,0.0
2018-10-11,1.0,-0.6212627804428938,-1.4525367059165577,-0.17739981586470902,-0.829141832630712,-0.7653244173087174,0.0
2018-10-12,1.0,-0.634906202143951,-1.4489375957120978,-0.17209035222052066,-0.7996745788667687,-0.7299483154670751,0.0
2018-10-15,1.0,-0.6271380793119923,-1.4623506927854752,-0.15967510750119443,-0.7987099856665074,-0.7299092212135689,0.0
2018-10-16,1.0,-0.6280047789725209,-1.4599761051373954,-0.16176821983273595,-0.7989486260454003,-0.7302747909199523,0.0
2018-10-17,1.0,-0.6165950007087841,-1.4334451637291499,-0.15555450550489058,-0.7909086613429097,-0.728771913244814,0.0
2018-10-18,1.0,-0.6166422529887067,-1.4338231819685299,-0.15522373954543303,-0.7908614090629872,-0.7287246609648915,0.0
2018-10-19,1.0,-0.6031708804352925,-1.4253951873915287,-0.14053191988367186,-0.7942680238285098,-0.7273324264740373,0.0
2018-10-22,1.0,-0.6023479690068091,-1.4300070439070205,-0.1467011035454332,-0.7914533928152148,-0.7254285043437427,0.0
2018-10-23,1.0,-0.6053064099553885,-1.4293496125851137,-0.15332237614463487,-0.7858182671988729,-0.7221883071143461,0.0
2018-10-24,1.0,-0.6071143648223756,-1.4269557463982354,-0.14425829461729786,-0.7886339105542259,-0.7259373973438453,0.0
2018-10-25,1.0,-0.5758944870390653,-1.3793811610076672,-0.14133807959109163,-0.7799379335523914,-0.687157721796276,0.0
2018-10-26,1.0,-0.5586463099714584,-1.3701807638291124,-0.110043945091288,-0.806188556154578,-0.6853622072214923,0.0
2018-10-29,1.0,-0.5421985655645271,-1.3851323920790293,-0.09400514231584646,-0.797825792773693,-0.6915963733140873,0.0
2018-10-30,1.0,-0.5312429505977893,-1.387502819760884,-0.08599142792691179,-0.8013083690503044,-0.7055267313331829,0.0
2018-10-31,1.0,-0.535044113036858,-1.361279054144834,-0.08844999776075955,-0.7964082583187783,-0.6972546912087421,0.0
2018-11-01,1.0,-0.6291935869825317,-1.3719071548217279,-0.13237616654702083,-0.8801148600143576,-0.7722421631969371,0.0
2018-11-02,1.0,-0.6298738532110092,-1.365969036697248,-0.13207186544342508,-0.8800649847094802,-0.7703077217125383,0.0
2018-11-05,1.0,-0.6204903424690525,-1.4214151534126487,-0.12667983237801647,-0.8979336255479023,-0.750204710755744,0.0
2018-11-06,1.0,-0.623200269658593,-1.4227379977849473,-0.12582462560793567,-0.8960369817498917,-0.7475321423412143,0.0
2018-11-07,1.0,-0.6202434213691249,-1.4216577668735269,-0.13036994275268196,-0.8927214124212248,-0.7456583441574061,0.0
2018-11-08,1.0,-0.5981107771575784,-1.427031153093841,-0.10700825342302371,-0.8853585229712323,-0.7532560469443252,0.0
2018-11-09,1.0,-0.5954465011718563,-1.4307169847419523,-0.10824125890849955,-0.8925718658822404,-0.756158224518104,0.0
2018-11-12,1.0,-0.5947426067907995,-1.4115910281441975,-0.10733844468784227,-0.8975665507881327,-0.7509405209771893,0.0
2018-11-13,1.0,-0.6049543049543049,-1.432034632034632,-0.10168350168350168,-0.9101010101010101,-0.7611832611832612,0.0
2018-11-14,1.0,-0.60405920069421,-1.4373523598322326,-0.10017837342718025,-0.9138022465410017,-0.7655594658438991,0.0
2018-11-15,1.0,-0.6044966539887343,-1.4395551490058254,-0.0973954070579173,-0.9178181117904771,-0.7551393770160318,0.0
2018-11-16,1.0,-0.6025172943889315,-1.4322156033820137,-0.0964642582628747,-0.9156418139892389,-0.757109915449654,0.0
2018-11-19,1.0,-0.6028221922558274,-1.4397033326911963,-0.0847620882296282,-0.9252552494702371,-0.7634848776728954,0.0
2018-11-20,1.0,-0.5878034737549179,-1.440264849822474,-0.06563669513482391,-0.9302850014394013,-0.7740140101717685,0.0
