Date,IWF,IWM,MTUM,SPY,SYNH,VLUE,VXX
2018-09-24,-0.9072684712802351,-1.4961887041594142,-0.22939799531840824,-1.2501650561190805,1.0,-1.1189604465518277,0.0
2018-09-25,-0.9103617927641446,-1.4930701385972278,-0.23459530809383813,-1.247435051298974,1.0,-1.114417711645767,0.0
2018-09-26,-0.9123491625142582,-1.4958275799963978,-0.2381581317163955,-1.247283424386144,1.0,-1.1099237557783515,0.0
2018-09-27,-0.9161518622923289,-1.4841360283092426,-0.24134828765069274,-1.2469261680561388,1.0,-1.1090985425538296,0.0
2018-09-28,-0.9199495556089358,-1.4839058371366802,-0.24189286572183524,-1.2487388902233967,1.0,-1.1107975018015854,0.0
2018-10-01,-0.9196299855838541,-1.4848029793368573,-0.24261172513214804,-1.2485583853916387,1.0,-1.111124459394522,0.0
2018-10-02,-0.9195554220486634,-1.48717332532292,-0.242895764493842,-1.2477020126164013,1.0,-1.1105437068188646,0.0
2018-10-03,-0.918883218252777,-1.482617832482738,-0.24280996697688378,-1.247973581507055,1.0,-1.111918342839988,0.0
2018-10-04,-0.9223062155027598,-1.4742620590352773,-0.24400047996160307,-1.252039836813055,1.0,-1.1068514518838493,0.0
2018-10-05,-0.9071808034381902,-1.4649316540321136,-0.22413896018623528,-1.2588790067450606,1.0,-1.1139497403450127,0.0
2018-10-08,-0.9042458167093432,-1.4598344548323707,-0.2202108021199309,-1.2592151491692969,1.0,-1.1112963734889538,0.0
2018-10-09,-0.9050625372245386,-1.4604526503871353,-0.2210244192972007,-1.2589636688505064,1.0,-1.1104228707564026,0.0
2018-10-10,-0.907564026206075,-1.458487194758785,-0.2235854675402025,-1.2605122096486003,1.0,-1.10565812983919,0.0
2018-10-11,-0.8275822472297181,-1.4443934087385888,-0.11023712464833209,-1.2369524028248264,1.0,-1.122351725325831,0.0
2018-10-12,-0.841018387553041,-1.4306647807637907,-0.09923620933521925,-1.2048090523338049,1.0,-1.081980198019802,0.0
2018-10-15,-0.8131575970132368,-1.4860278312026247,-0.053682543274126034,-1.2099219368706868,1.0,-1.093958592600973,0.0
2018-10-16,-0.810044162608991,-1.5026044615558827,-0.04240742837730722,-1.2116974295096818,1.0,-1.0951194655191938,0.0
2018-10-17,-0.7819148936170213,-1.4387743794326242,-0.018672429078014186,-1.2005208333333333,1.0,-1.1008421985815602,0.0
2018-10-18,-0.7819148936170213,-1.4390514184397163,-0.018229166666666668,-1.2006316489361701,1.0,-1.1008976063829787,0.0
2018-10-19,-0.7621167161226509,-1.4217496428178922,-0.0,-1.2087592043081656,1.0,-1.1024837894274095,0.0
2018-10-22,-0.7619230769230769,-1.4089010989010988,-0.0,-1.2151648351648352,1.0,-1.1085164835164836,0.0
2018-10-23,-0.764625102993683,-1.4086789343586927,-0.0,-1.212688821752266,1.0,-1.1070035704476793,0.0
2018-10-24,-0.761904761904762,-1.402951503181918,-0.0,-1.2129141979372395,1.0,-1.108349791529515,0.0
2018-10-25,-0.7026713736234786,-1.316296959797671,-0.0,-1.2042257231677118,1.0,-1.0457347594709945,0.0
2018-10-26,-0.6807570321842665,-1.2917901523423283,-0.0,-1.1991888940882858,1.0,-1.027608797379504,0.0
2018-10-29,-0.6491699850028444,-1.3042354036303458,-0.0,-1.184206443605523,1.0,-1.0337694575166778,0.0
2018-10-30,-0.637857955132844,-1.3041455598056448,-0.0,-1.1843791998345912,1.0,-1.042644474309935,0.0
2018-10-31,-0.6502704094772084,-1.2691733195982489,-0.0,-1.1903682719546744,1.0,-1.0408447077002319,0.0
2018-11-01,-0.6422362804094018,-1.2732088669444015,-0.0,-1.1883968523376023,1.0,-1.0393972123643471,0.0
2018-11-02,-0.6483230384399408,-1.2310480371637142,-0.0,-1.1959773342181836,1.0,-1.029557404665884,0.0
2018-11-05,-0.643688131441984,-1.2433921828758037,-0.0,-1.19634656597612,1.0,-1.0191346055719972,0.0
2018-11-06,-0.6488292608274243,-1.2472580727439677,-0.0,-1.1921134520226495,1.0,-1.013008213028618,0.0
2018-11-07,-0.6585770587015142,-1.2707944409873468,-0.0,-1.2205973864343498,1.0,-1.035677245384775,0.0
2018-11-08,-0.6098251028806585,-1.2773148148148148,-0.0,-1.2078703703703704,1.0,-1.0489711934156378,0.0
2018-11-09,-0.6084247386580154,-1.2791595859725011,-0.0,-1.2118543694319996,1.0,-1.0501570626705803,0.0
2018-11-12,-0.6078189933815608,-1.2507311066646145,-0.0,-1.2254373813554975,1.0,-1.0466369093427734,0.0
2018-11-13,-0.5697373100960317,-1.2429246481377978,-0.0,-1.2290534017580406,1.0,-1.0392764595294954,0.0
2018-11-14,-0.5695919508105086,-1.243254230397886,-0.0,-1.2292291274963159,1.0,-1.0394837136033335,0.0
2018-11-15,-0.568276351831186,-1.243735416455311,-0.0,-1.232372932941057,1.0,-1.0281525819214772,0.0
2018-11-16,-0.5617886590115838,-1.2286913855025545,-0.0,-1.2307147554251605,1.0,-1.0372300065759523,0.0
2018-11-19,-0.5625410955439786,-1.228314197562086,-0.0,-1.2301856254109553,1.0,-1.0369227656668858,0.0
2018-11-20,-0.5552074384759209,-1.2283591894486836,-0.0,-1.232149173783415,1.0,-1.0376471777249987,0.0
2018-11-21,-0.5676895306859205,-1.2210689931809064,-0.0,-1.2327517047733654,1.0,-0.9925290814279983,0.0
2018-11-23,-0.5682808352947067,-1.2129300415644249,-0.0,-1.234313185437428,1.0,-0.9921878912314086,0.0
2018-11-26,-0.5668962743224898,-1.2347025994268188,-0.0,-1.23485343657298,1.0,-0.9914525617175323,0.0
2018-11-27,-0.554667199680192,-1.2349590245852489,-0.0,-1.2258145112932242,1.0,-0.981611033379972,0.0
2018-11-28,-0.5532159647894368,-1.245073522056617,-0.0,-1.2228168450535162,1.0,-0.980444133239972,0.0
2018-11-29,-0.5144280570216544,-1.2234499087456223,-0.0,-1.2128939969417452,1.0,-0.9818971045232575,0.0
2018-11-30,-0.5154267660561781,-1.2258478550624476,-0.0,-1.2170607691168485,1.0,-0.9782297477415215,0.0
2018-12-03,-0.5117931510904964,-1.2272772130662193,-0.0,-1.2173097799269712,1.0,-0.9779433533997829,0.0
2018-12-04,-0.4967230079337703,-1.2386044448824718,-0.0,-1.214408909476174,1.0,-0.9780219780219781,0.0
2018-12-06,-0.48632728317609314,-1.1418035534696613,-0.0,-1.224606101240362,1.0,-0.9362578420573728,0.0
