Date,IWF,IWM,MTUM,NS,SPY,VLUE,VXX
2018-09-24,-0.6618683309844977,-1.2672639420173144,-0.20686531105294945,1.0,-0.9326555264747333,-0.9645158043084356,0.0
2018-09-25,-0.6613700564971752,-1.2724475383373688,-0.20364205004035515,1.0,-0.937046004842615,-0.9699354317998387,0.0
2018-09-26,-0.6620421753607104,-1.2732317626879224,-0.2050751690041368,1.0,-0.9366865099384521,-0.9678639895066088,0.0
2018-09-27,-0.6651542649727767,-1.26441822948175,-0.2075519257914902,1.0,-0.9367816091954023,-0.9674329501915708,0.0
2018-09-28,-0.6649190905882946,-1.2642536673892222,-0.20809598225538137,1.0,-0.9365327418460453,-0.9672833593789384,0.0
2018-10-01,-0.6650662084302033,-1.270494288891135,-0.20974426362074194,1.0,-0.938390781360558,-0.9703830991610229,0.0
2018-10-02,-0.6753484586427917,-1.2416319055855123,-0.22479397700681655,1.0,-0.956607996744328,-0.9886051480313359,0.0
2018-10-03,-0.6747165590523158,-1.2328028877929738,-0.2237531140373176,1.0,-0.9593268595251411,-0.9935939803752096,0.0
2018-10-04,-0.6770145310435932,-1.2272126816380449,-0.22457067371202116,1.0,-0.9618941164515801,-0.9901940859668733,0.0
2018-10-05,-0.6619939271255061,-1.2201923076923076,-0.20662955465587043,1.0,-0.9702429149797571,-1.0016700404858299,0.0
2018-10-08,-0.6594283405716594,-1.2163417836582162,-0.20260579739420262,1.0,-0.9714675285324715,-1.0001514998485002,0.0
2018-10-09,-0.6662443622358486,-1.2213550904576091,-0.2121826382202402,1.0,-0.9710637004003446,-0.996756701971317,0.0
2018-10-10,-0.6686096609052664,-1.2199300522074106,-0.21460793755385477,1.0,-0.9726291246388565,-0.9929038471285925,0.0
2018-10-11,-0.6014689209838814,-1.2269433627446147,-0.11238724306205945,1.0,-0.9635234386552965,-1.0248927884852368,0.0
2018-10-12,-0.605215783583905,-1.2180216999951345,-0.1012504257286041,1.0,-0.9409331971001801,-1.0000973093952221,0.0
2018-10-15,-0.5795781166268816,-1.2721781068836167,-0.059433916305353926,1.0,-0.9467043406245432,-1.0137380036050079,0.0
2018-10-16,-0.5781782756941062,-1.2768144179249876,-0.05582075012177301,1.0,-0.946614710180224,-1.0134924500730638,0.0
2018-10-17,-0.5587531124305689,-1.235922237119326,-0.0390250909787397,1.0,-0.9382781076422142,-1.0164719402413331,0.0
2018-10-18,-0.5597240189736955,-1.238369028795937,-0.03775573762637152,1.0,-0.9381438359446121,-1.01729672751665,0.0
2018-10-19,-0.5444896007650012,-1.2320822376284961,-0.01486971073392302,1.0,-0.9573989959359311,-1.0324169256514464,0.0
2018-10-22,-0.5474016350337046,-1.224076110340871,-0.007219008462016542,1.0,-0.9640005736960368,-1.0381029784385907,0.0
2018-10-23,-0.5475405134088628,-1.2239112768296763,-0.007600745733543669,1.0,-0.9634781777331614,-1.0377647115062862,0.0
2018-10-24,-0.5467846043509443,-1.22648816638776,-0.00401625627540043,1.0,-0.9649055701649534,-1.039110686110447,0.0
2018-10-25,-0.499653115027057,-1.1661347763748209,-0.0,1.0,-0.9620739096249017,-0.997271171546182,0.0
2018-10-26,-0.47239038708493847,-1.1510731975784259,-0.0,1.0,-0.9748669968813062,-0.9879379930288019,0.0
2018-10-29,-0.4525211042664841,-1.1559662331736253,-0.0,1.0,-0.9648642482318046,-0.9896417978553501,0.0
2018-10-30,-0.44545288698348995,-1.1557055550488005,-0.0,1.0,-0.964745051536988,-0.9948919091489555,0.0
2018-10-31,-0.45511567656015633,-1.1274942048088723,-0.0,1.0,-0.9694104813417571,-0.9932730330439525,0.0
2018-11-01,-0.4468297553669496,-1.1321200018154587,-0.0,1.0,-0.9675940634502791,-0.9921481414242272,0.0
2018-11-02,-0.4587409420289855,-1.0891304347826087,-0.0,1.0,-0.9903079710144927,-0.9908061594202898,0.0
2018-11-05,-0.455458989679522,-1.0971845011768966,-0.0,1.0,-0.9902227050516024,-0.9836592431649466,0.0
2018-11-06,-0.44894576926618174,-1.106113617530614,-0.0,1.0,-1.0251818432925146,-1.0233864285056624,0.0
2018-11-07,-0.46014339940953186,-1.1286845681615822,-0.0,1.0,-1.0523923332864709,-1.045081775153475,0.0
2018-11-08,-0.4133451707864118,-1.144432503154058,-0.0,1.0,-1.0478949581795243,-1.0670062146628663,0.0
2018-11-09,-0.4174015009380863,-1.149765478424015,-0.0,1.0,-1.051031894934334,-1.07218574108818,0.0
2018-11-12,-0.4167212194893856,-1.1261105396053492,-0.0,1.0,-1.0630318900215094,-1.0700925839334143,0.0
2018-11-13,-0.37911348340682294,-1.1229983754931538,-0.0,1.0,-1.069668136458575,-1.0696217219772568,0.0
2018-11-14,-0.3781055178189262,-1.1278961570670885,-0.0,1.0,-1.0729505908625663,-1.0735088862008002,0.0
2018-11-15,-0.376975274214538,-1.1299498047964307,-0.0,1.0,-1.0775701803309166,-1.0632087748652166,0.0
2018-11-16,-0.37168551826441687,-1.1174670869645837,-0.0,1.0,-1.0762099017244577,-1.070276284071945,0.0
2018-11-19,-0.3720682302771855,-1.1171780847316215,-0.0,1.0,-1.0758320200241032,-1.0700843608046724,0.0
2018-11-20,-0.3080936331317235,-1.1091463133108639,-0.0,1.0,-1.089385474860335,-1.1103929082598458,0.0
2018-11-21,-0.31213687725879496,-1.1000045747746923,-0.0,1.0,-1.0853652957591837,-1.077313692300654,0.0
2018-11-23,-0.3129111842105263,-1.090643274853801,-0.0,1.0,-1.08781067251462,-1.0773483187134503,0.0
2018-11-26,-0.312400091345056,-1.0915734185887187,-0.0,1.0,-1.0868691482073531,-1.0763644667732357,0.0
2018-11-27,-0.30009992732558144,-1.0931595203488371,-0.0,1.0,-1.079669331395349,-1.0692223837209303,0.0
2018-11-28,-0.3005541424418605,-1.093341206395349,-0.0,1.0,-1.0793059593023255,-1.0689498546511629,0.0
2018-11-29,-0.25627191799298626,-1.0795342145490512,-0.0,1.0,-1.079624134520277,-1.0805682942181458,0.0
2018-11-30,-0.2565762849048968,-1.0804892306308738,-0.0,1.0,-1.0816583479472999,-1.0778811996942308,0.0
2018-12-03,-0.25369646308031096,-1.0814345422677631,-0.0,1.0,-1.0816143094692372,-1.0774347220349647,0.0
2018-12-04,-0.2537481428121201,-1.0830219260726668,-0.0,1.0,-1.0853631083697268,-1.0801404709378237,0.0
2018-12-06,-0.236302270535636,-1.0024984658543,-0.0,1.0,-1.0935390549662487,-1.050889804506005,0.0
2018-12-07,-0.23210212317950518,-1.0042551324793823,-0.0,1.0,-1.0955430777329356,-1.0548780487804879,0.0
2018-12-10,-0.18659095872461237,-1.0256387857610834,-0.0,1.0,-1.1133435247870715,-1.0422362961345273,0.0
2018-12-11,-0.17602766711902992,-1.0327452611303245,-0.0,1.0,-1.1130762159085934,-1.0558157860175985,0.0
2018-12-12,-0.17340178140494053,-1.0367250230354086,-0.0,1.0,-1.1153086744767673,-1.0623052959501558,0.0
2018-12-13,-0.17310894907529145,-1.0318169865895346,-0.0,1.0,-1.1180208607239899,-1.0595582434919801,0.0
2018-12-14,-0.18879173290937998,-1.0031796502384738,-0.0,1.0,-1.1535506094329624,-1.070658894188306,0.0
2018-12-17,-0.16838865684765883,-1.001670696856452,-0.0,1.0,-1.1399868102879753,-1.0865245108815123,0.0
2018-12-18,-0.15665545410860165,-0.9912629417675068,-0.0,1.0,-1.1353370320213185,-1.085273688349133,0.0
2018-12-19,-0.1434971669521676,-1.0026793165546624,-0.0,1.0,-1.1505248825053807,-1.095620854745904,0.0
2018-12-20,-0.13971749429724514,-0.9855676434462187,-0.0,1.0,-1.1683190033339184,-1.093174241094929,0.0
2018-12-21,-0.13269852363064558,-0.9832270463876998,-0.0,1.0,-1.1683410500567835,-1.083690049794706,0.0
2018-12-24,-0.10707937746564357,-0.9577318246846145,-0.0,1.0,-1.1644340399705206,-1.1059955780985826,0.0
2018-12-26,-0.1028591053490169,-0.9595174723104661,-0.0,1.0,-1.1406370739246157,-1.0899802524255173,0.0
2018-12-27,-0.04493177789686302,-0.9162372727647471,-0.0,1.0,-1.0652129106723276,-1.095799497093862,0.0
2018-12-28,-0.0383410290237467,-0.9240600263852243,-0.0,1.0,-1.0662516490765173,-1.0940798153034301,0.0
2018-12-31,-0.04194014447884417,-0.9200825593395253,-0.0,1.0,-1.0687719298245613,-1.0971723426212592,0.0
2019-01-02,-0.040051146675466096,-0.9194439861409008,-0.0,1.0,-1.0677693449925756,-1.0974261672991257,0.0
2019-01-03,-0.04083147735708983,-0.919203167532789,-0.0,1.0,-1.0676812670131155,-1.0966757403283016,0.0
2019-01-04,-0.0,-0.9406804064338311,-0.0,1.0,-1.0554527129869598,-1.1175696244189395,0.0
2019-01-07,-0.0,-0.9086649161785498,-0.0,1.0,-1.0378509392042012,-1.093072106645122,0.0
2019-01-08,-0.0,-0.8982265215638855,-0.0,1.0,-1.0422813381700926,-1.0901652559451833,0.0
2019-01-09,-0.0,-0.9149738474638123,-0.0,1.0,-1.0494668126343105,-1.0902161132060173,0.0
2019-01-10,-0.0,-0.9196635377300987,-0.0,1.0,-1.0500629850867567,-1.0937868259579828,0.0
2019-01-11,-0.0,-0.9028501628664495,-0.0,1.0,-1.0576547231270357,-1.1111970684039087,0.0
2019-01-14,-0.0,-0.9023112230391162,-0.0,1.0,-1.0539014582233235,-1.1056907266745197,0.0
2019-01-15,-0.0,-0.8955824926781647,-0.0,1.0,-1.053490074845428,-1.118654409371949,0.0
2019-01-16,-0.0,-0.895333712706284,-0.0,1.0,-1.0465815787334363,-1.1227542476221446,0.0
2019-01-17,-0.0,-0.8881760597693682,-0.0,1.0,-1.047709923664122,-1.1245736560012993,0.0
2019-01-18,-0.0,-0.8896776825785393,-0.0,1.0,-1.0533251733986129,-1.1369645042839656,0.0
2019-01-22,-0.0,-0.8565529323433719,-0.0,1.0,-1.1268040377075164,-1.1878284808542587,0.0
2019-01-23,-0.0,-0.8399599064483796,-0.0,1.0,-1.1343133979284998,-1.2021383227530906,0.0
2019-01-24,-0.0,-0.8459580151078836,-0.0,1.0,-1.1239931555444265,-1.2034556153749845,0.0
2019-01-25,-0.0,-0.7495679557586696,-0.0,1.0,-0.9489227696916164,-1.1419025308191557,0.0
2019-01-28,-0.0,-0.7016297534475553,-0.0,1.0,-0.9823728298446225,-1.1149565019184742,0.0
2019-01-29,-0.0,-0.6708166761850372,-0.0,1.0,-1.0027032172092138,-1.1338282885969924,0.0
2019-01-30,-0.0,-0.6732692016361158,-0.0,1.0,-1.0004923496439935,-1.1135434025147706,0.0
2019-01-31,-0.0,-0.6965758842807097,-0.0,1.0,-0.9438731306738992,-1.1264549666628998,0.0
2019-02-01,-0.0,-0.694451788344601,-0.0,1.0,-0.9533179740907203,-1.1290931752086717,0.0
2019-02-04,-0.0,-0.6992831949027192,-0.0,1.0,-0.9460310236280198,-1.1473432699965866,0.0
2019-02-05,-0.0,-0.689570226635337,-0.0,1.0,-0.9316304100659442,-1.16872583946032,0.0
2019-02-06,-0.0,-0.7047956567636857,-0.0,1.0,-0.9179610918413513,-1.1474136630975722,0.0
2019-02-07,-0.0,-0.7106725643642963,-0.0,1.0,-0.9379607576273108,-1.1319042758307813,0.0
2019-02-08,-0.0,-0.7016492890995261,-0.0,1.0,-0.9484739336492891,-1.141345971563981,0.0
2019-02-11,-0.0,-0.6798222289751576,-0.0,1.0,-0.9510749829066322,-1.1676669452252526,0.0
2019-02-12,-0.0,-0.6891876451993754,-0.0,1.0,-0.9586015157862664,-1.160757131431618,0.0
2019-02-13,-0.0,-0.6660390148376892,-0.0,1.0,-0.9485576560970098,-1.1513143029298787,0.0
2019-02-14,-0.0,-0.6523775352192469,-0.0,1.0,-0.9617403784416663,-1.1627072553537032,0.0
2019-02-15,-0.0,-0.7273374554993444,-0.0,1.0,-0.9054150271688215,-1.1146711635750421,0.0
2019-02-19,-0.0,-0.7021428303373738,-0.0,1.0,-0.9357150898787857,-1.1149097459376291,0.0
2019-02-20,-0.0,-0.7332884953106902,-0.0,1.0,-0.9015805402981729,-1.1016328513245899,0.0
2019-02-21,-0.0,-0.7440164547494389,-0.0,1.0,-0.9041884816753926,-1.0915108451757667,0.0
2019-02-22,-0.0,-0.7234732682126612,-0.0,1.0,-0.9199910521213929,-1.0848184326299306,0.0
2019-02-25,-0.0,-0.7173506065598323,-0.0,1.0,-0.9319679496779991,-1.0948404972292947,0.0
2019-02-26,-0.0,-0.7011276800949626,-0.0,1.0,-0.9317085837228282,-1.0766377327694934,0.0
2019-02-27,-0.0,-0.7130013319520496,-0.0,1.0,-0.9431700458783482,-1.0436954269646292,0.0
2019-02-28,-0.0,-0.7164809123560559,-0.0,1.0,-0.9463472433072907,-1.0399526048802163,0.0
2019-03-01,-0.0,-0.6901280040844607,-0.0,1.0,-0.9445680318004449,-1.0121439772437184,0.0
2019-03-04,-0.0,-0.6553815418643645,-0.0,1.0,-0.9487353287431772,-0.9633619920801969,0.0
2019-03-05,-0.0,-0.6475921893406632,-0.0,1.0,-0.9626601934815979,-0.9595187948452504,0.0
2019-03-06,-0.0,-0.6418224632510348,-0.0,1.0,-0.9695661481375768,-0.9564720993292423,0.0
2019-03-07,-0.0,-0.5992520035618878,-0.0,1.0,-1.0122885129118433,-0.950347284060552,0.0
2019-03-08,-0.0,-0.5900283978575794,-0.0,1.0,-1.042093533196736,-0.9625435853193861,0.0
2019-03-11,-0.0,-0.5891166334119354,-0.0,1.0,-1.0452748050063485,-0.9933611463812806,0.0
2019-03-12,-0.0,-0.5288289276443274,-0.0,1.0,-1.0636905414792879,-1.0636539797447992,0.0
2019-03-13,-0.0,-0.5507374631268437,-0.0,1.0,-1.0689896755162243,-1.0675884955752213,0.0
2019-03-14,-0.0,-0.550566759899897,-0.0,1.0,-1.0699617253054614,-1.059693802443692,0.0
2019-03-15,-0.0,-0.5422696396928529,-0.0,1.0,-1.0781157708210278,-1.0713230950974602,0.0
2019-03-18,-0.0,-0.5647786094663538,-0.0,1.0,-1.0818158120135553,-1.0773842773619335,0.0
2019-03-19,-0.0,-0.5672383514553675,-0.0,1.0,-1.0786907297388186,-1.0906101707581362,0.0
2019-03-20,-0.0,-0.5715245632372704,-0.0,1.0,-1.063162610123936,-1.098327609377333,0.0
2019-03-21,-0.0,-0.5717272795160929,-0.0,1.0,-1.0971921439772983,-1.0649316705249796,0.0
2019-03-22,-0.0,-0.5684285660618356,-0.0,1.0,-1.1311469251286674,-1.0571772042526015,0.0
2019-03-25,-0.0,-0.49038354227893305,-0.0,1.0,-1.1696365462594398,-1.0600424091365648,0.0
2019-03-26,-0.0,-0.4876605624836161,-0.0,1.0,-1.169980901022357,-1.0872561135452945,0.0
2019-03-27,-0.0,-0.4594786375858978,-0.0,1.0,-1.183933373170003,-1.0912757693456827,0.0
2019-03-28,-0.0,-0.4552456442084798,-0.0,1.0,-1.1798773648396024,-1.1037538323487623,0.0
2019-03-29,-0.0,-0.44769311298885817,-0.0,1.0,-1.1815972481866448,-1.1095864802213415,0.0
2019-04-01,-0.0,-0.45375658236297556,-0.0,1.0,-1.1745531409923609,-1.0800267002892532,0.0
2019-04-02,-0.0,-0.46510680833734397,-0.0,1.0,-1.1877013068749767,-1.0494243086150086,0.0
2019-04-03,-0.0,-0.46565450842436584,-0.0,1.0,-1.1935937789298279,-1.0437696722829106,0.0
2019-04-04,-0.0,-0.46278509178564803,-0.0,1.0,-1.2094196180233636,-1.0362692379009828,0.0
2019-04-05,-0.0,-0.45795087145564684,-0.0,1.0,-1.2240885948939018,-1.0341893046935968,0.0
2019-04-08,-0.0,-0.4512932794003043,-0.0,1.0,-1.222696404052399,-1.0370356625969495,0.0
2019-04-09,-0.0,-0.44194352468469816,-0.0,1.0,-1.2486699654004987,-1.0297630120168162,0.0
2019-04-10,-0.0,-0.4312792685646324,-0.0,1.0,-1.2570430387274214,-1.0283208206348025,0.0
2019-04-11,-0.0,-0.4250046168051709,-0.0,1.0,-1.2343120960295475,-1.0341274238227147,0.0
2019-04-12,-0.0,-0.42136137244050914,-0.0,1.0,-1.2346061612248662,-1.0333886736764435,0.0
2019-04-15,-0.0,-0.42304994647273797,-0.0,1.0,-1.229650411606187,-1.0387980361032152,0.0
2019-04-16,-0.0,-0.4234247536082094,-0.0,1.0,-1.2304824480454764,-1.0373924919715036,0.0
2019-04-17,-0.0,-0.42455790600657145,-0.0,1.0,-1.242256432975228,-1.0249566212574297,0.0
2019-04-18,-0.0,-0.42548333640213587,-0.0,1.0,-1.2426809059105137,-1.0143619959491805,0.0
2019-04-22,-0.0,-0.434300498983552,-0.0,1.0,-1.2454999075956383,-1.0163370911107004,0.0
2019-04-23,-0.0,-0.40920622081694175,-0.0,1.0,-1.2436854296113828,-1.0237141071362919,0.0
