Date,CSL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.33111111111111113,-0.6589649923896499,-0.03056316590563166,-0.5388432267884322,-0.4846575342465753,0.0
2018-09-25,1.0,-0.3305299082792455,-0.6606636804095438,-0.029009354907517444,-0.5403297071639699,-0.48666849498735404,0.0
2018-09-26,1.0,-0.3301204819277109,-0.660759493670886,-0.026750038127192316,-0.5418331554064358,-0.49071221595241726,0.0
2018-09-27,1.0,-0.33535822216795386,-0.6518208736530419,-0.029762813272688423,-0.5437284410391038,-0.4919564089257914,0.0
2018-09-28,1.0,-0.3328445299850304,-0.6550575871444719,-0.030428008431857757,-0.5440992270797055,-0.4925915742522836,0.0
2018-10-01,1.0,-0.33328241476231213,-0.6544665770499817,-0.030520591470120984,-0.544299156788464,-0.49254552120249295,0.0
2018-10-02,1.0,-0.33327221050701383,-0.6567036459765899,-0.03031692185446655,-0.543779224351334,-0.4920693132850463,0.0
2018-10-03,1.0,-0.3329057087876844,-0.6519441644521824,-0.02984208436421393,-0.5450685726503558,-0.4947005100949937,0.0
2018-10-04,1.0,-0.3349207802912355,-0.6478004701285222,-0.030436242635161953,-0.5475165613456666,-0.4921390847757731,0.0
2018-10-05,1.0,-0.33564468338577147,-0.6514647035464459,-0.02678925985887528,-0.5488590891040719,-0.49188991049882397,0.0
2018-10-08,1.0,-0.33428876353102605,-0.649062357066626,-0.024515932306754078,-0.5502363165116634,-0.49111144991614575,0.0
2018-10-09,1.0,-0.3367318904728472,-0.6499893159131842,-0.02890808632742147,-0.5487346988613816,-0.488232241521414,0.0
2018-10-10,1.0,-0.3519249911697653,-0.7109141701184858,-0.012940307613267829,-0.5890569309315096,-0.5461901550910317,0.0
2018-10-11,1.0,-0.28108751487815575,-0.7096097224832425,-0.0,-0.5738269748794087,-0.5677191004197206,0.0
2018-10-12,1.0,-0.2818465917881123,-0.7019090937219593,-0.0,-0.5590828924162258,-0.5512856214610601,0.0
2018-10-15,1.0,-0.25798981009726724,-0.7237918789563068,-0.0,-0.5543307086614173,-0.5517060367454067,0.0
2018-10-16,1.0,-0.2521561717518316,-0.7349840798788216,-0.0,-0.5534328727317691,-0.5507125413459458,0.0
2018-10-17,1.0,-0.24085095992430486,-0.7126941977230413,-0.0,-0.5475383817110765,-0.5511400054940024,0.0
2018-10-18,1.0,-0.24264773388009914,-0.718119778437433,-0.0,-0.546684212136977,-0.5527741224714632,0.0
2018-10-19,1.0,-0.2397463779214017,-0.7221184182313842,-0.0,-0.5476460317946519,-0.5535271234722946,0.0
2018-10-22,1.0,-0.24254926108374386,-0.7369458128078817,-0.0,-0.5465209359605911,-0.5527709359605912,0.0
2018-10-23,1.0,-0.2501696797680015,-0.739680385018819,-0.0,-0.5433146171407417,-0.5519528598753626,0.0
2018-10-24,1.0,-0.2484669193553357,-0.7372654155495978,-0.0,-0.5432190071184246,-0.5526486086715355,0.0
2018-10-25,1.0,-0.2545454545454546,-0.7523779822236083,-0.0,-0.5483549041010447,-0.5633868704194605,0.0
2018-10-26,1.0,-0.24387906516631633,-0.7419005811796712,-0.0,-0.5494930134784222,-0.5561085693087672,0.0
2018-10-29,1.0,-0.22679999999999997,-0.7491076923076924,-0.0,-0.540923076923077,-0.560123076923077,0.0
2018-10-30,1.0,-0.2158594375038464,-0.7497692165671733,-0.0,-0.541910271401317,-0.5695735122161364,0.0
2018-10-31,1.0,-0.2190222874438228,-0.7339570148888686,-0.0,-0.539270537161026,-0.5650126876394876,0.0
2018-11-01,1.0,-0.2045315744472945,-0.7451142054476609,-0.0,-0.5386893856113351,-0.5652558934896788,0.0
2018-11-02,1.0,-0.20780167699598978,-0.7267286426054198,-0.0,-0.5423806051768136,-0.5611252886134402,0.0
2018-11-05,1.0,-0.20199592296224175,-0.7459153558280341,-0.0,-0.5457753978154379,-0.5488483889615724,0.0
2018-11-06,1.0,-0.2036563849850946,-0.7467907769057615,-0.0,-0.54447283567561,-0.5469976273042526,0.0
2018-11-07,1.0,-0.20457940790877774,-0.748315497423702,-0.0,-0.5472422939723772,-0.5487362419585963,0.0
2018-11-08,1.0,-0.1772699757869249,-0.7524213075060532,-0.0,-0.5398910411622276,-0.55705205811138,0.0
2018-11-09,1.0,-0.17651510564872555,-0.752527698734637,-0.0,-0.5411697039413937,-0.5569716050130168,0.0
2018-11-12,1.0,-0.1761901888614011,-0.7361974295540941,-0.0,-0.5495082362879382,-0.5550594340191879,0.0
2018-11-13,1.0,-0.15385306000299265,-0.7342510848421367,-0.0,-0.5518180457878198,-0.5527457728565016,0.0
2018-11-14,1.0,-0.15803568741913157,-0.7370384858423855,-0.0,-0.5579694881593597,-0.5560136009388258,0.0
2018-11-15,1.0,-0.1572669090472041,-0.7378083591238244,-0.0,-0.5601394188876536,-0.5495027192692526,0.0
2018-11-16,1.0,-0.15648156481564815,-0.7341373413734137,-0.0,-0.5589355893558935,-0.5504455044550446,0.0
2018-11-19,1.0,-0.156366254650186,-0.734219368774751,-0.0,-0.5590423616944677,-0.5504920196807872,0.0
2018-11-20,1.0,-0.13300507311250373,-0.7294538943598925,-0.0,-0.5605789316621903,-0.5611459265890779,0.0
2018-11-21,1.0,-0.13790143554832027,-0.7249075033298801,-0.0,-0.5584726949829806,-0.5386414089092793,0.0
2018-11-23,1.0,-0.13839510189594487,-0.7211984974415097,-0.0,-0.5594959921914283,-0.5387027122955426,0.0
2018-11-26,1.0,-0.1376608014194884,-0.7255360047316279,-0.0,-0.5575040662427916,-0.5365666124500961,0.0
2018-11-27,1.0,-0.13003414978803582,-0.7283031088082902,-0.0,-0.5533443240697127,-0.5322656617993405,0.0
2018-11-28,1.0,-0.12848552732417615,-0.7373695690620763,-0.0,-0.5507280551789189,-0.5310086659199434,0.0
2018-11-29,1.0,-0.10903517734637279,-0.7280105094146839,-0.0,-0.5480951685885271,-0.5341701941322434,0.0
2018-11-30,1.0,-0.10889615317261107,-0.7282120133092056,-0.0,-0.5485961123110151,-0.5329519584379196,0.0
