Date,GBCI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.19684499314128942,-0.7059327846364883,-0.1375743026977595,-0.39683356195701874,-0.4206104252400549,0.0
2018-09-25,1.0,-0.19617881760718472,-0.7073763693046936,-0.13600091525326774,-0.39819237479621317,-0.42241798472671105,0.0
2018-09-26,1.0,-0.19592081926883687,-0.7072486984381258,-0.13521940614451627,-0.39853538531952626,-0.4236512386292122,0.0
2018-09-27,1.0,-0.1950345460279235,-0.7133109715891173,-0.13388377626788223,-0.39975918121613485,-0.42493047791061034,0.0
2018-09-28,1.0,-0.19312283116808626,-0.7153058590725286,-0.13433135449826494,-0.399896756431214,-0.425220109552898,0.0
2018-10-01,1.0,-0.19281636400149182,-0.7161258857618269,-0.1346071090455289,-0.3998049172332674,-0.42548125197234415,0.0
2018-10-02,1.0,-0.1928573482474049,-0.7300514707996664,-0.13068982373407712,-0.3983667366362826,-0.42352704373580236,0.0
2018-10-03,1.0,-0.19262943053439502,-0.7234311668151895,-0.12973237128812487,-0.40092563313881624,-0.42791847529249427,0.0
2018-10-04,1.0,-0.1915327276962497,-0.7465932914046122,-0.12840670859538783,-0.4010598648963429,-0.44412415560214297,0.0
2018-10-05,1.0,-0.1804016017642621,-0.743050316290407,-0.11934884800649992,-0.4067958911264582,-0.452150194417039,0.0
2018-10-08,1.0,-0.17903398719323152,-0.7412279430939066,-0.11726016283719179,-0.4083099122069944,-0.45162692318836384,0.0
2018-10-09,1.0,-0.1762827027497895,-0.7441563343883388,-0.10795899997096316,-0.4150236650309243,-0.46029211068846365,0.0
2018-10-10,1.0,-0.17892534364011506,-0.7431054023422742,-0.11057510679724505,-0.41710499549562635,-0.45636569701548924,0.0
2018-10-11,1.0,-0.14027908034217182,-0.7503623497314348,-0.06397248983999772,-0.4116861340836104,-0.4756586239236081,0.0
2018-10-12,1.0,-0.13689095127610207,-0.7527587572859487,-0.06026823609303378,-0.4075887046573482,-0.4719597079961519,0.0
2018-10-15,1.0,-0.11381048674204666,-0.808578508159836,-0.021076016063341974,-0.41693486371792315,-0.48771040414684863,0.0
2018-10-16,1.0,-0.1122856003191065,-0.8157729785172945,-0.015812866830018805,-0.4174881759644424,-0.4878055729671206,0.0
2018-10-17,1.0,-0.10041369994090002,-0.7896321729096896,-0.0028987138716123047,-0.4202009399712943,-0.5011397855514592,0.0
2018-10-18,1.0,-0.09958634662464473,-0.788530264231646,-0.003461181303993021,-0.42122295072741084,-0.5011677969440301,0.0
2018-10-19,1.0,-0.09255832211754149,-0.7888066397487663,-0.0,-0.42120906235980254,-0.5013739344997756,0.0
2018-10-22,1.0,-0.09258168559809284,-0.7801149908848689,-0.0,-0.42619548450427713,-0.5057635675220866,0.0
2018-10-23,1.0,-0.08606314123399565,-0.7866368955088889,-0.0,-0.4387948333851502,-0.5148526045052428,0.0
2018-10-24,1.0,-0.08439832617054965,-0.7826566387695092,-0.0,-0.44093530875367565,-0.51939606423886,0.0
2018-10-25,1.0,-0.06955117496380443,-0.767540928833946,-0.0,-0.4397204588484241,-0.5074896981846531,0.0
2018-10-26,1.0,-0.07017836769902885,-0.7659515262821047,-0.0,-0.4397139438461752,-0.5068313993933828,0.0
2018-10-29,1.0,-0.04991542109203849,-0.7775713374559774,-0.0,-0.4314078921826905,-0.5141842988269876,0.0
2018-10-30,1.0,-0.016375974426560483,-0.7895799450395379,-0.0,-0.44445067578935565,-0.5536986147720262,0.0
2018-10-31,1.0,-0.01932784827778553,-0.7764328545530611,-0.0,-0.44289499372472463,-0.5503555989401757,0.0
2018-11-01,1.0,-0.011394344616241817,-0.7821423596601198,-0.0,-0.44223429446998186,-0.5501880484747179,0.0
2018-11-02,1.0,-0.014645512038167092,-0.76569954510152,-0.0,-0.4464939531787418,-0.5469599467435926,0.0
2018-11-05,1.0,-0.007463102199944306,-0.7924533556112504,-0.0,-0.4527429685324423,-0.5320523531049848,0.0
2018-11-06,1.0,-0.00774200735212209,-0.792107608332405,-0.0,-0.4528517322045227,-0.5321655341428094,0.0
2018-11-07,1.0,-0.00748803028615967,-0.7920331811602271,-0.0,-0.4522324908139405,-0.5319285157554838,0.0
2018-11-08,1.0,-0.0,-0.7917588495575222,-0.0,-0.43926991150442485,-0.5344579646017699,0.0
2018-11-09,1.0,-0.0,-0.7918983979413962,-0.0,-0.4407736365900224,-0.5342685592540328,0.0
2018-11-12,1.0,-0.0,-0.778482583634408,-0.0,-0.4470338398742381,-0.5324195372183458,0.0
2018-11-13,1.0,-0.0,-0.7743711984218312,-0.0,-0.43953093320181924,-0.526001424735602,0.0
2018-11-14,1.0,-0.0,-0.774056513278702,-0.0,-0.44054046646750894,-0.5260777811275249,0.0
2018-11-15,1.0,-0.0,-0.7742598121114185,-0.0,-0.44033305031360415,-0.5243077428720112,0.0
2018-11-16,1.0,-0.0,-0.7770705879125401,-0.0,-0.4421277879893556,-0.5241831499821679,0.0
2018-11-19,1.0,-0.0,-0.7783210636193825,-0.0,-0.44368750686737723,-0.5249423140314251,0.0
2018-11-20,1.0,-0.0,-0.7660743575724439,-0.0,-0.4340623291416074,-0.533624931656643,0.0
2018-11-21,1.0,-0.0,-0.764956568946797,-0.0,-0.4348805646036916,-0.5146308360477742,0.0
2018-11-23,1.0,-0.0,-0.7527608194274862,-0.0,-0.4428978428978429,-0.5176502509835843,0.0
2018-11-26,1.0,-0.0,-0.7587807393735411,-0.0,-0.4404755442158406,-0.515064328755225,0.0
2018-11-27,1.0,-0.0,-0.7593759294811129,-0.0,-0.4344158126706865,-0.510153313684666,0.0
2018-11-28,1.0,-0.0,-0.7590179006002921,-0.0,-0.4346979611702991,-0.510275269049808,0.0
2018-11-29,1.0,-0.0,-0.7471501756832872,-0.0,-0.4260118552691575,-0.5089987393718317,0.0
2018-11-30,1.0,-0.0,-0.7473308653897741,-0.0,-0.42569343848918934,-0.5095230430817104,0.0
2018-12-03,1.0,-0.0,-0.7474508962112267,-0.0,-0.4259954921111946,-0.5098207577546421,0.0
2018-12-04,1.0,-0.0,-0.752566817682224,-0.0,-0.42028791250033515,-0.5078679998927701,0.0
2018-12-06,1.0,-0.0,-0.7359754321870119,-0.0,-0.413999417573399,-0.4973923172636539,0.0
2018-12-07,1.0,-0.0,-0.7361956694372386,-0.0,-0.4140240351527344,-0.4967970776642491,0.0
2018-12-10,1.0,-0.0,-0.7379545752921097,-0.0,-0.4071156623342523,-0.4806091637127478,0.0
2018-12-11,1.0,-0.0,-0.7390150320613896,-0.0,-0.40357931251970985,-0.485388415851992,0.0
2018-12-12,1.0,-0.0,-0.7409241793561305,-0.0,-0.40357763844248906,-0.4899889351388377,0.0
2018-12-13,1.0,-0.0,-0.7442056913573729,-0.0,-0.40319940869014304,-0.4923710469352199,0.0
2018-12-14,1.0,-0.0,-0.7475433220625529,-0.0,-0.4014687235841082,-0.4925507185122569,0.0
2018-12-17,1.0,-0.0,-0.7481712308870521,-0.0,-0.40029577204426015,-0.49235482082023924,0.0
2018-12-18,1.0,-0.0,-0.7389112109036476,-0.0,-0.39378660153890593,-0.49342157094461514,0.0
2018-12-19,1.0,-0.0,-0.7420392239561366,-0.0,-0.3982233234921974,-0.49575601012231124,0.0
2018-12-20,1.0,-0.0,-0.7576178024441006,-0.0,-0.40399701158012696,-0.506617215433054,0.0
2018-12-21,1.0,-0.0,-0.757969742894366,-0.0,-0.40251522161069897,-0.49831166414080985,0.0
2018-12-24,1.0,-0.0,-0.7494770289951014,-0.0,-0.3959486296835695,-0.5025287965047002,0.0
2018-12-26,1.0,-0.0,-0.7551680605964968,-0.0,-0.3806217453053495,-0.4942664773026143,0.0
2018-12-27,1.0,-0.0,-0.7316134000770118,-0.0,-0.3409575150815043,-0.49449364651520983,0.0
2018-12-28,1.0,-0.0,-0.7341833854995125,-0.0,-0.3392683051978039,-0.4920981066242496,0.0
2018-12-31,1.0,-0.0,-0.7403084832904885,-0.0,-0.33907455012853466,-0.49131105398457586,0.0
2019-01-02,1.0,-0.0,-0.740176299760993,-0.0,-0.338464701498291,-0.49132636015522596,0.0
2019-01-03,1.0,-0.0,-0.7399270223044505,-0.0,-0.3394747661630178,-0.4902610751361907,0.0
2019-01-04,1.0,-0.0,-0.7444234114396807,-0.0,-0.319809679729868,-0.4938350557658856,0.0
2019-01-07,1.0,-0.0,-0.7309530432144031,-0.0,-0.3140061193010848,-0.4837029357473386,0.0
2019-01-08,1.0,-0.0,-0.7184990657037524,-0.0,-0.3244280591889299,-0.4821978687945053,0.0
2019-01-09,1.0,-0.0,-0.7211171489953242,-0.0,-0.32513585239479337,-0.48123341337040315,0.0
2019-01-10,1.0,-0.0,-0.7196018492787307,-0.0,-0.32627643180153093,-0.48045878281080256,0.0
2019-01-11,1.0,-0.0,-0.7174847090936664,-0.0,-0.3273770408936966,-0.48256078451195467,0.0
2019-01-14,1.0,-0.0,-0.7160443893930585,-0.0,-0.32872418413003357,-0.4830759119290174,0.0
2019-01-15,1.0,-0.0,-0.7147449689912669,-0.0,-0.3286419440577142,-0.4879382356663713,0.0
2019-01-16,1.0,-0.0,-0.7151602539778908,-0.0,-0.31747236346158714,-0.4970276491867142,0.0
2019-01-17,1.0,-0.0,-0.720398161549986,-0.0,-0.3186054188568091,-0.500292018993931,0.0
2019-01-18,1.0,-0.0,-0.710732616633896,-0.0,-0.3237659916753914,-0.5190623324225633,0.0
2019-01-22,1.0,-0.0,-0.8011369378473977,-0.0,-0.18794845881758465,-0.5374431531076301,0.0
2019-01-23,1.0,-0.0,-0.7836708860759493,-0.0,-0.18777215189873417,-0.5601772151898734,0.0
2019-01-24,1.0,-0.0,-0.7799493670886076,-0.0,-0.19415189873417718,-0.5575696202531645,0.0
2019-01-25,1.0,-0.0,-0.8113494985400533,-0.0,-0.12514916846515173,-0.60253903770471,0.0
