Date,IWF,IWM,MTUM,SPY,SWTX,VLUE,VXX
2020-05-13,-0.9087567991375508,-0.9866712402606949,-0.8598520115646591,-1.1219189493801145,1.0,-0.023129318371147158,0.0
2020-05-14,-0.9110316799686629,-0.9884933653234099,-0.8624100279097097,-1.1289232727806884,1.0,-0.005630906331097293,0.0
2020-05-15,-0.9188695995265339,-0.9800256460840403,-0.865555336358256,-1.1438646675872954,1.0,-0.023574669560071024,0.0
2020-05-18,-0.9178743961352657,-0.9740707877353839,-0.8622202504190082,-1.1443359952676724,1.0,-0.031006605540767028,0.0
2020-05-19,-0.9704931084241428,-0.869035179380007,-0.9722844205602825,-1.1640543364681295,1.0,-0.0,0.0
2020-05-20,-0.9780745465417581,-0.8571357384891369,-0.9818118397448675,-1.1659856487941,1.0,-0.0,0.0
2020-05-21,-0.9763195860902444,-0.8457788169742799,-0.9877618028953784,-1.1650166658375205,1.0,-0.0,0.0
2020-05-22,-0.9771707706111056,-0.8576911574120227,-0.9841491376732131,-1.1655368358089921,1.0,-0.0,0.0
2020-05-26,-0.9775174476570289,-0.8570787637088734,-0.9837986041874377,-1.1666500498504486,1.0,-0.0,0.0
2020-05-27,-0.9897622852576908,-0.8343987215341591,-1.0082900519376747,-1.1615061925689174,1.0,-0.0,0.0
2020-05-28,-1.025275665877851,-0.7955289260359498,-1.0396757464377422,-1.174512864407633,1.0,-0.0,0.0
2020-05-29,-1.0277973612649813,-0.789001913586464,-1.0422499748212306,-1.1766542451404975,1.0,-0.0,0.0
2020-06-01,-1.0282059030925759,-0.7881031530170243,-1.0437191497934926,-1.1766898358013498,1.0,-0.0,0.0
2020-06-02,-1.028154117350793,-0.7880130949383026,-1.0437169478720725,-1.176630571644422,1.0,-0.0,0.0
2020-06-03,-1.0303611055073634,-0.7898426467621544,-1.0420112971555375,-1.1811579584426064,1.0,-0.0,0.0
2020-06-04,-1.0360715368293423,-0.7729109831261998,-1.0646155400626451,-1.1783873901182176,1.0,-0.0,0.0
2020-06-05,-1.046689648180067,-0.7698469025651424,-1.0739126026563925,-1.1789516374328297,1.0,-0.0,0.0
2020-06-08,-1.0499290348742902,-0.7385948905109488,-1.1071066504460665,-1.1733069748580698,1.0,-0.0,0.0
2020-06-09,-1.0499137668661864,-0.7409962463224103,-1.1071319874201075,-1.1744952825403265,1.0,-0.0,0.0
2020-06-10,-1.0777459310062443,-0.7185484696488893,-1.140495444774286,-1.1814412938888321,1.0,-0.0,0.0
2020-06-11,-1.0928751220013355,-0.6943031797400729,-1.1681820516771972,-1.1815893563466378,1.0,-0.0,0.0
2020-06-12,-1.0707790239466504,-0.664847933717288,-1.1648479337172881,-1.1515610791148834,1.0,-0.0,0.0
2020-06-15,-1.0791227802371137,-0.6807103241235435,-1.163740904696484,-1.164707678217066,1.0,-0.0,0.0
2020-06-16,-1.0805836595658143,-0.6754283390106258,-1.1609639534292542,-1.1672174487772637,1.0,-0.0,0.0
2020-06-17,-1.077696016239533,-0.6726211621415884,-1.1595026642984014,-1.1650342552651611,1.0,-0.0,0.0
2020-06-18,-1.0807737218865818,-0.6665482053104533,-1.1637812864903283,-1.1657612834441793,1.0,-0.0,0.0
2020-06-19,-1.0811881188118813,-0.6667682152830667,-1.1636963696369638,-1.1657781162731657,1.0,-0.0,0.0
2020-06-22,-1.0951067524772704,-0.6701910307487996,-1.1552763305751352,-1.1872509960159363,1.0,-0.0,0.0
2020-06-23,-1.0940563725490198,-0.6696793300653595,-1.154871323529412,-1.1876021241830066,1.0,-0.0,0.0
2020-06-24,-1.0935980758405404,-0.6700782969141804,-1.1628882861675451,-1.1909318868021084,1.0,-0.0,0.0
2020-06-25,-1.0877792512496174,-0.6573497908803427,-1.1697439559318574,-1.1856064470060184,1.0,-0.0,0.0
2020-06-26,-1.087716615698267,-0.6548929663608561,-1.16855249745158,-1.1856778797145768,1.0,-0.0,0.0
2020-06-29,-1.1048163013275702,-0.6557064937737984,-1.17901615725018,-1.206133580323145,1.0,-0.0,0.0
2020-06-30,-1.1052767584888108,-0.671145795648354,-1.1779420125071065,-1.213809499198925,1.0,-0.0,0.0
2020-07-01,-1.102199958686222,-0.6719686015286098,-1.1687667837223714,-1.221286924189217,1.0,-0.0,0.0
2020-07-02,-1.0934675961786728,-0.6875290472501937,-1.1624580428608315,-1.2205009036922283,1.0,-0.0,0.0
2020-07-06,-1.0970592795493306,-0.6884076696470103,-1.1611452788257792,-1.221613520078557,1.0,-0.0,0.0
2020-07-07,-1.0880099399461587,-0.7063056533443777,-1.1545868709877822,-1.2281528266721888,1.0,-0.0,0.0
2020-07-08,-1.0877755925887589,-0.7039126384432253,-1.1557809750543422,-1.227978470137667,1.0,-0.0,0.0
2020-07-09,-1.098041253182314,-0.7031225645555151,-1.1626747025510469,-1.2317244245856498,1.0,-0.0,0.0
2020-07-10,-1.093582470202467,-0.7156612710144173,-1.1566647582366107,-1.2389527923801593,1.0,-0.0,0.0
2020-07-13,-1.1077163712200209,-0.706621480709072,-1.1613138686131386,-1.238060479666319,1.0,-0.0,0.0
2020-07-14,-1.106327530490983,-0.7040029187949546,-1.160533722505994,-1.2412696758052746,1.0,-0.0,0.0
2020-07-15,-1.1071763357983544,-0.701437350276013,-1.1588896989896886,-1.2402353921466513,1.0,-0.0,0.0
2020-07-16,-1.1094449651150682,-0.6950432156617723,-1.1610954909923983,-1.241122565864834,1.0,-0.0,0.0
2020-07-17,-1.1079125455491932,-0.695158771473191,-1.1608537220197814,-1.2416449765747009,1.0,-0.0,0.0
2020-07-20,-1.1082713028993805,-0.6953308000624642,-1.1600645463536516,-1.2416844516162615,1.0,-0.0,0.0
2020-07-21,-1.0849282296650717,-0.7179113792386104,-1.1439567297690867,-1.2539525691699605,1.0,-0.0,0.0
2020-07-22,-1.0835673426937078,-0.7195527821112844,-1.142745709828393,-1.2542901716068642,1.0,-0.0,0.0
2020-07-23,-1.0828826955074875,-0.7208818635607323,-1.1428868552412645,-1.2530158069883528,1.0,-0.0,0.0
2020-07-24,-1.0717325859026263,-0.7295235129243227,-1.136717533478667,-1.2525173881449185,1.0,-0.0,0.0
2020-07-27,-1.0735667963683528,-0.7264850843060959,-1.1334889753566797,-1.254526588845655,1.0,-0.0,0.0
2020-07-28,-1.0715507855031885,-0.7263960180432415,-1.131124591693887,-1.2558199823715455,1.0,-0.0,0.0
2020-07-29,-1.0746533208216036,-0.7257845897195289,-1.137211969554791,-1.2755708476696905,1.0,-0.0,0.0
2020-07-30,-1.0741416141301516,-0.7236492471213465,-1.1370291252018967,-1.27541291095712,1.0,-0.0,0.0
2020-07-31,-1.075708628595248,-0.7231137974155898,-1.1371925802417673,-1.2744893705710714,1.0,-0.0,0.0
2020-08-03,-1.0660519872896808,-0.732197739230088,-1.1400739698911289,-1.270823566182216,1.0,-0.0,0.0
2020-08-04,-1.0643582400416558,-0.7280395730278574,-1.138297318406665,-1.2763342879458475,1.0,-0.0,0.0
2020-08-05,-1.0653509685482192,-0.727192251614247,-1.1382524474067903,-1.2764528223286815,1.0,-0.0,0.0
2020-08-06,-1.0657668455886184,-0.7319818646099328,-1.1366928969722236,-1.2768252644744384,1.0,-0.0,0.0
2020-08-07,-1.0620437956204378,-0.7361835245046924,-1.1404588112617309,-1.2751303441084463,1.0,-0.0,0.0
2020-08-10,-1.054799520308671,-0.7457114552374995,-1.1366598884196257,-1.276865321445331,1.0,-0.0,0.0
2020-08-11,-1.0560075093867334,-0.7447329995828118,-1.1380371297455152,-1.2760742594910304,1.0,-0.0,0.0
2020-08-12,-1.051875,-0.7472916666666667,-1.12984375,-1.2793229166666666,1.0,-0.0,0.0
2020-08-13,-1.0507454878367775,-0.7754642950562386,-1.10541459586712,-1.2998692126602145,1.0,-0.0,0.0
