Date,IWF,IWM,MTUM,SPY,SWTX,VLUE,VXX
2020-08-14,-1.0540809381707763,-0.7745667766085544,-1.1085807025810166,-1.2980995759384324,1.0,-0.0,0.0
2020-08-17,-1.060361116943103,-0.7746168381272307,-1.1121667016586185,-1.3016481209321855,1.0,-0.0,0.0
2020-08-18,-1.0605806079059268,-0.7745813428526431,-1.1131817943199118,-1.30127565751483,1.0,-0.0,0.0
2020-08-19,-1.0691215149921094,-0.7673329826407155,-1.1185691741188848,-1.3053655970541822,1.0,-0.0,0.0
2020-08-20,-1.0686408584052176,-0.7676730486008836,-1.1182411108773407,-1.3052808752366925,1.0,-0.0,0.0
2020-08-21,-1.0647451743543892,-0.772681849261032,-1.1145006048493138,-1.3076316204702048,1.0,-0.0,0.0
2020-08-24,-1.0637984536895808,-0.7755220112554568,-1.1137642665544627,-1.3065271130279283,1.0,-0.0,0.0
2020-08-25,-1.0638510492820703,-0.7755746068479462,-1.1139746489244202,-1.3061589438805028,1.0,-0.0,0.0
2020-08-26,-1.0625854633428,-0.7766382665404439,-1.1133375407594404,-1.3066687703797202,1.0,-0.0,0.0
2020-08-27,-1.0497083705533077,-0.7916031737691136,-1.1067731595817352,-1.3064999211812305,1.0,-0.0,0.0
2020-08-28,-1.0522391977739276,-0.7830104478395548,-1.109413555940568,-1.3054549272851368,1.0,-0.0,0.0
2020-08-31,-1.0525956642695922,-0.7800115479502389,-1.1124875334628102,-1.3039210540129125,1.0,-0.0,0.0
2020-09-01,-1.0520018890696332,-0.7813926641129244,-1.1113501600461773,-1.302670934564727,1.0,-0.0,0.0
2020-09-02,-1.0440067057837386,-0.7830574182732607,-1.1095452640402348,-1.3023365465213748,1.0,-0.0,0.0
2020-09-03,-1.0609935796231977,-0.7850226291969267,-1.1237238185454164,-1.2928112830228398,1.0,-0.0,0.0
2020-09-04,-1.0058753184630582,-0.8101180263089481,-1.0716476888680913,-1.3117038423542868,1.0,-0.0,0.0
2020-09-08,-0.999636117897801,-0.8170712689088734,-1.067786037323907,-1.313822321567812,1.0,-0.0,0.0
2020-09-09,-0.9594248874334834,-0.8614408514121982,-0.9908923454768727,-1.304850593532542,1.0,-0.0,0.0
2020-09-10,-0.8908912830558277,-0.8275710088148874,-0.9422624877571009,-1.2364348677766894,1.0,-0.0,0.0
2020-09-11,-0.9096204156177502,-0.8245224344735673,-0.954834888197838,-1.2470506935189298,1.0,-0.0,0.0
2020-09-14,-0.8879348197297164,-0.8248036297994827,-0.9387227399131579,-1.2273015563253158,1.0,-0.0,0.0
2020-09-15,-0.8778566942068899,-0.8181862105619172,-0.9342416775378075,-1.2013335265980578,1.0,-0.0,0.0
2020-09-16,-0.882404181184669,-0.8141695702671313,-0.9318621757646148,-1.2108497870692994,1.0,-0.0,0.0
2020-09-17,-0.8705922462497564,-0.8452172218975258,-0.9262614455484122,-1.2283265147087472,1.0,-0.0,0.0
2020-09-18,-0.8617799525216802,-0.8377501090063465,-0.9256334479918609,-1.21956300566833,1.0,-0.0,0.0
2020-09-21,-0.8559297360248447,-0.8452542701863354,-0.9386160714285713,-1.2126358695652173,1.0,-0.0,0.0
2020-09-22,-0.8588805427671432,-0.8333414102253452,-0.948776350860189,-1.2051369033196027,1.0,-0.0,0.0
2020-09-23,-0.8681196000388312,-0.8280749441801767,-0.9489369964081157,-1.208717600232987,1.0,-0.0,0.0
2020-09-24,-0.8623493538550894,-0.8237742606843812,-0.9424519626349162,-1.2114612071051742,1.0,-0.0,0.0
2020-09-25,-0.8665206812652069,-0.831581508515815,-0.9491970802919709,-1.2188807785888078,1.0,-0.0,0.0
2020-09-28,-0.8624544349939247,-0.8333900364520049,-0.9403645200486028,-1.2240097205346294,1.0,-0.0,0.0
2020-09-29,-0.8664591742450031,-0.8243933278218158,-0.9430530564606332,-1.2291980742109614,1.0,-0.0,0.0
2020-09-30,-0.8691415765370749,-0.8236383123842931,-0.950647958686544,-1.2283932573321639,1.0,-0.0,0.0
2020-10-01,-0.8689722357525572,-0.8238188017535314,-0.9501217730150998,-1.2280077934729663,1.0,-0.0,0.0
2020-10-02,-0.8673807205452776,-0.8207400194741967,-0.948539435248296,-1.2318889970788705,1.0,-0.0,0.0
2020-10-05,-0.855632607536007,-0.8293002279229911,-0.9362300567382765,-1.2282624508995683,1.0,-0.0,0.0
2020-10-06,-0.8582111153994597,-0.8110768043226554,-0.9381030490158241,-1.2170011578541104,1.0,-0.0,0.0
2020-10-07,-0.8507908950617284,-0.8264371141975309,-0.931712962962963,-1.2135416666666665,1.0,-0.0,0.0
2020-10-08,-0.8489225896242261,-0.8139847386859913,-0.9371310649325718,-1.1991169554158467,1.0,-0.0,0.0
2020-10-09,-0.847352322691646,-0.8086885872682087,-0.9355763716306633,-1.187631428025234,1.0,-0.0,0.0
2020-10-12,-0.8616596991975398,-0.806832924895488,-0.9412330017779059,-1.1954254961318533,1.0,-0.0,0.0
2020-10-13,-0.8457413702302868,-0.8153396849715134,-0.9388136161248622,-1.1877722985589123,1.0,-0.0,0.0
2020-10-14,-0.8452022734871281,-0.8072789797965325,-0.9434971581410899,-1.1802550508668863,1.0,-0.0,0.0
2020-10-15,-0.8451733027785734,-0.8068366275183806,-0.9425188580158503,-1.1796046977943282,1.0,-0.0,0.0
2020-10-16,-0.8423689987591868,-0.8161210270115491,-0.9350959244058413,-1.1787725493939105,1.0,-0.0,0.0
2020-10-19,-0.8393299067199694,-0.8184370835712926,-0.9218541785646298,-1.179564058633162,1.0,-0.0,0.0
2020-10-20,-0.8367007368671261,-0.8197765628714048,-0.9210363679581649,-1.176467791775612,1.0,-0.0,0.0
2020-10-21,-0.8358187689969605,-0.8225683890577508,-0.9190254559270516,-1.171827507598784,1.0,-0.0,0.0
2020-10-22,-0.8353348839417097,-0.822708501447762,-0.9171690321355676,-1.1715479185455926,1.0,-0.0,0.0
2020-10-23,-0.8322654136408942,-0.8259053585837012,-0.917604062841141,-1.1705349091081685,1.0,-0.0,0.0
2020-10-26,-0.8320280981536856,-0.8255256538041673,-0.9178413783283498,-1.1709146138877025,1.0,-0.0,0.0
2020-10-27,-0.8269722511601477,-0.8193484231461312,-0.9230514253243678,-1.1659248034851784,1.0,-0.0,0.0
2020-10-28,-0.8299625822952682,-0.816605882631554,-0.9251172263534314,-1.164685265002605,1.0,-0.0,0.0
2020-10-29,-0.8091832894241625,-0.8184512608204743,-0.9191287165976665,-1.1577436958976288,1.0,-0.0,0.0
2020-10-30,-0.8041261337468867,-0.8172376521453075,-0.9237276187790779,-1.154377555336247,1.0,-0.0,0.0
2020-11-02,-0.7953724128220773,-0.8178063547191063,-0.9215750692260759,-1.1585394471300512,1.0,-0.0,0.0
2020-11-03,-0.7998311998874666,-0.8122567637267314,-0.9187883903033714,-1.1580156608993295,1.0,-0.0,0.0
2020-11-04,-0.7845890885573058,-0.8032983785282025,-0.899570379267335,-1.1321199242389246,1.0,-0.0,0.0
2020-11-05,-0.7591784220925425,-0.8248403253227956,-0.8750631806276709,-1.1358268621054082,1.0,-0.0,0.0
2020-11-06,-0.7481461137050262,-0.8143367206811316,-0.8769568799780281,-1.1380115352925022,1.0,-0.0,0.0
