Date,DMRC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.8990757606422451,-1.9528435539364501,-0.15077919449504149,-1.4471429535181812,-1.2964312217499832,0.0
2018-09-25,1.0,-0.8992227103751267,-1.9580263602568435,-0.14829334234538696,-1.4516390672524502,-1.3018587360594795,0.0
2018-09-26,1.0,-0.8996282527881041,-1.9586346738763094,-0.14930719837783035,-1.4513011152416357,-1.3001013856032444,0.0
2018-09-27,1.0,-0.9046590141796083,-1.9438217420661716,-0.15347738014854828,-1.451046590141796,-1.2991897366644158,0.0
2018-09-28,1.0,-0.9014721772015127,-1.9466504592112375,-0.1547811993517018,-1.4507698541329013,-1.2994327390599678,0.0
2018-10-01,1.0,-0.9045581142585422,-1.9632497792269545,-0.15753005909924597,-1.4584607023979348,-1.3092860539365532,0.0
2018-10-02,1.0,-0.9082381729200651,-1.9397090810222948,-0.1669385535617183,-1.4653344208809136,-1.316952147906471,0.0
2018-10-03,1.0,-0.9191413483300186,-1.9744187641451203,-0.17255332281736505,-1.4730128249091283,-1.3190453329675607,0.0
2018-10-04,1.0,-0.9276794291203512,-1.962810484424317,-0.17442020035679978,-1.4840126252229997,-1.3126114999313845,0.0
2018-10-05,1.0,-0.9064694253186995,-1.9518031222305545,-0.150316995023519,-1.4898766105392325,-1.3186311268661803,0.0
2018-10-08,1.0,-0.911873459326212,-1.9624760339632978,-0.1526294165981923,-1.4949328950972336,-1.32552725280745,0.0
2018-10-09,1.0,-0.9145363580289219,-1.9647042697553283,-0.1563977794530875,-1.4944829004180658,-1.323418545678843,0.0
2018-10-10,1.0,-0.9272175890826384,-1.9713970638913778,-0.16417396098973053,-1.5085119580949757,-1.3209731890550693,0.0
2018-10-11,1.0,-0.8283537986735833,-1.9223849235012147,-0.06027972946352354,-1.4509160154967495,-1.3044848644034408,0.0
2018-10-12,1.0,-0.8737430167597765,-1.9469602366086098,-0.047650345054222804,-1.4324679592507394,-1.271639829116004,0.0
2018-10-15,1.0,-0.8519512833944474,-1.9764274489261393,-0.01617338920900995,-1.430460974332111,-1.2729177579884756,0.0
2018-10-16,1.0,-0.8491060318291964,-1.9886043617787676,-0.007400615626432641,-1.4310039950225948,-1.2731023642674701,0.0
2018-10-17,1.0,-0.8077217125382263,-1.9025229357798166,-0.0,-1.3999108053007137,-1.260894495412844,0.0
2018-10-18,1.0,-0.8067210814947074,-1.900395357734983,-0.0,-1.4063257237597246,-1.2632954980232114,0.0
2018-10-19,1.0,-0.7706816887144756,-1.8790429774036335,-0.0,-1.4152794480663333,-1.2644471169061333,0.0
2018-10-22,1.0,-0.7768731713522452,-1.8998855107492687,-0.0,-1.416740872662511,-1.2670143747614806,0.0
2018-10-23,1.0,-0.7785337317988174,-1.899408660265785,-0.0,-1.4148280027977365,-1.2657213708908246,0.0
2018-10-24,1.0,-0.774722134010797,-1.8925373134328358,-0.0,-1.4157510320736741,-1.2682756430612894,0.0
2018-10-25,1.0,-0.6929765061355367,-1.8051427514336806,-0.0,-1.4567429240920022,-1.2114447801689585,0.0
2018-10-26,1.0,-0.6671718702637162,-1.7682327978175203,-0.0,-1.442679599878751,-1.184358896635344,0.0
2018-10-29,1.0,-0.6316486161251504,-1.7773766546329723,-0.0,-1.4231046931407945,-1.1847172081829123,0.0
2018-10-30,1.0,-0.6257742498045583,-1.7766552408443081,-0.0,-1.4225750195441698,-1.1885862048228997,0.0
2018-10-31,1.0,-0.6358698895851984,-1.7323783945091018,-0.0,-1.420829603103551,-1.1792897642494777,0.0
2018-11-01,1.0,-0.5777575757575757,-1.8206060606060606,-0.0,-1.4504242424242424,-1.2117575757575758,0.0
2018-11-02,1.0,-0.7000742390497402,-1.8887764054801917,-0.0,-1.7479921711547548,-1.4121617061483431,0.0
2018-11-05,1.0,-0.7176197625221783,-1.883717756244029,-0.0,-1.7685956052954825,-1.4541422137300395,0.0
2018-11-06,1.0,-0.7195770804911323,-1.8838335607094134,-0.0,-1.7662346521145973,-1.4516371077762618,0.0
2018-11-07,1.0,-0.720510894064613,-1.8862782596817158,-0.0,-1.7694146574687522,-1.4539990437811625,0.0
2018-11-08,1.0,-0.6520035137509291,-1.890465571998108,-0.0,-1.7478883708358672,-1.4668558686397728,0.0
2018-11-09,1.0,-0.6511564810418503,-1.898663772637862,-0.0,-1.7595469036152749,-1.473445024757512,0.0
2018-11-12,1.0,-0.646437462154343,-1.8634192289578144,-0.0,-1.7587970127161405,-1.4594630962793513,0.0
2018-11-13,1.0,-0.5879540474135069,-1.849060362573876,-0.0,-1.7594793811010025,-1.4440533899993357,0.0
2018-11-14,1.0,-0.5883016863630327,-1.8482937192935867,-0.0,-1.759128933740539,-1.4435001991767362,0.0
2018-11-15,1.0,-0.5856100795755969,-1.8475464190981434,-0.0,-1.7592175066313,-1.4389920424403184,0.0
2018-11-16,1.0,-0.5821723341036645,-1.8326180257510731,-0.0,-1.7507428194123473,-1.437306041597887,0.0
2018-11-19,1.0,-0.5755635587568361,-1.8572095504868615,-0.0,-1.7781112444977993,-1.458516740029345,0.0
2018-11-20,1.0,-0.5467073009142706,-1.8449715118590169,-0.0,-1.7733536504571354,-1.4601166026235592,0.0
2018-11-21,1.0,-0.5497976765435322,-1.820584780054823,-0.0,-1.755580211460645,-1.400535178175173,0.0
2018-11-23,1.0,-0.5513805678562125,-1.7999479030997654,-0.0,-1.7604193800468872,-1.400364678301641,0.0
2018-11-26,1.0,-0.5503105590062112,-1.8254331480876103,-0.0,-1.7619483491337038,-1.4003922850604773,0.0
2018-11-27,1.0,-0.5252478823297656,-1.861382887911222,-0.0,-1.7729332195153982,-1.4068553417821261,0.0
2018-11-28,1.0,-0.5259356533158241,-1.8613263296126068,-0.0,-1.7720945502298098,-1.406697307944846,0.0
2018-11-29,1.0,-0.4693194256647994,-1.821131929689009,-0.0,-1.7480522825317109,-1.4001674071212413,0.0
2018-11-30,1.0,-0.4690698422915997,-1.8215642098487288,-0.0,-1.749533311876408,-1.3968458319922756,0.0
2018-12-03,1.0,-0.4670138888888889,-1.8204089506172838,-0.0,-1.747749485596708,-1.3948688271604939,0.0
2018-12-04,1.0,-0.4480769230769231,-1.8299358974358975,-0.0,-1.7408974358974358,-1.3913461538461538,0.0
2018-12-06,1.0,-0.42880339745191104,-1.6967899075693227,-0.0,-1.776230327254559,-1.343492380714464,0.0
2018-12-07,1.0,-0.43149743974022725,-1.6964531035344075,-0.0,-1.7763831647308606,-1.3402023229674036,0.0
2018-12-10,1.0,-0.3789228029232942,-1.6941595529079407,-0.0,-1.7684087698826996,-1.2998833138856476,0.0
