Date,IWF,IWM,MTUM,SPY,UGI,VLUE,VXX
2018-09-24,-0.20447146687093065,-0.48386633473764834,-0.0,-0.40772213711221755,1.0,-0.2976350057449253,0.0
2018-09-25,-0.20757833257534053,-0.48301697106063146,-0.0,-0.40716183545970275,1.0,-0.2958805084137205,0.0
2018-09-26,-0.20653137503893426,-0.48268922059563457,-0.0,-0.4078635263674916,1.0,-0.29887150489972925,0.0
2018-09-27,-0.20808695027650762,-0.47918412295611784,-0.0,-0.40793852194105956,1.0,-0.29879581527854254,0.0
2018-09-28,-0.21082170096416752,-0.47874994003933424,-0.0,-0.4090516621096561,1.0,-0.29977934474984413,0.0
2018-10-01,-0.21048330889951694,-0.48198707010502534,-0.0,-0.40962291811867624,1.0,-0.30120887308034316,0.0
2018-10-02,-0.209653346172364,-0.48986519017814156,-0.0,-0.4080645161290323,1.0,-0.29971112181030335,0.0
2018-10-03,-0.2091243773911788,-0.48468442455304506,-0.0,-0.4096344955364662,1.0,-0.30277436896941695,0.0
2018-10-04,-0.2106592270136367,-0.48190192164313717,-0.0,-0.41133745400322275,1.0,-0.30116164409918467,0.0
2018-10-05,-0.20142645158202094,-0.47640132114307593,-0.0,-0.4129529462447944,1.0,-0.302594418649179,0.0
2018-10-08,-0.19879950258274345,-0.4737181939927301,-0.0,-0.4166586952362732,1.0,-0.3022527262291946,0.0
2018-10-09,-0.19629275292992107,-0.47361875149485766,-0.0,-0.4177230327672805,1.0,-0.3041377660846687,0.0
2018-10-10,-0.19676285652807995,-0.4730676357376814,-0.0,-0.4180075071126306,1.0,-0.30296220144882496,0.0
2018-10-11,-0.15155383294265093,-0.4625293011813308,-0.0,-0.4022094831387658,1.0,-0.3046162415577785,0.0
2018-10-12,-0.147253205945783,-0.46392876191359594,-0.0,-0.4038680054727176,1.0,-0.30387496231709293,0.0
2018-10-15,-0.1257324162208481,-0.48495796567776,-0.0,-0.40054193010491207,1.0,-0.3047314666851942,0.0
2018-10-16,-0.12097110791633818,-0.49408709363261144,-0.0,-0.3998052219078978,1.0,-0.30394657515188056,0.0
2018-10-17,-0.10892265508968353,-0.4714269393350851,-0.0,-0.39659545298754717,1.0,-0.3079629841197304,0.0
2018-10-18,-0.10808152434979527,-0.47004597753734245,-0.0,-0.40018757005283984,1.0,-0.3091245968387584,0.0
2018-10-19,-0.09514510195740043,-0.4612153140469595,-0.0,-0.4046278214269494,1.0,-0.3097779190698942,0.0
2018-10-22,-0.09535753374680773,-0.4511127325793506,-0.0,-0.4146296971908063,1.0,-0.31908974826705583,0.0
2018-10-23,-0.09235377509489184,-0.45301138702153926,-0.0,-0.4190561119495129,1.0,-0.32215210133991856,0.0
2018-10-24,-0.09090078776115994,-0.4503482132663546,-0.0,-0.41938577463180726,1.0,-0.3227080716976824,0.0
2018-10-25,-0.06713537970191624,-0.4199343506032647,-0.0,-0.4284066713981547,1.0,-0.3023864442867282,0.0
2018-10-26,-0.04832458529887272,-0.41691581954687396,-0.0,-0.4473235443935065,1.0,-0.30212831927003747,0.0
2018-10-29,-0.047976942689280565,-0.4171156191109633,-0.0,-0.4504822081809112,1.0,-0.30147433765657905,0.0
2018-10-30,-0.041318466960743025,-0.4173298162392215,-0.0,-0.4508899873650611,1.0,-0.3070955157050074,0.0
2018-10-31,-0.04465583300303871,-0.4038402254811292,-0.0,-0.44961906020169995,1.0,-0.303827013696217,0.0
2018-11-01,-0.027736776012865987,-0.4189156440704105,-0.0,-0.4507060871097795,1.0,-0.30572139851512414,0.0
2018-11-02,-0.029530495831505046,-0.40897323387450635,-0.0,-0.4522158841597192,1.0,-0.30324703817463805,0.0
2018-11-05,-0.02719775399192841,-0.4154895595718547,-0.0,-0.4527768029478856,1.0,-0.29792507457448675,0.0
2018-11-06,-0.02479011911564327,-0.41426750472506707,-0.0,-0.45613379631664547,1.0,-0.3025141752010901,0.0
2018-11-07,-0.025124301491617897,-0.4147269767237207,-0.0,-0.45707748492981914,1.0,-0.30309763717164606,0.0
2018-11-08,-0.013254432701545986,-0.4138134334876409,-0.0,-0.45239758930911,1.0,-0.30413136518473227,0.0
2018-11-09,-0.013828811115480403,-0.4140560143312798,-0.0,-0.4522436317560187,1.0,-0.30451784856031805,0.0
2018-11-12,-0.013918582835202234,-0.39993018892621846,-0.0,-0.4632619224224443,1.0,-0.3044853614904664,0.0
2018-11-13,-0.0,-0.396639819866632,-0.0,-0.46719927253832166,1.0,-0.3012470771628995,0.0
2018-11-14,-0.0,-0.4025718409657525,-0.0,-0.47699339544241787,1.0,-0.30737436032016796,0.0
2018-11-15,-0.0,-0.4044048220285018,-0.0,-0.477964910739773,1.0,-0.31345381085175994,0.0
2018-11-16,-0.0,-0.39821690652997743,-0.0,-0.47609033756106106,1.0,-0.3162471796893825,0.0
2018-11-19,-0.0,-0.3981643739595198,-0.0,-0.47590467011302906,1.0,-0.3164154911066328,0.0
2018-11-20,-0.0,-0.38483488716563563,-0.0,-0.4687200487932387,1.0,-0.3247146466846737,0.0
2018-11-21,-0.0,-0.3814604796121548,-0.0,-0.4676434940697775,1.0,-0.31518916111159206,0.0
2018-11-23,-0.0,-0.37663236184381216,-0.0,-0.46968779728444177,1.0,-0.31574850817261957,0.0
2018-11-26,-0.0,-0.37651891891891887,-0.0,-0.4698162162162162,1.0,-0.31582702702702703,0.0
2018-11-27,-0.0,-0.375815375341758,-0.0,-0.46537211254870725,1.0,-0.31161869496889194,0.0
2018-11-28,-0.0,-0.3747927745602515,-0.0,-0.466015027881241,1.0,-0.31216224944560467,0.0
2018-11-29,-0.0,-0.36315957787016306,-0.0,-0.4570941264257542,1.0,-0.3117151689585332,0.0
2018-11-30,-0.0,-0.3631575580527539,-0.0,-0.4570015139561166,1.0,-0.31217348657696653,0.0
2018-12-03,-0.0,-0.3637702818104185,-0.0,-0.4580273270708796,1.0,-0.3131084543125534,0.0
2018-12-04,-0.0,-0.36431187191279174,-0.0,-0.45409640606370294,1.0,-0.3107009027422926,0.0
2018-12-06,-0.0,-0.3202428223945448,-0.0,-0.464460198332675,1.0,-0.2942766262655662,0.0
2018-12-07,-0.0,-0.32087674423440843,-0.0,-0.4662590720984881,1.0,-0.29242830702684713,0.0
2018-12-10,-0.0,-0.320678147659855,-0.0,-0.46257003955174686,1.0,-0.27673862887277517,0.0
2018-12-11,-0.0,-0.3211606627648174,-0.0,-0.4609677685269145,1.0,-0.27868683538043026,0.0
2018-12-12,-0.0,-0.3214175273671841,-0.0,-0.46053146968478775,1.0,-0.2796091285793803,0.0
2018-12-13,-0.0,-0.3185488855012154,-0.0,-0.463351324626097,1.0,-0.2781714803675168,0.0
2018-12-14,-0.0,-0.31690387427653394,-0.0,-0.46439826162179976,1.0,-0.2783876748161727,0.0
2018-12-17,-0.0,-0.3158760850783725,-0.0,-0.46289134817130867,1.0,-0.2782531780968445,0.0
2018-12-18,-0.0,-0.32763615899285076,-0.0,-0.4740813306375972,1.0,-0.2826145861558663,0.0
2018-12-19,-0.0,-0.3285126985120725,-0.0,-0.4751977295018677,1.0,-0.2831444729647947,0.0
2018-12-20,-0.0,-0.31844284465898215,-0.0,-0.48206483292413965,1.0,-0.2801381548832758,0.0
2018-12-21,-0.0,-0.31933800074568125,-0.0,-0.48585276937735616,1.0,-0.266146070674013,0.0
2018-12-24,-0.0,-0.3033245556287031,-0.0,-0.4788512179065174,1.0,-0.2750987491770902,0.0
2018-12-26,-0.0,-0.3202360987084268,-0.0,-0.5405658528085727,1.0,-0.3172304140439527,0.0
2018-12-27,-0.0,-0.2947951320166758,-0.0,-0.4884406451341222,1.0,-0.3222722870257296,0.0
2018-12-28,-0.0,-0.2951599326599326,-0.0,-0.48787878787878786,1.0,-0.3213383838383838,0.0
2018-12-31,-0.0,-0.29508817711183133,-0.0,-0.48789932236205225,1.0,-0.3214992213476998,0.0
2019-01-02,-0.0,-0.2964361029101645,-0.0,-0.49032053985660057,1.0,-0.32203711514129063,0.0
2019-01-03,-0.0,-0.29949561310558215,-0.0,-0.5127156359937269,1.0,-0.3070614165218497,0.0
2019-01-04,-0.0,-0.3053514107112688,-0.0,-0.49364335191755365,1.0,-0.31284845413076534,0.0
2019-01-07,-0.0,-0.2931462290706645,-0.0,-0.4886048499760212,1.0,-0.30336328947642777,0.0
2019-01-08,-0.0,-0.2858926601877094,-0.0,-0.49328866043743363,1.0,-0.3018542026512393,0.0
