Date,IWF,IWM,KB,MTUM,SPY,VLUE,VXX
2018-09-24,-0.391897380356055,-0.5951059365057876,1.0,-0.09639206660800108,-0.6419819941785689,-0.6591755229134231,0.0
2018-09-25,-0.39243418826554777,-0.594335792109359,1.0,-0.09748257427082627,-0.6412668335927454,-0.6581511808892196,0.0
2018-09-26,-0.39364294902173175,-0.59596506668472,1.0,-0.09985782953083744,-0.6409180150294496,-0.6545934601584185,0.0
2018-09-27,-0.3964280882153971,-0.5887227709376268,1.0,-0.10198214044107698,-0.6409822757407657,-0.6543769449330266,0.0
2018-09-28,-0.399302380710488,-0.5881336990754851,1.0,-0.1019336923024823,-0.6420129364353686,-0.6551186968742593,0.0
2018-10-01,-0.3986229819563153,-0.5917446750780084,1.0,-0.1025301858635192,-0.6423483923483924,-0.6563899063899065,0.0
2018-10-02,-0.4065840248608408,-0.5620667281357784,1.0,-0.11511798654509442,-0.6584707850971554,-0.6726769798176416,0.0
2018-10-03,-0.40981805698592516,-0.5789907312049434,1.0,-0.11695846206659802,-0.6583247511156882,-0.6687950566426364,0.0
2018-10-04,-0.4133575865737722,-0.5731544084840581,1.0,-0.11765109654391322,-0.6628685176922813,-0.6649963963345573,0.0
2018-10-05,-0.39836172327518254,-0.5647941872022484,1.0,-0.10107276279261063,-0.6790280015080372,-0.6841347636837236,0.0
2018-10-08,-0.39780884019644885,-0.5643781983033966,1.0,-0.09365662671291686,-0.6907305010818422,-0.6878455884878251,0.0
2018-10-09,-0.39651026997320876,-0.5647798310091364,1.0,-0.09016280827093494,-0.6927594971491379,-0.6905612420141513,0.0
2018-10-10,-0.39693712872986986,-0.5639185523469422,1.0,-0.0905813274731312,-0.6929917934278749,-0.6892490471448683,0.0
2018-10-11,-0.35579045962400485,-0.5563992774469794,1.0,-0.03418746236703017,-0.688031043018666,-0.7107780825583729,0.0
2018-10-12,-0.35955539382711965,-0.5462966026001522,1.0,-0.02990505805683284,-0.6755102715935029,-0.6968143173773529,0.0
2018-10-15,-0.34408353434887484,-0.5729769024881869,1.0,-0.006740904735155141,-0.6776922314377292,-0.702904536893236,0.0
2018-10-16,-0.3423027337939242,-0.58117087038445,1.0,-0.0008264189613566493,-0.6782916267230835,-0.7030180820468744,0.0
2018-10-17,-0.3223600664257107,-0.5440070333105402,1.0,-0.0,-0.6758490443163687,-0.7139787046986422,0.0
2018-10-18,-0.32189483965489174,-0.5431222529708611,1.0,-0.0,-0.6766400781377178,-0.7140810678821423,0.0
2018-10-19,-0.31835644982744027,-0.5430422608582405,1.0,-0.0,-0.6783877059321481,-0.7160578237937096,0.0
2018-10-22,-0.3183657485967889,-0.5304464169168516,1.0,-0.0,-0.6889113692729408,-0.7255580211460645,0.0
2018-10-23,-0.3247966550158429,-0.5321268742037696,1.0,-0.0,-0.6854277594486002,-0.7242348022082121,0.0
2018-10-24,-0.3233229965725477,-0.5301452586910397,1.0,-0.0,-0.6857515913171209,-0.7250204015015504,0.0
2018-10-25,-0.2887344062470241,-0.4845252833063518,1.0,-0.0,-0.7016792051550647,-0.6993302225184904,0.0
2018-10-26,-0.2712807773340461,-0.47328700355334735,1.0,-0.0,-0.7086884060249677,-0.6912990157542216,0.0
2018-10-29,-0.25459325800494537,-0.47763623274593886,1.0,-0.0,-0.7015556042442643,-0.6961720241635106,0.0
2018-10-30,-0.2470978441127695,-0.47776839075064925,1.0,-0.0,-0.7018680183985733,-0.7022747895741419,0.0
2018-10-31,-0.2685380341061506,-0.4653509612313981,1.0,-0.0,-0.7358689404100403,-0.723669923995657,0.0
2018-11-01,-0.23641260781735982,-0.4985410587744894,1.0,-0.0,-0.7413024657709943,-0.7302080995286497,0.0
2018-11-02,-0.23600707281787495,-0.5053206879922841,1.0,-0.0,-0.7412313132936826,-0.7323581417778492,0.0
2018-11-05,-0.2287354098149223,-0.5312439543431998,1.0,-0.0,-0.7468240149609853,-0.7175469142967691,0.0
2018-11-06,-0.2342792647533054,-0.5360206385037085,1.0,-0.0,-0.7429538858432765,-0.7115124153498872,0.0
2018-11-07,-0.23348159608070654,-0.5366466834268034,1.0,-0.0,-0.741636047186231,-0.7113388770708439,0.0
2018-11-08,-0.2076328070063287,-0.5372690660359265,1.0,-0.0,-0.7335229815252828,-0.7178610241002366,0.0
2018-11-09,-0.2075743048897411,-0.5372003835091083,1.0,-0.0,-0.7335890060722275,-0.7175775007989773,0.0
2018-11-12,-0.2068074518310578,-0.5325698609161669,1.0,-0.0,-0.7343052188337374,-0.7163455403853516,0.0
2018-11-13,-0.18981730677896338,-0.5259791660070291,1.0,-0.0,-0.735902225881012,-0.714561631257322,0.0
2018-11-14,-0.19116389548693588,-0.5253206650831354,1.0,-0.0,-0.7363737133808393,-0.7142359461599367,0.0
2018-11-15,-0.19057565112820027,-0.5272635209975,1.0,-0.0,-0.7416057470173106,-0.7051488971169974,0.0
2018-11-16,-0.18945639470608674,-0.522916074418017,1.0,-0.0,-0.7399475662528823,-0.7063394295461007,0.0
2018-11-19,-0.18783185840707964,-0.5240202275600505,1.0,-0.0,-0.7415297092288242,-0.7072060682680151,0.0
2018-11-20,-0.16047015933875988,-0.516232439737264,1.0,-0.0,-0.7449322731701186,-0.7211100285992647,0.0
2018-11-21,-0.167108257223902,-0.5096786259779932,1.0,-0.0,-0.7448022193821889,-0.6955207131947259,0.0
2018-11-23,-0.16756487336843087,-0.5065574281175041,1.0,-0.0,-0.7455219463568112,-0.6954923522631693,0.0
2018-11-26,-0.16702995578252477,-0.5091860247866974,1.0,-0.0,-0.7438811733200473,-0.6937784143987047,0.0
2018-11-27,-0.1658831221395436,-0.5090444907998382,1.0,-0.0,-0.7444814595722159,-0.6940440237865438,0.0
2018-11-28,-0.16751790719402054,-0.5041420118343195,1.0,-0.0,-0.7469947056991592,-0.6956399875428216,0.0
2018-11-29,-0.14331514534973333,-0.49415826628441073,1.0,-0.0,-0.7447825148740713,-0.7004223311446098,0.0
2018-11-30,-0.1427117703290265,-0.49431064787690027,1.0,-0.0,-0.7449813438588917,-0.7016867618489623,0.0
2018-12-03,-0.13747097972450084,-0.5016251354279523,1.0,-0.0,-0.7507816127534438,-0.7056183253366353,0.0
2018-12-04,-0.13086968602389554,-0.5040597696891113,1.0,-0.0,-0.7479546787687938,-0.7043623228674633,0.0
2018-12-06,-0.12683059943603894,-0.4377975197841181,1.0,-0.0,-0.7769928140444499,-0.690427822079379,0.0
2018-12-07,-0.12669779286926994,-0.437575794324521,1.0,-0.0,-0.7772859568275526,-0.6902437545476594,0.0
2018-12-10,-0.11755121745164893,-0.4355369157891561,1.0,-0.0,-0.7780828530911504,-0.6860573876836737,0.0
2018-12-11,-0.09968743361757654,-0.44766789063211243,1.0,-0.0,-0.7789579097502503,-0.7083421843231269,0.0
2018-12-12,-0.10145719489981783,-0.447692774741955,1.0,-0.0,-0.7798724954462659,-0.7068306010928962,0.0
2018-12-13,-0.10235716896089658,-0.45331343647216477,1.0,-0.0,-0.7793275673041784,-0.710439761237666,0.0
2018-12-14,-0.11367330042010364,-0.4266965134463831,1.0,-0.0,-0.8087455153169175,-0.7173039771856121,0.0
2018-12-17,-0.09366205799583997,-0.4280863819894775,1.0,-0.0,-0.7970451486602228,-0.7400281414413312,0.0
2018-12-18,-0.07891694554304837,-0.4165804685123213,1.0,-0.0,-0.7985397018557956,-0.7482811073927594,0.0
2018-12-19,-0.09085079093629757,-0.41702803395834603,1.0,-0.0,-0.7967385329505895,-0.7491602027728579,0.0
2018-12-20,-0.09142961564232198,-0.412468782359749,1.0,-0.0,-0.7957300359383566,-0.7459950051775598,0.0
2018-12-21,-0.08354562475062154,-0.43147846904637677,1.0,-0.0,-0.8261256560572113,-0.7280930603726098,0.0
2018-12-24,-0.06814024390243902,-0.4137195121951219,1.0,-0.0,-0.8234756097560976,-0.7434451219512195,0.0
