Date,IWF,IWM,MTUM,RTX,SPY,VLUE,VXX
2018-09-24,-0.26677466555183943,-0.34550062709030094,-0.09709448160535117,1.0,-0.4695077341137123,-0.43397261705685614,0.0
2018-09-25,-0.2657174265822122,-0.34826990525048424,-0.09440925509082343,1.0,-0.471889232057792,-0.4371302936711511,0.0
2018-09-26,-0.2654396942168233,-0.34803780401602225,-0.09341047726261226,1.0,-0.47236693981202715,-0.43875173442940546,0.0
2018-09-27,-0.2666596896993799,-0.34449648099212477,-0.09442453101698019,1.0,-0.47225347322152744,-0.4385285575992256,0.0
2018-09-28,-0.2658747808796212,-0.34522906255723296,-0.094764658172209,1.0,-0.4720441642029251,-0.43845006671724973,0.0
2018-10-01,-0.26598639455782314,-0.34518576661433803,-0.09487179487179488,1.0,-0.4720041862899006,-0.43840920983778126,0.0
2018-10-02,-0.2672388977573077,-0.3350168790725669,-0.09863135582131735,1.0,-0.47465522204485383,-0.44136812079658755,0.0
2018-10-03,-0.26698584621824556,-0.3289903984511943,-0.09771603484812809,1.0,-0.4770164560604871,-0.4455170970358161,0.0
2018-10-04,-0.26956476250261563,-0.324806444862942,-0.0981638418079096,1.0,-0.48030445699937224,-0.44277045406988913,0.0
2018-10-05,-0.262426690994396,-0.3187280072983188,-0.09112472305486771,1.0,-0.4855727876971198,-0.44869021243320734,0.0
2018-10-08,-0.2619227463339671,-0.31779230588909435,-0.0903029198030891,1.0,-0.4860781913369625,-0.4485192613236788,0.0
2018-10-09,-0.2605059531563452,-0.3182919521663236,-0.08647057290988197,1.0,-0.48839329911679646,-0.45163223301982647,0.0
2018-10-10,-0.26038271475134056,-0.32940805383240457,-0.08082746293765114,1.0,-0.49332352013458103,-0.46459362843023866,0.0
2018-10-11,-0.24500582977069568,-0.32260655525327114,-0.06034460422334499,1.0,-0.49231765772768493,-0.47070864101567556,0.0
2018-10-12,-0.24905670063399987,-0.3154085063785005,-0.05842039066711158,1.0,-0.48376498370081367,-0.46015041453836086,0.0
2018-10-15,-0.23753364953211126,-0.3348288680938341,-0.04171260094859633,1.0,-0.48532239456479936,-0.4643763620048712,0.0
2018-10-16,-0.23549794661190965,-0.34576488706365505,-0.034034907597535934,1.0,-0.48649897330595476,-0.4649127310061602,0.0
2018-10-17,-0.22836886641425053,-0.32831042106065617,-0.02744390516606104,1.0,-0.48644321906843185,-0.4705613295047392,0.0
2018-10-18,-0.23205674482688235,-0.33582527492154207,-0.024111448472941596,1.0,-0.48615824254331125,-0.4732732885974536,0.0
2018-10-19,-0.22566977877004263,-0.32798863405723566,-0.017657803937487313,1.0,-0.49038461538461536,-0.4753399634666125,0.0
2018-10-22,-0.22645290581162325,-0.326120595621623,-0.015981329748103804,1.0,-0.49169224524999366,-0.4764719312041805,0.0
2018-10-23,-0.22500254556562466,-0.32982893799002133,-0.00921494756134813,1.0,-0.49959270950005086,-0.48192648406475913,0.0
2018-10-24,-0.23002159827213822,-0.3297079090815592,-0.0,1.0,-0.5130875244266173,-0.49838012958963285,0.0
2018-10-25,-0.23189793488949847,-0.3363179959629419,-0.0,1.0,-0.5153459965840278,-0.5042958439004193,0.0
2018-10-26,-0.22555075149269094,-0.3311457689932057,-0.0,1.0,-0.5166512250360304,-0.5002830965616636,0.0
2018-10-29,-0.21443039922053278,-0.334042716853414,-0.0,1.0,-0.5119099510268967,-0.5036537524678854,0.0
2018-10-30,-0.22376095167133425,-0.33534595719534444,-0.0,1.0,-0.512833688754143,-0.49736646026566633,0.0
2018-10-31,-0.22580397574641187,-0.3261186583774657,-0.0,1.0,-0.5115767390692557,-0.49492158518177404,0.0
2018-11-01,-0.22411764705882353,-0.32728900255754473,-0.0,1.0,-0.5113554987212277,-0.4948081841432225,0.0
2018-11-02,-0.2234835866027727,-0.33218870922276605,-0.0,1.0,-0.5108013222971068,-0.49611767419214303,0.0
2018-11-05,-0.22094125483565188,-0.33920016396382546,-0.0,1.0,-0.5113878000666103,-0.49040555427458815,0.0
2018-11-06,-0.22409508927427826,-0.3417783128826498,-0.0,1.0,-0.5090042779926736,-0.4867689627789021,0.0
2018-11-07,-0.22387524645993906,-0.34174071134099815,-0.0,1.0,-0.5084628581671062,-0.48654392748316394,0.0
2018-11-08,-0.2152398919084281,-0.3408198643756692,-0.0,1.0,-0.5052261255289858,-0.48804364452149085,0.0
2018-11-09,-0.2142565672022443,-0.3412904871206325,-0.0,1.0,-0.5067839836776332,-0.48803876562101506,0.0
2018-11-12,-0.21401510335884463,-0.33118055378982436,-0.0,1.0,-0.5109715477128837,-0.48648579928297186,0.0
2018-11-13,-0.20429998735297836,-0.32692550904262047,-0.0,1.0,-0.5125079043885166,-0.4856709244972809,0.0
2018-11-14,-0.20556160016193922,-0.326358138711065,-0.0,1.0,-0.5129930922800536,-0.4853875154980896,0.0
2018-11-15,-0.20522152298632695,-0.32671165365076954,-0.0,1.0,-0.5152273359112391,-0.4801981449187454,0.0
2018-11-16,-0.20465104534895465,-0.3247399252600747,-0.0,1.0,-0.5145944854055147,-0.481012018987981,0.0
2018-11-19,-0.20465621291316313,-0.3247986263666894,-0.0,1.0,-0.5146074792313714,-0.4810241648359973,0.0
2018-11-20,-0.19217314709953442,-0.3207751352711715,-0.0,1.0,-0.5164212910532276,-0.4873285516547125,0.0
2018-11-21,-0.19486986986986984,-0.3164914914914915,-0.0,1.0,-0.5157157157157157,-0.47542542542542543,0.0
2018-11-23,-0.19591418283656734,-0.30773654730946187,-0.0,1.0,-0.5201040208041608,-0.476745349069814,0.0
2018-11-26,-0.19391816990829386,-0.3279502166683463,-0.0,1.0,-0.5212889247203467,-0.47621686989821627,0.0
2018-11-27,-0.18466644874148208,-0.33528627825693375,-0.0,1.0,-0.5203047599889361,-0.47423872865799993,0.0
2018-11-28,-0.1773702652241745,-0.3821836875623418,-0.0,1.0,-0.5203457888948566,-0.47771042737665925,0.0
2018-11-29,-0.15196750444275198,-0.37644072099517645,-0.0,1.0,-0.5233054074638234,-0.487001777100787,0.0
2018-11-30,-0.15127566578572882,-0.3769058751778817,-0.0,1.0,-0.5234041471843871,-0.48958121569424684,0.0
2018-12-03,-0.15068458353443237,-0.37696547870043434,-0.0,1.0,-0.5232047146086823,-0.48934386669037516,0.0
2018-12-04,-0.14885302476654486,-0.3772584246853431,-0.0,1.0,-0.5225334957369062,-0.4889362565976451,0.0
2018-12-06,-0.14575392970131779,-0.34309842313728417,-0.0,1.0,-0.5257454599805694,-0.47649652492339883,0.0
2018-12-07,-0.14923142081267596,-0.34265925907471534,-0.0,1.0,-0.525772939036847,-0.47367896559455885,0.0
2018-12-10,-0.1364524828661207,-0.343642526659574,-0.0,1.0,-0.5274513199891135,-0.4666600687829379,0.0
2018-12-11,-0.1377638122572185,-0.3432961377638123,-0.0,1.0,-0.5275997723730115,-0.4655466759037039,0.0
2018-12-12,-0.13731069979214094,-0.3435613184202712,-0.0,1.0,-0.5274175987330496,-0.4662476492131051,0.0
2018-12-13,-0.1373169766521567,-0.3422783933518006,-0.0,1.0,-0.5282449544914919,-0.46544815987336763,0.0
2018-12-14,-0.13878106069971566,-0.33868216095932746,-0.0,1.0,-0.5298306341945853,-0.4651996538509087,0.0
2018-12-17,-0.1280382586402406,-0.3384114775920722,-0.0,1.0,-0.5221860671498298,-0.4765074200069023,0.0
