Date,BLUE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9524626737600824,-1.5868085349808365,-0.32452376866312,-1.0361535381271096,-0.8205480235684458,0.0
2018-09-25,1.0,-0.9539165237278444,-1.584391080617496,-0.32750142938822185,-1.0341337907375643,-0.8176672384219554,0.0
2018-09-26,1.0,-0.9574529004180266,-1.5895321536963865,-0.33310427761552996,-1.0347592051766592,-0.8115444081772891,0.0
2018-09-27,1.0,-0.9582880357040681,-1.5846541168392743,-0.33426789494764547,-1.0339303084053326,-0.8106654460147622,0.0
2018-09-28,1.0,-0.9722878377599815,-1.589675635190413,-0.3343319698104511,-1.0447658005415683,-0.8203606614046205,0.0
2018-10-01,1.0,-0.9718220583150858,-1.5902961853175062,-0.33490837847182203,-1.0446006684337905,-0.8207905958280513,0.0
2018-10-02,1.0,-0.9724664507172605,-1.6191577973160574,-0.32855159648310966,-1.0441346598796852,-0.8200485886163813,0.0
2018-10-03,1.0,-0.97577130904654,-1.600662367090814,-0.32450177212247977,-1.0630410783801056,-0.846261112079484,0.0
2018-10-04,1.0,-0.9789247561542035,-1.592545285647933,-0.32559219693450997,-1.0671156525777983,-0.8416744078030653,0.0
2018-10-05,1.0,-0.9633504826868604,-1.585236140817388,-0.3052199549106885,-1.07624718191803,-0.8506272038846177,0.0
2018-10-08,1.0,-0.9645945789076558,-1.588426490219978,-0.29392303674037956,-1.0976841372105173,-0.8595391491090603,0.0
2018-10-09,1.0,-0.991972138598666,-1.6174369871908385,-0.32270822265509713,-1.1093796115931762,-0.8612832772563603,0.0
2018-10-10,1.0,-1.00017764092847,-1.6187825675035528,-0.32905021316911415,-1.1173614400757934,-0.8559924206537186,0.0
2018-10-11,1.0,-0.9302511872747039,-1.6096584081936258,-0.2309320821651313,-1.0890312982777364,-0.8619328259998855,0.0
2018-10-12,1.0,-0.954234315777564,-1.6059851784805113,-0.223454206030435,-1.0558918368501442,-0.8174463992758951,0.0
2018-10-15,1.0,-0.9253976340069056,-1.6676855153676347,-0.17563819550574516,-1.061583743702949,-0.8300220750551877,0.0
2018-10-16,1.0,-0.9241652518392757,-1.6713638936049802,-0.17266553480475383,-1.0614035087719298,-0.8297679683078665,0.0
2018-10-17,1.0,-0.8985852981969488,-1.6117059639389737,-0.1512898751733703,-1.0509292649098474,-0.8352843273231623,0.0
2018-10-18,1.0,-0.9021068430707655,-1.6192673300350213,-0.1482572683306465,-1.0513091333592752,-0.8380677080438046,0.0
2018-10-19,1.0,-0.8889317605556168,-1.6072649101532357,-0.129809282328299,-1.0535773343622534,-0.8324330283320471,0.0
2018-10-22,1.0,-0.890909090909091,-1.5991735537190084,-0.12369146005509643,-1.0586776859504132,-0.8372451790633609,0.0
2018-10-23,1.0,-0.8899442266276437,-1.6040642774311116,-0.11679275498370975,-1.067535479595781,-0.8437793362416477,0.0
2018-10-24,1.0,-0.8958195089581951,-1.601526211015262,-0.10047555850475558,-1.0770847157708472,-0.8548440610484407,0.0
2018-10-25,1.0,-0.845538855132715,-1.524624240486089,-0.08783711757808337,-1.0771239739899796,-0.7948512951710905,0.0
2018-10-26,1.0,-0.8279620853080568,-1.5041074249605053,-0.07024749868351764,-1.081516587677725,-0.7820958399157452,0.0
2018-10-29,1.0,-0.8140753550280354,-1.5152753759891,-0.053450715296337055,-1.0734161295393805,-0.7839962270083319,0.0
2018-10-30,1.0,-0.8404626108998733,-1.5246092099704267,-0.06569497253907901,-1.080640050697085,-0.7695923109421208,0.0
2018-10-31,1.0,-0.8403829966329966,-1.5134680134680134,-0.06734006734006734,-1.0757575757575757,-0.7639941077441077,0.0
2018-11-01,1.0,-0.8390659514042283,-1.5149363626801302,-0.06574103292310929,-1.0757336699274218,-0.763805616913853,0.0
2018-11-02,1.0,-0.8412637782385681,-1.6135545127141766,-0.07251991705773218,-1.1066244679690058,-0.8227654698242933,0.0
2018-11-05,1.0,-0.8329597025534474,-1.6463447974192136,-0.07064355623598884,-1.1131827874678768,-0.8045819891738204,0.0
2018-11-06,1.0,-0.8272612721196515,-1.6437845833561604,-0.07390565934366954,-1.1197611351558647,-0.8138388210157234,0.0
2018-11-07,1.0,-0.8221406660823839,-1.6441717791411041,-0.082931638913234,-1.1156879929886065,-0.8126643295354952,0.0
2018-11-08,1.0,-0.7858706358761081,-1.6776294188464485,-0.028948232461420597,-1.1267921637298894,-0.8530152128707452,0.0
2018-11-09,1.0,-0.785151548309443,-1.676715176715177,-0.029981398402451034,-1.1266002844950214,-0.852609694714958,0.0
2018-11-12,1.0,-0.7839738348323794,-1.663832106841101,-0.028890705914418096,-1.1273916598528209,-0.8469882801853366,0.0
2018-11-13,1.0,-0.7687067474048442,-1.6658196366782005,-0.004541522491349481,-1.1300821799307958,-0.8374783737024222,0.0
2018-11-14,1.0,-0.7707409410492158,-1.6648999459167118,-0.004542996214169821,-1.1309356408869657,-0.8372093023255813,0.0
2018-11-15,1.0,-0.7706858347295034,-1.666216289250392,-0.0021077663081662435,-1.1318705074852726,-0.8337026428146788,0.0
2018-11-16,1.0,-0.7712400627332215,-1.6670272024228006,-0.003677464712562869,-1.1321724081985831,-0.8338651235736304,0.0
2018-11-19,1.0,-0.769226603119584,-1.67157712305026,-0.0,-1.1377816291161178,-0.8374133448873484,0.0
2018-11-20,1.0,-0.7256199236189554,-1.6626862460330267,-0.0,-1.1382927222849766,-0.8523479102791673,0.0
2018-11-21,1.0,-0.7351483829719218,-1.654057222015025,-0.0,-1.1314934200010656,-0.8072353348606746,0.0
2018-11-23,1.0,-0.7372538584353379,-1.6343267695582755,-0.0,-1.140447046301224,-0.8100053219797765,0.0
2018-11-26,1.0,-0.7358247422680413,-1.671606529209622,-0.0,-1.1473904639175259,-0.8145940721649486,0.0
2018-11-27,1.0,-0.7297340681684413,-1.6717855422976082,-0.0,-1.1417411311466636,-0.8074803360265396,0.0
2018-11-28,1.0,-0.7253668763102725,-1.7029511369134012,-0.0,-1.1385797989571573,-0.80857926140945,0.0
