Date,DLTH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6900125067000179,-1.920195342743136,-0.0,-1.1799178131141683,-1.1655053302364362,0.0
2018-09-25,1.0,-0.6929714931857406,-1.9176932690590967,-0.0,-1.1781824674165327,-1.162470987323692,0.0
2018-09-26,1.0,-0.6986824062481369,-1.9244619328683006,-0.0,-1.1807667084004054,-1.1580516305967925,0.0
2018-09-27,1.0,-0.7141745946269371,-1.9127026865314427,-0.0,-1.190689882127685,-1.1657990785615988,0.0
2018-09-28,1.0,-0.7155425219941349,-1.911903764438327,-0.0,-1.1910946196660483,-1.1661978574420973,0.0
2018-10-01,1.0,-0.7163973668461999,-1.910652304009575,-0.0,-1.1913225613405147,-1.166068222621185,0.0
2018-10-02,1.0,-0.7175338345864661,-1.940751879699248,-0.0,-1.1913383458646616,-1.1654135338345863,0.0
2018-10-03,1.0,-0.7163802427592837,-1.931378440091335,-0.0,-1.1924648479750029,-1.1687297199855786,0.0
2018-10-04,1.0,-0.7243928829045444,-1.9210747775907668,-0.0,-1.2025126232267371,-1.1631401779273864,0.0
2018-10-05,1.0,-0.6915630975143403,-1.9072060229445504,-0.0,-1.2056644359464626,-1.1707098470363289,0.0
2018-10-08,1.0,-0.6875894134477826,-1.9020624701955173,-0.0,-1.2039818788745829,-1.1672627563185503,0.0
2018-10-09,1.0,-0.6843297371401322,-1.90212791321452,-0.0,-1.2049234070453596,-1.1691601597425045,0.0
2018-10-10,1.0,-0.6839303869385802,-1.9102924466240057,-0.0,-1.2085401590813947,-1.1777405657556366,0.0
2018-10-11,1.0,-0.5251623376623377,-1.9091488868274584,-0.0,-1.1608882189239331,-1.2026321892393321,0.0
2018-10-12,1.0,-0.5359775961593417,-1.9035263187975084,-0.0,-1.1198491169914844,-1.1559124421329372,0.0
2018-10-15,1.0,-0.5183475783475784,-1.914017094017094,-0.0,-1.1133333333333335,-1.1523076923076923,0.0
2018-10-16,1.0,-0.5142694389062945,-1.9198518940472797,-0.0,-1.1116491028197093,-1.1506693249786386,0.0
2018-10-17,1.0,-0.46799866429207476,-1.8393811219946572,-0.0,-1.0963935886019591,-1.161620658949243,0.0
2018-10-18,1.0,-0.46728243935010016,-1.8384153127086582,-0.0,-1.0970398397507235,-1.1614734030714446,0.0
2018-10-19,1.0,-0.4367304309586632,-1.8183267370272647,-0.0,-1.0896547933157432,-1.1522097625329815,0.0
2018-10-22,1.0,-0.43691614463127815,-1.8047587646994174,-0.0,-1.095724804923618,-1.1577096384218046,0.0
2018-10-23,1.0,-0.4617436239373229,-1.8256931710840696,-0.0,-1.1010168361393566,-1.1680280046674447,0.0
2018-10-24,1.0,-0.45809962792247455,-1.8268451157883043,-0.0,-1.1005164658188482,-1.167934692064197,0.0
2018-10-25,1.0,-0.38634678529816757,-1.7278360343183985,-0.0,-1.0877025738798858,-1.0941637538396358,0.0
2018-10-26,1.0,-0.3503794818110442,-1.7035331065166188,-0.0,-1.1017011253598534,-1.0786705051033763,0.0
2018-10-29,1.0,-0.3025196850393701,-1.7462992125984254,-0.0,-1.0930708661417323,-1.1074540682414697,0.0
2018-10-30,1.0,-0.3050989865042273,-1.7466785695531168,-0.0,-1.0934726671217772,-1.1060232106285774,0.0
2018-10-31,1.0,-0.30924414011061363,-1.750961285225178,-0.0,-1.0970239662891759,-1.1100869107189888,0.0
2018-11-01,1.0,-0.27416464635817434,-1.7829134605249288,-0.0,-1.099030251923685,-1.1142089174660061,0.0
2018-11-02,1.0,-0.28460773538493744,-1.728371800910661,-0.0,-1.1155597425027477,-1.1051447113623278,0.0
2018-11-05,1.0,-0.2755064456721915,-1.7718495132859773,-0.0,-1.127650618258353,-1.0867666403578007,0.0
2018-11-06,1.0,-0.2813108200515491,-1.7754983956656674,-0.0,-1.1231392351796328,-1.080164115512072,0.0
2018-11-07,1.0,-0.2798297693479746,-1.775022329637997,-0.0,-1.1203698838858824,-1.07881048704881,0.0
2018-11-08,1.0,-0.21135865790457872,-1.8367259710423678,-0.0,-1.1475663835016296,-1.1470321098466634,0.0
2018-11-09,1.0,-0.21136691416056835,-1.8359062015917955,-0.0,-1.1477485177073876,-1.1465733668073288,0.0
2018-11-12,1.0,-0.2103077414545842,-1.8047066340112874,-0.0,-1.1653178575231606,-1.1438611436481738,0.0
2018-11-13,1.0,-0.17128000420190137,-1.796102736488261,-0.0,-1.155838016702558,-1.1291559430642366,0.0
2018-11-14,1.0,-0.1760366721112809,-1.7986195268454608,-0.0,-1.1618631118604774,-1.1324621950576954,0.0
2018-11-15,1.0,-0.17566925392048155,-1.809282433074608,-0.0,-1.176883679180527,-1.1182216590105074,0.0
2018-11-16,1.0,-0.16753509145044665,-1.8006167588260316,-0.0,-1.195129732028924,-1.1536048490004254,0.0
2018-11-19,1.0,-0.17056571671629092,-1.7998192258613355,-0.0,-1.193481497235219,-1.1530199914929817,0.0
2018-11-20,1.0,-0.11126901415863993,-1.7855676614558662,-0.0,-1.1923785462392757,-1.174272330122638,0.0
2018-11-21,1.0,-0.10851691788763572,-1.7892906082006959,-0.0,-1.1949509855591862,-1.1776114683250765,0.0
2018-11-23,1.0,-0.11416781292984869,-1.7628293302296054,-0.0,-1.2219870913130886,-1.1914612210348112,0.0
2018-11-26,1.0,-0.11276246892685249,-1.7701909345744962,-0.0,-1.2184376156978898,-1.187708256201407,0.0
2018-11-27,1.0,-0.10731604469744888,-1.7683428209993675,-0.0,-1.2128399746995573,-1.182426734134514,0.0
2018-11-28,1.0,-0.11459877196697014,-1.7530700825746346,-0.0,-1.2305208553885243,-1.1950561084056743,0.0
2018-11-29,1.0,-0.09687695842907876,-1.7278566952162104,-0.0,-1.2123459369124712,-1.1853979527888028,0.0
2018-11-30,1.0,-0.09724109102309542,-1.7301180896645418,-0.0,-1.2159577803323232,-1.1818371825687115,0.0
2018-12-03,1.0,-0.0919275468537326,-1.7367291383101247,-0.0,-1.221076327086169,-1.1853209088053607,0.0
2018-12-04,1.0,-0.08319424160233674,-1.7372731066138116,-0.0,-1.214740246192364,-1.180732317963697,0.0
2018-12-06,1.0,-0.061533052039381156,-1.6349206349206349,-0.0,-1.2009242515571628,-1.1257283504118947,0.0
2018-12-07,1.0,-0.05444573038796357,-1.6392089770039753,-0.0,-1.2050520807125247,-1.133246112816384,0.0
2018-12-10,1.0,-0.17558804132776432,-1.7175203341393712,-0.0,-1.3279841723455703,-1.274620795779292,0.0
2018-12-11,1.0,-0.17986481288124417,-1.7157223718195307,-0.0,-1.3286255976259824,-1.2711985492114084,0.0
2018-12-12,1.0,-0.18584656084656084,-1.71902557319224,-0.0,-1.335923721340388,-1.2706679894179895,0.0
2018-12-13,1.0,-0.1873724841466777,-1.7197684036393712,-0.0,-1.3355941549489936,-1.2714640198511167,0.0
2018-12-14,1.0,-0.21011173184357543,-1.685977653631285,-0.0,-1.3956424581005586,-1.294804469273743,0.0
2018-12-17,1.0,-0.17439527365956972,-1.6915059636606844,-0.0,-1.37637944487794,-1.3311782409987738,0.0
2018-12-18,1.0,-0.17304576185952955,-1.6979940772196458,-0.0,-1.38196345756272,-1.3344694641560038,0.0
2018-12-19,1.0,-0.18325779195344413,-1.697442784399306,-0.0,-1.3802249454423365,-1.334732247775726,0.0
2018-12-20,1.0,-0.18491890988129076,-1.6857827565067158,-0.0,-1.3751880956361813,-1.3272585409351836,0.0
2018-12-21,1.0,-0.17519379844961241,-1.683001107419712,-0.0,-1.3712070874861573,-1.307641196013289,0.0
2018-12-24,1.0,-0.14311574328030718,-1.6512342292923754,-0.0,-1.3609434997257268,-1.330170049369172,0.0
2018-12-26,1.0,-0.13966359196961475,-1.6661421595225177,-0.0,-1.3172544763971787,-1.3028757460661964,0.0
2018-12-27,1.0,-0.09927611168562564,-1.5885729058945193,-0.0,-1.2079110651499485,-1.2749224405377457,0.0
2018-12-28,1.0,-0.09712750568299235,-1.5900495970241784,-0.0,-1.2064476131432114,-1.2726803058483158,0.0
2018-12-31,1.0,-0.09769075786537171,-1.5896574882471457,-0.0,-1.2062303042826885,-1.2724595753474195,0.0
2019-01-02,1.0,-0.09379836962129813,-1.5887421318749355,-0.0,-1.2036425549478897,-1.2731916210917347,0.0
2019-01-03,1.0,-0.10027323812960766,-1.5855544671856472,-0.0,-1.2068876630406764,-1.2627210393359798,0.0
2019-01-04,1.0,-0.07679688301035578,-1.58951091971701,-0.0,-1.1960935096893262,-1.2642263918794217,0.0
2019-01-07,1.0,-0.03932499623323791,-1.5478881020541406,-0.0,-1.196524534177088,-1.2385615991160663,0.0
2019-01-08,1.0,-0.04327139780638053,-1.5279210697651127,-0.0,-1.2041869083988581,-1.2328842590273952,0.0
2019-01-09,1.0,-0.035648032088242666,-1.5079468538480825,-0.0,-1.2136375031336175,-1.2565053898220107,0.0
2019-01-10,1.0,-0.03799498746867168,-1.502406015037594,-0.0,-1.2180451127819547,-1.2540852130325815,0.0
2019-01-11,1.0,-0.031166563976175808,-1.5166872047648388,-0.0,-1.2731567056890534,-1.313514068597248,0.0
2019-01-14,1.0,-0.02924791086350975,-1.5170741772413079,-0.0,-1.2774682760755185,-1.3345713401423709,0.0
2019-01-15,1.0,-0.031101467245298615,-1.516790659227113,-0.0,-1.2780016532341392,-1.3404629055589998,0.0
2019-01-16,1.0,-0.029690721649484535,-1.5099999999999998,-0.0,-1.2761855670103093,-1.3388144329896907,0.0
2019-01-17,1.0,-0.0277749202756918,-1.507663820594589,-0.0,-1.2744059253163253,-1.3336590885711348,0.0
2019-01-18,1.0,-0.038415677329047646,-1.4924568406864016,-0.0,-1.28197418217637,-1.3714033905334646,0.0
2019-01-22,1.0,-0.0,-1.5848744870223315,-0.0,-1.361989020945478,-1.3828279059851838,0.0
2019-01-23,1.0,-0.0,-1.60013422068117,-0.0,-1.4500866841899225,-1.542307477210447,0.0
2019-01-24,1.0,-0.0,-1.58034966206781,-0.0,-1.4741663408367311,-1.531140032396805,0.0
2019-01-25,1.0,-0.0,-1.535151969548417,-0.0,-1.5582790241651767,-1.6739142972489764,0.0
2019-01-28,1.0,-0.0,-1.5051308659056841,-0.0,-1.5916637841577308,-1.6682232214919868,0.0
2019-01-29,1.0,-0.0,-1.494234223793243,-0.0,-1.5978443530161672,-1.70272932722953,0.0
2019-01-30,1.0,-0.0,-1.4936540133294698,-0.0,-1.5975079687047231,-1.7043175891046074,0.0
2019-01-31,1.0,-0.0,-1.5177989762680317,-0.0,-1.544381107491857,-1.7544788273615637,0.0
2019-02-01,1.0,-0.0,-1.519864652003967,-0.0,-1.562860976605799,-1.7512397176360772,0.0
2019-02-04,1.0,-0.0,-1.5280210157618213,-0.0,-1.569235259778167,-1.740396964389959,0.0
2019-02-05,1.0,-0.0,-1.5040037407212579,-0.0,-1.5673622070255422,-1.7735110175930797,0.0
2019-02-06,1.0,-0.0,-1.4945454545454544,-0.0,-1.5893255131964807,-1.781290322580645,0.0
2019-02-07,1.0,-0.0,-1.4998826841858282,-0.0,-1.5937939934303145,-1.772114030971375,0.0
2019-02-08,1.0,-0.0,-1.4898390696581698,-0.0,-1.6078938094678727,-1.7756959943615647,0.0
2019-02-11,1.0,-0.0,-1.4929285756553643,-0.0,-1.645186105686727,-1.779395230487011,0.0
2019-02-12,1.0,-0.0,-1.504059259259259,-0.0,-1.6443259259259257,-1.7775407407407406,0.0
2019-02-13,1.0,-0.0,-1.5270350564468211,-0.0,-1.6469399881164586,-1.7677956030897206,0.0
2019-02-14,1.0,-0.0,-1.4768424812477676,-0.0,-1.6939516609120135,-1.7822955113704013,0.0
2019-02-15,1.0,-0.0,-1.4753435250728688,-0.0,-1.692463268098269,-1.7807388019748973,0.0
2019-02-19,1.0,-0.0,-1.447736331727051,-0.0,-1.719614492236302,-1.7818430602653341,0.0
2019-02-20,1.0,-0.0,-1.4432676860831797,-0.0,-1.72077110727673,-1.7858035342416851,0.0
2019-02-21,1.0,-0.0,-1.4644257037652928,-0.0,-1.7097636298847843,-1.764698895355743,0.0
2019-02-22,1.0,-0.0,-1.4564739437875096,-0.0,-1.7178085447739022,-1.767900647691485,0.0
2019-02-25,1.0,-0.0,-1.4488643120466167,-0.0,-1.7292186942561543,-1.7679866809370912,0.0
2019-02-26,1.0,-0.0,-1.4448671461689355,-0.0,-1.7314985436604649,-1.7678773108244668,0.0
2019-02-27,1.0,-0.0,-1.4413600427985498,-0.0,-1.743327587231766,-1.7595553706235512,0.0
2019-02-28,1.0,-0.0,-1.4395297749807043,-0.0,-1.738467018939619,-1.7591877931484892,0.0
2019-03-01,1.0,-0.0,-1.44610064393036,-0.0,-1.7361674218936323,-1.780050083472454,0.0
2019-03-04,1.0,-0.0,-1.435488685891695,-0.0,-1.7273270045972895,-1.807749716400979,0.0
2019-03-05,1.0,-0.0,-1.4147696719842267,-0.0,-1.7492382147338232,-1.8107785146681008,0.0
2019-03-06,1.0,-0.0,-1.357609386740651,-0.0,-1.673949482688862,-1.7484538465984625,0.0
2019-03-07,1.0,-0.0,-1.335405872193437,-0.0,-1.6594703511801958,-1.7622337363270006,0.0
2019-03-08,1.0,-0.0,-1.3246125160237736,-0.0,-1.7183894650973082,-1.7838829973196597,0.0
2019-03-11,1.0,-0.0,-1.3148440699783512,-0.0,-1.702592007489322,-1.8336551401322332,0.0
2019-03-12,1.0,-0.0,-1.2424063349485877,-0.0,-1.7440609856990898,-1.9229996454319818,0.0
2019-03-13,1.0,-0.0,-1.2720588235294117,-0.0,-1.7469758064516128,-1.9107566413662238,0.0
2019-03-14,1.0,-0.0,-1.2728134629059018,-0.0,-1.7454965631666273,-1.9072054989333964,0.0
2019-03-15,1.0,-0.0,-1.266047950502707,-0.0,-1.7541198167648284,-1.9290261169611518,0.0
2019-03-18,1.0,-0.0,-1.3063198365973807,-0.0,-1.7645079899074851,-1.9365613360567102,0.0
2019-03-19,1.0,-0.0,-1.307724803862402,-0.0,-1.771152685576343,-1.956125528062764,0.0
2019-03-20,1.0,-0.0,-1.3017413991869424,-0.0,-1.785389236090043,-1.980523026515381,0.0
2019-03-21,1.0,-0.0,-1.3010752688172043,-0.0,-1.8322702144462668,-1.9416195856873824,0.0
2019-03-22,1.0,-0.0,-1.301263183713515,-0.0,-1.8939784155015942,-1.9367794947265147,0.0
2019-03-25,1.0,-0.0,-1.1575801485238182,-0.0,-1.943488498460424,-1.93648493630381,0.0
2019-03-26,1.0,-0.0,-1.19065887224455,-0.0,-1.9500669833150652,-1.9486664230909756,0.0
2019-03-27,1.0,-0.0,-1.174794520547945,-0.0,-1.959208523592085,-1.954216133942161,0.0
2019-03-28,1.0,-0.0,-1.1675906183368872,-0.0,-1.9530307645446239,-1.9713676515382272,0.0
2019-03-29,1.0,-0.0,-1.1699481865284973,-0.0,-1.9541603169765314,-1.9715940262115208,0.0
2019-04-01,1.0,-0.0,-1.1838150289017342,-0.0,-1.941466382719805,-1.9592941892303013,0.0
2019-04-02,1.0,-0.0,-1.2030075187969924,-0.0,-1.956706281833616,-1.9038321610477804,0.0
2019-04-03,1.0,-0.0,-1.208917896791509,-0.0,-1.957362449676711,-1.9334512626570695,0.0
2019-04-04,1.0,-0.0,-1.2072649572649574,-0.0,-1.9484737484737484,-1.9492063492063492,0.0
2019-04-05,1.0,-0.0,-1.209200170825453,-0.0,-1.954365200414862,-1.9372826551156122,0.0
2019-04-08,1.0,-0.0,-1.4131506452080613,-0.0,-2.4818761780484264,-2.354501957372771,0.0
2019-04-09,1.0,-0.009452483094597541,-1.3976586926488765,-0.0,-2.5140696575292663,-2.349814585908529,0.0
2019-04-10,1.0,-0.008843142939982604,-1.3715569730356625,-0.011959988402435489,-2.5092055668309654,-2.346912148448826,0.0
2019-04-11,1.0,-0.03542135443129854,-1.3270668505480148,-0.0373811424838499,-2.526239384481382,-2.332365536764172,0.0
2019-04-12,1.0,-0.03549393917398563,-1.32742977426145,-0.037308557741162804,-2.5258038760252597,-2.332365536764172,0.0
