Date,HKIB,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-04-02,1.0,-0.4872783346183501,-0.16196717700187246,-0.46825090869038444,-0.6361383412270074,-0.0,0.0
2020-04-03,1.0,-0.48431835658574096,-0.1672250906294628,-0.469048665275184,-0.6257552455234539,-0.0,0.0
2020-04-06,1.0,-0.486100449610703,-0.15829586577475602,-0.46800636034652926,-0.6291260006579669,-0.0,0.0
2020-04-07,1.0,-0.4566457123153232,-0.11853796981512427,-0.44982891700485395,-0.6274369380122543,-0.0,0.0
2020-04-08,1.0,-0.46435390614495087,-0.13475863923625117,-0.44146833400564744,-0.6487024337770606,-0.0,0.0
2020-04-09,1.0,-0.4678470330609411,-0.10943759012978689,-0.4495273193398494,-0.6437269668322384,-0.0,0.0
2020-04-13,1.0,-0.48829753126001924,-0.06639414342203698,-0.46566741476969115,-0.6514374265255959,-0.0,0.0
2020-04-14,1.0,-0.48895873411547947,-0.10271764163979732,-0.44956241363426996,-0.6682743111062942,-0.0,0.0
2020-04-15,1.0,-0.4762135530247961,-0.10782650835958324,-0.43860215922246454,-0.666855127480279,-0.0027999892308106507,0.0
2020-04-16,1.0,-0.47202493900786124,-0.12119815668202764,-0.43396584440227703,-0.6756844673353213,-0.007915424234209812,0.0
2020-04-17,1.0,-0.46868987942013285,-0.12526757891884568,-0.42910174773065984,-0.675382739466197,-0.01124508874136296,0.0
2020-04-20,1.0,-0.48165955377883424,-0.10426233050618552,-0.44060288477121706,-0.6726270865971584,-0.0019447895845713362,0.0
2020-04-21,1.0,-0.48115090065796573,-0.10379139251429188,-0.4425628303311401,-0.669075612123827,-0.0,0.0
2020-04-22,1.0,-0.466991617343796,-0.11398269905460778,-0.4262031655909371,-0.6710142210557326,-0.0,0.0
2020-04-23,1.0,-0.4555855542783822,-0.12844502659787754,-0.41826833115025797,-0.6708546071800905,-0.0,0.0
2020-04-24,1.0,-0.4552891170101852,-0.1296281444649397,-0.417916432753228,-0.670462747614083,-0.0,0.0
2020-04-27,1.0,-0.4536814565646858,-0.12664851300122804,-0.4178012707565807,-0.6715254418281809,-0.0,0.0
2020-04-28,1.0,-0.46018925763028123,-0.10920964947354392,-0.42020525123284025,-0.6760229241636679,-0.0,0.0
2020-04-29,1.0,-0.45496215755249975,-0.1177912802473084,-0.41656006822300395,-0.675647585545251,-0.0,0.0
2020-04-30,1.0,-0.45495579215675863,-0.08329129384276346,-0.42742213843825505,-0.6894299445078724,-0.0,0.0
2020-05-01,1.0,-0.49532359640895085,-0.036312474876055205,-0.43513332440037517,-0.7131180490419403,-0.0,0.0
2020-05-04,1.0,-0.49565730216598763,-0.033294016727428696,-0.43410894274072487,-0.7175906069054256,-0.0,0.0
2020-05-05,1.0,-0.49867967234317745,-0.036457210605733995,-0.42439103255011856,-0.7350183229144213,-0.0,0.0
2020-05-06,1.0,-0.49733081693178754,-0.03941763278511728,-0.4188730115934214,-0.7405230520355891,-0.0,0.0
2020-05-07,1.0,-0.49609640651777703,-0.04510214629634667,-0.4194662822012459,-0.7595821658823209,-0.0,0.0
2020-05-08,1.0,-0.4989368082438253,-0.04672591461752358,-0.418079712120386,-0.7623902731584975,-0.0,0.0
2020-05-11,1.0,-0.5000544691976687,-0.040824663652704395,-0.4191132414619533,-0.7634947437224249,-0.0,0.0
2020-05-12,1.0,-0.5003560473269062,-0.052941498685363714,-0.4049627519719544,-0.7805652936021034,-0.0,0.0
2020-05-13,1.0,-0.5001638538423726,-0.034682396635534435,-0.4073952700857502,-0.78865585231307,-0.0,0.0
2020-05-14,1.0,-0.49978193316251435,-0.02425993567028294,-0.4091479038325247,-0.792645695905795,-0.0,0.0
2020-05-15,1.0,-0.4985967684804229,-0.027301708400316066,-0.4100433230702161,-0.7887523500722051,-0.0,0.0
2020-05-18,1.0,-0.5003133429606823,-0.02307839023459851,-0.4074275905288684,-0.7939020735129834,-0.0,0.0
2020-05-19,1.0,-0.5104791242642609,-0.0,-0.46933274657571916,-0.7705869409758511,-0.0,0.0
2020-05-20,1.0,-0.5102124969073866,-0.0,-0.46999477691948216,-0.7687824724413779,-0.0,0.0
2020-05-21,1.0,-0.5055244063324539,-0.0,-0.47867194371152155,-0.7642645118733509,-0.0,0.0
2020-05-22,1.0,-0.5053592040894849,-0.0,-0.47845325125048094,-0.764497334139504,-0.0,0.0
2020-05-26,1.0,-0.5555716604823747,-0.0,-0.5259450371057515,-0.8173411410018553,-0.0,0.0
2020-05-27,1.0,-0.5600337072121812,-0.0,-0.5429766955308886,-0.8027837507990935,-0.0,0.0
2020-05-28,1.0,-0.5685777544718289,-0.0,-0.5509234982229214,-0.79377148517159,-0.0,0.0
2020-05-29,1.0,-0.5683056923839226,-0.0,-0.5499723104724707,-0.7964091054825264,-0.0,0.0
2020-06-01,1.0,-0.5690685003350718,-0.0,-0.5456426094810757,-0.7989569068500335,-0.0,0.0
2020-06-02,1.0,-0.5687399854333576,-0.0,-0.5455207574654042,-0.7990968681718863,-0.0,0.0
2020-06-03,1.0,-0.5683949898048354,-0.0,-0.5468977570637926,-0.7976114185843286,-0.0,0.0
2020-06-04,1.0,-0.5673684517049591,-0.0,-0.5510031740485134,-0.7935994874930841,-0.0,0.0
2020-06-05,1.0,-0.564259307775158,-0.0,-0.5484819375309289,-0.798241783832562,-0.0,0.0
2020-06-08,1.0,-0.5582496079911725,-0.0,-0.56007898251931,-0.7854405017712991,-0.0,0.0
2020-06-09,1.0,-0.5604146702674448,-0.0,-0.5617504428376455,-0.7817173389087319,-0.0,0.0
2020-06-10,1.0,-0.562227645110685,-0.0,-0.5658590436348846,-0.777032130614142,-0.0,0.0
2020-06-11,1.0,-0.5621985939224914,-0.0,-0.5642321770960432,-0.7786880483411771,-0.0,0.0
2020-06-12,1.0,-0.5418834696094688,-0.0,-0.5840814226084968,-0.7329750128652296,-0.0,0.0
2020-06-15,1.0,-0.5406069611933474,-0.0,-0.5864719666228496,-0.7305538092244385,-0.0,0.0
2020-06-16,1.0,-0.541222834623183,-0.0,-0.5830310991803982,-0.7315018419624754,-0.0,0.0
2020-06-17,1.0,-0.5379770285290848,-0.0,-0.5827799469889132,-0.7293299512640009,-0.0,0.0
2020-06-18,1.0,-0.5381480320346567,-0.0,-0.5834069598426768,-0.7285319349046655,-0.0,0.0
2020-06-19,1.0,-0.5383058769879724,-0.0,-0.5833950863592317,-0.7284386934959812,-0.0,0.0
2020-06-22,1.0,-0.5378213532463091,-0.0,-0.5848771589807901,-0.7274411446160862,-0.0,0.0
2020-06-23,1.0,-0.5362128896233403,-0.0,-0.5845917146276141,-0.7283890819989742,-0.0,0.0
2020-06-24,1.0,-0.5356980056980057,-0.0,-0.5851282051282052,-0.7281766381766381,-0.0,0.0
2020-06-25,1.0,-0.528564938383781,-0.0,-0.5902947356465443,-0.720597421772957,-0.0,0.0
2020-06-26,1.0,-0.6138607693505684,-0.0,-0.6759071795670456,-0.8250428282199035,-0.0,0.0
2020-06-29,1.0,-0.6136661058141708,-0.0,-0.675796098959307,-0.8263538356079018,-0.0,0.0
2020-06-30,1.0,-0.6135040019932106,-0.0,-0.6763835684698994,-0.8245040331371266,-0.0,0.0
2020-07-01,1.0,-0.6127090092338408,-0.0,-0.6685175942101322,-0.838283004741702,-0.0,0.0
2020-07-02,1.0,-0.6093021801007162,-0.0,-0.6665415532826625,-0.8519908667229678,-0.0,0.0
2020-07-06,1.0,-0.6176358678419684,-0.0,-0.6844124548164119,-0.8687297862895554,-0.0,0.0
2020-07-07,1.0,-0.622742345706835,-0.0,-0.6905444126074498,-0.9061846044879431,-0.0,0.0
2020-07-08,1.0,-0.6227217105686869,-0.0,-0.6901526373414054,-0.9073549301217235,-0.0,0.0
2020-07-09,1.0,-0.6196131440893438,-0.0,-0.689260081748254,-0.9095619709697145,-0.0,0.0
2020-07-10,1.0,-0.6183990211231324,-0.0,-0.6868882019577538,-0.9146702730551262,-0.0,0.0
2020-07-13,1.0,-0.6207063065383254,-0.0,-0.6866690274603225,-0.9118887422335255,-0.0,0.0
2020-07-14,1.0,-0.6093398470142058,-0.0,-0.6783762936298772,-0.9262711319663174,-0.0,0.0
2020-07-15,1.0,-0.6126916771144758,-0.0,-0.676664416369306,-0.9253222747291605,-0.0,0.0
2020-07-16,1.0,-0.6132557616277201,-0.0,-0.6777667063096654,-0.923242583009225,-0.0,0.0
2020-07-17,1.0,-0.6114021274544461,-0.0,-0.6778931130893081,-0.9243821705177234,-0.0,0.0
2020-07-20,1.0,-0.6117038370075197,-0.0,-0.677453563853718,-0.9244167362941064,-0.0,0.0
2020-07-21,1.0,-0.5973580428997403,-0.0,-0.6735387476353842,-0.9353618262849082,-0.0,0.0
2020-07-22,1.0,-0.5943450663589153,-0.0,-0.6709303071103417,-0.9404693210232737,-0.0,0.0
2020-07-23,1.0,-0.5990425087555826,-0.0,-0.6732962760659319,-0.940719082350673,-0.0,0.0
2020-07-24,1.0,-0.5891241578440809,-0.0,-0.6675008020532563,-0.9515559833172923,-0.0,0.0
2020-07-27,1.0,-0.5925973483997303,-0.0,-0.6654682032679529,-0.9521042663156881,-0.0,0.0
2020-07-28,1.0,-0.5879511947127606,-0.0,-0.6480681240467717,-0.9414400101677681,-0.0,0.0
2020-07-29,1.0,-0.594131485249237,-0.0,-0.643438453713123,-0.9415055951169887,-0.0,0.0
2020-07-30,1.0,-0.5875965556540459,-0.0,-0.6424908192984677,-0.9357034316829176,-0.0,0.0
2020-07-31,1.0,-0.5892251624148312,-0.0,-0.6432261131357947,-0.9366186024401838,-0.0,0.0
2020-08-03,1.0,-0.5961318597560975,-0.0,-0.6413554369918699,-0.9383574695121952,-0.0,0.0
2020-08-04,1.0,-0.5952819405638811,-0.0,-0.6401130302260605,-0.9396113792227583,-0.0,0.0
2020-08-05,1.0,-0.5962833545108004,-0.0,-0.6409148665819567,-0.9394536213468868,-0.0,0.0
2020-08-06,1.0,-0.5922591688591626,-0.0,-0.6403461501886075,-0.9372365042634799,-0.0,0.0
2020-08-07,1.0,-0.6001274088230609,-0.0,-0.6464723682114987,-0.93865265169613,-0.0,0.0
2020-08-10,1.0,-0.6047142128093901,-0.0,-0.6490495024240878,-0.9358254656800203,-0.0,0.0
2020-08-11,1.0,-0.6045732874091082,-0.0,-0.6459688735808139,-0.9386082408470469,-0.0,0.0
2020-08-12,1.0,-0.6031371548810814,-0.0,-0.6444557801441051,-0.940572594529108,-0.0,0.0
2020-08-13,1.0,-0.5886111633151664,-0.0,-0.6152665539059075,-0.9283655954394537,-0.0,0.0
