Date,HKIB,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-08-14,1.0,-0.5788288288288288,-0.0,-0.6019067012217697,-0.9045415278291989,-0.0,0.0
2020-08-17,1.0,-0.5813070846704518,-0.0,-0.6010552949888917,-0.9032646260182671,-0.0,0.0
2020-08-18,1.0,-0.5811111111111111,-0.0,-0.5968827160493827,-0.9084567901234567,-0.0,0.0
2020-08-19,1.0,-0.5833951074870274,-0.0,-0.5947306646898938,-0.9105819125277984,-0.0,0.0
2020-08-20,1.0,-0.5829910755643394,-0.0,-0.5943241824414044,-0.9107556433931384,-0.0,0.0
2020-08-21,1.0,-0.5832814639611602,-0.0,-0.5991534918461346,-0.9297273745798581,-0.0,0.0
2020-08-24,1.0,-0.5863038520416133,-0.0,-0.608110219000906,-0.9297072698303603,-0.0,0.0
2020-08-25,1.0,-0.5864967038460336,-0.0,-0.6094291873652639,-0.9283906645421314,-0.0,0.0
2020-08-26,1.0,-0.5844431938973301,-0.0,-0.6112674295004065,-0.9306258988307384,-0.0,0.0
2020-08-27,1.0,-0.5809363190605579,-0.0,-0.6106374340235485,-0.9315406477404041,-0.0,0.0
2020-08-28,1.0,-0.5822891603912134,-0.0,-0.6120363715901634,-0.930381526731869,-0.0,0.0
2020-08-31,1.0,-0.579058896852602,-0.0,-0.6153007167341851,-0.921875973823621,-0.0,0.0
2020-09-01,1.0,-0.5792884291856191,-0.0,-0.6070160134587825,-0.929154464452614,-0.0,0.0
2020-09-02,1.0,-0.5752264732434704,-0.0,-0.6070728138716807,-0.9307661177349561,-0.0,0.0
2020-09-03,1.0,-0.5786083276280575,-0.0,-0.6084521068027634,-0.9249081969253748,-0.0,0.0
2020-09-04,1.0,-0.5431764307483915,-0.0,-0.5776560046793707,-0.9577009512668164,-0.0,0.0
2020-09-08,1.0,-0.541548688908039,-0.0,-0.5754339529730396,-0.9607287947802536,-0.0,0.0
2020-09-09,1.0,-0.5299730853927086,-0.0,-0.550648397357475,-0.9778566185466113,-0.0,0.0
2020-09-10,1.0,-0.5238893801262311,-0.0,-0.5385248650791231,-0.986645119980486,-0.0,0.0
2020-09-11,1.0,-0.5212652601455232,-0.0,-0.5397753219472099,-0.9834079215757907,-0.0,0.0
2020-09-14,1.0,-0.5208415796364522,-0.0,-0.539749718357032,-0.9841975459001919,-0.0,0.0
2020-09-15,1.0,-0.5262136520453425,-0.009395022178413013,-0.5573558403154263,-0.9873706259241005,-0.0,0.0
2020-09-16,1.0,-0.5300561624390545,-0.007004875640313522,-0.5576436462383509,-0.9911436153798678,-0.0,0.0
2020-09-17,1.0,-0.5246528849120642,-0.014008022215365627,-0.5543350817648873,-0.992471459426103,-0.0,0.0
2020-09-18,1.0,-0.5087873462214412,-0.0048784922125931765,-0.5480273922792558,-0.968426155990546,-0.0,0.0
2020-09-21,1.0,-0.5049519944271132,-0.008753066602053487,-0.5521398067662113,-0.962897901081261,-0.0,0.0
2020-09-22,1.0,-0.5089686098654709,-0.003181432553629863,-0.5606896133801963,-0.9570658102048236,-0.0,0.0
2020-09-23,1.0,-0.5005442341416219,-0.0038398742214428255,-0.5621636330652477,-0.9527121001390821,-0.00426316744270424,0.0
2020-09-24,1.0,-0.49111908567292906,-0.0,-0.5552606978076655,-0.9564247157805855,-0.01278610415849944,0.0
2020-09-25,1.0,-0.4912037594890951,-0.0,-0.5551271237498494,-0.9548439571032654,-0.011236293529340885,0.0
2020-09-28,1.0,-0.4864775328273702,-0.0,-0.5440609565112637,-0.9572943018913384,-0.02388266473918805,0.0
2020-09-29,1.0,-0.48392621079197207,-0.0,-0.5460281216199976,-0.9546028121619997,-0.019919480831630813,0.0
2020-09-30,1.0,-0.4828237976658366,-0.0,-0.5444481113677957,-0.953526746872281,-0.019381356694968647,0.0
2020-10-01,1.0,-0.48077671064835587,-0.0,-0.5423510756066181,-0.9509020734224934,-0.017921790383867393,0.0
2020-10-02,1.0,-0.4754957761667965,-0.0,-0.5398717871907015,-0.9570427176322569,-0.023216104487448326,0.0
2020-10-05,1.0,-0.46258604762046673,-0.0,-0.527013737819233,-0.9554787376702328,-0.034925648895908455,0.0
2020-10-06,1.0,-0.46413903934289624,-0.0,-0.5272602821260639,-0.9540801142789119,-0.030504136658532233,0.0
2020-10-07,1.0,-0.4624487126122377,-0.0,-0.5263721234465125,-0.9528156032586074,-0.03154545995123982,0.0
2020-10-08,1.0,-0.46053408956634767,-0.0,-0.5313423136003781,-0.9384969868840837,-0.023661822048918823,0.0
2020-10-09,1.0,-0.46824574389341234,-0.0,-0.5362842339008143,-0.9416728349370836,-0.01459659511472983,0.0
2020-10-12,1.0,-0.46904331862730586,-0.0,-0.5352500518165398,-0.9408699256802772,-0.015781837562549965,0.0
2020-10-13,1.0,-0.4634917819557763,-0.0,-0.5344980489535296,-0.9383055457017855,-0.019865200425682867,0.0
2020-10-14,1.0,-0.463744124863283,-0.0,-0.5355759851015401,-0.9384847320346449,-0.01820922876821662,0.0
2020-10-15,1.0,-0.461811302908489,-0.0,-0.5359423031449515,-0.9370122960510759,-0.02104516434145188,0.0
2020-10-16,1.0,-0.46081532503621364,-0.0,-0.5335382978094422,-0.9368256126762645,-0.025039169893871758,0.0
2020-10-19,1.0,-0.45470828317232875,-0.0,-0.5420912000469801,-0.9277681533899051,-0.011686290630413718,0.0
2020-10-20,1.0,-0.45169613275867126,-0.0,-0.5400650892778609,-0.9247661770311081,-0.015422054123786907,0.0
2020-10-21,1.0,-0.45165357100973375,-0.0,-0.5402544857511434,-0.9245924709745513,-0.015362964700363552,0.0
2020-10-22,1.0,-0.45216243952499635,-0.0,-0.53915848116112,-0.9257000439818208,-0.015129746371499778,0.0
2020-10-23,1.0,-0.4538154964248037,-0.0,-0.5385945375688665,-0.9255069745633572,-0.012542492087680225,0.0
2020-10-26,1.0,-0.4540100213906877,-0.0,-0.5387230052451139,-0.9254842207050136,-0.012013947900489349,0.0
2020-10-27,1.0,-0.4480107182384809,-0.0,-0.53765946292305,-0.9222636453661094,-0.004630978039261374,0.0
2020-10-28,1.0,-0.44810524477559815,-0.0,-0.5415623726642995,-0.9208335758775249,-0.0,0.0
