Date,FMS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.28212384421406556,-0.5193331465396469,-0.05228355281591482,-0.49428411319697396,-0.45390865788736345,0.0
2018-09-25,1.0,-0.28477359336471647,-0.5176529926025555,-0.05615332885003362,-0.492602555480834,-0.4508798475678099,0.0
2018-09-26,1.0,-0.2868728252329105,-0.5207935795263217,-0.05957458749579077,-0.492675945672915,-0.4462622067572118,0.0
2018-09-27,1.0,-0.2893438025799215,-0.5145821648906338,-0.06138530566461021,-0.4928210880538419,-0.4461581604038138,0.0
2018-09-28,1.0,-0.287965897299268,-0.5158033485711081,-0.06183919006085762,-0.4926662366435763,-0.4462237428835853,0.0
2018-10-01,1.0,-0.28957929892509326,-0.5149448513934495,-0.06157559428587466,-0.4939238303724285,-0.44654935309140914,0.0
2018-10-02,1.0,-0.2979826599421998,-0.4866549555165184,-0.07366691222304074,-0.5111350371167904,-0.46393154643848816,0.0
2018-10-03,1.0,-0.29775121785431063,-0.4837713832559193,-0.07343944715078736,-0.5118103545938598,-0.4654469242098108,0.0
2018-10-04,1.0,-0.3013000254906959,-0.4784320389724417,-0.07397966408927409,-0.5164981448437986,-0.46206134760812306,0.0
2018-10-05,1.0,-0.2995417774509249,-0.477909147479776,-0.0700627934604288,-0.5182157605928608,-0.4628047745658199,0.0
2018-10-08,1.0,-0.2981078791301892,-0.4752047444224795,-0.06690200508330979,-0.5212934199378706,-0.4625247105337475,0.0
2018-10-09,1.0,-0.299180790960452,-0.47536723163841815,-0.06901129943502825,-0.5203672316384181,-0.46090395480225993,0.0
2018-10-10,1.0,-0.30016944365998305,-0.474159841852584,-0.07020615645297938,-0.5209545326179045,-0.45854278452414565,0.0
2018-10-11,1.0,-0.2694162051960217,-0.46866132187233106,-0.029479020304708375,-0.5161583601950573,-0.47133371904014104,0.0
2018-10-12,1.0,-0.27184201194730095,-0.4619623032650501,-0.026595019230244675,-0.5072420283134667,-0.4600256403262322,0.0
2018-10-15,1.0,-0.2566004800349116,-0.4908084224307222,-0.0033547894392319437,-0.510173467161248,-0.46653392974034474,0.0
2018-10-16,1.0,-0.2541952031433327,-0.4979399165052253,-0.0,-0.510163988103359,-0.46626101667166914,0.0
2018-10-17,1.0,-0.24334887732822988,-0.47672444001186015,-0.0,-0.5064017898056552,-0.4690153373406291,0.0
2018-10-18,1.0,-0.36370262390670555,-0.835896501457726,-0.0,-0.7287900874635569,-0.7159256559766765,0.0
2018-10-19,1.0,-0.35540550352138245,-0.8320990343425543,-0.0,-0.7283816162056198,-0.7144049952806215,0.0
2018-10-22,1.0,-0.3557132459970888,-0.8191048034934498,-0.0,-0.7395196506550219,-0.7246724890829696,0.0
2018-10-23,1.0,-0.3551956323930846,-0.8192902638762511,-0.0,-0.7401637852593267,-0.7250591446769791,0.0
2018-10-24,1.0,-0.3549978079789566,-0.8153952944614934,-0.0,-0.747442642116031,-0.7355691947976033,0.0
2018-10-25,1.0,-0.32392672749133605,-0.7674870924393522,-0.0,-0.7426267769997879,-0.7022773887827993,0.0
2018-10-26,1.0,-0.3032084251775655,-0.7531227038941954,-0.0,-0.7499737587908051,-0.6925230047933941,0.0
2018-10-29,1.0,-0.2669600422460834,-0.7881006864988558,-0.0,-0.7462770638972012,-0.7191691603590916,0.0
2018-10-30,1.0,-0.2643860204835815,-0.7879139830359343,-0.0,-0.7461725266603315,-0.7210431844578186,0.0
2018-10-31,1.0,-0.27450429899982454,-0.7622740831724863,-0.0,-0.7519213897174943,-0.7206878399719249,0.0
2018-11-01,1.0,-0.25602018998212345,-0.7767534789161905,-0.0,-0.7512706368957902,-0.7211258719198009,0.0
2018-11-02,1.0,-0.26030640668523675,-0.7509052924791085,-0.0,-0.7557451253481894,-0.7149373259052925,0.0
2018-11-05,1.0,-0.26434132886421563,-0.7443525016584617,-0.0,-0.7578645996997312,-0.7250096016200551,0.0
