Date,GTLS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5851692134620793,-1.2684447361019968,-0.02906159182525546,-0.9122527421018093,-0.8924252367113528,0.0
2018-09-25,1.0,-0.5908323167870883,-1.2664915079290608,-0.03650182978324106,-0.9102467861499484,-0.8876794595101811,0.0
2018-09-26,1.0,-0.5961022454455585,-1.2745845690345055,-0.04330838393823848,-0.9123475968554348,-0.8810902414913148,0.0
2018-09-27,1.0,-0.5968955785512701,-1.2704139228598306,-0.04444967074317968,-0.911618062088429,-0.8802916274694261,0.0
2018-09-28,1.0,-0.6018758542678042,-1.2700664561436583,-0.04472828392326908,-0.9141254654286658,-0.882358486119621,0.0
2018-10-01,1.0,-0.6019042232277527,-1.2699849170437407,-0.04520173453996983,-0.9139800150829563,-0.8823529411764707,0.0
2018-10-02,1.0,-0.6024879841673735,-1.2629346904156065,-0.04815757233060032,-0.9148996324568844,-0.8835642258034117,0.0
2018-10-03,1.0,-0.6074983410749835,-1.2840553606976963,-0.05147407337188359,-0.9162005877334345,-0.8806047966631909,0.0
2018-10-04,1.0,-0.6104111405835544,-1.2774725274725274,-0.05248200075786282,-0.9196665403561955,-0.8766578249336869,0.0
2018-10-05,1.0,-0.5976322988397321,-1.2724271295160836,-0.03594000565984341,-0.9261862088482219,-0.8843976983303463,0.0
2018-10-08,1.0,-0.5965978701347658,-1.2711808500612574,-0.034209782301385355,-0.9264442559607955,-0.8836584676279333,0.0
2018-10-09,1.0,-0.5960514536116478,-1.2715921406021768,-0.03246477877774113,-0.9272016208830043,-0.8846063233284643,0.0
2018-10-10,1.0,-0.5964214711729622,-1.2815014673861593,-0.02806967717504497,-0.9318848811890561,-0.8956262425447316,0.0
2018-10-11,1.0,-0.5338694852941177,-1.2654411764705882,-0.0,-0.9029411764705882,-0.8933363970588236,0.0
2018-10-12,1.0,-0.5354827007663356,-1.2558835532580601,-0.0,-0.8778850949984128,-0.8652337550446652,0.0
2018-10-15,1.0,-0.5045917213300158,-1.2837819497851164,-0.0,-0.8707532232526578,-0.8647364849581543,0.0
2018-10-16,1.0,-0.49414275335997093,-1.3097075917181256,-0.0,-0.8714130039956411,-0.8652379222666183,0.0
2018-10-17,1.0,-0.4651142041399001,-1.258832976445396,-0.0,-0.8632226980728052,-0.8739293361884368,0.0
2018-10-18,1.0,-0.4659791052772569,-1.2616751495669256,-0.0,-0.8624430752745781,-0.8745870166979195,0.0
2018-10-19,1.0,-0.4401745558177851,-1.2511466357928487,-0.0,-0.8770984548247763,-0.8845794184441377,0.0
2018-10-22,1.0,-0.44129084163947613,-1.2349707236401017,-0.0,-0.8936217762481562,-0.8997899253564563,0.0
2018-10-23,1.0,-0.44932205665189956,-1.2373025462030698,-0.0,-0.889783863605853,-0.8984651183604062,0.0
2018-10-24,1.0,-0.4474591448399373,-1.2405193642265502,-0.0,-0.890575330199239,-0.8987687486008508,0.0
2018-10-25,1.0,-0.40891548501799574,-1.1858982698061662,-0.0,-0.8831793937817093,-0.8583322492519838,0.0
2018-10-26,1.0,-0.38277594126990944,-1.1689348731378526,-0.0,-0.8939595586656935,-0.847464903619113,0.0
2018-10-29,1.0,-0.34811862518213765,-1.1922087940344561,-0.0,-0.8825747835776121,-0.8627324933573326,0.0
2018-10-30,1.0,-0.3582224130528124,-1.1942464577071705,-0.0,-0.8842851009016746,-0.8568913696865608,0.0
2018-10-31,1.0,-0.35959181930745915,-1.1795824260279237,-0.0,-0.879595235045472,-0.8509457324623202,0.0
2018-11-01,1.0,-0.3418595728354009,-1.1925224879566867,-0.0,-0.8780747751204331,-0.8506202839237754,0.0
2018-11-02,1.0,-0.3472551677397492,-1.1599457810911553,-0.0,-0.8850389698407318,-0.8435699762792274,0.0
2018-11-05,1.0,-0.33995247793618466,-1.1855057705363203,-0.0,-0.8895960624575696,-0.8279871011541073,0.0
