Date,IWF,IWM,MTUM,SPY,TV,VLUE,VXX
2018-09-24,-0.5065738257936164,-0.9808407577199203,-0.0,-0.9848629011331199,1.0,-0.852607905890494,0.0
2018-09-25,-0.510526998400415,-0.9791621633305954,-0.0,-0.9836582940642429,1.0,-0.8498119406856599,0.0
2018-09-26,-0.5097742409826139,-0.9789810570019895,-0.0,-0.9842141683245393,1.0,-0.8519159242280079,0.0
2018-09-27,-0.5094053398058253,-0.9853068654646324,-0.0,-0.9858269764216366,1.0,-0.8537187933425797,0.0
2018-09-28,-0.5097087378640777,-0.9852201803051318,-0.0,-0.9856536061026352,1.0,-0.8537187933425797,0.0
2018-10-01,-0.5134876851570305,-0.985404630554711,-0.0,-0.9893141045132705,1.0,-0.855610095130533,0.0
2018-10-02,-0.5187133231906107,-0.9689632688545968,-0.0,-0.9963051510541185,1.0,-0.8628993697022386,0.0
2018-10-03,-0.5176996916127351,-0.9601702645180906,-0.0,-0.9983060417843026,1.0,-0.8673066064370413,0.0
2018-10-04,-0.529794102250916,-0.9535421392427151,-0.0,-1.0148316175187577,1.0,-0.8641162100854999,0.0
2018-10-05,-0.5319027808189183,-0.9624261002846507,-0.0,-1.0197503831837094,1.0,-0.8651631267790673,0.0
2018-10-08,-0.5289568503383425,-0.962342912382459,-0.0,-1.0333948501625803,1.0,-0.8693646190350646,0.0
2018-10-09,-0.5236230863980292,-0.9632676403308112,-0.0,-1.0370842864684144,1.0,-0.875109977124758,0.0
2018-10-10,-0.5252627413042522,-0.9617870806033156,-0.0,-1.0382129193966845,1.0,-0.872081262917198,0.0
2018-10-11,-0.4475409142808812,-0.9223580158159597,-0.0,-1.0001691546496383,1.0,-0.8587558675519092,0.0
2018-10-12,-0.46892062158756825,-0.9217555648887023,-0.0,-0.9799244015119697,1.0,-0.8292734145317093,0.0
2018-10-15,-0.4398576512455516,-0.9449445258530459,-0.0,-0.9737492149884865,1.0,-0.8281348126439187,0.0
2018-10-16,-0.4365188999120934,-0.9500188371216879,-0.0,-0.9724978023358031,1.0,-0.826949642094688,0.0
2018-10-17,-0.4059081411070595,-0.8927356905805711,-0.0,-0.96328922030565,1.0,-0.835252181751137,0.0
2018-10-18,-0.40614754098360656,-0.8938114754098361,-0.0,-0.9629918032786886,1.0,-0.8354508196721312,0.0
2018-10-19,-0.3954000489356497,-0.8866731914199495,-0.0,-0.9633798222004731,1.0,-0.8324769594649702,0.0
2018-10-22,-0.39531848951961507,-0.8759889079194193,-0.0,-0.9688850827828073,1.0,-0.8377783215072181,0.0
2018-10-23,-0.38963183093940895,-0.8916955588575203,-0.0,-0.9907544989268615,1.0,-0.8553739474987618,0.0
2018-10-24,-0.3869172746383084,-0.8864020444334528,-0.0,-0.9916326614731462,1.0,-0.8568484398829398,0.0
2018-10-25,-0.3435670200981168,-0.8179696154454819,-0.0,-0.9852824814052857,1.0,-0.8095030859313183,0.0
2018-10-26,-0.3161029901634204,-0.803190030175961,-0.0,-0.9995297252811851,1.0,-0.8001332445036642,0.0
2018-10-29,-0.29732782798379553,-0.8055468993455905,-0.0,-0.9911966344655656,1.0,-0.8012620754129012,0.0
2018-10-30,-0.32937416147107573,-0.8209691421355854,-0.0,-1.0042616999447558,1.0,-0.7914529239996844,0.0
2018-10-31,-0.3302344060389353,-0.8341279300754868,-0.0,-1.0101311084624554,1.0,-0.7984902661899087,0.0
2018-11-01,-0.3149734316757871,-0.8445158220318819,-0.0,-1.0082480767705606,1.0,-0.7977238480450471,0.0
2018-11-02,-0.3155867602808425,-0.8729789368104314,-0.0,-1.0129588766298896,1.0,-0.8104714142427282,0.0
2018-11-05,-0.31209399310289515,-0.882067527468121,-0.0,-1.0132729168337478,1.0,-0.80251022535889,0.0
2018-11-06,-0.3051580564314011,-0.8834990702562859,-0.0,-1.0304390007276256,1.0,-0.8233082706766918,0.0
2018-11-07,-0.3050121261115602,-0.8834276475343573,-0.0,-1.0303152789005658,1.0,-0.8232417138237671,0.0
2018-11-08,-0.2621647663401317,-0.891721535249719,-0.0,-1.0224425887265136,1.0,-0.8384454793640598,0.0
2018-11-09,-0.2729541734860884,-0.9166939443535188,-0.0,-1.0407119476268414,1.0,-0.8612520458265139,0.0
2018-11-12,-0.2727680757303738,-0.8919536477884772,-0.0,-1.0558593112453076,1.0,-0.859719275338665,0.0
2018-11-13,-0.24918165285916347,-0.8830066680137402,-0.0,-1.0564154374621135,1.0,-0.8526166902404526,0.0
2018-11-14,-0.24897942686229338,-0.8833919405036176,-0.0,-1.0566266521159209,1.0,-0.8528757932177358,0.0
2018-11-15,-0.2474983860555197,-0.8827065848934796,-0.0,-1.0578599096191093,1.0,-0.8467963202065849,0.0
2018-11-16,-0.24255712906340524,-0.870333118764081,-0.0,-1.056123270035404,1.0,-0.8541599613775346,0.0
2018-11-19,-0.23386208865147004,-0.8915711780777229,-0.0,-1.08033274884802,1.0,-0.8720384944745749,0.0
2018-11-20,-0.18161571168252683,-0.8800566916379834,-0.0,-1.0886009313626241,1.0,-0.8991293784166835,0.0
2018-11-21,-0.18537953134388144,-0.8686961746445023,-0.0,-1.0838373723212495,1.0,-0.8677348287602643,0.0
2018-11-23,-0.18775020016012808,-0.8507606084867894,-0.0,-1.0935148118494797,1.0,-0.8711769415532427,0.0
2018-11-26,-0.18704489077378572,-0.8534048171561175,-0.0,-1.0914219412659036,1.0,-0.8690485716571977,0.0
2018-11-27,-0.16688301152036347,-0.8941668018822002,-0.0,-1.1115933798474769,1.0,-0.8838228135648223,0.0
2018-11-28,-0.17225659394334095,-0.8810240963855421,-0.0,-1.1242673396287854,1.0,-0.8928280690328882,0.0
2018-11-29,-0.12883632999477093,-0.8660552672861108,-0.0,-1.1234463617714492,1.0,-0.9039861630666506,0.0
2018-11-30,-0.12910883122108227,-0.8671897002615169,-0.0,-1.1261315630657815,1.0,-0.9009454838060752,0.0
2018-12-03,-0.12293986636971048,-0.8800566916379834,-0.0,-1.1369912937841666,1.0,-0.909374367280826,0.0
2018-12-04,-0.11267150928167878,-0.8835351089588378,-0.0,-1.1325665859564165,1.0,-0.9067393058918483,0.0
2018-12-06,-0.09971120824227286,-0.8014751795192007,-0.0,-1.1324539494224164,1.0,-0.8689509834530127,0.0
2018-12-07,-0.11560670935302667,-0.8075185607102172,-0.0,-1.1409435518717836,1.0,-0.8641238166319676,0.0
2018-12-10,-0.07604976671850701,-0.8165241057542769,-0.0,-1.1504276827371696,1.0,-0.8450233281493003,0.0
2018-12-11,-0.05803449219819327,-0.8304329122834462,-0.0,-1.1524774158226117,1.0,-0.8697352469594463,0.0
2018-12-12,-0.05644277438547049,-0.8320416470956632,-0.0,-1.152810396117113,1.0,-0.8729450446218883,0.0
2018-12-13,-0.05703109720320751,-0.8302366516722081,-0.0,-1.1525914336006258,1.0,-0.8717387052610992,0.0
2018-12-14,-0.064853228962818,-0.8101369863013699,-0.0,-1.1659099804305284,1.0,-0.8729549902152641,0.0
2018-12-17,-0.03561793799116394,-0.815224615865817,-0.0,-1.1524416467920398,1.0,-0.9064784767564609,0.0
2018-12-18,-0.025347410915301606,-0.8039360298113499,-0.0,-1.1479698781150531,1.0,-0.9044328856455244,0.0
2018-12-19,-0.029507687529119427,-0.8031138375524149,-0.0,-1.1461795309830718,1.0,-0.9038282341978567,0.0
2018-12-20,-0.03065445127372531,-0.7941551664154007,-0.0,-1.142835053538985,1.0,-0.8980246627237234,0.0
2018-12-21,-0.023197660998692006,-0.796760790951758,-0.0,-1.1518427329383705,1.0,-0.875201969685312,0.0
2018-12-24,-0.0,-0.7669164309197952,-0.0,-1.149438030430461,1.0,-0.9065677804113464,0.0
2018-12-26,-0.0,-0.7730107730107729,-0.0,-1.1197127197127197,1.0,-0.8872802872802872,0.0
2018-12-27,-0.0,-0.7159994218817748,-0.0,-1.0160427807486632,1.0,-0.8811967047261166,0.0
2018-12-28,-0.0,-0.7183596852212837,-0.0,-1.0137174211248285,1.0,-0.8777705580824489,0.0
2018-12-31,-0.0,-0.7180708974081295,-0.0,-1.0138257165547613,1.0,-0.8779510504656705,0.0
