Date,IWF,IWM,MTUM,PD,SPY,VLUE,VXX
2020-01-14,-1.083028489081033,-1.2726970402394413,-4.3090566456047,1.0,-2.910763773417581,-0.5095887373905331,0.0
2020-01-15,-1.0783639991132787,-1.2769895810241634,-4.30758146752383,1.0,-2.906561737973842,-0.5144092219020173,0.0
2020-01-16,-1.0841578654808226,-1.2511395219566426,-4.285936631461923,1.0,-2.92751528627015,-0.5685380767092829,0.0
2020-01-17,-1.0768125552608312,-1.2252431476569408,-4.268457117595048,1.0,-2.9145667550839964,-0.5670866489832007,0.0
2020-01-21,-1.0741682325632806,-1.2416270586934897,-4.25820714048856,1.0,-2.9121255664861283,-0.5673703990273019,0.0
2020-01-22,-1.0733407079646018,-1.249004424778761,-4.253650442477876,1.0,-2.9176991150442477,-0.5683628318584072,0.0
2020-01-23,-1.0707317073170732,-1.243680709534368,-4.2684035476718405,1.0,-2.9174057649667406,-0.5862527716186253,0.0
2020-01-24,-1.067806076854334,-1.2571492403932083,-4.301496872207328,1.0,-2.9471626452189454,-0.5970732797140303,0.0
2020-01-27,-1.0321504060518412,-1.22216041828902,-4.334519968850818,1.0,-2.9259094448770724,-0.6100789854266325,0.0
2020-01-28,-0.9346469622331691,-1.2907498631636563,-4.378325123152709,1.0,-2.8549534756431307,-0.488232074438971,0.0
2020-01-29,-0.8979991300565463,-1.298064375815572,-4.374075685080469,1.0,-2.83144845585037,-0.4725967812092214,0.0
2020-01-30,-0.9583196944899074,-1.2975450081833062,-4.360392798690671,1.0,-2.880851063829787,-0.41396617566830335,0.0
2020-01-31,-0.966975476839237,-1.300599455040872,-4.341907356948229,1.0,-2.8741144414168938,-0.4155858310626703,0.0
2020-02-03,-0.9546514091968636,-1.2463445645263826,-4.242424242424242,1.0,-2.785335876244967,-0.36660309387582113,0.0
2020-02-04,-0.9136873281150836,-1.2113391157182145,-4.2400042310133275,1.0,-2.805161836259784,-0.4073408081235456,0.0
2020-02-05,-0.821465859260806,-1.2222802255168093,-4.251096262267696,1.0,-2.787847149718104,-0.35779912299018585,0.0
2020-02-06,-0.9047819232790332,-1.205885444035733,-4.376983709931687,1.0,-2.7606936416184973,-0.2613767735155018,0.0
2020-02-07,-0.8947147210255333,-1.219501943889881,-4.372596406430597,1.0,-2.7584322790795417,-0.26237259640643057,0.0
2020-02-10,-0.9009952854897852,-1.1898376113148246,-4.370455735987428,1.0,-2.7591409114719747,-0.2563645887899424,0.0
2020-02-11,-0.8764877845061598,-1.190749634579244,-4.347254124034245,1.0,-2.752662351221549,-0.2734391313426603,0.0
2020-02-12,-0.8903178586365538,-1.1812003345880384,-4.355708908406524,1.0,-2.769134253450439,-0.2594102885821832,0.0
2020-02-13,-0.8657247514390372,-1.1840920983778127,-4.390057561486133,1.0,-2.774463631606489,-0.2513867085295657,0.0
2020-02-14,-0.8915179042991443,-1.1573888243371713,-4.3830146825815985,1.0,-2.8370127812400967,-0.2940741523185803,0.0
2020-02-18,-0.8905903474495723,-1.1593621290526983,-4.375752455380716,1.0,-2.8333509346287884,-0.3017214066955328,0.0
2020-02-19,-0.9019773712593846,-1.1685523950512846,-4.384477106904938,1.0,-2.8357830178703605,-0.28328222480702125,0.0
2020-02-20,-0.8976120033812341,-1.1678994082840237,-4.385355029585799,1.0,-2.8329459002535926,-0.28254437869822485,0.0
2020-02-21,-0.8812539582013932,-1.1745830694532404,-4.390436985433818,1.0,-2.833227781296179,-0.27580747308423054,0.0
2020-02-24,-0.7701523909616395,-1.1852863899106674,-4.429847609038361,1.0,-2.8507619548081977,-0.27377824487651076,0.0
2020-02-25,-0.678351969376448,-1.2771229978845573,-4.358315704643901,1.0,-2.557469527551123,-0.2023773546892314,0.0
2020-02-26,-0.692256021495058,-1.1738796660589195,-4.216581901928798,1.0,-2.470972075616544,-0.042222435466845794,0.0
2020-02-27,-0.7314389590508994,-1.1520283199387678,-4.1840796019900495,1.0,-2.4762724837351704,-0.0236318407960199,0.0
2020-02-28,-0.6580017683465959,-1.323784261715296,-3.793987621573828,1.0,-2.06604774535809,-0.0,0.0
2020-03-02,-0.8891568500139133,-1.181430294035804,-3.873759391522122,1.0,-2.293015490214266,-0.038215378907336985,0.0
2020-03-03,-0.7922249647390691,-1.4215444287729195,-3.496826516220028,1.0,-2.1046368124118477,-0.0,0.0
2020-03-04,-0.6438734155385013,-1.4681383116323186,-3.5657497628697077,1.0,-1.945072001379667,-0.0,0.0
2020-03-05,-0.5826094082937223,-1.6407965907228323,-3.257007048024914,1.0,-1.7148828060973609,-0.0,0.0
2020-03-06,-0.5521394611727417,-1.5879556259904912,-3.2103011093502376,1.0,-1.5735340729001583,-0.0,0.0
2020-03-09,-0.5428279011179342,-1.5499133994646512,-3.229491418674225,1.0,-1.5505432215399149,-0.0,0.0
2020-03-10,-1.0913831138445083,-0.7719767364128618,-2.5886757136172203,1.0,-1.2328364195467612,-0.0,0.0
2020-03-11,-0.8944242191990803,-0.922462796193396,-2.555662004215367,1.0,-1.0143705690745353,-0.0,0.0
2020-03-12,-0.9597725485451575,-0.6916097029822756,-2.39804004597423,1.0,-0.9998185227753916,-0.0,0.0
2020-03-13,-1.0338275214032155,-0.41924201294633534,-1.9089058258509082,1.0,-0.8582689496763416,-0.0,0.0
2020-03-16,-0.7884911374807606,-0.6636214686460453,-1.8449928007546794,1.0,-0.6678913658706122,-0.0,0.0
2020-03-17,-0.7940770160594024,-0.540580210671732,-1.1967708513210153,1.0,-0.7855724399930927,-0.0,0.0
2020-03-18,-0.785583201741283,-0.5481200119499807,-1.157995817506722,1.0,-0.7761512526140583,-0.0,0.0
2020-03-19,-0.843723708564698,-0.4068231532895844,-1.1523220595658759,1.0,-0.8037607269056032,-0.0,0.0
2020-03-20,-0.8848806606770124,-0.6800072601869498,-1.1273255286323622,1.0,-0.8454033941373991,-0.0,0.0
2020-03-23,-0.8887030423579404,-0.7930021246779079,-1.0029383843406718,1.0,-0.835947741964649,-0.0,0.0
2020-03-24,-0.8914749661705007,-0.7977898060442038,-0.9889039242219214,1.0,-0.8324312133513757,-0.0,0.0
2020-03-25,-0.8995441644448268,-0.7821880106648319,-0.7948309968177518,1.0,-0.8237722542358304,-0.0,0.0
2020-03-26,-0.907201442865118,-0.7819813629922275,-0.7839567140464637,1.0,-0.8210589599347276,-0.0,0.0
2020-03-27,-0.906580666919607,-0.7576409088992875,-0.7321782386914548,1.0,-0.8192740609586443,-0.0,0.0
2020-03-30,-0.9151238481697522,-0.7605883844788232,-0.7277876405444247,1.0,-0.8234001183531997,-0.0,0.0
2020-03-31,-0.9020579588408232,-0.7715245695086098,-0.7150776984460311,1.0,-0.8112557748845023,-0.0,0.0
2020-04-01,-0.8968572383818122,-0.7986459378134403,-0.6848879973253093,1.0,-0.7988131059846205,-0.0,0.0
2020-04-02,-0.9118750257615104,-0.7389637690119946,-0.6691397716499733,1.0,-0.8018630724207576,-0.0,0.0
2020-04-03,-0.9077961636618096,-0.7524903268296699,-0.6731291676957274,1.0,-0.782827035482012,-0.0,0.0
2020-04-06,-0.9089674472200502,-0.7526235647557512,-0.6709741141610766,1.0,-0.7828305691592247,-0.0,0.0
2020-04-07,-0.8849300713393253,-0.7256458828745315,-0.6503970013300553,1.0,-0.7694974003466205,-0.0,0.0
2020-04-08,-0.8871761762569607,-0.7194334597691873,-0.6610846582196755,1.0,-0.7674925349043661,-0.0,0.0
2020-04-09,-0.8811367446315959,-0.7010058274127885,-0.6496766983316038,1.0,-0.7595593518001118,-0.0,0.0
2020-04-13,-0.8918448139350753,-0.6519794140934284,-0.6627870150435472,1.0,-0.7521773555027712,-0.0,0.0
2020-04-14,-0.9094880654513682,-0.6201199412208587,-0.689781166845387,1.0,-0.7522141467095596,-0.0,0.0
2020-04-15,-0.8822506029812975,-0.6467913487011189,-0.6667589261001937,1.0,-0.7581748448064528,-0.0,0.0
2020-04-16,-0.9038324772817068,-0.609126827340972,-0.6838403792967207,1.0,-0.7541683129197946,-0.0,0.0
2020-04-17,-0.9035892165388568,-0.6140801644398767,-0.6815558542177247,1.0,-0.7536168867104119,-0.0,0.0
2020-04-20,-0.9082904202209205,-0.5969574275718385,-0.6747513660128149,1.0,-0.7510122253233225,-0.0,0.0
2020-04-21,-0.9146956795963418,-0.6077735730053611,-0.6814490696941028,1.0,-0.7380558183538316,-0.0,0.0
2020-04-22,-0.9012079378774807,-0.6233822260569457,-0.6613459879206213,1.0,-0.7359400737312731,-0.0,0.0
2020-04-23,-0.8879974954017141,-0.6396117872656831,-0.6515086291237819,1.0,-0.7343169099518648,-0.0,0.0
2020-04-24,-0.8891317073170732,-0.6440195121951221,-0.6409756097560977,1.0,-0.7283121951219512,-0.0,0.0
2020-04-27,-0.8945927982171483,-0.6473785041247997,-0.6339289205145248,1.0,-0.7339015521757829,-0.0,0.0
2020-04-28,-0.8931921684636642,-0.6301428515822661,-0.6381222996380055,1.0,-0.7309952901794402,-0.0,0.0
2020-04-29,-0.9010834827344298,-0.6189882297918778,-0.6444773559903345,1.0,-0.7328708395042484,-0.0,0.0
2020-04-30,-0.8999611951882034,-0.5794334497477688,-0.6554132712456345,1.0,-0.7457120682964689,-0.0,0.0
2020-05-01,-0.9102688443185786,-0.56612483997362,-0.6541878418745394,1.0,-0.7488458703495364,-0.0,0.0
2020-05-04,-0.9185709314464678,-0.5445230638363685,-0.6531338205157946,1.0,-0.7502609906043382,-0.0,0.0
2020-05-05,-0.9187255925453349,-0.5483895913080462,-0.6465607238139427,1.0,-0.7528515640103622,-0.0,0.0
2020-05-06,-0.9180226490936497,-0.5479070846055734,-0.6461948749661809,1.0,-0.7529084373671394,-0.0,0.0
2020-05-07,-0.9273952965789779,-0.5465111774049823,-0.65274495370191,1.0,-0.7476657239161598,-0.0,0.0
2020-05-08,-0.9410479497483517,-0.5494518356677461,-0.6496039951621084,1.0,-0.7614217158909135,-0.0,0.0
2020-05-11,-0.9458890491598768,-0.5328057385676972,-0.6553350746559587,1.0,-0.7644146427039881,-0.0,0.0
2020-05-12,-0.9464550347086811,-0.5325637625770221,-0.6568130411044381,1.0,-0.7640199672412449,-0.0,0.0
2020-05-13,-0.9512385106714443,-0.5079841096744041,-0.6647063405514878,1.0,-0.7707197382769903,-0.0,0.0
2020-05-14,-0.9569888287727218,-0.49710015180413364,-0.6653302713012338,1.0,-0.7730333579852866,-0.0,0.0
2020-05-15,-0.9176665766426175,-0.5109765037231375,-0.655387939349512,1.0,-0.7741425209305915,-0.0,0.0
2020-05-18,-0.9236961713273245,-0.5190663277097295,-0.6409367537169709,1.0,-0.7680841229489254,-0.0,0.0
2020-05-19,-0.9454853229715693,-0.43877197707074983,-0.7017658600392414,1.0,-0.7611664678952026,-0.0,0.0
2020-05-20,-0.957958537621125,-0.4206848627572096,-0.7164807165193221,1.0,-0.7654325753773695,-0.0,0.0
2020-05-21,-0.9584554852646195,-0.4131306897083783,-0.7208764079617342,1.0,-0.7650054004011726,-0.0,0.0
2020-05-22,-0.9569274669340222,-0.4178459877376316,-0.7184668183395674,1.0,-0.7628504222419311,-0.0,0.0
2020-05-26,-0.9586214890082293,-0.42027585673994516,-0.723293281304331,1.0,-0.7613491480894796,-0.0,0.0
2020-05-27,-0.9717259058040326,-0.38412977770976015,-0.7293491984542985,1.0,-0.7407889199219497,-0.0,0.0
2020-05-28,-1.0046644308237926,-0.34744227284992873,-0.7536332446705988,1.0,-0.7491615589221696,-0.0,0.0
2020-05-29,-1.0030299543589152,-0.3459517508533732,-0.7502013577263835,1.0,-0.7362022015111418,-0.0,0.0
2020-06-01,-1.0086133969084057,-0.3394216719218642,-0.7640159963085441,1.0,-0.7332154118280396,-0.0,0.0
2020-06-02,-1.0135739626716027,-0.3458661113681938,-0.7627255900046275,1.0,-0.7341122936911924,-0.0,0.0
2020-06-03,-1.012764644633836,-0.34495391616212256,-0.7677683082025375,1.0,-0.7309012379005824,-0.0,0.0
2020-06-04,-1.0139595866111368,-0.3406216257905291,-0.7701295696436835,1.0,-0.7315671756902669,-0.0,0.0
2020-06-05,-1.0191200896133494,-0.33917880180771753,-0.7758507474216849,1.0,-0.7285333539341032,-0.0,0.0
2020-06-08,-1.0103338327378895,-0.29841343014098576,-0.8107256732357574,1.0,-0.7221005723944528,-0.0,0.0
2020-06-09,-1.0086909706199045,-0.3022227349638517,-0.8104522381172127,1.0,-0.7241578218735579,-0.0,0.0
2020-06-10,-1.0091136319938472,-0.3048644491443953,-0.8051144010767161,1.0,-0.7263603153239762,-0.0,0.0
2020-06-11,-1.0070720270581903,-0.3063263894227073,-0.7999077561688062,1.0,-0.7301867937581674,-0.0,0.0
2020-06-12,-0.9843245910350326,-0.2861046798496983,-0.8128439670550727,1.0,-0.7122253007932593,-0.0,0.0
2020-06-15,-0.9894177887350654,-0.27824767684430113,-0.8143751185283521,1.0,-0.7108287502370567,-0.0,0.0
2020-06-16,-0.9900657190891029,-0.29241173773498397,-0.8294742472871771,1.0,-0.7088873605379795,-0.0,0.0
2020-06-17,-0.9940599371503027,-0.294358856442094,-0.8318387368743773,1.0,-0.7120410822411282,-0.0,0.0
2020-06-18,-0.9937545499827579,-0.29411088547453923,-0.8320242154871834,1.0,-0.711674776811372,-0.0,0.0
2020-06-19,-1.004630344188918,-0.2948757524309307,-0.8376292637752739,1.0,-0.7214847970365798,-0.0,0.0
2020-06-22,-1.0015022533800702,-0.2952890874773699,-0.8323254111937136,1.0,-0.7228149917183467,-0.0,0.0
2020-06-23,-0.9996534729708918,-0.2947789927614354,-0.8319343908824889,1.0,-0.7239719698136454,-0.0,0.0
2020-06-24,-0.99691250820115,-0.292115317818687,-0.8411485469491722,1.0,-0.7291883755933773,-0.0,0.0
2020-06-25,-0.9941117610837438,-0.28471366995073893,-0.8465594211822659,1.0,-0.7231758004926108,-0.0,0.0
2020-06-26,-0.9931185606643087,-0.28459941565431335,-0.8438413040135322,1.0,-0.7227817930186068,-0.0,0.0
2020-06-29,-0.9887157442235357,-0.2798034850694711,-0.8506563291625087,1.0,-0.7190066784370922,-0.0,0.0
2020-06-30,-1.0036560960591134,-0.2520012315270936,-0.8675723522167487,1.0,-0.725292487684729,-0.0,0.0
2020-07-01,-0.9895099540581931,-0.25317764165390505,-0.8646630934150077,1.0,-0.7211715160796326,-0.0,0.0
2020-07-02,-0.9942983966632227,-0.24646998048444493,-0.8685952626946772,1.0,-0.7172157808135308,-0.0,0.0
2020-07-06,-0.9947197245073655,-0.2464893820547159,-0.8680313755500286,1.0,-0.7170078438875072,-0.0,0.0
2020-07-07,-0.980912831453825,-0.25941024078024993,-0.850160012191405,1.0,-0.7193309966473637,-0.0,0.0
2020-07-08,-0.9820217871562429,-0.2535994515121505,-0.8548792564942486,1.0,-0.7184429039384476,-0.0,0.0
2020-07-09,-0.9772061341755772,-0.25335819475626925,-0.8544084630313178,1.0,-0.7203470451691464,-0.0,0.0
2020-07-10,-0.9739450795700557,-0.24976261916517906,-0.8546469672224543,1.0,-0.7197007102434577,-0.0,0.0
2020-07-13,-0.9962246882507723,-0.23467947984593673,-0.8617244403767684,1.0,-0.7208176028677115,-0.0,0.0
2020-07-14,-1.0158936846539772,-0.2228562674734786,-0.8735781854390869,1.0,-0.7174753935123128,-0.0,0.0
2020-07-15,-1.019927952786081,-0.21817276002146088,-0.8754502950869931,1.0,-0.71870928182724,-0.0,0.0
2020-07-16,-1.0161296487405878,-0.21496005809731303,-0.8786836371975693,1.0,-0.7124183006535948,-0.0,0.0
2020-07-17,-1.012553897813561,-0.21482809936276567,-0.8760636471171823,1.0,-0.7123287671232876,-0.0,0.0
2020-07-20,-1.0167873979533175,-0.21850446514123645,-0.8802652255567055,1.0,-0.7171821700969684,-0.0,0.0
2020-07-21,-1.0164763583416354,-0.21323473063069967,-0.8857383707563798,1.0,-0.71626178251207,-0.0,0.0
2020-07-22,-1.0052125253918978,-0.22540339580698326,-0.8783105285347439,1.0,-0.7238128090146028,-0.0,0.0
2020-07-23,-1.0025269928784746,-0.22658702810322381,-0.8772494065395512,1.0,-0.722451948847538,-0.0,0.0
2020-07-24,-0.9818971759594496,-0.2361370479057891,-0.8728228972140706,1.0,-0.7202637295628643,-0.0,0.0
2020-07-27,-0.9822755860491708,-0.23602058319039448,-0.8711644749380598,1.0,-0.7222412807318467,-0.0,0.0
2020-07-28,-0.9879104534533389,-0.23191335189352047,-0.8698371534266428,1.0,-0.7240379848213264,-0.0,0.0
2020-07-29,-0.9896658629004479,-0.23301565430397672,-0.8686799096719868,1.0,-0.7360584835610671,-0.0,0.0
2020-07-30,-0.9871966367284539,-0.23088094783107205,-0.8695203516147525,1.0,-0.734301547869291,-0.0,0.0
2020-07-31,-0.9871897824174983,-0.23272532599135787,-0.8696799357577147,1.0,-0.7343505028488393,-0.0,0.0
2020-08-03,-0.9863836297571237,-0.2338879326831134,-0.8696500286861731,1.0,-0.7348632625741058,-0.0,0.0
2020-08-04,-0.9842895913764764,-0.2316807461488475,-0.868047857497802,1.0,-0.7384656549826076,-0.0,0.0
2020-08-05,-0.9846300898489772,-0.23188682852227108,-0.8682852227107627,1.0,-0.7385585930032499,-0.0,0.0
2020-08-06,-0.9876945488001228,-0.24430729126734646,-0.8637583378057195,1.0,-0.7376753814306525,-0.0,0.0
2020-08-07,-0.9834309494451295,-0.2584771886559803,-0.872533908754624,1.0,-0.7388255240443897,-0.0,0.0
2020-08-10,-0.9985694401484689,-0.24539901020723787,-0.8816888339004021,1.0,-0.7407206928549336,-0.0,0.0
2020-08-11,-1.0067832086514983,-0.24028063103221056,-0.8904221093840847,1.0,-0.7386332803597039,-0.0,0.0
2020-08-12,-1.0031781713887058,-0.24572690980969727,-0.8782217743498314,1.0,-0.7486919111662339,-0.0,0.0
2020-08-13,-0.9949837937953387,-0.25343417194011425,-0.8616684673560735,1.0,-0.7484951381386017,-0.0,0.0
2020-08-14,-0.997878331983181,-0.25278710025845774,-0.8629788218956138,1.0,-0.7438953824788798,-0.0,0.0
2020-08-17,-0.9951059730250482,-0.25125240847784197,-0.8630828516377649,1.0,-0.7441618497109826,-0.0,0.0
2020-08-18,-0.9953725127255901,-0.2520823692734845,-0.853578590158877,1.0,-0.7552059231837112,-0.0,0.0
2020-08-19,-0.9961531063666089,-0.2608578572802462,-0.8418926716676283,1.0,-0.748028467012887,-0.0,0.0
2020-08-20,-0.976838514025777,-0.252084912812737,-0.827710386656558,1.0,-0.7341546626231995,-0.0,0.0
2020-08-21,-0.9487809417457659,-0.2811464731062721,-0.7710776102735902,1.0,-0.7213102549785967,-0.0,0.0
2020-08-24,-0.9467217692393611,-0.29100115417550915,-0.7651066681559253,1.0,-0.7202799806396366,-0.0,0.0
2020-08-25,-0.9298813769012444,-0.2548213376027945,-0.7640637508187177,1.0,-0.6899788952769086,-0.0,0.0
2020-08-26,-0.9297932741301499,-0.2535303537632843,-0.7667418838258844,1.0,-0.6894744504294656,-0.0,0.0
2020-08-27,-0.9295370303074353,-0.253179736899484,-0.7623737190202777,1.0,-0.6888945417544879,-0.0,0.0
2020-08-28,-0.9300265078615781,-0.24841134391226985,-0.7632811648934238,1.0,-0.6894948981444496,-0.0,0.0
2020-08-31,-0.9300965937976614,-0.24718570702302273,-0.7650519282446074,1.0,-0.68901154767957,-0.0,0.0
2020-09-01,-0.9367864307860659,-0.23669523983220866,-0.7897501367864308,1.0,-0.6843698705088456,-0.0,0.0
2020-09-02,-0.9626523827114887,-0.23683043960103436,-0.7999261174732176,1.0,-0.6947173993350573,-0.0,0.0
2020-09-03,-0.9711438731663952,-0.2395540080011854,-0.8089346569862202,1.0,-0.6846199436953624,-0.0,0.0
2020-09-04,-1.0483908312109285,-0.22042139384116693,-0.8782125492012041,1.0,-0.7118931851508837,-0.0,0.0
2020-09-08,-1.0337345702675766,-0.2168596181860002,-0.8753354289657288,1.0,-0.7075442766234763,-0.0,0.0
2020-09-09,-1.0224509243377167,-0.23110348770726127,-0.8519916142557651,1.0,-0.7061177815894796,-0.0,0.0
2020-09-10,-1.0129135174142578,-0.2461544304759011,-0.8300733032017926,1.0,-0.7089900869763378,-0.0,0.0
2020-09-11,-1.0066345679948439,-0.2494976684232475,-0.8281457330249838,1.0,-0.7068658300792358,-0.0,0.0
2020-09-14,-1.0054273569151357,-0.2461666919690299,-0.828791559131623,1.0,-0.7149688780932139,-0.0,0.0
2020-09-15,-1.004590114183832,-0.24615909866848754,-0.8234513106483062,1.0,-0.7192822730548917,-0.0,0.0
2020-09-16,-1.0034546904065906,-0.24805436391936525,-0.8195968262404617,1.0,-0.7252192399681107,-0.0,0.0
2020-09-17,-0.9984819158222323,-0.25424114767163836,-0.8165395271167787,1.0,-0.7259858059129378,-0.0,0.0
2020-09-18,-0.995522841098801,-0.25246623159811804,-0.8192441948702383,1.0,-0.7269312490514493,-0.0,0.0
2020-09-21,-0.988539334370612,-0.2612424575917422,-0.8272171834085993,1.0,-0.7179234184660923,-0.0,0.0
2020-09-22,-1.0165754316119895,-0.2218734448570225,-0.8624583700187574,1.0,-0.7271370057037859,-0.0,0.0
2020-09-23,-1.0115998621798552,-0.22173729949083112,-0.8669652769802075,1.0,-0.7280349144366602,-0.0,0.0
2020-09-24,-1.0080875901270363,-0.21500782054705683,-0.8596497920878955,1.0,-0.7321939495670088,-0.0,0.0
2020-09-25,-1.0071783123329514,-0.2192058037418862,-0.859717449408171,1.0,-0.7321496754486445,-0.0,0.0
2020-09-28,-1.0049958050491952,-0.21973915033178246,-0.8571428571428571,1.0,-0.7317138280832889,-0.0,0.0
2020-09-29,-1.0027413950654889,-0.21523758757234238,-0.8595415778251599,1.0,-0.729896436186415,-0.0,0.0
2020-09-30,-1.0028180814197039,-0.21554514642598727,-0.8615331886210442,1.0,-0.7283217182680224,-0.0,0.0
2020-10-01,-1.0014844136566057,-0.22205305827275149,-0.8581814029612149,1.0,-0.7244699882008145,-0.0,0.0
2020-10-02,-0.9977571656656274,-0.22192655667908462,-0.8570668288603359,1.0,-0.7246635748498441,-0.0,0.0
2020-10-05,-0.9870957947472293,-0.23599514194625779,-0.8446940944284197,1.0,-0.7275694549870958,-0.0,0.0
2020-10-06,-0.9878728161594725,-0.23045439041952478,-0.840413840148558,1.0,-0.7310039034372987,-0.0,0.0
2020-10-07,-0.9824408703878903,-0.23950804162724693,-0.8350804162724693,1.0,-0.7272280037842952,-0.0,0.0
2020-10-08,-0.9799063302613689,-0.2401420154101828,-0.8292038072216348,1.0,-0.7277912071309866,-0.0,0.0
2020-10-09,-0.9805121232721504,-0.23967066999018052,-0.8293677770224336,1.0,-0.7271697258101064,-0.0,0.0
2020-10-12,-0.9769734366769508,-0.24520279930769812,-0.8206411317631123,1.0,-0.7196929791556926,-0.0,0.0
2020-10-13,-0.9654033771106941,-0.25151969981238276,-0.8203377110694183,1.0,-0.7150844277673545,-0.0,0.0
2020-10-14,-0.9666741724836748,-0.2510695789236659,-0.8231254222022067,1.0,-0.712039330481123,-0.0,0.0
2020-10-15,-0.965068287558157,-0.2510505778177998,-0.8238030917004353,1.0,-0.7121416779228577,-0.0,0.0
2020-10-16,-0.9650268302750572,-0.254305977710233,-0.820856317310218,1.0,-0.7122968966940597,-0.0,0.0
2020-10-19,-0.962686567164179,-0.2525688142203555,-0.8255081377034426,1.0,-0.7093302332558314,-0.0,0.0
2020-10-20,-0.9612458303661782,-0.2552003298227203,-0.8244443611558787,1.0,-0.7070949364716465,-0.0,0.0
2020-10-21,-0.9613899613899612,-0.25700041234021814,-0.8259174569854181,1.0,-0.7042021216778498,-0.0,0.0
2020-10-22,-0.9584502038221324,-0.25939638729945025,-0.8224690526945659,1.0,-0.6995399977560866,-0.0,0.0
2020-10-23,-0.9599805512959569,-0.2566106893069529,-0.8248120581965067,1.0,-0.6986946927478775,-0.0,0.0
2020-10-26,-0.9602378993042566,-0.2569013241565048,-0.8246053714371212,1.0,-0.6987730979277325,-0.0,0.0
2020-10-27,-0.9592934234604323,-0.25253015647757404,-0.8288829966015611,1.0,-0.6938417298427756,-0.0,0.0
2020-10-28,-0.9567081810724142,-0.24793049444403012,-0.834812439406369,1.0,-0.6893877246625401,-0.0,0.0
2020-10-29,-0.947173171093634,-0.2472176880842855,-0.8346193797299303,1.0,-0.6807018845526042,-0.0,0.0
2020-10-30,-0.9426350851221317,-0.2473723168023686,-0.8359363434492968,1.0,-0.6750185048112509,-0.0,0.0
2020-11-02,-0.9476119955572011,-0.24757497223250646,-0.8360236949278045,1.0,-0.6711218067382451,-0.0,0.0
2020-11-03,-0.9544479775197812,-0.24014641721511498,-0.8311765140871109,1.0,-0.6716335132736819,-0.0,0.0
2020-11-04,-0.9568233817993949,-0.2304598125322902,-0.8295077127463282,1.0,-0.6735552439294412,-0.0,0.0
