Date,IWF,IWM,KNL,MTUM,SPY,VLUE,VXX
2018-09-24,-0.28476539493488645,-0.9095608926117401,1.0,-0.0,-0.5335383809960081,-0.5441725017996205,0.0
2018-09-25,-0.2843255981409354,-0.9099924720976663,1.0,-0.0,-0.5339246555166431,-0.5447910188852157,0.0
2018-09-26,-0.287652379079827,-0.9136190850701271,1.0,-0.0,-0.5348341853453926,-0.5408638091492988,0.0
2018-09-27,-0.28610891870560373,-0.9228163641147067,1.0,-0.0,-0.5367666403578005,-0.5429163378058405,0.0
2018-09-28,-0.2855733499950672,-0.9232135223124731,1.0,-0.0,-0.5367161037850635,-0.5429642540037488,0.0
2018-10-01,-0.2868092105263158,-0.9220723684210527,1.0,-0.0,-0.5375328947368421,-0.5430592105263158,0.0
2018-10-02,-0.28537743681711003,-0.9608116635116736,1.0,-0.0,-0.5352196871575172,-0.5396698880807679,0.0
2018-10-03,-0.2848370178583284,-0.9552545973577641,1.0,-0.0,-0.5367124742747129,-0.5425877979154219,0.0
2018-10-04,-0.2836283628362836,-0.9650965096509649,1.0,-0.0,-0.5353201986865352,-0.5496216288295496,0.0
2018-10-05,-0.27061675910857214,-0.961672589591152,1.0,-0.0,-0.5363844697598724,-0.5525922481650004,0.0
2018-10-08,-0.2680371352785146,-0.9589854111405836,1.0,-0.0,-0.5373342175066314,-0.5513262599469497,0.0
2018-10-09,-0.2599400599400599,-0.9623043623043623,1.0,-0.0,-0.5451215451215451,-0.5626373626373626,0.0
2018-10-10,-0.2592012790194185,-0.9631615761249708,1.0,-0.0,-0.5450487959231256,-0.5633680844685741,0.0
2018-10-11,-0.19280080495958976,-0.9604660975688923,1.0,-0.0,-0.5218604953098122,-0.5706449414132234,0.0
2018-10-12,-0.18741533896665163,-0.9617493388376444,1.0,-0.0,-0.5135780171579694,-0.5624072760110946,0.0
2018-10-15,-0.15254456212864892,-1.0007427021441488,1.0,-0.0,-0.5093967966933609,-0.5664556962025316,0.0
2018-10-16,-0.14913130530258994,-1.006361816185494,1.0,-0.0,-0.5083963056255247,-0.565426596912743,0.0
2018-10-17,-0.13243725315326793,-0.9778952732832208,1.0,-0.0,-0.5038539941393808,-0.5709644540705823,0.0
2018-10-18,-0.13154708805913087,-0.9762648145788199,1.0,-0.0,-0.5064992990951956,-0.5715878679750223,0.0
2018-10-19,-0.12264540516502018,-0.9779867221498681,1.0,-0.0,-0.5052889044185381,-0.5706299037514692,0.0
2018-10-22,-0.12341168996188055,-0.9770648030495552,1.0,-0.0,-0.5054320203303685,-0.5707115628970775,0.0
2018-10-23,-0.12760143615162203,-0.9776316207542973,1.0,-0.0,-0.5026848409748037,-0.5694086995202237,0.0
2018-10-24,-0.12533731229562844,-0.9773326137337693,1.0,-0.0,-0.5023016603701705,-0.5697323724562685,0.0
2018-10-25,-0.09948876839659179,-0.94856700232378,1.0,-0.0,-0.5028350116189001,-0.5474825716498838,0.0
2018-10-26,-0.08542204201990417,-0.9376151861408035,1.0,-0.0,-0.5080783880083548,-0.5405148052586313,0.0
2018-10-29,-0.08628816117802902,-0.9408212932442007,1.0,-0.0,-0.5127999753550414,-0.5406795847324481,0.0
2018-10-30,-0.08781389616391927,-0.9409336003697426,1.0,-0.0,-0.5128639654906794,-0.5395470651671544,0.0
2018-10-31,-0.08947852760736197,-0.931042944785276,1.0,-0.0,-0.5107055214723926,-0.5362883435582823,0.0
2018-11-01,-0.07331126639695966,-0.9440664459973029,1.0,-0.0,-0.5104817947774918,-0.5369927669486331,0.0
2018-11-02,-0.07523826979472141,-0.9329789833822093,1.0,-0.0,-0.5122495112414468,-0.5342741935483871,0.0
2018-11-05,-0.07721004189218116,-0.9287527138183042,1.0,-0.0,-0.5127052563984956,-0.5391248509311073,0.0
2018-11-06,-0.08491230218249718,-0.9356882671645904,1.0,-0.0,-0.5085861213994919,-0.5317885457161223,0.0
2018-11-07,-0.08473331497291837,-0.9355855442332996,1.0,-0.0,-0.5081550843049053,-0.5315952140518375,0.0
2018-11-08,-0.05541362530413626,-0.9422445255474452,1.0,-0.0,-0.5017639902676398,-0.5419099756690998,0.0
2018-11-09,-0.05789056304520222,-0.9446715061306655,1.0,-0.0,-0.5027755749405234,-0.544744708107119,0.0
2018-11-12,-0.056870740019474196,-0.9389909931840311,1.0,-0.0,-0.5039556962025317,-0.5429953748782863,0.0
2018-11-13,-0.027714743880669267,-0.9427853922725484,1.0,-0.0,-0.5112402045323893,-0.5438867205228283,0.0
2018-11-14,-0.029770738059904905,-0.9423059450619342,1.0,-0.0,-0.5125533783579151,-0.5439595384475605,0.0
2018-11-15,-0.02861637122632948,-0.9430395063222217,1.0,-0.0,-0.513430939560772,-0.5399298203158086,0.0
2018-11-16,-0.02583604974043221,-0.9352589641434262,1.0,-0.0,-0.5126463841603284,-0.5445188941204877,0.0
2018-11-19,-0.029104522673751583,-0.9345450153976208,1.0,-0.0,-0.5112915886721816,-0.5442304208683051,0.0
2018-11-20,-0.0,-0.9260719121408154,1.0,-0.0,-0.5135549872122762,-0.5692492853919061,0.0
2018-11-21,-0.0,-0.9239663001912045,1.0,-0.0,-0.5113228967495219,-0.5522825047801146,0.0
2018-11-23,-0.0,-0.9184227807295088,1.0,-0.0,-0.51364097665811,-0.5528326667064654,0.0
2018-11-26,-0.0,-0.9188826215417675,1.0,-0.0,-0.5131763512101949,-0.5523920374847048,0.0
2018-11-27,-0.0,-0.9247238185986957,1.0,-0.0,-0.5064467141113063,-0.5465265163922223,0.0
2018-11-28,-0.0,-0.919089609151573,1.0,-0.0,-0.5106947092469019,-0.5492433269780744,0.0
2018-11-29,-0.0,-0.9091823750480869,1.0,-0.0,-0.5031515402598171,-0.5468588169147456,0.0
2018-11-30,-0.0,-0.9094970414201183,1.0,-0.0,-0.5035207100591715,-0.5455621301775148,0.0
2018-12-03,-0.0,-0.9093704722197581,1.0,-0.0,-0.5027647180578965,-0.5447825187025045,0.0
2018-12-04,-0.0,-0.9109144542772861,1.0,-0.0,-0.49716814159292033,-0.5417994100294985,0.0
2018-12-06,-0.0,-0.8847492026674398,1.0,-0.0,-0.4896491736735286,-0.5249927515221804,0.0
2018-12-07,-0.0,-0.8876110059688457,1.0,-0.0,-0.4907264521764449,-0.5332945115737371,0.0
2018-12-10,-0.0,-0.8896010162249552,1.0,-0.0,-0.48270685374444244,-0.5146948438131531,0.0
2018-12-11,-0.0,-0.8892257058721634,1.0,-0.0,-0.4843813153184364,-0.5134245626190889,0.0
2018-12-12,-0.0,-0.889161566000693,1.0,-0.0,-0.48423605497170574,-0.5137717981291142,0.0
2018-12-13,-0.0,-0.886196451752488,1.0,-0.0,-0.4863118419154767,-0.5122746285879128,0.0
2018-12-14,-0.0,-0.8774150758405906,1.0,-0.0,-0.4931080223772998,-0.5131495472633947,0.0
2018-12-17,-0.0,-0.8750754375377188,1.0,-0.0,-0.4791792395896198,-0.5195562835876656,0.0
2018-12-18,-0.0,-0.867547018807523,1.0,-0.0,-0.47236037272051673,-0.5183501972217459,0.0
2018-12-19,-0.0,-0.8675528873642082,1.0,-0.0,-0.4724985706117782,-0.5187249857061178,0.0
2018-12-20,-0.0,-0.8638490953712686,1.0,-0.0,-0.47277552651104393,-0.517093773186462,0.0
2018-12-21,-0.0,-0.8654146660226724,1.0,-0.0,-0.47336420717674804,-0.5023439497684462,0.0
2018-12-24,-0.0,-0.8469338756602547,1.0,-0.0,-0.4631245939609637,-0.5145891591108098,0.0
2018-12-26,-0.0,-0.8515868339085781,1.0,-0.0,-0.44846648146589213,-0.5060190251704688,0.0
2018-12-27,-0.0,-0.8216339994002672,1.0,-0.0,-0.3957418967914293,-0.5087097565629856,0.0
2018-12-28,-0.0,-0.8264318621704877,1.0,-0.0,-0.39399721942043997,-0.5056293105798326,0.0
2018-12-31,-0.0,-0.8257455972956764,1.0,-0.0,-0.39441688021372884,-0.5059702306308271,0.0
2019-01-02,-0.0,-0.8250258756877485,1.0,-0.0,-0.3923299014000109,-0.5064008280220079,0.0
2019-01-03,-0.0,-0.8245657027718782,1.0,-0.0,-0.3951696345912978,-0.5031040679627512,0.0
2019-01-04,-0.0,-0.8381720137262377,1.0,-0.0,-0.36911051800206984,-0.5161773517076094,0.0
2019-01-07,-0.0,-0.8310019210476475,1.0,-0.0,-0.3646743688952624,-0.5100246218782976,0.0
2019-01-08,-0.0,-0.8217372515125324,1.0,-0.0,-0.37092156439066554,-0.5082649092480552,0.0
2019-01-09,-0.0,-0.8252744875331278,1.0,-0.0,-0.37192384661149874,-0.507112337065282,0.0
2019-01-10,-0.0,-0.8294018762539993,1.0,-0.0,-0.3716447047340166,-0.5103031288975652,0.0
