Date,IWF,IWM,MTUM,SNV,SPY,VLUE,VXX
2018-09-24,-0.1643871266229072,-0.7683833097186479,-0.102911835294798,1.0,-0.38524708671890806,-0.4706647774918312,0.0
2018-09-25,-0.16429521661171845,-0.7686100989068194,-0.10263751518306438,1.0,-0.38547631441957314,-0.4709931170108162,0.0
2018-09-26,-0.16400555362721275,-0.768454240425778,-0.10175864861737823,1.0,-0.3858613907208145,-0.4724054147865324,0.0
2018-09-27,-0.16309547971817104,-0.7750007248687989,-0.10035083649859376,1.0,-0.3872539070428253,-0.4737742468613181,0.0
2018-09-28,-0.16147555246215417,-0.7765210834638362,-0.1008062177367902,1.0,-0.38733252131546897,-0.47392842642538136,0.0
2018-10-01,-0.16234011079850333,-0.775647533138034,-0.10073382254836556,1.0,-0.3878527714128259,-0.47391014299387996,0.0
2018-10-02,-0.16245791245791247,-0.7809706257982121,-0.09932659932659933,1.0,-0.38706025774991293,-0.4728027400441194,0.0
2018-10-03,-0.16227586607091046,-0.7769686067428769,-0.09888005570707363,1.0,-0.38826669761504085,-0.4750188591655544,0.0
2018-10-04,-0.16109979633401222,-0.7834157695664824,-0.0987489089322083,1.0,-0.38670352051207446,-0.4795170206575502,0.0
2018-10-05,-0.14702125188712112,-0.7795261874346766,-0.08637208222041574,1.0,-0.39699221925444195,-0.4933515271164789,0.0
2018-10-08,-0.14571494839383045,-0.7779195175692915,-0.08451235069001507,1.0,-0.39815029572074684,-0.4928969036298272,0.0
2018-10-09,-0.14359078512156906,-0.7793187489119712,-0.07851215690825741,1.0,-0.4019323391168107,-0.498027041141995,0.0
2018-10-10,-0.1429691128657687,-0.7807419879238273,-0.077421040408732,1.0,-0.40208430097538317,-0.49973873664653967,0.0
2018-10-11,-0.10161020077812172,-0.7908158918581206,-0.026609490813051997,1.0,-0.39732485161730047,-0.5234714452048959,0.0
2018-10-12,-0.0970901268115942,-0.7947803442028986,-0.0220504981884058,1.0,-0.3943897192028986,-0.5223335597826088,0.0
2018-10-15,-0.07506520013606985,-0.8326624333824696,-0.0,1.0,-0.3966152625014174,-0.5304456287560948,0.0
2018-10-16,-0.07256852906993226,-0.8366924625109845,-0.0,1.0,-0.3958386484111461,-0.5296368738838337,0.0
2018-10-17,-0.05201874245952695,-0.8047753991189921,-0.0,1.0,-0.39996071939620104,-0.549002553239247,0.0
2018-10-18,-0.05101553501699581,-0.8029890159283085,-0.0,1.0,-0.40461274826530325,-0.5505801050650335,0.0
2018-10-19,-0.03709285774093611,-0.7975941276619499,-0.0,1.0,-0.4048675653799994,-0.5515085545228725,0.0
2018-10-22,-0.03847980997624703,-0.8017884588514741,-0.0,1.0,-0.4038284197289367,-0.5503702668715942,0.0
2018-10-23,-0.0304413140217114,-0.8139791956010317,-0.0,1.0,-0.42433604489668664,-0.5656302259006264,0.0
2018-10-24,-0.02943183757038048,-0.8217312176534153,-0.0,1.0,-0.42603651254052216,-0.566456236137178,0.0
2018-10-25,-0.0291872730911066,-0.8305365769989423,-0.0,1.0,-0.4271461650610331,-0.5717961178925702,0.0
2018-10-26,-0.020722741079285775,-0.8223237857325346,-0.0,1.0,-0.42944332472251395,-0.5662701904788939,0.0
2018-10-29,-0.009790328513624403,-0.8269432104354716,-0.0,1.0,-0.42449279873235046,-0.5683766729860502,0.0
2018-10-30,-0.0,-0.8272269097910413,-0.0,1.0,-0.42468429695905774,-0.5795062008041225,0.0
2018-10-31,-0.0009855545856446936,-0.8114493284149465,-0.0,1.0,-0.42590037451074253,-0.5775068284853434,0.0
2018-11-01,-0.004227257355427799,-0.8095479652801263,-0.0,1.0,-0.4265302671626649,-0.5778660804869801,0.0
2018-11-02,-0.007100957085520223,-0.7946897190490892,-0.0,1.0,-0.4300990765949086,-0.5748126526144434,0.0
2018-11-05,-0.006341723489631562,-0.796559755310492,-0.0,1.0,-0.43011476835872825,-0.5730560933860875,0.0
2018-11-06,-0.007071103877883159,-0.7965374038947192,-0.0,1.0,-0.42985015994163533,-0.5725349346203491,0.0
2018-11-07,-0.006646474844354704,-0.7965954344046218,-0.0,1.0,-0.42893600314095015,-0.5722418531605811,0.0
2018-11-08,-0.0,-0.7959433857126935,-0.0,1.0,-0.4158029644489023,-0.5744176975370555,0.0
2018-11-09,-0.0,-0.7958541138446964,-0.0,1.0,-0.41595386029923936,-0.5744337020422947,0.0
2018-11-12,-0.0,-0.7843099139128021,-0.0,1.0,-0.4202443765620661,-0.5724520966398223,0.0
2018-11-13,-0.0,-0.77932252013682,-0.0,1.0,-0.41288756482400973,-0.5662584133289198,0.0
2018-11-14,-0.0,-0.7790132994867833,-0.0,1.0,-0.4139120357596159,-0.5663318801390651,0.0
2018-11-15,-0.0,-0.7800160269695211,-0.0,1.0,-0.41338528282074666,-0.5698692973002846,0.0
2018-11-16,-0.0,-0.7790822950910247,-0.0,1.0,-0.4134092101991768,-0.570015746291334,0.0
2018-11-19,-0.0,-0.779257744493879,-0.0,1.0,-0.4135186669245861,-0.5706745516345648,0.0
2018-11-20,-0.0,-0.7679995599801991,-0.0,1.0,-0.40382817226775203,-0.5783235245586051,0.0
2018-11-21,-0.0,-0.7667917088798226,-0.0,1.0,-0.400947400125955,-0.5704115440431533,0.0
2018-11-23,-0.0,-0.7636353684901891,-0.0,1.0,-0.4023152075750527,-0.570674037382666,0.0
2018-11-26,-0.0,-0.7629554600454433,-0.0,1.0,-0.4031317583289989,-0.5714637685126885,0.0
2018-11-27,-0.0,-0.7642379018983869,-0.0,1.0,-0.4053275540436738,-0.5737682431690991,0.0
2018-11-28,-0.0,-0.7581247255160299,-0.0,1.0,-0.41007905138339923,-0.5766359244620114,0.0
2018-11-29,-0.0,-0.7456302749795807,-0.0,1.0,-0.4011979308467193,-0.575741900353934,0.0
2018-11-30,-0.0,-0.7460460051721791,-0.0,1.0,-0.4019327616714305,-0.574220770382469,0.0
2018-12-03,-0.0,-0.7459513894559211,-0.0,1.0,-0.4017854712718761,-0.5740453444380936,0.0
2018-12-04,-0.0,-0.746433714642828,-0.0,1.0,-0.3983370920848844,-0.5723989892128358,0.0
2018-12-06,-0.0,-0.7550252284194737,-0.0,1.0,-0.396454384290195,-0.575944361107323,0.0
2018-12-07,-0.0,-0.7560455775063529,-0.0,1.0,-0.3959614176025357,-0.5804574145421756,0.0
2018-12-10,-0.0,-0.7609327071853199,-0.0,1.0,-0.39078150872716416,-0.562800293167567,0.0
2018-12-11,-0.0,-0.7636032212427902,-0.0,1.0,-0.38499836761345085,-0.5720426597018174,0.0
2018-12-12,-0.0,-0.7639437079783326,-0.0,1.0,-0.3844897514767128,-0.5736450989465662,0.0
2018-12-13,-0.0,-0.7649462072722321,-0.0,1.0,-0.3843660629170639,-0.5743701484406919,0.0
2018-12-14,-0.0,-0.7844839389873209,-0.0,1.0,-0.3773858750718843,-0.5765807705999945,0.0
2018-12-17,-0.0,-0.7857866907755953,-0.0,1.0,-0.3777978685515465,-0.5760664091394757,0.0
2018-12-18,-0.0,-0.7768998119942235,-0.0,1.0,-0.3707528405220566,-0.5770414975068799,0.0
2018-12-19,-0.0,-0.7782507845545095,-0.0,1.0,-0.3727930140537591,-0.5778687406194569,0.0
2018-12-20,-0.0,-0.7685595454916139,-0.0,1.0,-0.37616549324489634,-0.5736537363742626,0.0
2018-12-21,-0.0,-0.7775782801490791,-0.0,1.0,-0.3883130661878724,-0.5545308631899671,0.0
2018-12-24,-0.0,-0.7615594816157572,-0.0,1.0,-0.37864235275019614,-0.5653526690295176,0.0
2018-12-26,-0.0,-0.7659522977224448,-0.0,1.0,-0.36475839629998114,-0.5582564736884562,0.0
2018-12-27,-0.0,-0.7477220505506694,-0.0,1.0,-0.3374534505982093,-0.5559517206771782,0.0
2018-12-28,-0.0,-0.7532563608021349,-0.0,1.0,-0.3358609210282967,-0.5529340273190837,0.0
2018-12-31,-0.0,-0.7598962056822094,-0.0,1.0,-0.3357693224243387,-0.5521487012471205,0.0
2019-01-02,-0.0,-0.759246520979946,-0.0,1.0,-0.33361553521350334,-0.5527805704005503,0.0
2019-01-03,-0.0,-0.7609640982128654,-0.0,1.0,-0.3280479397571194,-0.5625232009333404,0.0
2019-01-04,-0.0,-0.7638628625722506,-0.0,1.0,-0.31074982184802974,-0.5646757634141836,0.0
2019-01-07,-0.0,-0.7456074133846994,-0.0,1.0,-0.3051513652809954,-0.5522815420256657,0.0
2019-01-08,-0.0,-0.7366683991683992,-0.0,1.0,-0.311460498960499,-0.5506237006237007,0.0
2019-01-09,-0.0,-0.7414484302598012,-0.0,1.0,-0.3127765918675483,-0.5490185869734993,0.0
2019-01-10,-0.0,-0.7417658239383444,-0.0,1.0,-0.31270341344025826,-0.5492227979274611,0.0
2019-01-11,-0.0,-0.734673655114866,-0.0,1.0,-0.31560144984223837,-0.5573548202039167,0.0
2019-01-14,-0.0,-0.7332550554468363,-0.0,1.0,-0.31864318330071756,-0.5573646444879322,0.0
2019-01-15,-0.0,-0.7285971645648938,-0.0,1.0,-0.32001775410563693,-0.562282969113078,0.0
2019-01-16,-0.0,-0.7301350111416961,-0.0,1.0,-0.30315899855813344,-0.5882815572158867,0.0
2019-01-17,-0.0,-0.7426523107854289,-0.0,1.0,-0.307848998703738,-0.5949313510224598,0.0
2019-01-18,-0.0,-0.7348178137651822,-0.0,1.0,-0.3187193692733859,-0.6100042616663115,0.0
2019-01-22,-0.0,-0.8169489722658015,-0.0,1.0,-0.1699417661605552,-0.6721886882761188,0.0
2019-01-23,-0.0,-0.8039038159401379,-0.0,1.0,-0.16880142731606,-0.6901978537001038,0.0
2019-01-24,-0.0,-0.797731870940262,-0.0,1.0,-0.1787083377702055,-0.6856564796081355,0.0
2019-01-25,-0.0,-0.8316913190110736,-0.0,1.0,-0.08168468013915076,-0.7421993254906126,0.0
