Date,IWF,IWM,KTOS,MTUM,SPY,VLUE,VXX
2018-09-24,-0.7053725206955941,-1.511528418245458,1.0,-0.20417800988943827,-1.159064392466248,-0.9757208733818544,0.0
2018-09-25,-0.7099749930536261,-1.5088080022228396,1.0,-0.2108363434287302,-1.1565434843011948,-0.9709363712142262,0.0
2018-09-26,-0.7136495212647518,-1.5140280561122246,1.0,-0.21598753061678916,-1.1574259630371855,-0.9655978623914496,0.0
2018-09-27,-0.7153102068045364,-1.5056704469646431,1.0,-0.21797865243495662,-1.1561596619968866,-0.9641427618412274,0.0
2018-09-28,-0.7206283772491783,-1.50582140270737,1.0,-0.21853935713887807,-1.1589883571945854,-0.9667985070469612,0.0
2018-10-01,-0.7207954988580023,-1.5053757450838394,1.0,-0.21892930755946743,-1.1588212355857612,-0.9667985070469612,0.0
2018-10-02,-0.7231446400713171,-1.4876866503231558,1.0,-0.22570759973256072,-1.1632493871183418,-0.9718631602406953,0.0
2018-10-03,-0.7239629794826048,-1.4908006244424623,1.0,-0.2266391614629795,-1.1629125780553078,-0.9710637823371989,0.0
2018-10-04,-0.7348946397630094,-1.481750600860768,1.0,-0.22838298585881167,-1.1777429992733777,-0.9666312671175451,0.0
2018-10-05,-0.7167797175581008,-1.4728121872567554,1.0,-0.20860669409540752,-1.1866451684643613,-0.9750361392193929,0.0
2018-10-08,-0.7130897599379055,-1.466762765426623,1.0,-0.20341520208460387,-1.1885568553528856,-0.9723346454510173,0.0
2018-10-09,-0.7115214016411622,-1.467620314925704,1.0,-0.19915724107340874,-1.1908959858061656,-0.9753271235307165,0.0
2018-10-10,-0.7116727635517126,-1.466965968296198,1.0,-0.19920186232125042,-1.1911096330783728,-0.973617115619111,0.0
2018-10-11,-0.6332764687066852,-1.450634395991044,1.0,-0.10240963855421688,-1.1653161317837724,-0.9794221132316878,0.0
2018-10-12,-0.644778314772011,-1.4403761294389577,1.0,-0.09345450724942214,-1.1352700147089725,-0.9393254885480142,0.0
2018-10-15,-0.6176918632137416,-1.4935651625781374,1.0,-0.050690760098755054,-1.1405683668645268,-0.9504123548878499,0.0
2018-10-16,-0.6177158655891111,-1.551999149298171,1.0,-0.020842194810718844,-1.1591875797532964,-0.9670884729902169,0.0
2018-10-17,-0.5881710362047441,-1.488347898460258,1.0,-0.0,-1.1498647523928422,-0.9754473574698294,0.0
2018-10-18,-0.5887159735595691,-1.490605319315047,1.0,-0.0,-1.1495341695726853,-0.9759537812939156,0.0
2018-10-19,-0.5618139654728164,-1.4718371553723266,1.0,-0.0,-1.1499098170574595,-0.9697500644163874,0.0
2018-10-22,-0.5625450798557444,-1.4695002575991756,1.0,-0.0,-1.1498196805770222,-0.970118495620814,0.0
2018-10-23,-0.5680424589065801,-1.4702426959344566,1.0,-0.0,-1.146235894264956,-0.9683104034626682,0.0
2018-10-24,-0.5657596371882087,-1.464440321583179,1.0,-0.0,-1.1497113997114,-0.9737167594310452,0.0
2018-10-25,-0.5088213491475166,-1.3828020756115642,1.0,-0.0,-1.1385717815665926,-0.9117370892018779,0.0
2018-10-26,-0.4730042897293033,-1.3748335880873725,1.0,-0.0,-1.1721315516986341,-0.9107539075982448,0.0
2018-10-29,-0.43837095191364084,-1.3914622178606477,1.0,-0.0,-1.1581943081452404,-0.9186947988223749,0.0
2018-10-30,-0.45548164572554817,-1.3971914264597192,1.0,-0.0,-1.1631929046563194,-0.9114560236511456,0.0
2018-10-31,-0.45886199492484875,-1.3662404840913527,1.0,-0.0,-1.1550361116533283,-0.8998633613117315,0.0
2018-11-01,-0.43843756088057667,-1.3803818429768167,1.0,-0.0,-1.1526397818040133,-0.8989382427430354,0.0
2018-11-02,-0.44445518241121046,-1.3390674075863735,1.0,-0.0,-1.1595554481758878,-0.8889586856728678,0.0
2018-11-05,-0.43734275208051093,-1.3638958776853105,1.0,-0.0,-1.1634894522934003,-0.8736694406812464,0.0
2018-11-06,-0.44055910234087836,-1.3655929580189592,1.0,-0.0,-1.1605242793577093,-0.8698491004062682,0.0
2018-11-07,-0.439483983185969,-1.3649321157655698,1.0,-0.0,-1.1585253901531622,-0.8686766197999711,0.0
2018-11-08,-0.4951676230745998,-1.4107520386590153,1.0,-0.0,-1.2178093224604853,-0.9099969797644216,0.0
2018-11-09,-0.4944458534111083,-1.4231295967537407,1.0,-0.0,-1.2343393355313215,-0.9203652041592696,0.0
2018-11-12,-0.4935327405012126,-1.395311236863379,1.0,-0.0,-1.2473221503637832,-0.916329830234438,0.0
2018-11-13,-0.45864774374094247,-1.3875868272450151,1.0,-0.0,-1.247463894857828,-0.9035530458247963,0.0
2018-11-14,-0.4593284700709503,-1.3868292195463174,1.0,-0.0,-1.2473268711901668,-0.9030178874787648,0.0
2018-11-15,-0.45770995411928983,-1.387243167763814,1.0,-0.0,-1.249900259325753,-0.8921803311390385,0.0
2018-11-16,-0.4551058963905737,-1.3776474097643432,1.0,-0.0,-1.2456995127771702,-0.8932584269662921,0.0
2018-11-19,-0.46194055857021954,-1.3777567581022552,1.0,-0.0,-1.2445362672375169,-0.8941106188081844,0.0
2018-11-20,-0.4376547489353273,-1.3715460037634941,1.0,-0.0,-1.2445775973061304,-0.8981875804694464,0.0
2018-11-21,-0.43579402941031814,-1.3646781094772045,1.0,-0.0,-1.2393645797472088,-0.8782766930605419,0.0
2018-11-23,-0.4393641106408111,-1.3413721823014075,1.0,-0.0,-1.2554385274141153,-0.885520228368934,0.0
2018-11-26,-0.4380844571316075,-1.3491977556846146,1.0,-0.0,-1.2523378285264297,-0.8821242248252781,0.0
2018-11-27,-0.42231583072100315,-1.3560932601880877,1.0,-0.0,-1.2458855799373039,-0.8738244514106582,0.0
2018-11-28,-0.42064737616478665,-1.3682687591956844,1.0,-0.0,-1.2425698871996076,-0.8728298185384992,0.0
2018-11-29,-0.37218992248062016,-1.349854651162791,1.0,-0.0,-1.2397286821705427,-0.883187984496124,0.0
2018-11-30,-0.371212488485965,-1.3509962670286515,1.0,-0.0,-1.240510011150434,-0.8852959712997527,0.0
2018-12-03,-0.36651298228585294,-1.3556418345061878,1.0,-0.0,-1.2436301868478523,-0.8874545013346274,0.0
2018-12-04,-0.35405680003870527,-1.3613624268227782,1.0,-0.0,-1.2385698388891577,-0.884174367410131,0.0
2018-12-06,-0.3392832044975404,-1.2758491449988287,1.0,-0.0,-1.2342000468493792,-0.8356523776059968,0.0
2018-12-07,-0.3741561736965577,-1.302341169148274,1.0,-0.0,-1.2677263369560015,-0.8434432900847417,0.0
2018-12-10,-0.32985732568611653,-1.3151158932549651,1.0,-0.0,-1.2761056074323365,-0.8188842015452434,0.0
2018-12-11,-0.376669720788928,-1.3245888990692964,1.0,-0.0,-1.3182716882866374,-0.8027679992284323,0.0
2018-12-12,-0.3778452932098766,-1.324266975308642,1.0,-0.0,-1.3184317129629632,-0.8020351080246915,0.0
2018-12-13,-0.3772457974086027,-1.3179037618611822,1.0,-0.0,-1.3225759838158084,-0.7989499542411251,0.0
