Date,IWF,IWM,MTUM,RLJ,SPY,VLUE,VXX
2018-09-24,-0.2858944713054446,-0.7060572389561248,-0.0,1.0,-0.5302561638487643,-0.48088531187122735,0.0
2018-09-25,-0.2858730254069313,-0.7060784431497388,-0.0,1.0,-0.5303021202474623,-0.4809598174064508,0.0
2018-09-26,-0.28543537680593517,-0.7058540834409636,-0.0,1.0,-0.53044183461989,-0.48190310275433274,0.0
2018-09-27,-0.2851862980769231,-0.7069711538461538,-0.0,1.0,-0.5305588942307693,-0.4820913461538462,0.0
2018-09-28,-0.2860363068045203,-0.706540033661938,-0.0,1.0,-0.5307165183938446,-0.4822373166626593,0.0
2018-10-01,-0.2858560346382825,-0.7075590835287751,-0.0,1.0,-0.5306993806001563,-0.48265079078717904,0.0
2018-10-02,-0.285215506862509,-0.7143932097279075,-0.0,1.0,-0.5291656633758729,-0.4810980014447388,0.0
2018-10-03,-0.285164008426121,-0.7131206740896779,-0.0,1.0,-0.529371050255793,-0.4816430935901294,0.0
2018-10-04,-0.28517671142151846,-0.7138900596062376,-0.0,1.0,-0.5290505147811428,-0.48232885784815466,0.0
2018-10-05,-0.30020760823105574,-0.7365512609146975,-0.0,1.0,-0.5339195212798437,-0.48241436160468953,0.0
2018-10-08,-0.2980493751904907,-0.7339835416031698,-0.0,1.0,-0.53462359036879,-0.4811947576958244,0.0
2018-10-09,-0.28922802923294233,-0.7399127924829577,-0.0,1.0,-0.5455075845974329,-0.49603881348645823,0.0
2018-10-10,-0.28980569113178006,-0.7393559873530404,-0.0,1.0,-0.5458452282285048,-0.4946434601098935,0.0
2018-10-11,-0.24134526196104245,-0.7295113850572993,-0.0,1.0,-0.5266449238502737,-0.4946291254001975,0.0
2018-10-12,-0.23851248997534674,-0.727210621677013,-0.0,1.0,-0.51911367214186,-0.4854011346422313,0.0
2018-10-15,-0.2083717061287543,-0.7592763138350018,-0.0,1.0,-0.5150767951041264,-0.48804254181396867,0.0
2018-10-16,-0.20827639474778686,-0.7594617075634247,-0.0,1.0,-0.5150020794961678,-0.48796862931495455,0.0
2018-10-17,-0.1955833186697167,-0.7360549005806791,-0.0,1.0,-0.5104111678104287,-0.49070326705378614,0.0
2018-10-18,-0.1952378159638731,-0.7356166793736438,-0.0,1.0,-0.5108204797372589,-0.4907043575156882,0.0
2018-10-19,-0.1876661505652771,-0.7338961759808361,-0.0,1.0,-0.5105606029622273,-0.48917647746194964,0.0
2018-10-22,-0.18771719767543732,-0.7283824431270625,-0.0,1.0,-0.5128639429956487,-0.49134129603130566,0.0
2018-10-23,-0.19267743914911026,-0.7293632936913772,-0.0,1.0,-0.5099202290857027,-0.49007977091429744,0.0
2018-10-24,-0.19238776647215788,-0.7370026097410786,-0.0,1.0,-0.512213001788699,-0.4906899686244612,0.0
2018-10-25,-0.16364207042173143,-0.7021628716543971,-0.0,1.0,-0.5209153683729955,-0.4666723734520345,0.0
2018-10-26,-0.1542358968552747,-0.6931982224235048,-0.0,1.0,-0.5224603017351185,-0.4606413994169096,0.0
2018-10-29,-0.13185820727026415,-0.7067058026642583,-0.0,1.0,-0.5143655452698126,-0.46937796342289456,0.0
2018-10-30,-0.1302556577684971,-0.7066425870534454,-0.0,1.0,-0.5143348947457531,-0.47059653479315994,0.0
2018-10-31,-0.13490394054129856,-0.6891039124947413,-0.0,1.0,-0.5136166035619127,-0.4670312719113729,0.0
2018-11-01,-0.1351040556459303,-0.6889830033095865,-0.0,1.0,-0.5136310091434341,-0.46704437089807593,0.0
2018-11-02,-0.13923379558581434,-0.6684338290688915,-0.0,1.0,-0.5193504283043612,-0.4632383716063506,0.0
2018-11-05,-0.14378920250896057,-0.6602262544802867,-0.0,1.0,-0.5213653673835126,-0.4747983870967742,0.0
2018-11-06,-0.13747359526827208,-0.6585832981270244,-0.0,1.0,-0.5321785663990988,-0.4882692578510069,0.0
2018-11-07,-0.13688471227603385,-0.6656854142489174,-0.0,1.0,-0.5350561861360356,-0.4929095077698208,0.0
2018-11-08,-0.14100523083920855,-0.6684387082101433,-0.0,1.0,-0.539686149647487,-0.4937173072549465,0.0
2018-11-09,-0.13952494873547505,-0.6701982228298018,-0.0,1.0,-0.5435178856231488,-0.4947881066302119,0.0
2018-11-12,-0.13885104450499544,-0.6607629427792915,-0.0,1.0,-0.5462363760217983,-0.4924784287011807,0.0
2018-11-13,-0.1162947937795808,-0.6593700698670273,-0.0,1.0,-0.5507662835249042,-0.4908158665765157,0.0
2018-11-14,-0.11812644520895606,-0.6589870847667927,-0.0,1.0,-0.5519429248209351,-0.49086345947775084,0.0
2018-11-15,-0.11729039172001467,-0.6593812572266561,-0.0,1.0,-0.5521588313263205,-0.4913280126343101,0.0
2018-11-16,-0.11320435921263834,-0.6506716228774183,-0.0,1.0,-0.5528146208217173,-0.49933823322350823,0.0
2018-11-19,-0.1124693687857364,-0.6510999070501085,-0.0,1.0,-0.5534461876461144,-0.49964791707743006,0.0
2018-11-20,-0.081493724787091,-0.6456465710443747,-0.0,1.0,-0.558045719408337,-0.5162483191393994,0.0
2018-11-21,-0.08881469115191985,-0.6429326655537007,-0.0,1.0,-0.5595993322203673,-0.49109627156371727,0.0
2018-11-23,-0.08991605981433097,-0.6337761965645673,-0.0,1.0,-0.5636222135749624,-0.4921896714658958,0.0
2018-11-26,-0.08938345697535494,-0.6365480258953627,-0.0,1.0,-0.5620293962379483,-0.4905393014920397,0.0
2018-11-27,-0.08523718534518568,-0.63698042147822,-0.0,1.0,-0.5593586441804437,-0.48763534657029717,0.0
2018-11-28,-0.08609803378565495,-0.6347272223760732,-0.0,1.0,-0.5602326225422322,-0.48825810024923844,0.0
2018-11-29,-0.06908571899102463,-0.6266297038399253,-0.0,1.0,-0.5579008042159581,-0.491148134932616,0.0
2018-11-30,-0.06843333791020184,-0.6270218316627764,-0.0,1.0,-0.5579843471097076,-0.4926815872579981,0.0
2018-12-03,-0.06799714505325574,-0.6269902272976831,-0.0,1.0,-0.5577577687493137,-0.492423410563303,0.0
2018-12-04,-0.064412723636264,-0.6280993999835612,-0.0,1.0,-0.5559878352831584,-0.4913011315378504,0.0
2018-12-06,-0.05836649102053984,-0.5988547155608129,-0.0,1.0,-0.5549252607807291,-0.47631465749005264,0.0
2018-12-07,-0.06348352387357094,-0.5987626092804303,-0.0,1.0,-0.5553194351042368,-0.47241425689307326,0.0
2018-12-10,-0.05127177514160521,-0.6000587795233515,-0.0,1.0,-0.5554664956716896,-0.46499946564069683,0.0
2018-12-11,-0.04026575936989311,-0.6061296112733411,-0.0,1.0,-0.5546655236156134,-0.4779382216626035,0.0
2018-12-12,-0.038639959241680746,-0.6072989569088032,-0.0,1.0,-0.5548762502346285,-0.48065320569543885,0.0
2018-12-13,-0.03791392948116369,-0.6031639629977209,-0.0,1.0,-0.561254859900791,-0.47899182196004825,0.0
2018-12-14,-0.041978287092882996,-0.5920922128401018,-0.0,1.0,-0.567537863557164,-0.4789974534244739,0.0
2018-12-17,-0.030321649925197695,-0.5921404146185083,-0.0,1.0,-0.5592006839068178,-0.4898482581748237,0.0
2018-12-18,-0.029503188809689693,-0.5964949890133447,-0.0,1.0,-0.5628383085910285,-0.49080872501205847,0.0
2018-12-19,-0.03364160300227852,-0.5956306125184292,-0.0,1.0,-0.5611044095965688,-0.4902559978555153,0.0
2018-12-20,-0.033992137145302345,-0.5914257441630338,-0.0,1.0,-0.560963868310556,-0.4880853681367174,0.0
2018-12-21,-0.03139373194994117,-0.5922291154134132,-0.0,1.0,-0.5621724248582736,-0.48828751738153814,0.0
2018-12-24,-0.023650358217700482,-0.5851599328841185,-0.0,1.0,-0.5604708765014514,-0.49404746051615306,0.0
