Date,ESGR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2204701834862385,-0.6709236864053377,-0.0,-0.38623331943286066,-0.32868536280233523,0.0
2018-09-25,1.0,-0.21900039149158293,-0.6726086389142634,-0.0,-0.3875766671016573,-0.330758188698943,0.0
2018-09-26,1.0,-0.21737765804409803,-0.6725341982057386,-0.0,-0.3892448931551278,-0.3363847984725237,0.0
2018-09-27,1.0,-0.2232432715467588,-0.664834014032883,-0.0,-0.3917949523510315,-0.33820295318881555,0.0
2018-09-28,1.0,-0.22081224928554574,-0.668834063081723,-0.0,-0.3928056422222805,-0.33939854749482185,0.0
2018-10-01,1.0,-0.22095492802642963,-0.6687380371797897,-0.0,-0.3928262408558169,-0.33946878523296364,0.0
2018-10-02,1.0,-0.2197192724214068,-0.6808958048575333,-0.0,-0.39070549889601514,-0.33721480391126063,0.0
2018-10-03,1.0,-0.21924754348168776,-0.6760548578634858,-0.0,-0.39207083180074614,-0.3399190793967737,0.0
2018-10-04,1.0,-0.21858556093454012,-0.6790938749736898,-0.0,-0.39115449379078093,-0.3422174279099137,0.0
2018-10-05,1.0,-0.2105428713727752,-0.6766887729691473,-0.0,-0.39133397992083674,-0.3427088521324281,0.0
2018-10-08,1.0,-0.20896694323029807,-0.6749025047766115,-0.0,-0.3917083256994791,-0.3417174863244955,0.0
2018-10-09,1.0,-0.2075111227427375,-0.6748756869929338,-0.0,-0.3921224810259094,-0.34258047631510075,0.0
2018-10-10,1.0,-0.21010053408733897,-0.6742329039690019,-0.0,-0.39402031626348305,-0.3396952560477537,0.0
2018-10-11,1.0,-0.17380964557868359,-0.6684140541093438,-0.0,-0.3777681174244361,-0.3371605380248555,0.0
2018-10-12,1.0,-0.16959959194083143,-0.6710277990308595,-0.0,-0.3758224942616679,-0.33391991838816626,0.0
2018-10-15,1.0,-0.14886574840237288,-0.6911678590523715,-0.0,-0.3717951982076024,-0.33421595335692644,0.0
2018-10-16,1.0,-0.14826883910386965,-0.6920061099796334,-0.0,-0.3715631364562118,-0.33398676171079433,0.0
2018-10-17,1.0,-0.1303221587908357,-0.6624751653547267,-0.0,-0.37346276689384605,-0.3486406961245379,0.0
2018-10-18,1.0,-0.1299253187155825,-0.6617968769644698,-0.0,-0.3741356332822048,-0.34866353189670346,0.0
2018-10-19,1.0,-0.11627790819639378,-0.6543878927126516,-0.0,-0.3774536736426752,-0.3492333050297188,0.0
2018-10-22,1.0,-0.11720879065929944,-0.6576993274495587,-0.0,-0.3766282471185339,-0.3486261469610221,0.0
2018-10-23,1.0,-0.11418763155257092,-0.6592913701513481,-0.0,-0.38080084193645386,-0.3514583542146938,0.0
2018-10-24,1.0,-0.11341448111431798,-0.6635462416865353,-0.0,-0.3816037143932739,-0.35118584514995604,0.0
2018-10-25,1.0,-0.09698413478068667,-0.6429588879610982,-0.0,-0.3812564467802937,-0.33471683285033643,0.0
2018-10-26,1.0,-0.08160479684110464,-0.6348014722012333,-0.0,-0.3908889268042996,-0.33014843883296363,0.0
2018-10-29,1.0,-0.06964160054354421,-0.6399504986532722,-0.0,-0.3850913591031521,-0.3318531460047075,0.0
2018-10-30,1.0,-0.050382311401159105,-0.6438659718501922,-0.0,-0.3895193103784152,-0.35131252130716406,0.0
2018-10-31,1.0,-0.05103850358314102,-0.6398882545852058,-0.0,-0.3884610712984331,-0.3498603182315074,0.0
2018-11-01,1.0,-0.036127904435865686,-0.6522689198047927,-0.0,-0.38869060625925655,-0.3508631364265423,0.0
2018-11-02,1.0,-0.03775320055177754,-0.643425860942378,-0.0,-0.39016480724087027,-0.34873308971225286,0.0
2018-11-05,1.0,-0.03999321327289915,-0.6388006883680345,-0.0,-0.39072157452068745,-0.3542913929757374,0.0
2018-11-06,1.0,-0.03727356612112088,-0.6371472973629255,-0.0,-0.39449273954640374,-0.3593074644262056,0.0
2018-11-07,1.0,-0.03683750728013978,-0.6372306348281886,-0.0,-0.3935886235682392,-0.3590564938846826,0.0
2018-11-08,1.0,-0.03332768183689781,-0.637537239324727,-0.0,-0.39237532395184926,-0.35882965582386706,0.0
2018-11-09,1.0,-0.03527096946583429,-0.639589962834309,-0.0,-0.3930818373940292,-0.3611873588068113,0.0
2018-11-12,1.0,-0.03536196319018405,-0.656196319018405,-0.0,-0.3945766871165644,-0.3678527607361964,0.0
2018-11-13,1.0,-0.02139271965303835,-0.6558890892256712,-0.0,-0.39454704936406604,-0.36472394132839525,0.0
2018-11-14,1.0,-0.02170735272620962,-0.6555815426594552,-0.0,-0.3945086001071968,-0.3645178580129611,0.0
2018-11-15,1.0,-0.021098483926702844,-0.6570705472951597,-0.0,-0.3974399532767138,-0.35791984036210545,0.0
2018-11-16,1.0,-0.02138582064133132,-0.6561967787455598,-0.0,-0.3972069485669797,-0.3581577538805898,0.0
2018-11-19,1.0,-0.025922136139940554,-0.6559713492179505,-0.0,-0.3960191005213663,-0.3583784047166594,0.0
2018-11-20,1.0,-0.0,-0.6503915246430216,-0.0,-0.39879754660719047,-0.3750878809183253,0.0
2018-11-21,1.0,-0.0,-0.6483831354891527,-0.0,-0.39738990151934694,-0.36206688979316654,0.0
2018-11-23,1.0,-0.0,-0.6498036664980367,-0.0,-0.397027293970273,-0.3621449736214497,0.0
