Date,IMAX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5916847364947676,-1.3420854152917885,-0.0,-0.947770340341284,-0.8323277081172811,0.0
2018-09-25,1.0,-0.5981696386451552,-1.340598169638645,-0.0037739409378243233,-0.946551561468063,-0.8283800358524389,0.0
2018-09-26,1.0,-0.6013893483294741,-1.3454940692783894,-0.008458957516185436,-0.9473087283209678,-0.8230234866027126,0.0
2018-09-27,1.0,-0.6092633770166059,-1.3329706202393907,-0.013010360978379145,-0.9505133178786015,-0.8252826796612576,0.0
2018-09-28,1.0,-0.60755002601826,-1.3338379298926155,-0.013907942665215951,-0.9500922465584938,-0.8251572922087138,0.0
2018-10-01,1.0,-0.6091524300790309,-1.332591926553405,-0.013960531919928068,-0.9512091240357768,-0.8254696890823908,0.0
2018-10-02,1.0,-0.610894386298763,-1.3616555661274976,-0.008087535680304472,-0.951569933396765,-0.8251665080875357,0.0
2018-10-03,1.0,-0.6100969766115232,-1.3515402167712494,-0.007035558090891804,-0.9543639475185397,-0.8307187678265829,0.0
2018-10-04,1.0,-0.6168957808114922,-1.3424820434761926,-0.008324216334490797,-0.9634210150787232,-0.8255719925795557,0.0
2018-10-05,1.0,-0.6000567697984672,-1.3343268048065096,-0.0,-0.9669315923928469,-0.8295013719367962,0.0
2018-10-08,1.0,-0.5949558399848864,-1.3286733103480848,-0.0,-0.9715675624616257,-0.8277995560383508,0.0
2018-10-09,1.0,-0.5880236686390533,-1.3312189349112427,-0.0,-0.9776568047337278,-0.8368284023668638,0.0
2018-10-10,1.0,-0.5869709622319226,-1.336164357563105,-0.0,-0.979407857278421,-0.8421901689125071,0.0
2018-10-11,1.0,-0.47237101130797043,-1.3188664560728838,-0.0,-0.9379206153000961,-0.8489218513940393,0.0
2018-10-12,1.0,-0.4670850641141412,-1.3074318222864365,-0.0,-0.9166064655950875,-0.8240021672385768,0.0
2018-10-15,1.0,-0.43601746410406444,-1.3337084214790476,-0.0,-0.9090336229013818,-0.8222982400864203,0.0
2018-10-16,1.0,-0.4348139147653121,-1.335268439764187,-0.0,-0.9084199630979705,-0.8217451959857793,0.0
2018-10-17,1.0,-0.40384700030811216,-1.2770808574321053,-0.0,-0.8951538359963026,-0.8255204894581627,0.0
2018-10-18,1.0,-0.406552165658528,-1.2850456973817828,-0.0,-0.8951388582277363,-0.8285134001501171,0.0
2018-10-19,1.0,-0.3843161253660882,-1.2697031953490405,-0.0,-0.8938672028675089,-0.8232722822048346,0.0
2018-10-22,1.0,-0.3844574523851127,-1.2623623973440503,-0.0,-0.896033548838022,-0.8254412021666957,0.0
2018-10-23,1.0,-0.3919888053174742,-1.2644743746720306,-0.0,-0.8923386391464054,-0.8241210425048102,0.0
2018-10-24,1.0,-0.38977565924694973,-1.266453841780732,-0.0,-0.8929024358245506,-0.8239821576944942,0.0
2018-10-25,1.0,-0.34947820232284127,-1.2031644504292207,-0.0,-0.8794394883016328,-0.7759215620265949,0.0
2018-10-26,1.0,-0.31481238232847325,-1.2515434125837381,-0.0,-0.9868207890012697,-0.8252988309470641,0.0
2018-10-29,1.0,-0.27527474933228246,-1.281185691142344,-0.0,-0.9771005735802792,-0.8449581855597881,0.0
2018-10-30,1.0,-0.2563978965819457,-1.2834355828220858,-0.0,-0.9797984224364593,-0.8624890446976337,0.0
2018-10-31,1.0,-0.2717424674356388,-1.253673084513837,-0.0,-0.9933336257181703,-0.8669795184421736,0.0
2018-11-01,1.0,-0.2328000352593768,-1.2962669134823042,-0.0,-1.0014544492926087,-0.8769007007801136,0.0
2018-11-02,1.0,-0.23515491476401243,-1.2771374731583331,-0.0,-1.0,-0.8700205968710286,0.0
2018-11-05,1.0,-0.2375060330832346,-1.2733535167390637,-0.0,-1.0011846781624325,-0.8756526699135624,0.0
2018-11-06,1.0,-0.2389015616774873,-1.2734690296543254,-0.0,-1.0,-0.8743639234953501,0.0
2018-11-07,1.0,-0.23771533774602202,-1.2739227633366939,-0.0,-0.9979836058387762,-0.8738438609564722,0.0
2018-11-08,1.0,-0.1967305524239008,-1.2752580001734455,-0.0,-0.9833058711299975,-0.8808429451045009,0.0
2018-11-09,1.0,-0.19706035379812692,-1.2748872702046479,-0.0,-0.9831772459243843,-0.8806798473812001,0.0
2018-11-12,1.0,-0.19598511724495976,-1.2694903521675176,-0.0,-0.9826944708834473,-0.87821233884226,0.0
2018-11-13,1.0,-0.14796733918002333,-1.2799498855143214,-0.0,-1.0058322892815483,-0.8863783643668726,0.0
2018-11-14,1.0,-0.1495052499675928,-1.279134079419263,-0.0,-1.0063086030333146,-0.8860130493021648,0.0
2018-11-15,1.0,-0.14928540493720227,-1.288306626245128,-0.0,-1.0201818969250758,-0.8731052403637939,0.0
2018-11-16,1.0,-0.1419338047108836,-1.2759293801240619,-0.0,-1.0266776558365505,-0.8932893766537977,0.0
2018-11-19,1.0,-0.14592554022390003,-1.2751887529289248,-0.0,-1.0250368827562266,-0.892953223986809,0.0
2018-11-20,1.0,-0.098902989890299,-1.2640567864056786,-0.0,-1.0271456227145623,-0.9118520111852012,0.0
2018-11-21,1.0,-0.0965481886534518,-1.257946001367054,-0.0,-1.0215738209159262,-0.8959757347915243,0.0
2018-11-23,1.0,-0.09716494845360825,-1.2756013745704466,-0.0,-1.0225515463917525,-0.9002147766323024,0.0
2018-11-26,1.0,-0.09646260839701211,-1.2781832231475916,-0.0,-1.0203485876191294,-0.897956555336138,0.0
2018-11-27,1.0,-0.08288895524934943,-1.2814299731240133,-0.0,-1.012286165265987,-0.8894245126061175,0.0
2018-11-28,1.0,-0.08509004011265682,-1.27532644874968,-0.0,-1.0153622941025862,-0.8915251344200734,0.0
2018-11-29,1.0,-0.05074413520558312,-1.2546455898427646,-0.0,-1.0058437736483645,-0.8929202051627008,0.0
