Date,IWF,IWM,MGA,MTUM,SPY,VLUE,VXX
2018-09-24,-0.37505310862484065,-0.6368078175895765,1.0,-0.06854553179436339,-0.6821625832035122,-0.778005948165982,0.0
2018-09-25,-0.3741402538466993,-0.6395447777068709,1.0,-0.0660497766432674,-0.6844997518258527,-0.7810749485924982,0.0
2018-09-26,-0.3793551648192945,-0.6563526735747555,1.0,-0.0519550853883092,-0.7062136693504711,-0.8165866339314728,0.0
2018-09-27,-0.390779164248404,-0.6448418456181081,1.0,-0.057204004643064424,-0.712964306442252,-0.8215684852002322,0.0
2018-09-28,-0.389277812035257,-0.6461242700134209,1.0,-0.0578548369545504,-0.7126845369799413,-0.8213210490043165,0.0
2018-10-01,-0.3944456577127466,-0.6466841377302177,1.0,-0.056999344835116844,-0.7178787217005168,-0.8237970444784161,0.0
2018-10-02,-0.40297523083687525,-0.6148688260296057,1.0,-0.0707166935365675,-0.7348307196247985,-0.8406859152865309,0.0
2018-10-03,-0.40270299967036594,-0.6117642749880966,1.0,-0.07057832472622055,-0.7354503168150021,-0.8420686371461011,0.0
2018-10-04,-0.4062316930287053,-0.6058509080257763,1.0,-0.0713605741066198,-0.7398213239601641,-0.8380931458699473,0.0
2018-10-05,-0.4025446967204125,-0.6038170450806186,1.0,-0.06427552923110673,-0.7429344448100619,-0.8426017330262149,0.0
2018-10-08,-0.4049532195927352,-0.6091726288754357,1.0,-0.06552926068611264,-0.7438268207668317,-0.8456063107686663,0.0
2018-10-09,-0.4030683403068341,-0.609997797841885,1.0,-0.0603024297144535,-0.7469720325919402,-0.8499229244659767,0.0
2018-10-10,-0.4031334294054614,-0.6216236189631601,1.0,-0.05465026050327015,-0.7522817130399438,-0.8633558733325943,0.0
2018-10-11,-0.366522210184182,-0.6114120621162875,1.0,-0.005019862766341639,-0.7459732755507403,-0.882484651498736,0.0
2018-10-12,-0.38490755338970906,-0.6074602264583632,1.0,-0.0005016482728966604,-0.7278916439730543,-0.8624408771678371,0.0
2018-10-15,-0.36278155166249554,-0.6257061136932427,1.0,-0.0,-0.7232749374329639,-0.863496603503754,0.0
2018-10-16,-0.3543174489430312,-0.643568613400215,1.0,-0.0,-0.7225725546399139,-0.8624865639555714,0.0
2018-10-17,-0.33440446343444336,-0.606836399590381,1.0,-0.0,-0.7184222606730464,-0.8714996998481584,0.0
2018-10-18,-0.33413368172027824,-0.6065110695243812,1.0,-0.0,-0.7186893118180855,-0.8715793933830019,0.0
2018-10-19,-0.3253007809751636,-0.599908534440301,1.0,-0.0,-0.7190248364173644,-0.8736719904312952,0.0
2018-10-22,-0.32522069426370764,-0.5922343755495375,1.0,-0.0,-0.7227869025428199,-0.8767980867302078,0.0
2018-10-23,-0.3304366182317138,-0.5931112127502376,1.0,-0.0,-0.7194525560285685,-0.875241881574781,0.0
2018-10-24,-0.3311269998584171,-0.5893742035962055,1.0,-0.0,-0.7294704799660201,-0.8896007362310633,0.0
2018-10-25,-0.303183966332057,-0.5483114284728691,1.0,-0.0,-0.7316223395080893,-0.8664665907758117,0.0
2018-10-26,-0.29073744698317144,-0.53769325489123,1.0,-0.0,-0.7337871117799972,-0.8582227390887947,0.0
2018-10-29,-0.2626638448935008,-0.5536250682687056,1.0,-0.0,-0.7244675040961224,-0.8726447296559257,0.0
2018-10-30,-0.2564662526445097,-0.5536067699447212,1.0,-0.0,-0.7246297686480584,-0.8776018562751654,0.0
2018-10-31,-0.2601146267846848,-0.5359989147760029,1.0,-0.0,-0.7221826567639976,-0.872994879099264,0.0
2018-11-01,-0.24718035563082133,-0.545571549534293,1.0,-0.0,-0.7213209144792548,-0.872887383573243,0.0
2018-11-02,-0.248454130765332,-0.5376921777327252,1.0,-0.0,-0.7221490116573746,-0.8706538266599089,0.0
2018-11-05,-0.24536395879074482,-0.5461239655463604,1.0,-0.0,-0.7227157574733999,-0.8636041209255194,0.0
2018-11-06,-0.26195899772209563,-0.5667221976676979,1.0,-0.0,-0.7190358004963792,-0.8521402101111752,0.0
2018-11-07,-0.2617518099316814,-0.5666020869446993,1.0,-0.0,-0.7186023588593181,-0.8519424900581216,0.0
2018-11-08,-0.2294417615075479,-0.5718482996183851,1.0,-0.0,-0.7115598932829017,-0.864273411907737,0.0
2018-11-09,-0.22712132138319424,-0.5918066000480752,1.0,-0.0,-0.7365475086707186,-0.8785069194052402,0.0
2018-11-12,-0.2271078719215226,-0.6051949846292011,1.0,-0.0,-0.7376947255707921,-0.8841490794791198,0.0
2018-11-13,-0.20025370268787712,-0.5996640153592979,1.0,-0.0,-0.7425260559517279,-0.8859709270433351,0.0
2018-11-14,-0.20227802936736652,-0.5991491697543571,1.0,-0.0,-0.7435844654864827,-0.8857897625909152,0.0
2018-11-15,-0.2023584419156324,-0.606215835252862,1.0,-0.0,-0.7553890053976002,-0.8740330731942104,0.0
2018-11-16,-0.19689475130530368,-0.5956306677658698,1.0,-0.0,-0.7572135201978566,-0.8853050288540809,0.0
2018-11-19,-0.19639973891236387,-0.5958981758219107,1.0,-0.0,-0.7576007420385448,-0.8854993301040914,0.0
2018-11-20,-0.14343897597371486,-0.5880963789444863,1.0,-0.0,-0.7698678896570608,-0.921110274488329,0.0
2018-11-21,-0.1456769152369628,-0.5809070834041108,1.0,-0.0,-0.7671819262782401,-0.9035501953456768,0.0
2018-11-23,-0.1453294269946174,-0.5912652449410641,1.0,-0.0,-0.7657900115827484,-0.9043401240035428,0.0
2018-11-26,-0.14407964269885104,-0.6004227609014353,1.0,-0.0,-0.7634243633016262,-0.9014353414476152,0.0
2018-11-27,-0.137056526905449,-0.6010864029876083,1.0,-0.0,-0.759124087591241,-0.8977423187913768,0.0
2018-11-28,-0.1297815626406342,-0.6640357254128154,1.0,-0.0,-0.7632845224495447,-0.9046629971959704,0.0
2018-11-29,-0.10285851384699753,-0.6531738415135727,1.0,-0.0,-0.7613792157938031,-0.9100973402796818,0.0
2018-11-30,-0.10348849175042019,-0.6549583233286453,1.0,-0.0,-0.76489555105821,-0.9068363461736356,0.0
2018-12-03,-0.10239972574562907,-0.6549880013712719,1.0,-0.0,-0.7644840589646897,-0.9063078505313678,0.0
2018-12-04,-0.0969319697643397,-0.6562916851934192,1.0,-0.0,-0.7617744638642815,-0.9053254437869821,0.0
2018-12-06,-0.0884630926724138,-0.6255724676724138,1.0,-0.0,-0.7585196659482759,-0.8949016702586207,0.0
2018-12-07,-0.0856632756181365,-0.6262548002425385,1.0,-0.0,-0.7594152125581082,-0.8972579667183184,0.0
2018-12-10,-0.06650180457158134,-0.6267210266007218,1.0,-0.0,-0.7595241277904023,-0.8890522657398743,0.0
2018-12-11,-0.054831686484675936,-0.6334617317032324,1.0,-0.0,-0.7585329090604589,-0.902662870540948,0.0
2018-12-12,-0.0574196359735863,-0.6336607112928637,1.0,-0.0,-0.760265477826568,-0.9006134146750243,0.0
2018-12-13,-0.05787533512064343,-0.6330428954423593,1.0,-0.0,-0.7603552278820376,-0.8999329758713137,0.0
2018-12-14,-0.06146168274383709,-0.6238612004287246,1.0,-0.0,-0.7648378885316185,-0.8992832261521972,0.0
2018-12-17,-0.043203899702847985,-0.6242195586124002,1.0,-0.0,-0.7526626823812227,-0.9187339320890789,0.0
2018-12-18,-0.03346946907062456,-0.6154331440714547,1.0,-0.0,-0.7498754856061361,-0.9216057376232691,0.0
2018-12-19,-0.04630246502331778,-0.6153231179213857,1.0,-0.0,-0.7475682878081279,-0.9219187208527648,0.0
2018-12-20,-0.04447466171398249,-0.6020827805784028,1.0,-0.0,-0.7536813478376228,-0.9162907933138764,0.0
2018-12-21,-0.03858233874433828,-0.6064072469997024,1.0,-0.0,-0.7630839422091447,-0.8980394749892551,0.0
2018-12-24,-0.012999835445120948,-0.583347046239921,1.0,-0.0,-0.7641270363666283,-0.9305907520157973,0.0
2018-12-26,-0.012055671719811813,-0.586382645060115,1.0,-0.0,-0.7469289074751698,-0.9217524830109775,0.0
2018-12-27,-0.0,-0.55403695267021,1.0,-0.0,-0.6841305998481396,-0.9255884586180713,0.0
2018-12-28,-0.0,-0.5536025336500396,1.0,-0.0,-0.6858907363420429,-0.92756927949327,0.0
2018-12-31,-0.0,-0.5497348953868622,1.0,-0.0,-0.6919071657618185,-0.9332634854113089,0.0
2019-01-02,-0.0,-0.5488087306874783,1.0,-0.0,-0.6888740839440374,-0.9348370927318296,0.0
2019-01-03,-0.0,-0.5483574327752411,1.0,-0.0,-0.6958079654997463,-0.9268138001014714,0.0
2019-01-04,-0.0,-0.5472586506557118,1.0,-0.0,-0.6854163374940749,-0.9273818928740717,0.0
