Date,BX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.23995940631739185,-0.40383102879614363,-0.11437270074844602,-0.40172523151084616,-0.37721679563617916,0.0
2018-09-25,1.0,-0.24209137725462343,-0.4023186788097111,-0.117557523021893,-0.40023846368502497,-0.3746416702605343,0.0
2018-09-26,1.0,-0.24192068508512593,-0.4042461005199307,-0.11214191049036598,-0.4050616780507697,-0.38528392292792335,0.0
2018-09-27,1.0,-0.24116010110035999,-0.4087160764890603,-0.11115933518854197,-0.4058822027623887,-0.3861216778574894,0.0
2018-09-28,1.0,-0.2378245506222154,-0.41529676857684233,-0.1116658984995135,-0.40766630818866184,-0.38807804578276234,0.0
2018-10-01,1.0,-0.2382720475263751,-0.41485711359213356,-0.11167161733073852,-0.4078920413807231,-0.3880467069548295,0.0
2018-10-02,1.0,-0.24227943065618415,-0.3941986537176918,-0.11946970864806536,-0.41639689635681615,-0.3968963568161965,0.0
2018-10-03,1.0,-0.24250134937157838,-0.3955843421492276,-0.11974708921273806,-0.41609479014059164,-0.39627830467525127,0.0
2018-10-04,1.0,-0.24145656820581493,-0.4001957199145013,-0.11962092142875537,-0.4147201977801241,-0.3992686255826531,0.0
2018-10-05,1.0,-0.2523690513381235,-0.4147141518275539,-0.12282620014578777,-0.4160939289805269,-0.3973497865250442,0.0
2018-10-08,1.0,-0.2518208302986161,-0.4137966912912288,-0.12204765373010093,-0.41647591301633546,-0.39704505254396005,0.0
2018-10-09,1.0,-0.2517557093065598,-0.41382718618321795,-0.12191125214586693,-0.41650626853248707,-0.39705040836497946,0.0
2018-10-10,1.0,-0.2518462658622842,-0.41343353442895775,-0.12208758061160807,-0.41657998751820263,-0.396427085500312,0.0
2018-10-11,1.0,-0.26244033648901666,-0.42253632551884185,-0.1275546530945914,-0.42683473537090266,-0.39766883784710316,0.0
2018-10-12,1.0,-0.26959403047380504,-0.41635357962847,-0.12745251513254016,-0.413640158630766,-0.3820183677729075,0.0
2018-10-15,1.0,-0.2610043235922279,-0.42983278637287076,-0.11561702349325415,-0.41391884148564884,-0.3841746106162421,0.0
2018-10-16,1.0,-0.258703481392557,-0.4438645023226682,-0.10595542564852027,-0.415914191763662,-0.38530194686570274,0.0
2018-10-17,1.0,-0.2526441002301466,-0.42910708282692456,-0.10131623180160844,-0.41447079206640636,-0.3883788885728323,0.0
2018-10-18,1.0,-0.25182293013394014,-0.4278326524279878,-0.1019548016755443,-0.4156539277033666,-0.38845219010187726,0.0
2018-10-19,1.0,-0.24917491749174916,-0.4256652227722772,-0.0988036303630363,-0.41656353135313534,-0.3881497524752475,0.0
2018-10-22,1.0,-0.24773062301187057,-0.4346341841880673,-0.10600770683011353,-0.4126516150722839,-0.38518633460056373,0.0
2018-10-23,1.0,-0.24700370169035232,-0.4356863658719681,-0.10338847039942017,-0.4154694416401336,-0.38704667236157486,0.0
2018-10-24,1.0,-0.24630580183543316,-0.43892259034582876,-0.10457821330429823,-0.4159796754290454,-0.3866075594960336,0.0
2018-10-25,1.0,-0.24371593169547132,-0.43607429796688113,-0.10302513627321812,-0.4162081169753804,-0.3843550595468754,0.0
2018-10-26,1.0,-0.24012650416538106,-0.43201686722205085,-0.09909492954849326,-0.4181579759333539,-0.38180088450066857,0.0
2018-10-29,1.0,-0.2331385813858139,-0.43626998769987707,-0.09335280852808528,-0.4148728987289873,-0.38489134891348914,0.0
2018-10-30,1.0,-0.2598077422707197,-0.44515458560665105,-0.10394907768251492,-0.4212003117692907,-0.3679916861522473,0.0
2018-10-31,1.0,-0.2593778711116944,-0.46158288489303057,-0.10048562803517522,-0.4280614253839086,-0.3755348470927943,0.0
2018-11-01,1.0,-0.261591404628681,-0.45926918328210786,-0.10266109753855043,-0.42798224183676153,-0.3754432973441563,0.0
2018-11-02,1.0,-0.2592249702420315,-0.4746726623462505,-0.10366353656923688,-0.42727152493056475,-0.3802936119560905,0.0
2018-11-05,1.0,-0.26064055055584967,-0.47165166754896765,-0.1034939121228163,-0.4275013234515616,-0.3836156696664902,0.0
2018-11-06,1.0,-0.2545662100456621,-0.4689657003291919,-0.10616438356164383,-0.43336519061272166,-0.3917117978124668,0.0
2018-11-07,1.0,-0.255506256808098,-0.4695661415021653,-0.10467865777518,-0.4346289752650177,-0.39246526209516724,0.0
2018-11-08,1.0,-0.2505029648454045,-0.46984858110969935,-0.10003706056755611,-0.432788013553579,-0.39400677678949597,0.0
2018-11-09,1.0,-0.2492520320898091,-0.46993566152135346,-0.10084990335989832,-0.4338743413910879,-0.39378855675289254,0.0
2018-11-12,1.0,-0.2504403992953611,-0.485400096087119,-0.09830246089788075,-0.4350344312176373,-0.3999092510542892,0.0
2018-11-13,1.0,-0.2449972095989795,-0.48462621913949344,-0.09237556140211008,-0.4366844720827021,-0.39884131919530147,0.0
2018-11-14,1.0,-0.24613258199989368,-0.48399872415076284,-0.09228642815373983,-0.4370581043006751,-0.3985434054542555,0.0
2018-11-15,1.0,-0.24598049376810438,-0.48417443992665227,-0.09181748119801215,-0.4372957027824284,-0.39825666374338936,0.0
2018-11-16,1.0,-0.24406662409535973,-0.47717113665389527,-0.08359940400170285,-0.4433269476372924,-0.4125425713069391,0.0
2018-11-19,1.0,-0.2442274952117472,-0.47627154713768893,-0.08594913811449245,-0.4419025324537136,-0.41178974249840394,0.0
2018-11-20,1.0,-0.23455938900527726,-0.47482033466811635,-0.07536662335251532,-0.4462595136439577,-0.4209074756689385,0.0
2018-11-21,1.0,-0.23470331703449188,-0.47273688383771634,-0.07627857803620985,-0.4448262191092903,-0.4145103739923351,0.0
2018-11-23,1.0,-0.23964186809345847,-0.5125964563224262,-0.06081789584061518,-0.4506493157314549,-0.4249993278305057,0.0
2018-11-26,1.0,-0.24078929585079067,-0.5306663062576024,-0.05425057440194621,-0.452520610893364,-0.42486822543586966,0.0
2018-11-27,1.0,-0.24195079610491768,-0.5314508910407681,-0.05582228008788347,-0.4556107087639353,-0.4275910706051482,0.0
2018-11-28,1.0,-0.24110833152055688,-0.5459266913204264,-0.05185447030672178,-0.45339351751142054,-0.4268816619534479,0.0
2018-11-29,1.0,-0.22519846627423448,-0.5424204784792352,-0.03418480315385861,-0.460279742938921,-0.438164929524221,0.0
2018-11-30,1.0,-0.22465079836814092,-0.5427822656904331,-0.034231216059222434,-0.46016264555696645,-0.4399265123064869,0.0
2018-12-03,1.0,-0.22469542667278966,-0.5443420946000702,-0.030065641967638237,-0.4616278127448067,-0.4405845646830006,0.0
2018-12-04,1.0,-0.22993215739484396,-0.5458887381275441,-0.0255359565807327,-0.46781546811397556,-0.4445318860244234,0.0
2018-12-06,1.0,-0.22795372653138632,-0.5457722630110265,-0.022649074801549672,-0.46899298312156273,-0.4438243342093143,0.0
2018-12-07,1.0,-0.22345108695652174,-0.5504076086956522,-0.015896739130434785,-0.4745380434782609,-0.45309782608695653,0.0
2018-12-10,1.0,-0.21266772861038366,-0.5532816760711682,-0.012203353222279218,-0.47590377709981374,-0.44580037258025323,0.0
2018-12-11,1.0,-0.19715436095543828,-0.5687469394417541,-0.0,-0.48065727188639207,-0.4739376462266717,0.0
2018-12-12,1.0,-0.197616845312585,-0.5686109146308287,-0.0,-0.4807660917351324,-0.4735023668317101,0.0
2018-12-13,1.0,-0.19711263967809464,-0.5651287349446724,-0.0,-0.48470677795600986,-0.47181968951360753,0.0
2018-12-14,1.0,-0.19819575023096572,-0.5581218412042823,-0.002690071191783055,-0.48717461007553936,-0.47106135536112165,0.0
2018-12-17,1.0,-0.19558787615662226,-0.5584348628334193,-0.0,-0.4851436789406561,-0.47431688057960003,0.0
2018-12-18,1.0,-0.19341374169941727,-0.5577720558341238,-0.0,-0.48486244748610924,-0.47434611736007587,0.0
2018-12-19,1.0,-0.1918677148278666,-0.5583084846841962,-0.0,-0.48579560856600706,-0.47478991596638653,0.0
2018-12-20,1.0,-0.1928221859706362,-0.5626155519303969,-0.0,-0.48602501359434475,-0.4774061990212071,0.0
2018-12-21,1.0,-0.1894074917330731,-0.5665961945031712,-0.0,-0.493006993006993,-0.4614842521819266,0.0
2018-12-24,1.0,-0.1554120340091563,-0.546299324177022,-0.0,-0.5078755177676041,-0.5155057771964247,0.0
2018-12-26,1.0,-0.1580077169719037,-0.5680126080104342,-0.0,-0.4854355741535786,-0.5057877289277757,0.0
2018-12-27,1.0,-0.14698499172141216,-0.5543983336003846,-0.0,-0.4622122523099931,-0.5068899214869412,0.0
2018-12-28,1.0,-0.14256341789052068,-0.5597329773030708,-0.0,-0.46272363150867823,-0.5052069425901202,0.0
2018-12-31,1.0,-0.14095268627608135,-0.5628222596243756,-0.0,-0.4629050786781011,-0.5048756378402929,0.0
2019-01-02,1.0,-0.1363369141146919,-0.5640265084709529,-0.0,-0.4626155737266848,-0.509245898134787,0.0
2019-01-03,1.0,-0.13694054776219103,-0.5637675350701403,-0.0,-0.46281897127588506,-0.5084836339345357,0.0
2019-01-04,1.0,-0.13065742098946526,-0.5656220829443925,-0.0,-0.4607014268569143,-0.5100413388451793,0.0
2019-01-07,1.0,-0.12341738763452204,-0.5533604135893648,-0.0,-0.45914222409791094,-0.5017936273475416,0.0
2019-01-08,1.0,-0.12192994051553206,-0.5600528750826174,-0.0,-0.45744877726371447,-0.504296100462657,0.0
2019-01-09,1.0,-0.12077116070249572,-0.5548923808266208,-0.0,-0.45765218539548397,-0.5076719926053084,0.0
2019-01-10,1.0,-0.12089682309134603,-0.5547046240790133,-0.0,-0.45768083027438133,-0.5075395463068106,0.0
2019-01-11,1.0,-0.12058761361234412,-0.5514426125554851,-0.0,-0.45917882054533926,-0.5109120693299514,0.0
2019-01-14,1.0,-0.12153659052453467,-0.5505499153976311,-0.0,-0.45894141285956,-0.5127961082910321,0.0
2019-01-15,1.0,-0.12007618846062273,-0.5468373852543583,-0.0,-0.4602259199492077,-0.5182931668474379,0.0
2019-01-16,1.0,-0.11204755614266844,-0.5514134742404228,-0.0,-0.4534742404227212,-0.5250462351387054,0.0
2019-01-17,1.0,-0.10918507557340662,-0.5552795687559454,-0.0,-0.4536518338442025,-0.5243103266039532,0.0
2019-01-18,1.0,-0.11324101776589267,-0.5516958352087691,-0.0,-0.45484391961661674,-0.5279197225237628,0.0
2019-01-22,1.0,-0.0,-0.6019699962628797,-0.0,-0.50947626928621,-0.5579520580855267,0.0
2019-01-23,1.0,-0.0,-0.5839236547354915,-0.0,-0.5144751263065038,-0.5747547381646129,0.0
2019-01-24,1.0,-0.0,-0.5810211173483026,-0.0,-0.5195402298850575,-0.5724939855653569,0.0
2019-01-25,1.0,-0.0,-0.5635205527516126,-0.0,-0.5401743542684408,-0.5953145664084639,0.0
2019-01-28,1.0,-0.0,-0.5506310299164932,-0.0,-0.5599545982758154,-0.5918979542199281,0.0
2019-01-29,1.0,-0.0,-0.5450458988870535,-0.0,-0.5568252592813236,-0.6060277830431369,0.0
2019-01-30,1.0,-0.0,-0.5451715082437665,-0.0,-0.5570024636543304,-0.6051655521563745,0.0
2019-01-31,1.0,-0.0,-0.5563805858919812,-0.0,-0.520744695265711,-0.6328283786347254,0.0
2019-02-01,1.0,-0.0,-0.556394640682095,-0.0,-0.5168493706861551,-0.6335092705372852,0.0
2019-02-04,1.0,-0.0,-0.5583139314527046,-0.0,-0.5136986301369864,-0.6352265959174833,0.0
2019-02-05,1.0,-0.0,-0.5572554222739704,-0.0,-0.512821207115973,-0.6376485879071783,0.0
2019-02-06,1.0,-0.0,-0.5555435165370968,-0.0,-0.5159682531083241,-0.6372673835902158,0.0
2019-02-07,1.0,-0.0,-0.5556127424423014,-0.0,-0.5177971611225485,-0.6354426265034132,0.0
2019-02-08,1.0,-0.0,-0.5556580482378795,-0.0,-0.5290973710626984,-0.6282861716270111,0.0
2019-02-11,1.0,-0.0,-0.5466554320350085,-0.0,-0.5296404011850724,-0.641760213095594,0.0
2019-02-12,1.0,-0.0,-0.5360895074362123,-0.0,-0.5485605130304271,-0.6442352299085824,0.0
2019-02-13,1.0,-0.0,-0.5464389951174273,-0.0,-0.5447478246638117,-0.6365074602438558,0.0
2019-02-14,1.0,-0.0,-0.5409965870307167,-0.0,-0.5516177474402729,-0.6377883959044368,0.0
2019-02-15,1.0,-0.0,-0.56049666338475,-0.0,-0.5435400940816103,-0.6308664259927798,0.0
2019-02-19,1.0,-0.0,-0.5474452554744526,-0.0,-0.556958910850488,-0.6293775116870336,0.0
2019-02-20,1.0,-0.0,-0.5516091105460312,-0.0,-0.5544253957837749,-0.6282230060427091,0.0
2019-02-21,1.0,-0.0,-0.5778984017325987,-0.0,-0.5489486525755957,-0.6145790498122105,0.0
2019-02-22,1.0,-0.0,-0.5793226381461676,-0.0,-0.5459481694775813,-0.6170574523515701,0.0
2019-02-25,1.0,-0.0,-0.5714678848588255,-0.0,-0.553057405470857,-0.6274148274533546,0.0
2019-02-26,1.0,-0.0,-0.5676753782668501,-0.0,-0.5559009628610729,-0.627455295735901,0.0
2019-02-27,1.0,-0.0,-0.5679929558087061,-0.0,-0.5577568653348742,-0.6258874030047878,0.0
2019-02-28,1.0,-0.0,-0.5662849592600748,-0.0,-0.5566505175071571,-0.6297621669235851,0.0
2019-03-01,1.0,-0.0,-0.5646874312128549,-0.0,-0.5590193704600485,-0.62780651551838,0.0
2019-03-04,1.0,-0.0,-0.5623040105627991,-0.0,-0.5547945205479453,-0.6336304120591957,0.0
2019-03-05,1.0,-0.0,-0.5525032375389194,-0.0,-0.5717631499187171,-0.6310583308075939,0.0
2019-03-06,1.0,-0.0,-0.5523284651419124,-0.0,-0.5714521906861395,-0.6317993937723891,0.0
2019-03-07,1.0,-0.0,-0.5214492354318777,-0.0,-0.6125361620057859,-0.6212150433944069,0.0
2019-03-08,1.0,-0.0,-0.516627868307283,-0.0,-0.6290599711783617,-0.6256235450615232,0.0
