Date,HD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.29588574423480085,-0.35791404612159333,-0.15382599580712789,-0.42287735849056607,-0.3900681341719078,0.0
2018-09-25,1.0,-0.29429745968166965,-0.3656055655106989,-0.1477284705386318,-0.42942974596816696,-0.39812374828712976,0.0
2018-09-26,1.0,-0.2941284983924524,-0.36546671585937907,-0.14720919200969798,-0.42963685236915616,-0.39890897591313973,0.0
2018-09-27,1.0,-0.29568080063207797,-0.3612325520147485,-0.14843297340005268,-0.429602317619173,-0.3987358440874375,0.0
2018-09-28,1.0,-0.29384335730656763,-0.3632076714349693,-0.14881846202481624,-0.4296214336520983,-0.3989304249321637,0.0
2018-10-01,1.0,-0.29385884026661746,-0.36327950048739366,-0.1489316858550465,-0.42956503411755403,-0.39892509945464605,0.0
2018-10-02,1.0,-0.29425711275026345,-0.35958904109589046,-0.15039515279241308,-0.43029504741833513,-0.39984193888303476,0.0
2018-10-03,1.0,-0.295277565134757,-0.36673441913259247,-0.15128157748858326,-0.42929546234458726,-0.3971174405406119,0.0
2018-10-04,1.0,-0.29843733502270087,-0.3619469960933375,-0.15169992609017,-0.4334811529933481,-0.3940977721465526,0.0
2018-10-05,1.0,-0.3010124507652859,-0.3647466229612202,-0.1513653546221153,-0.4336355705939887,-0.3927410187951043,0.0
2018-10-08,1.0,-0.3008192389006342,-0.3644556025369979,-0.15097780126849894,-0.43380021141649044,-0.3926532769556025,0.0
2018-10-09,1.0,-0.29823911028730304,-0.36690056931020787,-0.14238051105520985,-0.43990467363961344,-0.4005295908910367,0.0
2018-10-10,1.0,-0.2975274579508675,-0.36987318936700797,-0.14020799066164377,-0.4407067437788507,-0.40462673104472857,0.0
2018-10-11,1.0,-0.2672106863483978,-0.369994022713688,-0.0968060500532758,-0.4399542607656124,-0.424855115777437,0.0
2018-10-12,1.0,-0.2691553583406429,-0.36486765388782827,-0.09473195397554306,-0.4337495485269078,-0.4173417264331046,0.0
2018-10-15,1.0,-0.2657441764584622,-0.3692795299938157,-0.08972376829519686,-0.43395691609977327,-0.4181096681096681,0.0
2018-10-16,1.0,-0.26575102429973974,-0.3692890457907078,-0.08975184889324091,-0.4339423299920117,-0.41812044218826494,0.0
2018-10-17,1.0,-0.25755142616808135,-0.34913716193826316,-0.08141520736152534,-0.4348092070046647,-0.42609161122581635,0.0
2018-10-18,1.0,-0.27114492678096824,-0.3794882484756892,-0.07011829694095575,-0.4432747928500703,-0.4416332273698473,0.0
2018-10-19,1.0,-0.2698511811843064,-0.37826516807159954,-0.06663024248100739,-0.4446092205224269,-0.4423717348319284,0.0
2018-10-22,1.0,-0.2706485263130512,-0.37618688379594706,-0.06474857573944487,-0.4461382378189954,-0.44366691813428377,0.0
2018-10-23,1.0,-0.2703926313324487,-0.37644732391434443,-0.06398147425389639,-0.44693362474956416,-0.44417557827908305,0.0
2018-10-24,1.0,-0.2712406405990017,-0.373882071547421,-0.05979617304492513,-0.44852329450915146,-0.4463914309484193,0.0
2018-10-25,1.0,-0.2501715941734245,-0.34451025751836695,-0.05465592190558507,-0.4628721051427409,-0.42992602384523476,0.0
2018-10-26,1.0,-0.2440465668324958,-0.33947826965327405,-0.046188035051390186,-0.46864819818682285,-0.42695522614207426,0.0
2018-10-29,1.0,-0.25181813558460053,-0.33858007425113157,-0.04729695366932818,-0.47797894522707624,-0.42717286273712046,0.0
2018-10-30,1.0,-0.2420007636502482,-0.34140257095583554,-0.03991345297187222,-0.4817614865724832,-0.4404225531373298,0.0
2018-10-31,1.0,-0.24277955433734327,-0.33549058423430284,-0.04070859347241257,-0.48045784477945286,-0.43850565961118726,0.0
2018-11-01,1.0,-0.23283673003223268,-0.35039719804065883,-0.028704855206720642,-0.4841247684068932,-0.4419177178244207,0.0
2018-11-02,1.0,-0.23212424696881118,-0.354159782415292,-0.029206171678401668,-0.4835413436364099,-0.44287130474568515,0.0
2018-11-05,1.0,-0.23022387111528983,-0.35933728051228625,-0.02917185475059081,-0.483902116738241,-0.43846720707442893,0.0
2018-11-06,1.0,-0.22686103902712051,-0.3575026713478858,-0.030936752658627182,-0.4864651707118506,-0.4423497684831832,0.0
2018-11-07,1.0,-0.22491164730111107,-0.35727543159339964,-0.03419694388650174,-0.4845795937047113,-0.441560092547863,0.0
2018-11-08,1.0,-0.22318141424400156,-0.3570648724133554,-0.03209343658753333,-0.4845245651897931,-0.44219880665227884,0.0
2018-11-09,1.0,-0.2219964955940984,-0.3571700652632114,-0.03288554813479266,-0.4854364001117347,-0.4419360572894182,0.0
2018-11-12,1.0,-0.22181974770758395,-0.35029636759714267,-0.032625766249556716,-0.4877653376564162,-0.44054916662444904,0.0
2018-11-13,1.0,-0.22237723214285715,-0.35118202110389607,-0.02960125811688312,-0.4908685064935065,-0.44249695616883117,0.0
2018-11-14,1.0,-0.22254349921371683,-0.35101202252320807,-0.029625120478871808,-0.4908436057424035,-0.442398417288084,0.0
2018-11-15,1.0,-0.22341099814922802,-0.3533199807316888,-0.02730522526177015,-0.4960322490682757,-0.4352356565169992,0.0
