Date,IWF,IWM,MTUM,SIG,SPY,VLUE,VXX
2018-09-24,-1.202496044999121,-2.506855334856741,-0.33626296361399194,1.0,-1.870715415714537,-1.8725610827913517,0.0
2018-09-25,-1.2028501055594651,-2.5095003518648835,-0.3355911330049261,1.0,-1.873240675580577,-1.8754398311048557,0.0
2018-09-26,-1.2035717427641417,-2.5105128881850973,-0.33702823964106626,1.0,-1.8729656021817545,-1.873317498020586,0.0
2018-09-27,-1.2162257495590827,-2.497883597883598,-0.34444444444444444,1.0,-1.880511463844797,-1.879188712522046,0.0
2018-09-28,-1.2132463180174617,-2.500485051591851,-0.3457976893905988,1.0,-1.8802363524120291,-1.879266249228327,0.0
2018-10-01,-1.2139518476056088,-2.4994267572096303,-0.34632683658170915,1.0,-1.8803245436105478,-1.8790898668312903,0.0
2018-10-02,-1.2142668195044528,-2.496340710695706,-0.348558328189754,1.0,-1.8797284190106693,-1.87867031126003,0.0
2018-10-03,-1.2140149845747026,-2.493873953283385,-0.3493168796826796,1.0,-1.8789775231379462,-1.878184222124284,0.0
2018-10-04,-1.2190610411345018,-2.4822513872985112,-0.3509204615520127,1.0,-1.8847000792742006,-1.8713996300537303,0.0
2018-10-05,-1.187423259077355,-2.4697421504999126,-0.31336607612699524,1.0,-1.9037011050692862,-1.8960708647605684,0.0
2018-10-08,-1.1800943725969941,-2.458406151695211,-0.3035651869975533,1.0,-1.9051904928346732,-1.8909472212513108,0.0
2018-10-09,-1.1788397693517385,-2.4588502533636207,-0.3006290407129128,1.0,-1.9060807268914903,-1.8922767779136815,0.0
2018-10-10,-1.1790797171046885,-2.4568235396839255,-0.3009691783812102,1.0,-1.905788876276958,-1.888675456212346,0.0
2018-10-11,-1.0318668450986952,-2.4488959518233524,-0.09626965540314486,1.0,-1.8660086985613917,-1.9210438273670123,0.0
2018-10-12,-1.0516342573438147,-2.447414149772445,-0.0739760033098883,1.0,-1.8278858088539514,-1.873810508895325,0.0
2018-10-15,-1.0135991990655766,-2.5638244618721844,-0.0,1.0,-1.8528282996829635,-1.9128149507759054,0.0
2018-10-16,-1.0086724482988658,-2.56971314209473,-0.0,1.0,-1.8502334889926617,-1.9102735156771182,0.0
2018-10-17,-0.9417721518987342,-2.4662311147407103,-0.0,1.0,-1.8324213964883624,-1.9261739485504286,0.0
2018-10-18,-0.9416040509637374,-2.466840901666122,-0.0,1.0,-1.8324893825547208,-1.9263312642927148,0.0
2018-10-19,-0.8921095008051529,-2.428743961352657,-0.0,1.0,-1.8194847020933975,-1.9111916264090176,0.0
2018-10-22,-0.897667662012751,-2.4388669195383748,-0.0,1.0,-1.8210798159954804,-1.912759260753773,0.0
2018-10-23,-0.8992498185044768,-2.437847866419295,-0.0,1.0,-1.8185851415665082,-1.9108655319835444,0.0
2018-10-24,-0.8929693162599662,-2.430055568978014,-0.0,1.0,-1.8176693243134414,-1.912780864943223,0.0
2018-10-25,-0.7761479104591641,-2.2797769119107647,-0.0,1.0,-1.7828711131484454,-1.8012071204828481,0.0
2018-10-26,-0.7272522522522522,-2.234834834834835,-0.0,1.0,-1.7776276276276275,-1.7677177177177175,0.0
2018-10-29,-0.6776693241934283,-2.2490127412264362,-0.0,1.0,-1.7521049102153343,-1.7722226361672007,0.0
2018-10-30,-0.6413010359536867,-2.3034734917733086,-0.0,1.0,-1.8049969530773917,-1.867535039609994,0.0
2018-10-31,-0.6341445095388313,-2.2563467027189423,-0.0,1.0,-1.7800060087126333,-1.8403935706774823,0.0
2018-11-01,-0.5884178652535957,-2.322785768357305,-0.0,1.0,-1.7975018925056776,-1.8613171839515519,0.0
2018-11-02,-0.5906572840245545,-2.2562509357688274,-0.0,1.0,-1.7989968558167388,-1.8401706842341667,0.0
2018-11-05,-0.5830335731414867,-2.28447242206235,-0.0,1.0,-1.8028327338129497,-1.8235911270983214,0.0
2018-11-06,-0.5813078485965836,-2.2875310407103617,-0.0,1.0,-1.8166152456919256,-1.8395665588080368,0.0
2018-11-07,-0.5786031125479287,-2.2878730922487036,-0.0,1.0,-1.8134726712277274,-1.8382828358770018,0.0
2018-11-08,-0.5064458102233548,-2.3126967471143756,-0.0,1.0,-1.8063258881726876,-1.869734672462899,0.0
2018-11-09,-0.5059943054098607,-2.3116289524951297,-0.0,1.0,-1.8064588640791248,-1.8687247115240524,0.0
2018-11-12,-0.4982169390787518,-2.278751857355126,-0.0,1.0,-1.799479940564636,-1.8529717682020803,0.0
2018-11-13,-0.43400087706475665,-2.2585879257418506,-0.0,1.0,-1.7842420698728256,-1.8320420991083175,0.0
2018-11-14,-0.43673200702165005,-2.258630778232885,-0.0,1.0,-1.7862053832650673,-1.8326506729081333,0.0
2018-11-15,-0.4346491228070175,-2.263669590643275,-0.0,1.0,-1.7943713450292396,-1.8171783625730993,0.0
2018-11-16,-0.4257584597432906,-2.2432905484247376,-0.0,1.0,-1.7936114352392065,-1.8302946324387401,0.0
2018-11-19,-0.4260298942763398,-2.2427998541742618,-0.0,1.0,-1.7926358002187386,-1.8297484506015314,0.0
2018-11-20,-0.3731805735696787,-2.2200605274535237,-0.0,1.0,-1.7790027381467073,-1.8334774463179135,0.0
2018-11-21,-0.3678201673521486,-2.1936604736916747,-0.0,1.0,-1.7551411147354985,-1.7745709828393132,0.0
2018-11-23,-0.3673556058890148,-2.183111551528879,-0.0,1.0,-1.755096262740657,-1.7726500566251417,0.0
2018-11-26,-0.3668011037996179,-2.1834005518998088,-0.0,1.0,-1.7539092903134506,-1.771456873982877,0.0
2018-11-27,-0.3437083771468629,-2.1784086926042763,-0.0,1.0,-1.7348054679284963,-1.7533123028391167,0.0
2018-11-28,-0.34436343241727424,-2.1797532249018507,-0.0,1.0,-1.7338053841839598,-1.752734155916994,0.0
2018-11-29,-0.2691076152025616,-2.1655297229569817,-0.0,1.0,-1.744466100515105,-1.7817764165390502,0.0
2018-11-30,-0.2681093869598497,-2.1656808851158584,-0.0,1.0,-1.7448333449307631,-1.779764804119407,0.0
2018-12-03,-0.2644892286309937,-2.16455872133426,-0.0,1.0,-1.7426685198054204,-1.7774843641417652,0.0
2018-12-04,-0.24428907656098575,-2.171604596428077,-0.0,1.0,-1.7336979094559046,-1.7727398587844385,0.0
2018-12-06,-0.19725864123957093,-2.031717653290955,-0.0,1.0,-1.6983181035624422,-1.6943451198516755,0.0
2018-12-07,-0.22996818050332662,-2.204078680937229,-0.0,1.0,-1.8941278565229969,-1.9035290714492337,0.0
2018-12-10,-0.17315464794724528,-2.1893923278735024,-0.0,1.0,-1.8681840743104303,-1.85995887399844,0.0
2018-12-11,-0.1596183966965684,-2.203687882671223,-0.0,1.0,-1.8722768047842802,-1.8838815321087854,0.0
2018-12-12,-0.15778144507426276,-2.2219272440266917,-0.0,1.0,-1.8884982420894023,-1.9069383655019014,0.0
2018-12-13,-0.15731707317073174,-2.2134146341463414,-0.0,1.0,-1.8989956958393115,-1.9038737446197993,0.0
2018-12-14,-0.15988809984936517,-2.21196470841403,-0.0,1.0,-1.8980704397102073,-1.9031633311814073,0.0
2018-12-17,-0.12232677502138582,-2.2083689763330483,-0.0,1.0,-1.8714000570287996,-1.9265754205873968,0.0
2018-12-18,-0.08950073938455039,-2.1785085557355113,-0.0,1.0,-1.8531793535666503,-1.9205689740159142,0.0
2018-12-19,-0.08859154929577465,-2.17887323943662,-0.0,1.0,-1.8538028169014085,-1.9209154929577468,0.0
2018-12-20,-0.08357308259069539,-2.1501649007087225,-0.0,1.0,-1.8705354010244895,-1.9127780506631114,0.0
2018-12-21,-0.06746114711826608,-2.1508815945362048,-0.0,1.0,-1.8728134364764095,-1.8779705902850372,0.0
2018-12-24,-0.021779585085119582,-2.1060720931835415,-0.0,1.0,-1.8582948514715008,-1.90612723137363,0.0
2018-12-26,-0.010808238732920944,-2.1148120454081982,-0.0,1.0,-1.8030045544150635,-1.8690095846645371,0.0
2018-12-27,-0.0,-1.9825224071702945,-0.0,1.0,-1.6081946222791292,-1.8113316261203585,0.0
2018-12-28,-0.0,-1.9851013491911247,-0.0,1.0,-1.6035552145277832,-1.8056141697039454,0.0
2018-12-31,-0.0,-1.9842061512884455,-0.0,1.0,-1.604066756186457,-1.8059978259479508,0.0
2019-01-02,-0.0,-1.9806599859577454,-0.0,1.0,-1.5976255824344163,-1.804493521414438,0.0
2019-01-03,-0.0,-1.9825592538171597,-0.0,1.0,-1.5963074171085416,-1.8097489299175875,0.0
2019-01-04,-0.0,-1.981815877843249,-0.0,1.0,-1.5488183488563645,-1.8053601976810494,0.0
2019-01-07,-0.0,-1.9054261660419098,-0.0,1.0,-1.497757020832053,-1.7419652184600256,0.0
2019-01-08,-0.0,-1.879021879021879,-0.0,1.0,-1.5125329411043695,-1.7370840227983086,0.0
2019-01-09,-0.0,-1.864600525704505,-0.0,1.0,-1.5084662876703954,-1.7397762699431503,0.0
2019-01-10,-0.0,-1.8634891536816378,-0.0,1.0,-1.5082187595478156,-1.7388939810571342,0.0
2019-01-11,-0.0,-1.8541794903360829,-0.0,1.0,-1.530592145758956,-1.7705896836144284,0.0
2019-01-14,-0.0,-1.8559640371944084,-0.0,1.0,-1.537656259621898,-1.764394359258575,0.0
2019-01-15,-0.0,-1.8562079397419273,-0.0,1.0,-1.5407791566339446,-1.7769340001234797,0.0
2019-01-16,-0.0,-1.8571605014512444,-0.0,1.0,-1.5198542580127217,-1.7984931760637313,0.0
2019-01-17,-0.0,-1.8504233883429138,-0.0,1.0,-1.5264849496260586,-1.8039433833982323,0.0
2019-01-18,-0.0,-2.129997081995915,-0.0,1.0,-1.9560840385176537,-2.2089290925007297,0.0
2019-01-22,-0.0,-2.227726545232833,-0.0,1.0,-2.0720981632497524,-2.3215456139013795,0.0
2019-01-23,-0.0,-2.17239535594256,-0.0,1.0,-2.087534372135655,-2.378322639780018,0.0
2019-01-24,-0.0,-2.162335677162947,-0.0,1.0,-2.105166615713849,-2.3754967899724853,0.0
2019-01-25,-0.0,-2.103643216080402,-0.0,1.0,-2.2449748743718594,-2.503140703517588,0.0
2019-01-28,-0.0,-2.067638529665334,-0.0,1.0,-2.2745512971235993,-2.4954150011756404,0.0
2019-01-29,-0.0,-2.041293766682368,-0.0,1.0,-2.2830114617679387,-2.526220756790705,0.0
2019-01-30,-0.0,-2.0496850393700785,-0.0,1.0,-2.2932283464566927,-2.5311023622047246,0.0
2019-01-31,-0.0,-2.0774219058916565,-0.0,1.0,-2.2591538157374456,-2.5716884143930403,0.0
2019-02-01,-0.0,-2.0748536160784936,-0.0,1.0,-2.2703750593448335,-2.567415730337079,0.0
2019-02-04,-0.0,-2.078786918995961,-0.0,1.0,-2.2760313564019317,-2.563465040779159,0.0
2019-02-05,-0.0,-2.06522599540885,-0.0,1.0,-2.2727776458481754,-2.5777725005936833,0.0
2019-02-06,-0.0,-2.0441862303375227,-0.0,1.0,-2.27578847521935,-2.5845387716386052,0.0
2019-02-07,-0.0,-2.04519595448799,-0.0,1.0,-2.2729930467762323,-2.583201643489254,0.0
2019-02-08,-0.0,-2.0567820838627697,-0.0,1.0,-2.303128970775095,-2.581639135959339,0.0
2019-02-11,-0.0,-2.0316450663910315,-0.0,1.0,-2.31279319392542,-2.606503935755745,0.0
2019-02-12,-0.0,-2.061650407804254,-0.0,1.0,-2.327202942587558,-2.6073084919238765,0.0
2019-02-13,-0.0,-2.090865499880125,-0.0,1.0,-2.3147926156796936,-2.5860305282506193,0.0
2019-02-14,-0.0,-2.0191924822807996,-0.0,1.0,-2.34681850760532,-2.5976746038066416,0.0
2019-02-15,-0.0,-2.063355619229545,-0.0,1.0,-2.321474052849411,-2.574339382362305,0.0
2019-02-19,-0.0,-2.0266244057052294,-0.0,1.0,-2.3331220285261485,-2.564104595879556,0.0
2019-02-20,-0.0,-2.0517663795147394,-0.0,1.0,-2.310203113886035,-2.541294554651071,0.0
2019-02-21,-0.0,-2.0515031645569617,-0.0,1.0,-2.3131329113924046,-2.5467563291139235,0.0
2019-02-22,-0.0,-2.032499802792459,-0.0,1.0,-2.3178985564407983,-2.537903289421788,0.0
2019-02-25,-0.0,-2.0460840496657116,-0.0,1.0,-2.351878382680675,-2.5612862145813433,0.0
2019-02-26,-0.0,-2.047637983139812,-0.0,1.0,-2.3465086686814063,-2.558772069349452,0.0
2019-02-27,-0.0,-2.0385749581573287,-0.0,1.0,-2.3689328126245317,-2.562524906352116,0.0
2019-02-28,-0.0,-1.91048858008722,-0.0,1.0,-2.1486436543720897,-2.3323970729543944,0.0
2019-03-01,-0.0,-1.9122365988909427,-0.0,1.0,-2.1563031423290204,-2.3251756007393714,0.0
2019-03-04,-0.0,-1.9041783552340175,-0.0,1.0,-2.1537723313155177,-2.3243023770854867,0.0
2019-03-05,-0.0,-1.8819756726870625,-0.0,1.0,-2.1658680427570958,-2.3240692959823073,0.0
2019-03-06,-0.0,-1.8712288447387788,-0.0,1.0,-2.1693156732891836,-2.317807211184695,0.0
2019-03-07,-0.0,-1.835211473730426,-0.0,1.0,-2.17013025025611,-2.3120883945558317,0.0
2019-03-08,-0.0,-1.834024588949785,-0.0,1.0,-2.2324840764331206,-2.3398015108872756,0.0
2019-03-11,-0.0,-1.8437219059035064,-0.0,1.0,-2.248052142643093,-2.39998501648187,0.0
2019-03-12,-0.0,-1.7628339837886522,-0.0,1.0,-2.2689882918042628,-2.4733563494446114,0.0
2019-03-13,-0.0,-1.8041205877897288,-0.0,1.0,-2.2890471140736253,-2.481442205726405,0.0
2019-03-14,-0.0,-1.8011811023622046,-0.0,1.0,-2.290581465778316,-2.479406420351302,0.0
2019-03-15,-0.0,-1.7905775075987842,-0.0,1.0,-2.3041033434650458,-2.5041033434650455,0.0
2019-03-18,-0.0,-1.841816212871287,-0.0,1.0,-2.350324876237624,-2.5430074257425743,0.0
2019-03-19,-0.0,-1.8396168108776267,-0.0,1.0,-2.334595179233622,-2.5513751545117427,0.0
2019-03-20,-0.0,-1.8477299185098954,-0.0,1.0,-2.345285215366706,-2.5679472254559568,0.0
2019-03-21,-0.0,-1.8484331368290412,-0.0,1.0,-2.361697176543593,-2.5466956251939186,0.0
2019-03-22,-0.0,-1.837959723194153,-0.0,1.0,-2.4015239872482703,-2.5359614337920844,0.0
2019-03-25,-0.0,-1.6796168582375477,-0.0,1.0,-2.444444444444444,-2.5386973180076624,0.0
2019-03-26,-0.0,-1.698605869213587,-0.0,1.0,-2.4387275668181467,-2.5650465993992144,0.0
2019-03-27,-0.0,-1.6767917563826515,-0.0,1.0,-2.447939095662873,-2.5652107043986465,0.0
2019-03-28,-0.0,-1.6850448499845345,-0.0,1.0,-2.4583977729662854,-2.5893906588308075,0.0
2019-03-29,-0.0,-1.682432954633279,-0.0,1.0,-2.4555220650745806,-2.5905402272200324,0.0
2019-04-01,-0.0,-1.707279217755704,-0.0,1.0,-2.4674064876610275,-2.5856743752910134,0.0
2019-04-02,-0.0,-1.7201820706681066,-0.0,1.0,-2.4675975929640486,-2.527156303039654,0.0
2019-04-03,-0.0,-1.7207005632281458,-0.0,1.0,-2.467325052079315,-2.5274284391636446,0.0
2019-04-04,-0.0,-1.7203272109893502,-0.0,1.0,-2.473529865720019,-2.523383238154036,0.0
2019-04-05,-0.0,-1.697706633830999,-0.0,1.0,-2.4699091888563953,-2.5282438048329996,0.0
2019-04-08,-0.0,-1.6901211556383968,-0.0,1.0,-2.518406337371854,-2.5578595837216525,0.0
2019-04-09,-0.0,-1.680059291621158,-0.0,1.0,-2.5657668903105013,-2.5557809330628807,0.0
2019-04-10,-0.0,-1.6655252918287937,-0.0,1.0,-2.5726848249027237,-2.543813229571984,0.0
2019-04-11,-0.0,-1.6396698076473795,-0.0,1.0,-2.6086753368117748,-2.539210341873686,0.0
2019-04-12,-0.0,-1.655188642246451,-0.0,1.0,-2.634481135775355,-2.5540826731508357,0.0
2019-04-15,-0.0,-1.667454875068968,-0.0,1.0,-2.639000551745881,-2.5756285962008354,0.0
2019-04-16,-0.0,-1.6744791666666665,-0.0,1.0,-2.6399147727272725,-2.5770991161616164,0.0
2019-04-17,-0.0,-1.6683786346396965,-0.0,1.0,-2.646728824273072,-2.586283185840708,0.0
2019-04-18,-0.0,-1.6706709871176795,-0.0,1.0,-2.6407966490160435,-2.591717379277642,0.0
2019-04-22,-0.0,-1.678977047097133,-0.0,1.0,-2.6565006750853786,-2.606782622508141,0.0
2019-04-23,-0.0,-1.6926252282289433,-0.0,1.0,-2.6509486385647376,-2.594824164483607,0.0
2019-04-24,-0.0,-1.6821060965954078,-0.0,1.0,-2.641884402216944,-2.593665874901029,0.0
2019-04-25,-0.0,-1.686770891199111,-0.0,1.0,-2.654709943655265,-2.5943179112768826,0.0
2019-04-26,-0.0,-1.6805666083081332,-0.0,1.0,-2.6666401400604807,-2.610775107432755,0.0
2019-04-29,-0.0,-1.6765337789448553,-0.0,1.0,-2.667462401527811,-2.613432004456115,0.0
2019-04-30,-0.0,-1.6745166679926804,-0.0,1.0,-2.6687882886466707,-2.6126979075503223,0.0
