Date,ELAN,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-05-20,1.0,-0.0,-0.45710275811569445,-0.0,-1.0878996826946545,-0.5059799853551379,0.0
2019-05-21,1.0,-0.0,-0.4568718355395596,-0.0,-1.087842371744037,-0.5053681449399134,0.0
2019-05-22,1.0,-0.0,-0.44835352121249017,-0.0,-1.0961714042242376,-0.49890437640757196,0.0
2019-05-23,1.0,-0.0,-0.44875346260387805,-0.0,-1.094517670694956,-0.500776232078171,0.0
2019-05-24,1.0,-0.0,-0.4149055857937787,-0.0,-1.111320582601028,-0.514489007814638,0.0
2019-05-28,1.0,-0.0,-0.3995796783625731,-0.0,-1.122624269005848,-0.5236050194931774,0.0
2019-05-29,1.0,-0.0,-0.40682239300142764,-0.0,-1.1242975608274355,-0.5064852221985966,0.0
2019-05-30,1.0,-0.0,-0.4049722247518441,-0.0,-1.1232128221473454,-0.5073611996478766,0.0
2019-05-31,1.0,-0.0,-0.4079742491876955,-0.0,-1.116698551516808,-0.5119795936959096,0.0
2019-06-03,1.0,-0.0,-0.4169509948971889,-0.0,-1.1249433859717988,-0.4774902623871494,0.0
2019-06-04,1.0,-0.0,-0.4171669395427809,-0.0,-1.101995027590807,-0.5127948578012249,0.0
2019-06-05,1.0,-0.0,-0.4168214777970876,-0.0,-1.1087972673338526,-0.47072571462815366,0.0
2019-06-06,1.0,-0.0,-0.4187655356233716,-0.0,-1.1011649845766824,-0.47488844299362104,0.0
2019-06-07,1.0,-0.0,-0.4392822909178049,-0.0,-1.0879463215911813,-0.46821830817157917,0.0
2019-06-10,1.0,-0.0,-0.4406794867960643,-0.0,-1.0787151957412449,-0.4712743368125131,0.0
2019-06-11,1.0,-0.0,-0.440536013400335,-0.0,-1.0871919119406557,-0.4634182818856186,0.0
2019-06-12,1.0,-0.0,-0.4387529172401412,-0.0,-1.0868589551792232,-0.4664292980671414,0.0
2019-06-13,1.0,-0.0,-0.45428091438171236,-0.0,-1.0962080758384831,-0.4494810103797923,0.0
2019-06-14,1.0,-0.0,-0.4367767598842816,-0.0,-1.1346130665380907,-0.4421106557377049,0.0
2019-06-17,1.0,-0.0,-0.4435756551141167,-0.0,-1.1285774664895545,-0.44677575172080675,0.0
2019-06-18,1.0,-0.0,-0.42743815665970264,-0.0,-1.138341357071487,-0.4620764828776455,0.0
2019-06-19,1.0,-0.0,-0.4253909113119961,-0.0,-1.1440874664060592,-0.48451624725140485,0.0
2019-06-20,1.0,-0.0,-0.42652406417112304,-0.0,-1.144568372803667,-0.4846753246753247,0.0
2019-06-21,1.0,-0.0,-0.43360508076089277,-0.0,-1.1301028976214467,-0.48963390430826537,0.0
2019-06-24,1.0,-0.0,-0.4077696779551536,-0.0,-1.1552397650026145,-0.5128725662083602,0.0
2019-06-25,1.0,-0.0,-0.4053455540860579,-0.0,-1.1565527635099806,-0.5137944822071172,0.0
2019-06-26,1.0,-0.0,-0.4044119941339824,-0.0,-1.129707635183625,-0.5861025305001717,0.0
2019-06-27,1.0,-0.0,-0.4141357330333708,-0.0,-1.1449193850768655,-0.565554305711786,0.0
2019-06-28,1.0,-0.0,-0.3878903441592948,-0.0,-1.1690162858303896,-0.5690037823137757,0.0
2019-07-01,1.0,-0.0,-0.3731203007518797,-0.0,-1.2043859649122808,-0.5553258145363409,0.0
2019-07-02,1.0,-0.0,-0.3646145593386135,-0.0,-1.2298128806285695,-0.5610425672903979,0.0
2019-07-03,1.0,-0.0,-0.3826478801726327,-0.0,-1.2164572226453414,-0.5742891596851992,0.0
2019-07-05,1.0,-0.0,-0.3831849968213605,-0.0,-1.2203750794659887,-0.5750794659885569,0.0
2019-07-08,1.0,-0.0,-0.3770115675090023,-0.0,-1.2323380389407605,-0.577260125553679,0.0
2019-07-09,1.0,-0.0,-0.38056292131241815,-0.0,-1.238203252292259,-0.5760199354653205,0.0
2019-07-10,1.0,-0.0,-0.3839371593459442,-0.0,-1.2478037832638664,-0.5744148765630009,0.0
2019-07-11,1.0,-0.0,-0.39058466701084155,-0.0,-1.2513874548270523,-0.5846670108415075,0.0
2019-07-12,1.0,-0.0,-0.37489873294662823,-0.0,-1.2633267442237273,-0.6022878252697754,0.0
2019-07-15,1.0,-0.0,-0.37388338476530775,-0.0,-1.2944940717882083,-0.5799902549943153,0.0
2019-07-16,1.0,-0.0,-0.3667122128960896,-0.0,-1.300832845338018,-0.58575704339905,0.0
2019-07-17,1.0,-0.0,-0.36551230308553573,-0.0,-1.3028251529748731,-0.5864470772034891,0.0
2019-07-18,1.0,-0.0,-0.36646729944090495,-0.0,-1.3034065791184501,-0.5807112209075542,0.0
2019-07-19,1.0,-0.0,-0.3681761988418245,-0.0,-1.3103975535168195,-0.5747283492745137,0.0
2019-07-22,1.0,-0.0,-0.3679810007157265,-0.0,-1.3109180818530808,-0.5744355520853667,0.0
2019-07-23,1.0,-0.0,-0.3706091089624638,-0.0,-1.307907673275385,-0.5770094735814044,0.0
2019-07-24,1.0,-0.0,-0.3688401540369427,-0.0,-1.3108804908295801,-0.5837739050975784,0.0
2019-07-25,1.0,-0.0,-0.36251589552968794,-0.0,-1.3188235677720173,-0.5792494049365808,0.0
2019-07-26,1.0,-0.0,-0.36124425315465125,-0.0,-1.3211060028041344,-0.578271218494245,0.0
2019-07-29,1.0,-0.0,-0.3556902620258115,-0.0,-1.3197105983574502,-0.5835940555338287,0.0
2019-07-30,1.0,-0.0,-0.35492911846178915,-0.0,-1.3199283037314649,-0.5840312856444517,0.0
2019-07-31,1.0,-0.0,-0.3724947042528923,-0.0,-1.3122372494704253,-0.5741893433273587,0.0
2019-08-01,1.0,-0.0,-0.37610921501706485,-0.0,-1.3107752315943444,-0.5635624898423534,0.0
2019-08-02,1.0,-0.0,-0.3653658853321213,-0.0,-1.3333874423738719,-0.5477566391792741,0.0
2019-08-05,1.0,-0.0,-0.3622511832976723,-0.0,-1.335278480191921,-0.5443817674901122,0.0
2019-08-06,1.0,-0.0,-0.36672407194795253,-0.0,-1.2830718203852531,-0.5394182931496365,0.0
2019-08-07,1.0,-0.0,-0.3643133369554795,-0.0,-1.2926587618651921,-0.5390392789798332,0.0
2019-08-08,1.0,-0.0,-0.3603705743254187,-0.0,-1.3138868193450166,-0.565028667681643,0.0
2019-08-09,1.0,-0.0,-0.33733384952897144,-0.0,-1.2945218737901665,-0.5943992773261065,0.0
2019-08-12,1.0,-0.0,-0.3360758881037654,-0.0,-1.2969380182621884,-0.5935211176717323,0.0
2019-08-13,1.0,-0.0,-0.3328810492989598,-0.0,-1.3049363571751633,-0.5927828390514958,0.0
2019-08-14,1.0,-0.0,-0.3430776652194886,-0.0,-1.2886959318218363,-0.584145360990513,0.0
2019-08-15,1.0,-0.0,-0.35976383951244284,-0.0,-1.2619984763839514,-0.5524377856780092,0.0
2019-08-16,1.0,-0.0,-0.3506808252814184,-0.0,-1.2898051596033038,-0.5484231002264103,0.0
2019-08-19,1.0,-0.0,-0.3331110476009018,-0.0,-1.3036740656060462,-0.5387571052046616,0.0
2019-08-20,1.0,-0.0,-0.335509014289788,-0.0,-1.301764836348658,-0.5311935616742182,0.0
2019-08-21,1.0,-0.0,-0.3090512107979357,-0.0,-1.384312557893344,-0.6148273124255657,0.0
2019-08-22,1.0,-0.0,-0.31220422582150237,-0.0,-1.4145837499166833,-0.6058788242351529,0.0
2019-08-23,1.0,-0.0,-0.3038877540769514,-0.0,-1.4209556976860998,-0.6237819375146503,0.0
2019-08-26,1.0,-0.0,-0.290722672399537,-0.0,-1.412005953365305,-0.6046965437406978,0.0
2019-08-27,1.0,-0.0,-0.2823318742538798,-0.0,-1.4090064995357474,-0.6247512932749703,0.0
2019-08-28,1.0,-0.0,-0.2767226807198966,-0.0,-1.4163269364621658,-0.6213914023399955,0.0
2019-08-29,1.0,-0.0,-0.2735699152542373,-0.0,-1.422702595338983,-0.614108845338983,0.0
2019-08-30,1.0,-0.0,-0.26436326436326435,-0.0,-1.431079431079431,-0.6045606045606046,0.0
2019-09-03,1.0,-0.0,-0.26343234323432346,-0.0,-1.4297359735973598,-0.6071947194719473,0.0
2019-09-04,1.0,-0.0,-0.24601419376134676,-0.0,-1.4376959894372008,-0.6171975573526985,0.0
2019-09-05,1.0,-0.0,-0.2533829387943239,-0.0,-1.436967043097488,-0.6020149474862543,0.0
2019-09-06,1.0,-0.0,-0.24673577849222494,-0.0,-1.4579095859851716,-0.5759792664523326,0.0
2019-09-09,1.0,-0.0,-0.20932275063431136,-0.0,-1.441903584672435,-0.6016849912172272,0.0
2019-09-10,1.0,-0.0,-0.19476348063071833,-0.017649730711829216,-1.475764064629161,-0.5562585166439556,0.0
2019-09-11,1.0,-0.0,-0.21275763109835638,-0.0,-1.4547025828332898,-0.5936929298199842,0.0
2019-09-12,1.0,-0.0,-0.24707716289945436,-0.0,-1.4245908028059235,-0.5759288126786177,0.0
2019-09-13,1.0,-0.0,-0.2500405383492784,-0.0,-1.409502189070861,-0.5835252148532512,0.0
2019-09-16,1.0,-0.0,-0.2647039897039897,-0.0,-1.378024453024453,-0.5748069498069498,0.0
2019-09-17,1.0,-0.0,-0.19897468760012818,-0.0,-1.3966677347004166,-0.6084588272989427,0.0
2019-09-18,1.0,-0.0,-0.19380888290713325,-0.0,-1.3925847593411524,-0.6181183105812985,0.0
2019-09-19,1.0,-0.0,-0.19008132163667799,-0.0,-1.3953063968752,-0.6162515207786387,0.0
