Date,IWF,IWM,MPW,MTUM,SPY,VLUE,VXX
2018-09-24,-0.2681257461201751,-0.5914046955829685,1.0,-0.0,-0.43971348985276565,-0.35362780209576866,0.0
2018-09-25,-0.26536595767364995,-0.596833519910443,1.0,-0.0,-0.44386694386694386,-0.35932085932085933,0.0
2018-09-26,-0.2662668266026923,-0.5976809276289484,1.0,-0.0,-0.4439024390243903,-0.3577502332400373,0.0
2018-09-27,-0.266583162327106,-0.596887242491272,1.0,-0.0,-0.4438344482051008,-0.35772726061349036,0.0
2018-09-28,-0.2672940047450217,-0.5965398661797243,1.0,-0.0,-0.4439794204675712,-0.3579292511929198,0.0
2018-10-01,-0.2693618171984857,-0.6147917793401838,1.0,-0.0,-0.4520551649540292,-0.36795565170362354,0.0
2018-10-02,-0.26809629669793417,-0.6273111749715339,1.0,-0.0,-0.4499268014965027,-0.3657214119178008,0.0
2018-10-03,-0.2687069292962179,-0.6299582180259373,1.0,-0.0,-0.44961745075695914,-0.3648326007922296,0.0
2018-10-04,-0.2804441162797058,-0.6247436212978915,1.0,-0.0,-0.46686903492219767,-0.36262203626220363,0.0
2018-10-05,-0.2715908162431571,-0.6204482937059128,1.0,-0.0,-0.4679848571506387,-0.36353732603426203,0.0
2018-10-08,-0.2687295528898582,-0.6184569247546347,1.0,-0.0,-0.47464558342420937,-0.3644220283533261,0.0
2018-10-09,-0.2615793366019338,-0.6216275438932866,1.0,-0.0,-0.4815251033991618,-0.3742912706455942,0.0
2018-10-10,-0.2634404184810889,-0.6207652069126065,1.0,-0.0,-0.4827595650864076,-0.3717853915043957,0.0
2018-10-11,-0.20636019815692747,-0.6136738933574815,1.0,-0.0,-0.46510946572204764,-0.378282639961647,0.0
2018-10-12,-0.20262062014270177,-0.6136176759237155,1.0,-0.0,-0.46271982175539106,-0.37346489483037587,0.0
2018-10-15,-0.1811755361397935,-0.6339158061953932,1.0,-0.0,-0.4588032830288589,-0.3737092930897538,0.0
2018-10-16,-0.17472868628439517,-0.6473054368880516,1.0,-0.0,-0.4583012709953035,-0.37309947727333037,0.0
2018-10-17,-0.16417323866167105,-0.6271910288993109,1.0,-0.0,-0.4540047685173055,-0.3746692168627348,0.0
2018-10-18,-0.16356633829385872,-0.6260479983232027,1.0,-0.0,-0.45548627122196605,-0.3748952001676797,0.0
2018-10-19,-0.14916868316290688,-0.6172039653422839,1.0,-0.0,-0.45996929721853613,-0.37556266749928446,0.0
2018-10-22,-0.1491006585626155,-0.6091053439883385,1.0,-0.0,-0.4647421714345212,-0.3800661165629799,0.0
2018-10-23,-0.14617030157570698,-0.6107690702285297,1.0,-0.0,-0.4689293540644892,-0.3829176667014505,0.0
2018-10-24,-0.14510019071505081,-0.606865741829297,1.0,-0.0,-0.4723985683308515,-0.38817044177965876,0.0
2018-10-25,-0.11187378342382952,-0.5758631287777892,1.0,-0.0,-0.503047843458662,-0.370428234812007,0.0
2018-10-26,-0.1003830640046678,-0.566325883457216,1.0,-0.0,-0.5060250133184505,-0.3641137522514523,0.0
2018-10-29,-0.09794075877459932,-0.5672296611888822,1.0,-0.0,-0.5074812335159262,-0.36335970785149113,0.0
2018-10-30,-0.087890625,-0.5679535308441559,1.0,-0.0,-0.5084719967532467,-0.37220982142857145,0.0
2018-10-31,-0.08997377446035909,-0.5569144643937866,1.0,-0.0,-0.5061781319346378,-0.3686453500100867,0.0
2018-11-01,-0.06819904016165698,-0.5773680222278353,1.0,-0.0,-0.5084364738570346,-0.3718615812073756,0.0
2018-11-02,-0.06667519508762954,-0.6004093642062173,1.0,-0.0,-0.5104259946270948,-0.3810157349366765,0.0
2018-11-05,-0.06852473294566692,-0.5966390859953378,1.0,-0.0,-0.5109255321874119,-0.38558290852268357,0.0
2018-11-06,-0.056587393454698515,-0.6044670104177629,1.0,-0.0,-0.5453804061875197,-0.4243133747237714,0.0
2018-11-07,-0.057117264272729666,-0.6052638512000421,1.0,-0.0,-0.5469083436520272,-0.4252443554548568,0.0
2018-11-08,-0.049834758432565705,-0.6042857892252007,1.0,-0.0,-0.5438545874206578,-0.4249593453286471,0.0
2018-11-09,-0.050937352307934676,-0.605025468676154,1.0,-0.0,-0.5437956204379563,-0.42590453184897337,0.0
2018-11-12,-0.050780431594385084,-0.5892782317200921,1.0,-0.0,-0.5539492981353447,-0.4248900062853551,0.0
2018-11-13,-0.032664295173058445,-0.5863474670890348,1.0,-0.0,-0.5563575935398437,-0.421156492612884,0.0
2018-11-14,-0.03253784829520372,-0.5865641798021242,1.0,-0.0,-0.5564413513724065,-0.42130411072736246,0.0
2018-11-15,-0.03161911684535708,-0.5867448923963552,1.0,-0.0,-0.5568650865761533,-0.42075750889125413,0.0
2018-11-16,-0.02841821667271126,-0.5790114501839283,1.0,-0.0,-0.5564996632298845,-0.4266100202062069,0.0
2018-11-19,-0.025338802637727812,-0.5818059089256971,1.0,-0.0,-0.560205618152552,-0.42883846513318447,0.0
2018-11-20,-0.0,-0.5742791502103823,1.0,-0.0,-0.5627920183794108,-0.4443067709543354,0.0
2018-11-21,-0.0,-0.5714102859483399,1.0,-0.0,-0.5646263727824284,-0.4239305736886568,0.0
2018-11-23,-0.0,-0.558417616182307,1.0,-0.0,-0.5741390346946614,-0.4279093585968506,0.0
2018-11-26,-0.0,-0.5595484911310759,1.0,-0.0,-0.5731142337914971,-0.4269113619493716,0.0
2018-11-27,-0.0,-0.5612590799031477,1.0,-0.0,-0.5666114438638971,-0.42087421944692244,0.0
2018-11-28,-0.0,-0.5520713537274143,1.0,-0.0,-0.576196682767257,-0.4273556697078893,0.0
2018-11-29,-0.0,-0.5395186394351227,1.0,-0.0,-0.5660668640700529,-0.42522714043479365,0.0
2018-11-30,-0.0,-0.5417015129628222,1.0,-0.0,-0.5699586912998302,-0.4226412225347829,0.0
2018-12-03,-0.0,-0.5415051802315272,1.0,-0.0,-0.5694454999113407,-0.42219520226967605,0.0
2018-12-04,-0.0,-0.5422277240229391,1.0,-0.0,-0.5647879140034864,-0.41932142586463883,0.0
2018-12-06,-0.0,-0.4959231432442419,1.0,-0.0,-0.5689370612144353,-0.39852198546619044,0.0
2018-12-07,-0.0,-0.4979278701465292,1.0,-0.0,-0.572869899847057,-0.39602348413833927,0.0
2018-12-10,-0.0,-0.49686153846153847,1.0,-0.0,-0.5721353846153846,-0.39254153846153844,0.0
2018-12-11,-0.0,-0.4967630769230769,1.0,-0.0,-0.5728,-0.39195076923076927,0.0
2018-12-12,-0.0,-0.4967753052382828,1.0,-0.0,-0.5730602599448602,-0.39176348956282003,0.0
2018-12-13,-0.0,-0.492937296978049,1.0,-0.0,-0.5778866030121075,-0.39002362437247756,0.0
2018-12-14,-0.0,-0.4778739245124868,1.0,-0.0,-0.593841678376846,-0.3936099400931884,0.0
2018-12-17,-0.0,-0.47460582543346924,1.0,-0.0,-0.5827643793899504,-0.39854609754899556,0.0
2018-12-18,-0.0,-0.4865529315354243,1.0,-0.0,-0.5938563162730637,-0.4028905609774268,0.0
2018-12-19,-0.0,-0.4874919182374297,1.0,-0.0,-0.5948177251703387,-0.40438653205351366,0.0
2018-12-20,-0.0,-0.47595808457403327,1.0,-0.0,-0.6009364084524488,-0.40035177248742787,0.0
2018-12-21,-0.0,-0.4772934704852118,1.0,-0.0,-0.6052443326179728,-0.3842226004588175,0.0
2018-12-24,-0.0,-0.4668924557011731,1.0,-0.0,-0.5998871054827468,-0.38742453246944486,0.0
2018-12-26,-0.0,-0.47134587916906806,1.0,-0.0,-0.628636580048613,-0.4058435863382364,0.0
2018-12-27,-0.0,-0.45772027110289587,1.0,-0.0,-0.6032778804682686,-0.40357362908194705,0.0
2018-12-28,-0.0,-0.4606724966128834,1.0,-0.0,-0.6018228845916985,-0.40086217514472233,0.0
2018-12-31,-0.0,-0.4588313576656727,1.0,-0.0,-0.6031742119920152,-0.4024200901988811,0.0
2019-01-02,-0.0,-0.45802146937167615,1.0,-0.0,-0.6013393736458539,-0.4027476856411266,0.0
2019-01-03,-0.0,-0.46329365079365076,1.0,-0.0,-0.6327876984126983,-0.3840773809523809,0.0
2019-01-04,-0.0,-0.48134021389574455,1.0,-0.0,-0.6093037169994765,-0.40231346446289235,0.0
2019-01-07,-0.0,-0.4575110456553756,1.0,-0.0,-0.6089592538046147,-0.3880952380952381,0.0
2019-01-08,-0.0,-0.45596388793484127,1.0,-0.0,-0.6096118934301555,-0.38768951474412444,0.0
2019-01-09,-0.0,-0.45637452154284036,1.0,-0.0,-0.609628030228678,-0.3876484444008244,0.0
2019-01-10,-0.0,-0.4535191911259448,1.0,-0.0,-0.613846078335133,-0.38674290762736824,0.0
2019-01-11,-0.0,-0.43508006179348224,1.0,-0.0,-0.6167823251023761,-0.4002599249650572,0.0
2019-01-14,-0.0,-0.43539449811209724,1.0,-0.0,-0.6149904378953562,-0.401436767518266,0.0
2019-01-15,-0.0,-0.43654884634266083,1.0,-0.0,-0.6146784486990672,-0.40338733431516943,0.0
2019-01-16,-0.0,-0.4386454280750692,1.0,-0.0,-0.601066823264577,-0.40713009860774674,0.0
2019-01-17,-0.0,-0.44940223585614864,1.0,-0.0,-0.5860271115745569,-0.3895773213376336,0.0
2019-01-18,-0.0,-0.4443956365766162,1.0,-0.0,-0.5855479903360421,-0.41044976450203774,0.0
2019-01-22,-0.0,-0.4279418567845925,1.0,-0.0,-0.6820871174307905,-0.32477904117260353,0.0
2019-01-23,-0.0,-0.41190812893158435,1.0,-0.0,-0.6903252547910469,-0.33595845321109863,0.0
2019-01-24,-0.0,-0.4130604288499026,1.0,-0.0,-0.6864035087719299,-0.3371832358674464,0.0
2019-01-25,-0.0,-0.38535711656893296,1.0,-0.0,-0.7824177441911819,-0.2857913977966975,0.0
2019-01-28,-0.0,-0.3962798122974215,1.0,-0.0,-0.7444487446180639,-0.27811910405882634,0.0
2019-01-29,-0.0,-0.37663562704075465,1.0,-0.0,-0.7460394243560285,-0.29602128431491115,0.0
2019-01-30,-0.0,-0.37553497594119495,1.0,-0.0,-0.7455327997678748,-0.29690257997436953,0.0
2019-01-31,-0.0,-0.3890044001740728,1.0,-0.0,-0.7216769015037957,-0.30697258353077705,0.0
2019-02-01,-0.0,-0.38876382736668846,1.0,-0.0,-0.7269624573378839,-0.30484351172754337,0.0
2019-02-04,-0.0,-0.38461164812745907,1.0,-0.0,-0.7491620925826978,-0.2949191237188517,0.0
2019-02-05,-0.0,-0.3851773015335494,1.0,-0.0,-0.7500120942383048,-0.2836582652024575,0.0
2019-02-06,-0.0,-0.391888955944478,1.0,-0.0,-0.7451538925769463,-0.2769583584791792,0.0
2019-02-07,-0.0,-0.3995125247357498,1.0,-0.0,-0.7519667937641777,-0.2617645639268304,0.0
2019-02-08,-0.0,-0.41518031189083826,1.0,-0.0,-0.785233918128655,-0.23623294346978557,0.0
2019-02-11,-0.0,-0.3999951217132543,1.0,-0.0,-0.7897702326942778,-0.24937801843992388,0.0
2019-02-12,-0.0,-0.39457471936104416,1.0,-0.0,-0.786811795358804,-0.2536586553680571,0.0
2019-02-13,-0.0,-0.4076448707909162,1.0,-0.0,-0.7894968676585749,-0.25,0.0
2019-02-14,-0.0,-0.3584661257209893,1.0,-0.0,-0.8146201974777593,-0.2709453514517548,0.0
2019-02-15,-0.0,-0.3713803560946977,1.0,-0.0,-0.8086969281940911,-0.26562805713167675,0.0
2019-02-19,-0.0,-0.3602258285267377,1.0,-0.0,-0.8196549027275393,-0.2641265030794799,0.0
2019-02-20,-0.0,-0.3548071991990036,1.0,-0.0,-0.8221201982954406,-0.2651102591027864,0.0
2019-02-21,-0.0,-0.3457442902254535,1.0,-0.0,-0.8298695258378007,-0.27230667547918047,0.0
2019-02-22,-0.0,-0.34442078468805837,1.0,-0.0,-0.8353036199427271,-0.2678366008272756,0.0
2019-02-25,-0.0,-0.3426331055503662,1.0,-0.0,-0.8439850548153974,-0.2714959933139964,0.0
2019-02-26,-0.0,-0.34029601629807815,1.0,-0.0,-0.8480400579269041,-0.2661937605851599,0.0
2019-02-27,-0.0,-0.34516818595051474,1.0,-0.0,-0.8469741271284307,-0.2649205140175434,0.0
2019-02-28,-0.0,-0.3443384630512808,1.0,-0.0,-0.8454447121294066,-0.2685481095432421,0.0
2019-03-01,-0.0,-0.344091043161931,1.0,-0.0,-0.8464998525218759,-0.2673778389538885,0.0
2019-03-04,-0.0,-0.33590923633499864,1.0,-0.0,-0.8416804075505131,-0.2834641793616026,0.0
2019-03-05,-0.0,-0.32250253267771983,1.0,-0.0,-0.8644461466235082,-0.28398112228509304,0.0
2019-03-06,-0.0,-0.32065499271407044,1.0,-0.0,-0.8629751290473955,-0.286201190446788,0.0
2019-03-07,-0.0,-0.31864774295288784,1.0,-0.0,-0.8681007293514686,-0.2773013995663316,0.0
2019-03-08,-0.0,-0.307480256295634,1.0,-0.0,-0.9072170069040878,-0.2688123975562509,0.0
2019-03-11,-0.0,-0.3060176370377793,1.0,-0.0,-0.9077562882052309,-0.2914871229582122,0.0
2019-03-12,-0.0,-0.2762733801994772,1.0,-0.0,-0.9245742709945944,-0.33703017536735785,0.0
2019-03-13,-0.0,-0.2958404616602406,1.0,-0.0,-0.9218905599673162,-0.3357250466001073,0.0
2019-03-14,-0.0,-0.2872407929135257,1.0,-0.0,-0.926520977689789,-0.3243737150689104,0.0
