Date,BFST,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-12-20,1.0,-0.0,-0.6657240535179167,-0.0,-1.1878191871016757,-1.367112649305702,0.0
2018-12-21,1.0,-0.0,-0.6870748299319729,-0.0,-1.2327713694173323,-1.3054041492373347,0.0
2018-12-24,1.0,-0.0,-0.6294142085583714,-0.0,-1.1820108018280016,-1.3431242210220191,0.0
2018-12-26,1.0,-0.0,-0.6993076162215628,-0.0,-1.105217606330366,-1.31680679195516,0.0
2018-12-27,1.0,-0.0,-0.6338882193431756,-0.0,-0.8320653811388973,-1.3002410364567643,0.0
2018-12-28,1.0,-0.0,-0.6491506228765571,-0.0,-0.8320498301245752,-1.293771234428086,0.0
2018-12-31,1.0,-0.0,-0.6385955548778163,-0.0,-0.8566962753993367,-1.3169913461171896,0.0
2019-01-02,1.0,-0.0,-0.6371422046285018,-0.0,-0.8526568209500608,-1.316572777101096,0.0
2019-01-03,1.0,-0.0,-0.6371850101025505,-0.0,-0.8976020738820479,-1.2774960924097443,0.0
2019-01-04,1.0,-0.0,-0.6474984975961539,-0.0,-0.825458233173077,-1.2830904447115388,0.0
2019-01-07,1.0,-0.0,-0.5906392528777239,-0.0,-0.8114095417360457,-1.2176934771591978,0.0
2019-01-08,1.0,-0.0,-0.5511120770846917,-0.0,-0.8574947475186553,-1.2137578787220167,0.0
2019-01-09,1.0,-0.0,-0.5312477422151578,-0.0,-0.8548876526262553,-1.226320352575681,0.0
2019-01-10,1.0,-0.0,-0.5224621404246069,-0.0,-0.8750452865734367,-1.2253822186798058,0.0
2019-01-11,1.0,-0.0,-0.5180639522179328,-0.0,-0.886663267535873,-1.2371986306358804,0.0
2019-01-14,1.0,-0.0,-0.5171106818761616,-0.0,-0.8845803418491927,-1.2427566602281424,0.0
2019-01-15,1.0,-0.0,-0.5102278517871442,-0.0,-0.8849457669068939,-1.2446676858120405,0.0
2019-01-16,1.0,-0.0,-0.5065567220022522,-0.0,-0.8650150750118059,-1.2609611682226016,0.0
2019-01-17,1.0,-0.0,-0.4989646528862571,-0.0,-0.869655247575108,-1.2641769898644968,0.0
2019-01-18,1.0,-0.0,-0.5047504202294818,-0.0,-0.877183366220858,-1.2722356208433823,0.0
2019-01-22,1.0,-0.0,-0.5165661556346727,-0.0,-0.8712490009445615,-1.2451137106735448,0.0
2019-01-23,1.0,-0.0,-0.5058084998917671,-0.0,-0.8681362291651635,-1.2338191788729347,0.0
2019-01-24,1.0,-0.0,-0.511198612816993,-0.0,-0.8630518026154179,-1.238205331984683,0.0
2019-01-25,1.0,-0.0,-0.5062750913233751,-0.0,-0.8899056023725993,-1.2205504719881368,0.0
2019-01-28,1.0,-0.0,-0.49176479086903124,-0.0,-0.9024416672686556,-1.2177634905728527,0.0
2019-01-29,1.0,-0.0,-0.49520049262868115,-0.0,-0.8908610135110661,-1.2362082080631724,0.0
2019-01-30,1.0,-0.0,-0.5033371020095554,-0.0,-0.9061964331303112,-1.2376089572923885,0.0
2019-01-31,1.0,-0.0,-0.5023088390357415,-0.0,-0.8903028760498854,-1.2433552703341453,0.0
2019-02-01,1.0,-0.0,-0.4990911073947502,-0.0,-0.8846797062459099,-1.2517996073583946,0.0
2019-02-04,1.0,-0.0,-0.49996364693907236,-0.0,-0.8868329213319762,-1.2485458775628908,0.0
2019-02-05,1.0,-0.0,-0.48879526386517996,-0.0,-0.8830494315911814,-1.260124214578869,0.0
2019-02-06,1.0,-0.0,-0.4912254720473898,-0.0,-0.9355423917067753,-1.275564605701592,0.0
2019-02-07,1.0,-0.0,-0.49445988512136374,-0.0,-0.9434130072262368,-1.2678525106540672,0.0
2019-02-08,1.0,-0.0,-0.509549896357714,-0.0,-0.9573215872075808,-1.234638732602902,0.0
2019-02-11,1.0,-0.0,-0.5109194551376962,-0.0,-0.9593944329286348,-1.2311963281018656,0.0
2019-02-12,1.0,-0.0,-0.506144052113406,-0.0,-0.9629136131467911,-1.23217854763491,0.0
2019-02-13,1.0,-0.0,-0.5061146309120377,-0.0,-0.957750110505378,-1.2196478561956683,0.0
2019-02-14,1.0,-0.0,-0.506592030640053,-0.0,-0.957943581056198,-1.2181998968844368,0.0
2019-02-15,1.0,-0.0,-0.5093352973669674,-0.0,-0.9562143251703185,-1.2170134413551832,0.0
2019-02-19,1.0,-0.0,-0.4888088500128634,-0.0,-0.9727296115255982,-1.2137160498364512,0.0
2019-02-20,1.0,-0.0,-0.488920736412744,-0.0,-0.973248079961783,-1.2125822217322604,0.0
2019-02-21,1.0,-0.0,-0.48413341186864967,-0.0,-0.9802680017670448,-1.216941540273892,0.0
2019-02-22,1.0,-0.0,-0.48509933774834435,-0.0,-0.98252391464312,-1.2115526122148639,0.0
2019-02-25,1.0,-0.0,-0.4832518292458727,-0.0,-0.9816891568923044,-1.2118983711438762,0.0
2019-02-26,1.0,-0.0,-0.487310766510737,-0.0,-0.9871450145493389,-1.2089579726693434,0.0
2019-02-27,1.0,-0.0,-0.48145146435807695,-0.0,-0.9913427887272057,-1.2111254374654632,0.0
2019-02-28,1.0,-0.0,-0.4863301400147384,-0.0,-0.9952100221075904,-1.2030582166543848,0.0
2019-03-01,1.0,-0.0,-0.4913821861447793,-0.0,-1.0238333518662666,-1.1914081322510102,0.0
2019-03-04,1.0,-0.0,-0.48920010373828315,-0.0,-1.0227853729020786,-1.1929532066244304,0.0
2019-03-05,1.0,-0.0,-0.47416753770344927,-0.0,-1.063237270419591,-1.195572644467672,0.0
2019-03-06,1.0,-0.0,-0.4773807296538822,-0.0,-1.0617025257249766,-1.202731524789523,0.0
2019-03-07,1.0,-0.0,-0.44130053380118706,-0.0,-1.098809212736571,-1.1927656874090111,0.0
2019-03-08,1.0,-0.0,-0.4502541757443719,-0.0,-1.1418033100179643,-1.2301341589267287,0.0
2019-03-11,1.0,-0.0,-0.45529172580459554,-0.0,-1.142084468142238,-1.238597567992635,0.0
2019-03-12,1.0,-0.0,-0.438326915011248,-0.0,-1.1390551721508368,-1.235520646661837,0.0
