Date,IWF,IWM,MTUM,SPY,VLUE,VXX,YORW
2018-09-24,-0.30723997280761384,-0.969510537049626,-0.0,-0.6293337865397689,-0.4929639700883752,0.0,1.0
2018-09-25,-0.31088153333786445,-0.9682593624685651,-0.0,-0.6284918099639774,-0.4907224903146877,0.0,1.0
2018-09-26,-0.3105628058727569,-0.9681212615551931,-0.0,-0.628568515497553,-0.4913336052202284,0.0,1.0
2018-09-27,-0.3150010190909709,-0.960255452136694,-0.0,-0.629730280589714,-0.49198315102928186,0.0,1.0
2018-09-28,-0.31704912459629436,-0.9595104538500764,-0.0,-0.6303926568077511,-0.49263980962094167,0.0,1.0
2018-10-01,-0.31686234473370767,-0.9617832227326867,-0.0,-0.6306959332993024,-0.49375531733877825,0.0,1.0
2018-10-02,-0.31878189860496764,-0.9545423613473971,-0.0,-0.6329023477373257,-0.4962912555290915,0.0,1.0
2018-10-03,-0.31801326756251064,-0.9450586834495662,-0.0,-0.6363327096444974,-0.5025004252423882,0.0,1.0
2018-10-04,-0.3188001632430962,-0.9435110869269486,-0.0,-0.6367841110053053,-0.5018364848319956,0.0,1.0
2018-10-05,-0.3007819111126155,-0.9358562095927969,-0.0,-0.6412009613106319,-0.507023660427174,0.0,1.0
2018-10-08,-0.297453390975412,-0.9319440691704944,-0.0,-0.6427992434477168,-0.5052688462577682,0.0,1.0
2018-10-09,-0.2916934528844527,-0.9332769412958891,-0.0,-0.6469294535611573,-0.5115885636948063,0.0,1.0
2018-10-10,-0.29484445347144644,-0.9326698486848786,-0.0,-0.6493686740462408,-0.5082427812193223,0.0,1.0
2018-10-11,-0.20875897976669083,-0.9327094180452119,-0.0,-0.6290779674421669,-0.5247808607394714,0.0,1.0
2018-10-12,-0.21202675498408988,-0.926293915189298,-0.0,-0.6090655237353075,-0.4996103643093708,0.0,1.0
2018-10-15,-0.17834519052723904,-0.9627066887567813,-0.0,-0.6050742292823962,-0.502452652438034,0.0,1.0
2018-10-16,-0.17207834461218113,-0.9754034357105674,-0.0,-0.6043401874023946,-0.5016918271733471,0.0,1.0
2018-10-17,-0.15961643308425005,-0.9505468073506302,-0.0,-0.5966133222154517,-0.5002726019050062,0.0,1.0
2018-10-18,-0.15898669232002563,-0.9494949494949494,-0.0,-0.5978194644861312,-0.5003687670354338,0.0,1.0
2018-10-19,-0.13941129673826572,-0.9396658711217184,-0.0,-0.602673031026253,-0.5003977724741449,0.0,1.0
2018-10-22,-0.14013288187567877,-0.9270427394109755,-0.0,-0.6150578163930237,-0.5120424199833897,0.0,1.0
2018-10-23,-0.1441487492412383,-0.9275741989073831,-0.0,-0.6123446535254464,-0.5107185073959298,0.0,1.0
2018-10-24,-0.1416858090862685,-0.9250574272588055,-0.0,-0.6124936191934661,-0.5111664114344053,0.0,1.0
2018-10-25,-0.10471607908454397,-0.880108571604824,-0.0,-0.6210789303229389,-0.47848616637364666,0.0,1.0
2018-10-26,-0.08161825598871271,-0.871484219243628,-0.0,-0.6394196853050332,-0.47471091617335825,0.0,1.0
2018-10-29,-0.06383238281130867,-0.8780078684924821,-0.0,-0.6315227667815426,-0.4764097715697337,0.0,1.0
2018-10-30,-0.03758751996069279,-0.8864697211644761,-0.0,-0.6404925684805307,-0.506356712934529,0.0,1.0
2018-10-31,-0.043679843826256705,-0.8641410444119082,-0.0,-0.6402513421181064,-0.5021961932650073,0.0,1.0
2018-11-01,-0.009197170101507229,-0.9040602891418026,-0.0,-0.6498308212857582,-0.5129498615810519,0.0,1.0
2018-11-02,-0.016706443914081145,-0.8715500887338595,-0.0,-0.6626277461599658,-0.5089345817269445,0.0,1.0
2018-11-05,-0.009562463487378162,-0.9003166989515112,-0.0,-0.6700488884789225,-0.4948497986040648,0.0,1.0
2018-11-06,-0.02314284830296092,-0.9166176789084497,-0.0,-0.6675226632839331,-0.48671142600785866,0.0,1.0
2018-11-07,-0.022980329085735496,-0.9164295434863293,-0.0,-0.6670790548063839,-0.48645304961029323,0.0,1.0
2018-11-08,-0.0,-0.9166360406713219,-0.0,-0.6564069582261424,-0.4895565355874066,0.0,1.0
2018-11-09,-0.0,-0.9169756964663336,-0.0,-0.6580955591651598,-0.48968708817309753,0.0,1.0
2018-11-12,-0.0,-0.904285496416044,-0.0,-0.6602714656092725,-0.4855879213054751,0.0,1.0
2018-11-13,-0.0,-0.900963028222499,-0.0,-0.6595983838138347,-0.4773825075189112,0.0,1.0
2018-11-14,-0.0,-0.9008475348582885,-0.0,-0.6595886873841854,-0.4773231264619217,0.0,1.0
2018-11-15,-0.0,-0.9006582339915673,-0.0,-0.659720326386993,-0.4729578062911396,0.0,1.0
2018-11-16,-0.0,-0.8966812015503877,-0.0,-0.6578851744186047,-0.4735343992248062,0.0,1.0
2018-11-19,-0.0,-0.9003859361230134,-0.0,-0.662199532014465,-0.4763120308748898,0.0,1.0
2018-11-20,-0.0,-0.8830266219442178,-0.0,-0.6510440274378267,-0.48771643549995464,0.0,1.0
2018-11-21,-0.0,-0.882347651449297,-0.0,-0.6558256646983004,-0.4593687239591139,0.0,1.0
2018-11-23,-0.0,-0.8703515180549733,-0.0,-0.6622552248637643,-0.4615845260195221,0.0,1.0
2018-11-26,-0.0,-0.8702200928282676,-0.0,-0.6624943853870339,-0.46177571492738434,0.0,1.0
2018-11-27,-0.0,-0.8704365433863379,-0.0,-0.6537430766482044,-0.45360609850515154,0.0,1.0
2018-11-28,-0.0,-0.8690033054405766,-0.0,-0.6545665703820613,-0.4543045174354546,0.0,1.0
2018-11-29,-0.0,-0.8554621848739495,-0.0,-0.6431077694235589,-0.4499778858911986,0.0,1.0
2018-11-30,-0.0,-0.8595903607315409,-0.0,-0.6458487713786051,-0.4586655600675815,0.0,1.0
2018-12-03,-0.0,-0.8595352421601755,-0.0,-0.6458296283122887,-0.45868160531151814,0.0,1.0
2018-12-04,-0.0,-0.8597305123810649,-0.0,-0.6403581348620059,-0.4548490041959695,0.0,1.0
