Date,DRH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2750189648129778,-0.7359806267141272,-0.0,-0.48608274493785375,-0.42061037521153066,0.0
2018-09-25,1.0,-0.27412338325888297,-0.73691279086742,-0.0,-0.4867887068990686,-0.4217979037108405,0.0
2018-09-26,1.0,-0.27437813850286114,-0.7371832301763401,-0.0,-0.48677449492000463,-0.4212016816536261,0.0
2018-09-27,1.0,-0.27628354725787635,-0.7328763127187865,-0.0,-0.4868728121353559,-0.42112018669778295,0.0
2018-09-28,1.0,-0.2775134977382168,-0.732292426674449,-0.0,-0.4871735006566467,-0.4214212753538596,0.0
2018-10-01,1.0,-0.2774453428296214,-0.7327125718789224,-0.0,-0.48714206485886924,-0.4216410286348113,0.0
2018-10-02,1.0,-0.2768574517194028,-0.7386566161217751,-0.0,-0.48578607532065327,-0.42034066672510007,0.0
2018-10-03,1.0,-0.2776266923999181,-0.7419071848407754,-0.0,-0.485451940228675,-0.4192473023949469,0.0
2018-10-04,1.0,-0.27720048005151776,-0.7442262096420104,-0.0,-0.48467640429704656,-0.4210403067646284,0.0
2018-10-05,1.0,-0.2773284098235742,-0.7496336674286385,-0.0,-0.4845554187913955,-0.419143074849071,0.0
2018-10-08,1.0,-0.2748069272174117,-0.7466943599344722,-0.0,-0.485958343084484,-0.41788556049613856,0.0
2018-10-09,1.0,-0.2671486510315641,-0.7500146946452712,-0.0,-0.49329924175630396,-0.42846646681949097,0.0
2018-10-10,1.0,-0.26564156945917283,-0.7534759043242607,-0.0,-0.4939024390243903,-0.4326617179215271,0.0
2018-10-11,1.0,-0.21689857983072727,-0.7454023812939319,-0.0,-0.47419308564051066,-0.43253478697460906,0.0
2018-10-12,1.0,-0.21463942170869144,-0.7435255279184927,-0.0,-0.4656497239455859,-0.42207866127838806,0.0
2018-10-15,1.0,-0.18773107331778624,-0.7712303054433763,-0.0,-0.461407200955577,-0.42363915590694506,0.0
2018-10-16,1.0,-0.18870715403214336,-0.7699900440904566,-0.0,-0.461811975536908,-0.4240648556393116,0.0
2018-10-17,1.0,-0.17603795300788816,-0.7466243718945624,-0.0,-0.4574011172557056,-0.427111697498807,0.0
2018-10-18,1.0,-0.1763648618288025,-0.7479779824758481,-0.0,-0.45677937542125363,-0.4272635362839811,0.0
2018-10-19,1.0,-0.16530908279401918,-0.7422729301495201,-0.0,-0.45676188350814545,-0.42523990180763216,0.0
2018-10-22,1.0,-0.16531875732054213,-0.7362094930001674,-0.0,-0.45947905627753916,-0.42777065090077526,0.0
2018-10-23,1.0,-0.16301343087705583,-0.7371904057185938,-0.0,-0.4624019210901069,-0.42970429732220145,0.0
2018-10-24,1.0,-0.16130651864662074,-0.7342891411676103,-0.0,-0.462748598365457,-0.43097821539148146,0.0
2018-10-25,1.0,-0.13837247227658184,-0.7051804740160904,-0.0,-0.46518264840182644,-0.4092737551641661,0.0
2018-10-26,1.0,-0.1327029582601648,-0.6985006078616778,-0.0,-0.46543293259489393,-0.40497095771984337,0.0
2018-10-29,1.0,-0.12060152803185194,-0.7034326912730011,-0.0,-0.45962014419455505,-0.40651565694608843,0.0
2018-10-30,1.0,-0.10652162205826915,-0.7049921912865529,-0.0,-0.46162959771662454,-0.41948947170014544,0.0
2018-10-31,1.0,-0.10843470339210118,-0.6950056267081078,-0.0,-0.459594877016237,-0.41632281228229995,0.0
2018-11-01,1.0,-0.09587024596525974,-0.7047613949629312,-0.0,-0.45917083745951875,-0.41664213259106603,0.0
2018-11-02,1.0,-0.10388813278894136,-0.6750727190243642,-0.0,-0.47468844234515517,-0.414938755904251,0.0
2018-11-05,1.0,-0.10427843168655083,-0.6741665999412816,-0.0,-0.47471107908292626,-0.41585928950810047,0.0
2018-11-06,1.0,-0.09992770503654912,-0.6722092805312341,-0.0,-0.48121669745896584,-0.42423755589471707,0.0
2018-11-07,1.0,-0.09974037213327565,-0.6840382951103419,-0.0,-0.4879381220250974,-0.43271311120726963,0.0
2018-11-08,1.0,-0.10485098977594083,-0.6874048292364586,-0.0,-0.49333804655209923,-0.433597998694801,0.0
2018-11-09,1.0,-0.10433434848814445,-0.687296062649554,-0.0,-0.4940994126604308,-0.4334348488144442,0.0
2018-11-12,1.0,-0.10367820453744613,-0.6793429647900686,-0.0,-0.4962459003062912,-0.43130133087577593,0.0
2018-11-13,1.0,-0.08316299085529855,-0.678375470683163,-0.0,-0.49940828402366866,-0.4286713286713286,0.0
2018-11-14,1.0,-0.08490820007537823,-0.6779734022505788,-0.0,-0.500511495181177,-0.4286868034243256,0.0
2018-11-15,1.0,-0.08420033873699491,-0.6789257198161142,-0.0,-0.5028900180122052,-0.4223996558862274,0.0
2018-11-16,1.0,-0.0807663410969196,-0.6709241172051089,-0.0,-0.5028442631748417,-0.4287592572716539,0.0
2018-11-19,1.0,-0.07982606828430319,-0.6714623147949323,-0.0,-0.5036504187245008,-0.429165771956195,0.0
2018-11-20,1.0,-0.049735703988467085,-0.6667200598003096,-0.0,-0.5081424528805596,-0.44505846548133904,0.0
2018-11-21,1.0,-0.054784359436261525,-0.6634258768676486,-0.0,-0.5075500688778214,-0.42338666949242343,0.0
2018-11-23,1.0,-0.0557849052609294,-0.6552609293955753,-0.0,-0.5110087858579443,-0.42428813379908964,0.0
2018-11-26,1.0,-0.05539389450293635,-0.6570816358922807,-0.0,-0.5098142955399185,-0.4230728532881858,0.0
2018-11-27,1.0,-0.05073265865485979,-0.6580223487244361,-0.0,-0.5068522032468902,-0.4198292220113852,0.0
2018-11-28,1.0,-0.05126110217958516,-0.657196320796985,-0.0,-0.5070236934348892,-0.4200511293255673,0.0
2018-11-29,1.0,-0.03162540478428914,-0.6492217695602215,-0.0,-0.5059803614331976,-0.4247101222187402,0.0
2018-11-30,1.0,-0.03170043868811364,-0.6496500940045957,-0.0,-0.5069981199080844,-0.42286400668477125,0.0
2018-12-03,1.0,-0.028186691070728197,-0.6528958033729899,-0.0,-0.5093737743495882,-0.4242646097529088,0.0
2018-12-04,1.0,-0.024580539101844844,-0.6541763431881636,-0.0,-0.5075803042559298,-0.42308796284215744,0.0
2018-12-06,1.0,-0.01883080382237212,-0.6221830446113752,-0.0,-0.5077162859624916,-0.4063314425877664,0.0
2018-12-07,1.0,-0.017962082886197557,-0.6224896520006132,-0.0,-0.5079717921201901,-0.4066380499770045,0.0
2018-12-10,1.0,-0.008436888516174938,-0.6238977408452135,-0.0,-0.5080429976366546,-0.4008792660923483,0.0
2018-12-11,1.0,-0.0,-0.6291313100425554,-0.0,-0.5062304105190735,-0.4128889228652244,0.0
2018-12-12,1.0,-0.0,-0.6304209102279399,-0.0,-0.5058580289455548,-0.4162646450723639,0.0
2018-12-13,1.0,-0.0,-0.628060599877576,-0.0,-0.5074219547031218,-0.4150428483982861,0.0
2018-12-14,1.0,-0.002299966778257647,-0.6108967314916562,-0.0,-0.5240090976463674,-0.4182872914057908,0.0
2018-12-17,1.0,-0.0,-0.6089315738523462,-0.0,-0.5085086870127885,-0.4300708208080705,0.0
2018-12-18,1.0,-0.0,-0.6103293565820332,-0.0,-0.5092026103803405,-0.4296420923829917,0.0
2018-12-19,1.0,-0.0,-0.6103604751950237,-0.0,-0.5092795594758579,-0.4296639983684291,0.0
2018-12-20,1.0,-0.0,-0.6059249841068023,-0.0,-0.5094469167196439,-0.42753973299427844,0.0
2018-12-21,1.0,-0.0,-0.6076046209165328,-0.0,-0.5106214775712137,-0.4319485884783108,0.0
2018-12-24,1.0,-0.0,-0.5899814941567166,-0.0,-0.5019393109742186,-0.4431262199913809,0.0
2018-12-26,1.0,-0.0,-0.5918490870573994,-0.0,-0.49286290729345306,-0.43722889135478665,0.0
2018-12-27,1.0,-0.0,-0.5684771660893704,-0.0,-0.450856118112364,-0.4372466651927187,0.0
2018-12-28,1.0,-0.0,-0.5710638088924898,-0.0,-0.44928923915445235,-0.4347794063489725,0.0
2018-12-31,1.0,-0.0,-0.5724038012916534,-0.0,-0.44891093485254036,-0.434324583159394,0.0
2019-01-02,1.0,-0.0,-0.5717159821384759,-0.0,-0.4470533392217479,-0.4347367387997448,0.0
2019-01-03,1.0,-0.0,-0.5721372264924731,-0.0,-0.46170280690552784,-0.42189533655853245,0.0
2019-01-04,1.0,-0.0,-0.5745387904703726,-0.0,-0.4454001221747098,-0.42355528405620035,0.0
2019-01-07,1.0,-0.0,-0.5615429206318535,-0.0,-0.44017197236848465,-0.41362736099705333,0.0
2019-01-08,1.0,-0.0,-0.5621617703904136,-0.0,-0.43991592578275995,-0.4138480865867801,0.0
2019-01-09,1.0,-0.0,-0.5677756792096469,-0.0,-0.44142573490241654,-0.4122233522204465,0.0
2019-01-10,1.0,-0.0,-0.5700533462657614,-0.0,-0.44090688651794374,-0.41387002909796317,0.0
2019-01-11,1.0,-0.0,-0.5619947073247712,-0.0,-0.44371069945859337,-0.42212726698875913,0.0
2019-01-14,1.0,-0.0,-0.5612611737271667,-0.0,-0.4437427127866304,-0.4240672366886903,0.0
2019-01-15,1.0,-0.0,-0.558329484405766,-0.0,-0.443615236891363,-0.42895690011425236,0.0
2019-01-16,1.0,-0.0,-0.5600223338916807,-0.0,-0.4339086738038016,-0.43366591411162086,0.0
2019-01-17,1.0,-0.0,-0.5703627852545348,-0.0,-0.43375755802613614,-0.4339282231324361,0.0
2019-01-18,1.0,-0.0,-0.5676039448890194,-0.0,-0.43694785013337245,-0.4426498299194871,0.0
2019-01-22,1.0,-0.0,-0.6090181534257271,-0.0,-0.4251415186414211,-0.4058413039234824,0.0
2019-01-23,1.0,-0.0,-0.5961919678911431,-0.0,-0.42801204082132105,-0.4231173980078804,0.0
2019-01-24,1.0,-0.0,-0.6026400862068966,-0.0,-0.41851978840125387,-0.42789968652037613,0.0
2019-01-25,1.0,-0.0,-0.6030613504505616,-0.0,-0.43797062091099864,-0.4277990371559066,0.0
2019-01-28,1.0,-0.0,-0.6068997714819274,-0.0,-0.4244784627859547,-0.4258299137528565,0.0
2019-01-29,1.0,-0.0,-0.5972400197141449,-0.0,-0.4221291276490882,-0.44489896500739284,0.0
2019-01-30,1.0,-0.0,-0.5957263272046138,-0.0,-0.42036772317247495,-0.4485631192389215,0.0
2019-01-31,1.0,-0.0,-0.6034648700673725,-0.0,-0.4049505194837245,-0.45946546235285407,0.0
2019-02-01,1.0,-0.0,-0.6029793226117246,-0.0,-0.4106573778996517,-0.45678005879591893,0.0
2019-02-04,1.0,-0.0,-0.6012400266778648,-0.0,-0.4158782698910654,-0.45305436850035813,0.0
