Date,HUBS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6602299040688059,-1.0640506119748594,-0.5025636784651009,-0.5494541845848495,-0.35866688719814754,0.0
2018-09-25,1.0,-0.6688651070184172,-1.0636303301808527,-0.512112161937946,-0.5489049278247885,-0.35448813671810186,0.0
2018-09-26,1.0,-0.6714985878052833,-1.0674115301545106,-0.5164894500747632,-0.5490945339757435,-0.3490197707260342,0.0
2018-09-27,1.0,-0.6725604947495123,-1.063213381480098,-0.5174947080064749,-0.5487070933466153,-0.3486074793508488,0.0
2018-09-28,1.0,-0.6688551838769997,-1.068273426137544,-0.5180552669852483,-0.5499272802825681,-0.3503428215250363,0.0
2018-10-01,1.0,-0.6687445455678843,-1.0682791006940116,-0.5181814403856543,-0.5499729875742843,-0.35057972821343975,0.0
2018-10-02,1.0,-0.6683440073193047,-1.0752723945770606,-0.5160109789569991,-0.5491557847459037,-0.34995425434583716,0.0
2018-10-03,1.0,-0.6693736465100784,-1.0817507912710311,-0.5169082125603864,-0.548600699650175,-0.3480343161752457,0.0
2018-10-04,1.0,-0.6678219475530315,-1.0896943377317523,-0.5165358276265242,-0.5473943544346084,-0.3542258226156673,0.0
2018-10-05,1.0,-0.6630298992254519,-1.089572749229616,-0.5117847922045473,-0.547430665445157,-0.3524194220038311,0.0
2018-10-08,1.0,-0.6611628680751955,-1.0863832972883047,-0.506820828481118,-0.5526534686408252,-0.35202129429379475,0.0
2018-10-09,1.0,-0.6756677305560223,-1.0980598017806147,-0.5259113052242567,-0.5533764488493197,-0.3465479590122627,0.0
2018-10-10,1.0,-0.6755251834978487,-1.1073567873112293,-0.5215557242892095,-0.5570319750274192,-0.35682949464270647,0.0
2018-10-11,1.0,-0.6452211951138989,-1.105893034004622,-0.4870006602839221,-0.5378012545394519,-0.35085836909871243,0.0
2018-10-12,1.0,-0.6553257455227839,-1.1017827275323298,-0.4889242442785461,-0.5134010525027536,-0.3199934728511402,0.0
2018-10-15,1.0,-0.659316427783903,-1.100575768712483,-0.4921801625219486,-0.5136183592633428,-0.3177753276981502,0.0
2018-10-16,1.0,-0.6576282260699118,-1.1071545246651422,-0.4871773930088207,-0.5139251878471087,-0.3177883044756616,0.0
2018-10-17,1.0,-0.643708715965845,-1.0740695988400195,-0.4753504108264862,-0.510351216368616,-0.32423070726599,0.0
2018-10-18,1.0,-0.6417796063246208,-1.071515004840271,-0.4774120684091643,-0.5164569215876088,-0.3263956114875767,0.0
2018-10-19,1.0,-0.6321419985575767,-1.0635868258674575,-0.4697892459331677,-0.5186713678980688,-0.3225018030290889,0.0
2018-10-22,1.0,-0.6302328387018941,-1.0766075521775849,-0.47995335183174487,-0.5144569107652712,-0.32014316161981743,0.0
2018-10-23,1.0,-0.6332153487249618,-1.0761805164508085,-0.4863245113023892,-0.5091706218325155,-0.317311559810152,0.0
2018-10-24,1.0,-0.6380185259766412,-1.0734997986306887,-0.47470801449859046,-0.5158276278695128,-0.3253725332259364,0.0
2018-10-25,1.0,-0.611551440006278,-1.0338224907792515,-0.47398571764890535,-0.5142823510947186,-0.2900808286902613,0.0
2018-10-26,1.0,-0.6017592340326159,-1.0233915852566848,-0.46226598684466585,-0.5199081461876776,-0.2847468181995096,0.0
2018-10-29,1.0,-0.5971273291925466,-1.0288819875776398,-0.45857919254658386,-0.5151785714285714,-0.2822204968944099,0.0
2018-10-30,1.0,-0.5930683846930063,-1.0293798028409533,-0.4558332686486067,-0.5159900644259878,-0.2868120779321586,0.0
2018-10-31,1.0,-0.5945778944929327,-1.0157951649030663,-0.4577508303081795,-0.5122808372595967,-0.2814937823434,0.0
2018-11-01,1.0,-0.6080357142857142,-1.0058229813664596,-0.46882763975155284,-0.5153726708074534,-0.28396739130434784,0.0
2018-11-02,1.0,-0.6104876160990712,-0.9938080495356035,-0.46733746130030956,-0.5173374613003096,-0.2809984520123839,0.0
2018-11-05,1.0,-0.6148059099546282,-0.9863497110947378,-0.46663047271881186,-0.5190987706984139,-0.29103811998293716,0.0
2018-11-06,1.0,-0.6330503854839966,-1.0042052799626198,-0.45584456039249277,-0.5177166887314072,-0.2829997663733354,0.0
2018-11-07,1.0,-0.6306513111820091,-1.0035016730215545,-0.4597307602521204,-0.5151739164267372,-0.2817679558011049,0.0
2018-11-08,1.0,-0.6314355761372923,-1.0051757014437483,-0.4595478071370199,-0.5151574113709771,-0.2801883488344943,0.0
2018-11-09,1.0,-0.6401083798005183,-1.017120867038404,-0.45177884237807275,-0.5245817953349564,-0.29321448205450407,0.0
2018-11-12,1.0,-0.6400704363138329,-1.0041479162590492,-0.45184895323811386,-0.5279201721776561,-0.28914106828409314,0.0
2018-11-13,1.0,-0.6352309010201698,-1.0063079199439295,-0.4461490538120084,-0.5259714975469201,-0.28015730862082394,0.0
2018-11-14,1.0,-0.6345996493278784,-1.0079096045197742,-0.4457042665108124,-0.5268264172998247,-0.28135593220338984,0.0
2018-11-15,1.0,-0.6351077904895323,-1.0089890263833763,-0.4447816950735466,-0.5285236205152152,-0.2739512802552728,0.0
2018-11-16,1.0,-0.6383128570310667,-1.0197589795758666,-0.44573127787776823,-0.5341576023163003,-0.27474763283512016,0.0
2018-11-19,1.0,-0.6383694546592598,-1.0187778734058366,-0.44777403959001644,-0.5329395195994053,-0.2741960722948126,0.0
