Date,GGAL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.9329140461215935,-3.7311320754716983,-0.3345125786163522,-3.172038784067086,-2.932258909853249,0.0
2018-09-25,1.0,-1.9328876654869578,-3.734041158736401,-0.33241578188491283,-3.1743347751998954,-2.9343295320487615,0.0
2018-09-26,1.0,-1.958068783068783,-3.7791005291005293,-0.3478835978835979,-3.2011904761904764,-2.9414021164021165,0.0
2018-09-27,1.0,-1.961990233601689,-3.751484756499934,-0.3533060578065197,-3.1957239012801897,-2.935330605780652,0.0
2018-09-28,1.0,-1.9823995700658337,-3.843880155851136,-0.3610103452908774,-3.2556764745398366,-2.992476152089212,0.0
2018-10-01,1.0,-2.007723577235772,-3.872357723577235,-0.3611111111111111,-3.2897018970189698,-3.019241192411924,0.0
2018-10-02,1.0,-2.0181966322650733,-3.8369092884302014,-0.37873438348723526,-3.3077131993481803,-3.038022813688213,0.0
2018-10-03,1.0,-2.07180629000835,-3.879348733648762,-0.3741998330086279,-3.4245755635958814,-3.1660172557751185,0.0
2018-10-04,1.0,-2.1005594405594405,-3.8738461538461544,-0.3802797202797203,-3.4640559440559446,-3.1671328671328673,0.0
2018-10-05,1.0,-2.051126157247478,-3.8312836810833217,-0.3266546911703745,-3.453088296255354,-3.155865690203123,0.0
2018-10-08,1.0,-2.0413450937155457,-3.815049614112459,-0.30884785005512677,-3.4644432194046306,-3.1520121278941566,0.0
2018-10-09,1.0,-2.0406807804068077,-3.8350629583506297,-0.2855956828559568,-3.4917669849176702,-3.1838937318389373,0.0
2018-10-10,1.0,-2.0414242172346913,-3.844139650872818,-0.27874757550568025,-3.498614574674425,-3.191327237461901,0.0
2018-10-11,1.0,-1.7583257742646106,-3.697680445769081,-0.0,-3.3439160295451598,-3.1586108591421533,0.0
2018-10-12,1.0,-1.7777352716143842,-3.6595256312165265,-0.0,-3.2588625350675846,-3.0555980617189493,0.0
2018-10-15,1.0,-1.807222722015165,-3.6752345456882147,-0.0,-3.2892944351625752,-3.080066829456368,0.0
2018-10-16,1.0,-1.7941062926264315,-3.7062154162913394,-0.0,-3.288379873890104,-3.0795264444730406,0.0
2018-10-17,1.0,-1.7148898001025117,-3.586109687339826,-0.0,-3.3289338800615074,-3.184008200922604,0.0
2018-10-18,1.0,-1.7169811320754718,-3.5964574509048908,-0.0,-3.332434860736748,-3.189449364651521,0.0
2018-10-19,1.0,-1.6367315962560078,-3.5208702251454587,-0.0,-3.3219074120920813,-3.168985580571717,0.0
2018-10-22,1.0,-1.6411719939117202,-3.4982242516489093,-0.0,-3.349568746829021,-3.19507864028412,0.0
2018-10-23,1.0,-1.6495054527009891,-3.497844281004311,-0.0,-3.3425057063149883,-3.1907177276185648,0.0
2018-10-24,1.0,-1.6403442166540116,-3.4796254112882807,-0.0,-3.341559098962288,-3.1934953176411036,0.0
2018-10-25,1.0,-1.4685825621042377,-3.270701412566975,-0.0,-3.377618119824647,-3.0605211885046275,0.0
2018-10-26,1.0,-1.3738185255198485,-3.1520557655954633,-0.0,-3.322778827977315,-2.9659735349716443,0.0
2018-10-29,1.0,-1.2891834819333647,-3.1787893007977472,-0.0,-3.2832003754106056,-2.9804082590333176,0.0
2018-10-30,1.0,-1.2708211315450393,-3.174300105423451,-0.0,-3.279372144781539,-2.989340517746281,0.0
2018-10-31,1.0,-1.27336718209093,-3.070736210477729,-0.0,-3.2479806138933762,-2.947265174244173,0.0
2018-11-01,1.0,-1.2188110842819362,-3.1025641025641026,-0.0,-3.2364033574795905,-2.940554214096815,0.0
2018-11-02,1.0,-1.2269910488868487,-3.0900849208170764,-0.0,-3.226072985999541,-2.9325223777828784,0.0
2018-11-05,1.0,-1.2152044097381718,-3.1311437758383094,-0.0,-3.230822232429949,-2.9065227377124483,0.0
2018-11-06,1.0,-1.2288077188146107,-3.142775097633816,-0.0,-3.222030783367792,-2.892717665977487,0.0
2018-11-07,1.0,-1.2268029398254476,-3.1456132292145154,-0.0,-3.218419843821773,-2.8927423059255855,0.0
2018-11-08,1.0,-1.114575036978041,-3.1571282284674025,-0.0,-3.18636932529298,-2.919899874843555,0.0
2018-11-09,1.0,-1.1139542818150803,-3.1551233936085525,-0.0,-3.185602183555101,-2.918002956897532,0.0
2018-11-12,1.0,-1.1039107404485518,-3.0830609714865322,-0.0,-3.189563845373605,-2.893722529020624,0.0
2018-11-13,1.0,-1.0033211557622053,-3.038193291265361,-0.0,-3.171371637329791,-2.857633122993469,0.0
2018-11-14,1.0,-1.0023276435380182,-3.0437818665484375,-0.0,-3.175792507204611,-2.8621148304145425,0.0
2018-11-15,1.0,-1.0313497492020063,-3.1605107159142722,-0.0,-3.30437756497948,-2.9035567715458273,0.0
2018-11-16,1.0,-1.0139093067963363,-3.1181725658713106,-0.0,-3.280900147008934,-2.8956236571299336,0.0
2018-11-19,1.0,-1.0126668174621125,-3.1188645102917896,-0.0,-3.2819497851164896,-2.8961773354444693,0.0
2018-11-20,1.0,-0.8579437156631909,-3.083081062899428,-0.0,-3.2981275927794593,-2.9729790335239374,0.0
2018-11-21,1.0,-0.8550708713328207,-3.0235138995714763,-0.0,-3.253378749587958,-2.855949895615866,0.0
2018-11-23,1.0,-0.8524482418665791,-2.9981378026070766,-0.0,-3.2529302223682772,-2.8505860444736557,0.0
2018-11-26,1.0,-0.8508839354342814,-3.0270121884264856,-0.0,-3.2533216207313056,-2.8492368507741297,0.0
2018-11-27,1.0,-0.8176509475539886,-3.076685764654033,-0.0,-3.266196562362274,-2.857646540326135,0.0
2018-11-28,1.0,-0.8162994131325434,-3.1211383014062672,-0.0,-3.2701804894253126,-2.865241944413686,0.0
2018-11-29,1.0,-0.7124126813541107,-3.021493820526599,-0.0,-3.1948414830736165,-2.8182697474476086,0.0
2018-11-30,1.0,-0.7189867936782854,-3.049469582160641,-0.0,-3.2288374106949553,-2.827560077938948,0.0
2018-12-03,1.0,-0.7121851010920099,-3.0493026273110604,-0.0,-3.226078494972429,-2.824413450102714,0.0
2018-12-04,1.0,-0.682662372517445,-3.0441223832528177,-0.0,-3.2027911969940956,-2.8057971014492753,0.0
2018-12-06,1.0,-0.6352505401790308,-2.785265973865624,-0.0,-3.184484000411565,-2.684226772301677,0.0
2018-12-07,1.0,-0.6499999999999999,-2.789484536082474,-0.0,-3.191030927835052,-2.678659793814433,0.0
2018-12-10,1.0,-0.5466231381350746,-2.8161599673536015,-0.0,-3.2079167516833302,-2.6312997347480107,0.0
2018-12-11,1.0,-0.536221518340656,-2.825278430571166,-0.0,-3.2086441197506894,-2.647491570450598,0.0
2018-12-12,1.0,-0.5475136415113765,-2.8474209821888192,-0.0,-3.2403994646350256,-2.6602491506228767,0.0
2018-12-13,1.0,-0.5470279179973215,-2.836200679921706,-0.0,-3.26073967240136,-2.6577727413206964,0.0
2018-12-14,1.0,-0.5603829918665706,-2.8009883661072794,-0.0,-3.2769484196437766,-2.6570575517347885,0.0
2018-12-17,1.0,-0.4996413566963828,-2.800389384158213,-0.0,-3.238344092632442,-2.708576698432217,0.0
2018-12-18,1.0,-0.45367573011077544,-2.739073514602216,-0.0,-3.1968781470292047,-2.6808660624370595,0.0
2018-12-19,1.0,-0.46731234866828086,-2.7408192090395485,-0.0,-3.197336561743341,-2.683414043583535,0.0
2018-12-20,1.0,-0.4588436057016663,-2.694037341899217,-0.0,-3.21802850833166,-2.667235494880546,0.0
2018-12-21,1.0,-0.4413765506202481,-2.706282513005202,-0.0,-3.2413965586234497,-2.61484593837535,0.0
2018-12-24,1.0,-0.3738041226945459,-2.6250123286320153,-0.0,-3.2127428740506954,-2.6512476575599173,0.0
2018-12-26,1.0,-0.36738473535432303,-2.653182571400721,-0.0,-3.1299346914903987,-2.597036748221074,0.0
2018-12-27,1.0,-0.1828272635538024,-2.5064672965782955,-0.0,-2.890010090817356,-2.59407393817081,0.0
2018-12-28,1.0,-0.17707379600805714,-2.508606482329244,-0.0,-2.8840871635231644,-2.5860648232924373,0.0
2018-12-31,1.0,-0.17412023460410558,-2.5168621700879767,-0.0,-2.88599706744868,-2.587243401759531,0.0
2019-01-02,1.0,-0.16556957396233316,-2.511976595355641,-0.0,-2.878954104955202,-2.5859389285061254,0.0
2019-01-03,1.0,-0.16952868103763247,-2.5081293386919987,-0.0,-2.8801607599561563,-2.576269638290099,0.0
2019-01-04,1.0,-0.05231975207364871,-2.5656731382736306,-0.0,-2.866466138000182,-2.630571506699481,0.0
2019-01-07,1.0,-0.0,-2.4388489208633093,-0.0,-2.8043516406387083,-2.530356202842604,0.0
2019-01-08,1.0,-0.0,-2.397204019222368,-0.0,-2.8213193534294456,-2.5189165574486676,0.0
